series,gallery_number,set_code,set_number,name_de,name_en,image_url_de,image_url_en
8,67,JTG,154,Furlongham,Postwick,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_67-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_67-2x.png
8,68,SSP,185,Edler Rollwagen,Precious Trolley,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_68-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_68-2x.png
8,69,MEG,124,Premium Power Pro,Premium Power Pro,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_69-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_69-2x.png
8,70,MEG,127,Riskante Ruinen,Risky Ruins,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_70-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_70-2x.png
8,71,PRE,129,Funkelnder Kristall,Sparkling Crystal,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_71-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_71-2x.png
8,72,MEG,128,Seltsamer Zeitmesser,Strange Timepiece,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_72-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_72-2x.png
8,73,MEG,129,Surfstrand,Surfing Beach,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_73-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_73-2x.png
8,74,DRI,170,Team Rockets Atlas,Team Rocket’s Archer,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_74-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_74-2x.png
8,75,DRI,171,Team Rockets Athena,Team Rocket’s Ariana,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_75-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_75-2x.png
8,76,DRI,182,Team Rockets Energie,Team Rocket’s Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_76-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_76-2x.png
8,77,DRI,173,Team Rockets Fabrik,Team Rocket’s Factory,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_77-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_77-2x.png
8,78,DRI,174,Team Rockets Giovanni,Team Rocket’s Giovanni,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_78-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_78-2x.png
8,79,DRI,176,Team Rockets Lambda,Team Rocket’s Petrel,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_79-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_79-2x.png
8,80,DRI,177,Team Rockets Lance,Team Rocket’s Proton,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_80-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_80-2x.png
8,81,DRI,178,Team Rockets Transceiver,Team Rocket’s Transceiver,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_81-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_81-2x.png
8,82,MEG,132,Heikos Mitgefühl,Wally’s Compassion,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_82-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_82-2x.png
8,83,MEE,7,Basis-Finsternis-Energie,Basic Darkness Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_83-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_83-2x.png
8,84,MEE,6,Basis-Kampf-Energie,Basic Fighting Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_84-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_84-2x.png
8,85,MEE,2,Basis-Feuer-Energie,Basic Fire Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_85-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_85-2x.png
8,86,MEE,1,Basis-Pflanzen-Energie,Basic Grass Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_86-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_86-2x.png
8,87,MEE,4,Basis-Elektro-Energie,Basic Lightning Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_87-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_87-2x.png
8,88,MEE,8,Basis-Metall-Energie,Basic Metal Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_88-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_88-2x.png
8,89,MEE,5,Basis-Psycho-Energie,Basic Psychic Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_89-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_89-2x.png
8,90,MEE,3,Basis-Wasser-Energie,Basic Water Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/de-de/OP_Prize_SE8_DE_90-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series8/en-us/OP_Prize_SE8_EN_90-2x.png
9,1,PFL,11,Glumanda,Charmander,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_1-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_1-2x.png
9,2,PFL,12,Glutexo,Charmeleon,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_2-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_2-2x.png
9,3,DRI,12,Castellith,Crustle,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_3-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_3-2x.png
9,4,POR,12,Silvarro-ex,Decidueye ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_4-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_4-2x.png
9,5,POR,19,Jugong,Dewgong,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_5-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_5-2x.png
9,6,ASC,151,Dragonir,Dragonair,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_6-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_6-2x.png
9,7,ASC,150,Dratini,Dratini,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_7-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_7-2x.png
9,8,DRI,33,Klarins Igelavar,Ethan’s Quilava,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_8-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_8-2x.png
9,9,DRI,34,Klarins Tornupto,Ethan’s Typhlosion,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_9-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_9-2x.png
9,10,POR,48,Nebulak,Gastly,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_10-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_10-2x.png
9,11,POR,50,Gengar,Gengar,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_11-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_11-2x.png
9,12,POR,49,Alpollo,Haunter,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_12-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_12-2x.png
9,13,JTG,55,Enigmaras Voltrean,Iono’s Kilowattrel,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_13-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_13-2x.png
9,14,WHT,45,Apoquallyp-ex,Jellicent ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_14-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_14-2x.png
9,15,MEG,59,Kirlia,Kirlia,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_15-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_15-2x.png
9,16,DRI,136,Marys Olangaar-ex,Marnie’s Grimmsnarl ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_16-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_16-2x.png
9,17,PFL,13,Mega-Glurak X-ex,Mega Charizard X ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_17-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_17-2x.png
9,18,ASC,22,Mega-Glurak Y-ex,Mega Charizard Y ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_18-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_18-2x.png
9,19,ASC,152,Mega-Dragoran-ex,Mega Dragonite ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_19-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_19-2x.png
9,20,ASC,61,Mega-Zapplarang-ex,Mega Eelektross ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_20-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_20-2x.png
9,21,PFL,56,Mega-Gengar-ex,Mega Gengar ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_21-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_21-2x.png
9,22,MEG,77,Mega-Lucario-ex,Mega Lucario ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_22-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_22-2x.png
9,23,PFL,61,Mega-Tohaido-ex,Mega Sharpedo ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_23-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_23-2x.png
9,24,POR,55,Mega-Panzaeron-ex,Mega Skarmory ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_24-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_24-2x.png
9,25,POR,21,Mega-Starmie-ex,Mega Starmie ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_25-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_25-2x.png
9,26,POR,47,Mega-Zygarde-ex,Mega Zygarde ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_26-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_26-2x.png
9,27,MEG,10,Meganie,Meganium,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_27-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_27-2x.png
9,28,POR,62,Mauzi-ex,Meowth ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_28-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_28-2x.png
9,29,ASC,86,Traunmagil,Mismagius,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_29-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_29-2x.png
9,30,PFL,36,Traunmagil-ex,Mismagius ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_30-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_30-2x.png
9,31,PFL,14,Lavados,Moltres,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_31-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_31-2x.png
9,32,ASC,155,Ns Zekrom,N’s Zekrom,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_32-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_32-2x.png
9,33,JTG,98,Ns Zoroark-ex,N’s Zoroark ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_33-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_33-2x.png
9,34,JTG,97,Ns Zorua,N’s Zorua,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_34-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_34-2x.png
9,35,PFL,18,Choreogel-ex,Oricorio ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_35-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_35-2x.png
9,36,ASC,39,Enton,Psyduck,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_36-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_36-2x.png
9,37,MEG,58,Trasla,Ralts,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_37-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_37-2x.png
9,38,PFL,17,Reshiram,Reshiram,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_38-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_38-2x.png
9,39,WHT,20,Reshiram-ex,Reshiram ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_39-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_39-2x.png
9,40,MEG,76,Riolu,Riolu,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_40-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_40-2x.png
9,41,PFL,68,Riffex,Toxtricity,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_41-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_41-2x.png
9,42,BLK,30,Zapplardin,Tynamo,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_42-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_42-2x.png
9,43,POR,53,Yveltal-ex,Yveltal ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_43-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_43-2x.png
9,44,BLK,34,Zekrom-ex,Zekrom ex,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_44-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_44-2x.png
9,45,DRI,78,Zeraora,Zeraora,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_45-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_45-2x.png
9,46,MEG,113,Lolas Schabernack,Acerola’s Mischief,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_46-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_46-2x.png
9,47,PLF,85,Kampfkäfig,Battle Cage,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_47-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_47-2x.png
9,48,PFL,86,Schweißbrenner,Blowtorch,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_48-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_48-2x.png
9,49,ASC,183,Befehl vom Boss (Ravan),Boss’s Orders,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_49-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_49-2x.png
9,50,WHT,80,Reif der Tapferkeit,Brave Bangle,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_50-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_50-2x.png
9,51,JTG,146,Rockos Erkundung,Brock’s Scouting,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_51-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_51-2x.png
9,52,ASC,185,Canary,Canari,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_52-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_52-2x.png
9,53,POR,70,Datenkern,Core Memory,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_53-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_53-2x.png
9,54,PLF,87,Lucia,Dawn,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_54-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_54-2x.png
9,55,DRI,165,Klarins Abenteuer,Ethan’s Adventure,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_55-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_55-2x.png
9,56,PFL,89,Feuerspucker,Firebreather,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_56-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_56-2x.png
9,57,PFL,90,Astors Zug,Grimsley’s Move,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_57-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_57-2x.png
9,58,WHT,84,Lotta,Hilda,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_58-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_58-2x.png
9,59,MEG,119,Lillys Entschlossenheit,Lillie’s Determination,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_59-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_59-2x.png
9,60,JTG,150,Fermanca City,Levincia,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_60-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_60-2x.png
9,61,MEG,122,Geheimnisvoller Garten,Mystery Garden,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_61-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_61-2x.png
9,62,POR,81,Poképad,Poké Pad,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_62-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_62-2x.png
9,63,MEG,124,Premium Power Pro,Premium Power Pro,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_63-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_63-2x.png
9,64,PFL,92,Punk-Helm,Punk Helmet,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_64-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_64-2x.png
9,65,POR,84,Rosys Ermutigung,Rosa’s Encouragement,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_65-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_65-2x.png
9,66,WHT,85,Ausrüstungsentsorger,Tool Scrapper,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_66-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_66-2x.png
9,67,MEG,131,Hyperball,Ultra Ball,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_67-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_67-2x.png
9,68,PFL,94,Wunderpflaster,Wondrous Patch,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_68-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_68-2x.png
9,69,POR,86,Wachsende Pflanzen-Energie,Growing Grass Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_69-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_69-2x.png
9,70,WHT,86,Zünd-Energie,Ignition Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_70-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_70-2x.png
9,71,POR,87,Steinharte Kampf-Energie,Rocky Fighting Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_71-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_71-2x.png
9,72,POR,88,Telepathische Psycho-Energie,Telepathic Psychic Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_72-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_72-2x.png
9,73,MEE,1,Basis-Pflanzen-Energie,Basic Grass Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_73-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_73-2x.png
9,74,MEE,2,Basis-Feuer-Energie,Basic Fire Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_74-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_74-2x.png
9,75,MEE,3,Basis-Wasser-Energie,Basic Water Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_75-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_75-2x.png
9,76,MEE,4,Basis-Elektro-Energie,Basic Lightning Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_76-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_76-2x.png
9,77,MEE,5,Basis-Psycho-Energie,Basic Psychic Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_77-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_77-2x.png
9,78,MEE,6,Basis-Kampf-Energie,Basic Fighting Energy,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/de-de/OP_Prize_SE9_DE_78-2x.png,https://d1wx537rtdixyy.cloudfront.net/expansions/series9/en-us/OP_Prize_SE9_EN_78-2x.png
