id_expansion,expansion_code,name,release_date,code_source,n_singles
4249,,Tag Team GX Premium Trainer Box,2021-03-17,,35
5530,,Pokémon Trading Card Game Classic: Venusaur & Lugia ex Deck,2023-11-17,,35
6088,,,2025-03-17,,35
6290,,,2025-09-24,,35
1648,DCR,Double Crisis,0000-00-00,tcg,34
4124,,Magma Gang VS Aqua Gang: Double Crisis,2021-03-18,,34
4179,,Mewtwo vs Genesect Deck Kit,2021-04-27,,34
5527,,Pokémon Card Game Classic: Venusaur & Lugia ex Deck,2023-10-31,,34
5528,,Pokémon Card Game Classic: Charizard & Ho-Oh ex Deck,2023-10-31,,34
5529,,Pokémon Card Game Classic: Blastoise & Suicune ex Deck,2023-10-31,,34
5531,,Pokémon Trading Card Game Classic: Charizard & Ho-Oh ex Deck,2023-11-17,,34
5532,,Pokémon Trading Card Game Classic: Blastoise & Suicune ex Deck,2023-11-17,,34
3717,,Single Strike Premium Trainer Box,2021-01-22,,33
5867,,Aqua Deck Kit,2024-08-21,,33
5868,,Magma Deck Kit,2024-08-21,,33
3974,,Ash vs Team Rocket Deck Kit,2021-03-17,,32
4094,,PokéKyun Collection,2021-03-18,,32
4205,,Battle Gift Set: Thundurus vs Tornadus,2021-04-27,,32
4238,,Pikachu Coin (Emboar EX vs Togekiss EX Deck Kit),2016-06-13,,32
4349,,,2021-06-28,,32
5179,,Special Battle Set Charizard VSTAR vs Rayquaza VMAX,2022-10-10,,32
5410,,World Championships 2023 Yokohama Deck -Pikachu-,2023-06-22,,32
4245,,Espeon & Deoxys GX Tag Team GX Starter Set,2021-03-17,,31
4248,,Brock of Pewter City Gym Trainer Battle Deck,2021-03-17,,31
4385,,Special Deck Set Zacian Zamazenta vs Eternatus,2021-10-04,,30
5138,,Trick or Trade,2022-07-27,,30
5405,,Trick or Trade 2023,2023-06-22,,30
4247,,Tag Team GX Deck Build Box,2021-03-17,,29
4307,,Magmortar vs Electivire Deck Kit,2021-05-28,,28
5221,,Premium Trainer Box ex,2022-12-09,,28
2438,DET,Detective Pikachu,2019-02-28,tcg,27
4079,,MAudino EX Mega Battle Deck,2021-03-19,,27
4114,,Legendary Shine Collection,2021-03-18,,27
6514,,30th Anniversary Celebration Simplified Chinese: Original Partner Card Set Vol.1,2026-03-11,,27
4211,,Battle Theme Deck: Victini,2021-04-27,,26
5218,,ex Starter Set Sprigatito & Lucario ex,2022-12-09,,26
5220,,ex Starter Set Quaxly & Mimikyu ex,2022-12-09,,26
6275,,,2025-08-22,,26
1605,BG,,0000-00-00,tcg,25
1610,HSP,,0000-00-00,tcg,25
3826,,Great Detective Pikachu,2021-03-15,,25
4129,,Super Legend Set: Xerneas EX & Yveltal EX,2021-03-19,,25
4184,,Shiny Collection,2021-04-27,,25
4346,,25th Anniversary Edition,2021-06-25,,25
4518,,Start Deck 100 CoroCoro Comic Version,2022-01-24,,25
5681,,Onix Coin (Nivi City Gym),2016-03-11,,25
5841,,Stellar Tera Type Starter Set Sylveon ex,2024-07-29,,25
5842,,Stellar Tera Type Starter Set Ceruledge ex,2024-07-29,,25
6348,,Pikachu Legendary Celebration: Great Ball,2025-10-14,,25
1627,,EX Trainer Kit 2,0000-00-00,,24
1636,DRV,Dragon Vault,0000-00-00,tcg,24
3615,,Sword & Shield Premium Trainer Box,2020-12-02,,24
4178,,McDonald's Pokémon-e Minimum Pack,2021-04-23,,24
4242,,Gigantamax Inteleon Coin,2021-05-14,,24
4303,,Heatran vs Regigigas Deck Kit,2021-05-28,,24
4354,,,2021-06-30,,24
5219,,ex Starter Set Fuecoco & Ampharos ex,2022-12-09,,24
5299,,ex Starter Set Pikachu ex & Pawmot,2023-02-28,,24
5694,,Shockwave! Tyranitar ex Constructed Standard Deck,2024-03-20,,24
5695,,Imprison! Gardevoir ex Constructed Standard Deck,2024-03-20,,24
6274,,CS6.1C: Radiant Energy Vol. 3,2024-09-10,,24
6398,,CSNC: Brave Stars Deck Building Gift Box,2025-11-21,,24
6407,,CSAC: Dynamax Clash Deck Building Box,2024-07-24,,24
1628,,DP Trainer Kit,0000-00-00,,23
4139,,MCharizard EX Mega Battle Deck,2021-03-19,,23
6259,,MEGA Starter Set Mega Gengar ex,2025-08-12,,23
6260,,MEGA Starter Set Mega Diancie ex,2025-08-12,,23
6272,,CS4.1C: Radiant Energy Vol.1,2024-07-24,,23
6273,,CS5.1C: Radiant Energy Vol. 2,2024-08-02,,23
6382,,MEGA Start Deck 100 Battle Collection Corociao Version,2025-11-10,,23
4276,,Movie Commemoration Random Pack,2021-05-26,,22
4516,,Sword & Shield Starter Set Lucario VSTAR,2022-01-24,,22
5476,,Terastal Starter Set Skeledirge ex,2023-09-11,,22
5477,,Terastal Starter Set Mewtwo ex,2023-09-11,,22
5682,,Starmie Coin (Hanada City Gym),2016-03-11,,22
5684,,Gloom Coin (Tamamushi City Gym),2016-03-11,,22
5737,,Battle Master Deck Tera Charizard ex: Tera Charizard Coin,2024-04-16,,22
3585,,VMAX Starter Deck: Venusaur VMAX,2020-12-01,,21
4241,,Gigantamax Gengar Coin,2021-05-14,,21
4254,,Solgaleo GX & Lunala GX Legendary Starter Set,2021-03-17,,21
4255,,Tapu Bulu GX Enhanced Starter Set,2021-03-17,,21
4517,,Sword & Shield Starter Set Darkrai VSTAR,2022-01-24,,21
5096,,VSTAR & VMAX High Class Deck Zeraora,2022-06-24,,21
5097,,VSTAR & VMAX High Class Deck Deoxys,2022-06-24,,21
6016,,Starter Set ex Marnie's Morpeko & Grimmsnarl ex,2025-01-24,,21
6017,,Starter Set ex Steven's Beldum & Metagross ex,2025-01-24,,21
1626,,EX Trainer Kit,0000-00-00,,20
3590,,VMAX Starter Deck: Blastoise VMAX,2020-12-01,,20
4084,,Zygarde EX Perfect Battle Deck,2021-03-19,,20
4119,,MRayquaza EX Mega Battle Deck,2021-03-19,,20
4134,,Hyper Metal Chain Deck,2021-03-19,,20
4189,,White Kyurem EX Battle Strength Deck,2021-04-27,,20
4190,,Black Kyurem EX Battle Strength Deck,2021-04-27,,20
4203,,Dragon Selection,2021-04-26,,20
4206,,Zekrom EX Battle Strength Deck,2021-04-27,,20
4207,,Reshiram EX Battle Strength Deck,2021-04-27,,20
4253,,Ultra Sun & Ultra Moon Premium Trainer Box,2021-03-17,,20
4339,,,2021-06-22,,20
4340,,,2021-06-22,,20
5686,,Arcanine Coin (Guren Town Gym),2016-03-11,,20
5725,,Silver Deck Kit,2024-04-08,,20
5726,,Black Deck Kit,2024-04-08,,20
5738,,Battle Master Deck Chien-Pao ex: Chien-Pao Coin,2024-04-16,,20
6300,,,2025-11-10,,20
6301,,Giratina VSTAR Deck Building Advanced Gift Box,2024-12-11,,20
6347,,Mewtwo V-UNION Binder Collection,2025-10-14,,20
6637,,MEGA Starter Set Eevee ex,2026-07-02,,20
6638,,MEGA Starter Set Zorua & Zoroark ex,2026-07-02,,20
4181,,Blastoise + Kyurem EX Combo Deck,2021-04-27,,19
4192,,Team Plasma's Powered Half Deck,2021-04-27,,19
4263,,Tyranitar Constructed Standard Deck,2021-05-25,,19
4264,,Steelix Constructed Standard Deck,2021-05-25,,19
4277,,,2022-09-20,,19
4311,,Palkia LV.X Constructed Standard Deck,2021-05-28,,19
4312,,Dialga LV.X Constructed Standard Deck,2021-05-28,,19
4319,,,2021-06-22,,19
4348,,,2021-06-28,,19
4392,,Pikachu World Collection 2010 Blue Set,2021-10-05,,19
5683,,Raichu Coin (Kuchiba City Gym),2016-03-11,,19
5685,,Alakazam Coin (Yamabuki City Gym),2016-03-11,,19
5863,,Metagross Constructed Starter Deck,2024-08-21,,19
5870,,Salamence Constructed Starter Deck,2024-08-21,,19
5871,,Flygon Constructed Starter Deck,2024-08-21,,19
5874,,Mudkip Constructed Starter Deck,2024-08-21,,19
5875,,Torchic Constructed Starter Deck,2024-08-21,,19
5876,,Treecko Constructed Starter Deck,2024-08-21,,19
6231,,Mega Latias ex Box,2025-07-25,,19
6368,,Arceus & Dialga & Palkia GX Premium Deck Building Box,2024-11-14,,19
6402,,Mew Confluence Deck Building Advanced Gift Box,2024-11-28,,19
6404,,CSBC: Primordial Arts Deck Building Gift Box Venusaur,2024-07-24,,19
6405,,CSCC: Primordial Arts Deck Building Gift Box Blastoise,2024-07-24,,19
1618,,POP Series 6,0000-00-00,,18
1621,,POP Series 9,0000-00-00,,18
1633,,Southern Islands Collection,0000-00-00,,18
1634,,Pokémon Rumble: Game Box,0000-00-00,,18
4188,,Team Plasma Battle Gift Set,2021-04-27,,18
4197,,Keldeo Battle Strength Deck,2021-04-27,,18
4198,,Garchomp Half Deck,2021-04-27,,18
4199,,Hydreigon Half Deck,2021-04-27,,18
4257,,Premium Trainer Box,2021-03-17,,18
4287,,,2022-09-29,,18
4288,,,2022-09-29,,18
4351,,,2021-06-30,,18
4357,SI,Tropical Island Jungle Set,2021-07-06,tcg,18
5865,,,2024-08-21,,18
5866,,Gift Box Latias & Latios ex,2024-08-21,,18
6516,,,2026-03-16,,18
6639,,MEGA Starter Set Sprigatito & Meowscarada ex,2026-07-02,,18
1613,P1,POP Series 1,0000-00-00,tcg,17
1614,P2,POP Series 2,0000-00-00,tcg,17
1615,P3,POP Series 3,0000-00-00,tcg,17
1616,P4,POP Series 4,0000-00-00,tcg,17
1617,P5,POP Series 5,0000-00-00,tcg,17
1619,,POP Series 7,0000-00-00,,17
1620,P8,POP Series 8,0000-00-00,tcg,17
4099,,Golduck BREAK + Palkia EX Combo Deck,2021-03-19,,17
4278,,Arceus Coin (Arceus LV.X Deck: Lightning & Psychic),2016-06-06,,17
4279,,Arceus Coin (Arceus LV.X Deck: Grass & Fire),2016-06-06,,17
4284,,,2022-09-22,,16
4285,,,2022-09-22,,16
4315,,Rampardos the Attacker,2021-05-28,,16
4316,,Bastiodon the Defender,2021-05-28,,16
4389,,25th Anniversary Golden Box,2021-06-25,,16
5698,,Earth's Groudon ex Constructed Starter Deck,2024-03-21,,16
5699,,Ocean's Kyogre ex Constructed Starter Deck,2024-03-21,,16
5719,,Mirage's Mew Constructed Starter Deck,2024-04-08,,16
5720,,Feraligatr Constructed Starter Deck,2024-04-08,,16
5721,,Typhlosion Constructed Starter Deck,2024-04-08,,16
5722,,Meganium Constructed Starter Deck,2024-04-08,,16
6302,,Poké Ball Gift Box: Pokémon Art Illustration Celebration Gathering,2024-12-11,,16
6349,,Art Illustration Celebration: Poké Ball,2025-10-14,,16
4144,,Yveltal Half Deck,2021-03-19,,15
4149,,Xerneas Half Deck,2021-03-19,,15
4266,,,2022-07-22,,15
4290,,,2022-10-04,,15
4291,,,2022-10-04,,15
5135,,McDonald's Match Battle 2022,2022-08-05,,15
5430,,McDonald's Match Battle 2023,2023-08-01,,15
5715,,Holon Research Tower Lightning Quarter Deck,2024-04-08,,15
5716,,Holon Research Tower Water Quarter Deck,2024-04-08,,15
5717,,Holon Research Tower Fire Quarter Deck,2024-04-08,,15
5727,,Rayquaza Constructed Starter Deck,2024-04-08,,15
5728,,Deoxys Constructed Starter Deck,2024-04-08,,15
5978,,McDonald's Dragon Discovery,2024-12-04,,15
6369,,Shining Pokémon Poké Ball Gift Box,2024-11-14,,15
4267,,,2022-07-22,,14
4292,,,2022-10-04,,14
4300,,,2023-01-03,,14
4301,,,2023-01-03,,14
4256,,Rockruff Full Power Deck,2021-03-17,,13
4293,,,2022-10-04,,13
4294,,,2022-10-04,,13
4295,,,2022-10-04,,13
4296,,,2022-10-04,,13
4381,,Greninja V-UNION Special Card Set,2021-08-27,,13
6350,,Pokémon Card Display Set Gift Box Gengar,2024-10-17,,13
6357,,Pokémon Card Display Set Gift Box Charizard,2024-11-19,,13
6518,,,2026-05-12,,13
6640,,,2026-07-03,,13
1622,,,0000-00-00,,12
1623,,,0000-00-00,,12
1624,,,0000-00-00,,12
1625,,,0000-00-00,,12
1741,,,2016-10-21,,12
1752,,,2017-01-24,,12
1845,,,2017-09-18,,12
2352,,,2018-07-24,,12
2404,,,2018-11-14,,12
2829,,,2019-10-29,,12
4281,,Regigigas LV.X Collection Pack,2021-05-26,,12
4282,,Mewtwo LV.X Collection Pack,2021-05-26,,12
4283,,Shaymin LV.X Collection Pack,2021-05-26,,12
5034,,,2022-04-06,,12
4271,,Raichu Battle Starter Deck,2021-05-25,,11
4310,,10th Movie Commemoration Set,2021-05-28,,11
4104,,Noivern BREAK Evolution Pack,2021-03-19,,10
4109,,Raichu BREAK Evolution Pack,2021-03-19,,10
4268,,Torterra Battle Starter Deck,2021-05-25,,10
4270,,Blastoise Battle Starter Deck,2021-05-25,,10
6406,,Meowth's Little Tricks,2025-11-26,,10
4217,,Oshawott Collection Sheet,2021-04-27,,9
4269,,Magmortar Battle Starter Deck,2021-05-25,,9
4299,,Pokémon Movie: Premium Cards Collection 2008,2021-05-28,,9
4342,,,2021-06-22,,9
4343,,,2021-06-22,,9
5415,,Legacy Evolution Collection,2017-04-12,,9
5861,,,2024-08-20,,9
6401,,Vaporeon VMAX Gift Box,2024-06-24,,9
3610,,VMAX Special Set,2020-12-02,,8
4240,,Eevee Heroes VMAX Special Set,2021-05-14,,8
6324,,,2025-09-26,,8
6354,,Sword & Shield Trainer Collection Gift Box,2024-12-11,,8
6356,,Pokémon Card Display Set Gift Box Eevee,2024-07-24,,8
6367,,Espeon GX Gift Box,2023-06-29,,8
1606,,,0000-00-00,,7
3605,,Zacian + Zamazenta BOX,2020-12-02,,7
4321,,,2021-05-28,,7
5351,,Scarlet & Violet ex Special Set,2023-04-23,,7
4173,,Silver Lance & Jet Black Spirit Jumbo Pack Set,2021-04-01,,6
5098,,V & VSTAR Promo Card Pack,2022-06-24,,6
3510,,,2020-10-19,,5
4505,,Poké Card Creator Pack,2022-01-12,,5
6366,,Lillie's Support Gift Box,2024-11-14,,5
3979,,,2021-04-23,,4
6303,,Quicksand Card Display Pendant Gift Box,2024-12-11,,4
4352,,,2021-06-29,,2
6683,,,2026-08-05,,1
