archetype;card_name;card_identifier;total_count;max_count;deck_inclusion_count;average_count;average_count_overall;total_decks_in_archetype;percentage_in_archetype;set_code;set_number;rarity;type;image_url;is_ace_spec;meta
Dragapult;Judge;POR 76;2;1;2;1,0;0,1;20;10,0;POR;76;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_076_R_EN_LG.png;No;Meta Live
Dragapult;Rare Candy;MEG 125;7;2;4;1,75;0,35;20;20,0;MEG;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No;Meta Live
Dragapult;Pikipek;PBL 66;4;2;2;2,0;0,2;20;10,0;PBL;66;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PBL/PBL_066_R_EN_LG.png;No;Meta Live
Dragapult;Trumbeak;PBL 67;2;1;2;1,0;0,1;20;10,0;PBL;67;Common;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PBL/PBL_067_R_EN_LG.png;No;Meta Live
Dragapult;Toucannon;PBL 68;4;2;2;2,0;0,2;20;10,0;PBL;68;Uncommon;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PBL/PBL_068_R_EN_LG.png;No;Meta Live
Dragapult;Fan Rotom;SCR 118;1;1;1;1,0;0,05;20;5,0;SCR;118;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_118_R_EN_LG.png;No;Meta Live
Dragapult;Dawn;PFL 87;5;2;4;1,25;0,25;20;20,0;PFL;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;No;Meta Live
Dragapult;Area Zero Underdepths;SCR 131;4;2;2;2,0;0,2;20;10,0;SCR;131;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_131_R_EN_LG.png;No;Meta Live
Dragapult;Lillie's Clefairy ex;JTG 56;1;1;1;1,0;0,05;20;5,0;JTG;56;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_056_R_EN_LG.png;No;Meta Live
Dragapult;Pecharunt ex;SFA 39;1;1;1;1,0;0,05;20;5,0;SFA;39;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No;Meta Live
Dragapult;Yveltal;MEG 88;2;1;2;1,0;0,1;20;10,0;MEG;88;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png;No;Meta Live
Dragapult;Xerosic's Machinations;SFA 64;1;1;1;1,0;0,05;20;5,0;SFA;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png;No;Meta Live
Dragapult;Hero's Cape;TEF 152;2;1;2;1,0;0,1;20;10,0;TEF;152;Ultra Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_152_R_EN_LG.png;No;Meta Live
Dragapult;Chi-Yu;MEG 31;1;1;1;1,0;0,05;20;5,0;MEG;31;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_031_R_EN_LG.png;No;Meta Live
N's Zoroark;N's Zorua;JTG 97;80;4;20;4,0;4,0;20;100,0;JTG;97;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_097_R_EN_LG.png;No;Meta Live
N's Zoroark;N's Zoroark ex;JTG 98;80;4;20;4,0;4,0;20;100,0;JTG;98;Double Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_098_R_EN_LG.png;No;Meta Live
N's Zoroark;Munkidori;TWM 95;37;3;20;1,85;1,85;20;100,0;TWM;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No;Meta Live
N's Zoroark;Yveltal;MEG 88;18;2;17;1,06;0,9;20;85,0;MEG;88;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png;No;Meta Live
N's Zoroark;N's Zekrom;ASC 155;36;2;20;1,8;1,8;20;100,0;ASC;155;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_155_R_EN_LG.png;No;Meta Live
N's Zoroark;Pecharunt ex;SFA 39;22;2;19;1,16;1,1;20;95,0;SFA;39;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No;Meta Live
N's Zoroark;Meowth ex;POR 62;15;1;15;1,0;0,75;20;75,0;POR;62;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_062_R_EN_LG.png;No;Meta Live
N's Zoroark;N's Reshiram;JTG 116;11;1;11;1,0;0,55;20;55,0;JTG;116;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_116_R_EN_LG.png;No;Meta Live
N's Zoroark;Boss's Orders;MEG 114;63;4;20;3,15;3,15;20;100,0;MEG;114;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_R_EN_LG.png;No;Meta Live
N's Zoroark;Lillie's Determination;MEG 119;80;4;20;4,0;4,0;20;100,0;MEG;119;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_R_EN_LG.png;No;Meta Live
N's Zoroark;Black Belt's Training;JTG 143;23;2;18;1,28;1,15;20;90,0;JTG;143;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_143_R_EN_LG.png;No;Meta Live
N's Zoroark;Cyrano;SSP 170;40;3;20;2,0;2,0;20;100,0;SSP;170;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_170_R_EN_LG.png;No;Meta Live
N's Zoroark;Janine's Secret Art;PRE 112;12;3;7;1,71;0,6;20;35,0;PRE;112;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_112_R_EN_LG.png;No;Meta Live
N's Zoroark;Buddy-Buddy Poffin;TEF 144;80;4;20;4,0;4,0;20;100,0;TEF;144;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_144_R_EN_LG.png;No;Meta Live
N's Zoroark;Poké Pad;POR 81;42;4;20;2,1;2,1;20;100,0;POR;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;No;Meta Live
N's Zoroark;Ultra Ball;MEG 131;49;3;20;2,45;2,45;20;100,0;MEG;131;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_R_EN_LG.png;No;Meta Live
N's Zoroark;N's PP Up;JTG 153;55;3;20;2,75;2,75;20;100,0;JTG;153;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_153_R_EN_LG.png;No;Meta Live
N's Zoroark;Night Stretcher;ASC 196;34;2;20;1,7;1,7;20;100,0;ASC;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No;Meta Live
N's Zoroark;Special Red Card;CRI 82;21;2;20;1,05;1,05;20;100,0;CRI;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_082_R_EN_LG.png;No;Meta Live
N's Zoroark;Secret Box;TWM 163;15;1;15;1,0;0,75;20;75,0;TWM;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png;No;Meta Live
N's Zoroark;Binding Mochi;PRE 95;33;3;17;1,94;1,65;20;85,0;PRE;95;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_095_R_EN_LG.png;No;Meta Live
N's Zoroark;N's Castle;JTG 152;35;2;20;1,75;1,75;20;100,0;JTG;152;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_152_R_EN_LG.png;No;Meta Live
N's Zoroark;Darkness Energy;MEE 7;156;8;20;7,8;7,8;20;100,0;MEE;7;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_007_R_EN_LG.png;No;Meta Live
N's Zoroark;Purrloin;WHT 55;5;1;5;1,0;0,25;20;25,0;WHT;55;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_055_R_EN_LG.png;No;Meta Live
N's Zoroark;Flutter Mane;TEF 78;4;1;4;1,0;0,2;20;20,0;TEF;78;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_078_R_EN_LG.png;No;Meta Live
N's Zoroark;Fezandipiti ex;ASC 142;17;1;17;1,0;0,85;20;85,0;ASC;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No;Meta Live
N's Zoroark;Xerosic's Machinations;SFA 64;3;1;3;1,0;0,15;20;15,0;SFA;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png;No;Meta Live
N's Zoroark;Transformation Tome;CRI 83;51;4;13;3,92;2,55;20;65,0;CRI;83;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_083_R_EN_LG.png;No;Meta Live
N's Zoroark;Air Balloon;ASC 181;5;2;3;1,67;0,25;20;15,0;ASC;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No;Meta Live
N's Zoroark;Hero's Cape;TEF 152;4;1;4;1,0;0,2;20;20,0;TEF;152;Ultra Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_152_R_EN_LG.png;No;Meta Live
N's Zoroark;Team Rocket's Watchtower;DRI 180;8;2;7;1,14;0,4;20;35,0;DRI;180;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_180_R_EN_LG.png;No;Meta Live
N's Zoroark;N's Darumaka;JTG 26;13;1;13;1,0;0,65;20;65,0;JTG;26;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_026_R_EN_LG.png;No;Meta Live
N's Zoroark;N's Darmanitan;JTG 27;13;1;13;1,0;0,65;20;65,0;JTG;27;Uncommon;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_027_R_EN_LG.png;No;Meta Live
N's Zoroark;Budew;ASC 16;9;1;9;1,0;0,45;20;45,0;ASC;16;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;No;Meta Live
N's Zoroark;Ruffian;JTG 157;4;1;4;1,0;0,2;20;20,0;JTG;157;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_157_R_EN_LG.png;No;Meta Live
N's Zoroark;Mega Absol ex;MEG 86;3;1;3;1,0;0,15;20;15,0;MEG;86;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_086_R_EN_LG.png;No;Meta Live
N's Zoroark;Pokégear 3.0;SVI 186;1;1;1;1,0;0,05;20;5,0;SVI;186;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_186_R_EN_LG.png;No;Meta Live
N's Zoroark;Energy Switch;MEG 115;7;2;5;1,4;0,35;20;25,0;MEG;115;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_R_EN_LG.png;No;Meta Live
N's Zoroark;Punk Helmet;PFL 92;2;2;1;2,0;0,1;20;5,0;PFL;92;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_092_R_EN_LG.png;No;Meta Live
N's Zoroark;Lumiose City;POR 77;1;1;1;1,0;0,05;20;5,0;POR;77;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_077_R_EN_LG.png;No;Meta Live
N's Zoroark;Judge;POR 76;1;1;1;1,0;0,05;20;5,0;POR;76;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_076_R_EN_LG.png;No;Meta Live
N's Zoroark;Tatsugiri;TWM 131;6;1;6;1,0;0,3;20;30,0;TWM;131;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_131_R_EN_LG.png;No;Meta Live
N's Zoroark;Skorupi;POR 51;1;1;1;1,0;0,05;20;5,0;POR;51;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_051_R_EN_LG.png;No;Meta Live
N's Zoroark;Drapion;POR 52;1;1;1;1,0;0,05;20;5,0;POR;52;Uncommon;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_052_R_EN_LG.png;No;Meta Live
N's Zoroark;Buneary;PFL 83;1;1;1;1,0;0,05;20;5,0;PFL;83;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_083_R_EN_LG.png;No;Meta Live
N's Zoroark;Mega Lopunny ex;PFL 84;1;1;1;1,0;0,05;20;5,0;PFL;84;Double Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_084_R_EN_LG.png;No;Meta Live
N's Zoroark;Ciphermaniac's Codebreaking;TEF 145;1;1;1;1,0;0,05;20;5,0;TEF;145;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_145_R_EN_LG.png;No;Meta Live
N's Zoroark;Unfair Stamp;TWM 165;1;1;1;1,0;0,05;20;5,0;TWM;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Abra;MEG 54;80;4;20;4,0;4,0;20;100,0;MEG;54;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_054_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Kadabra;MEG 55;77;4;20;3,85;3,85;20;100,0;MEG;55;Uncommon;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_055_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Alakazam;MEG 56;63;4;20;3,15;3,15;20;100,0;MEG;56;Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_056_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Pikipek;PBL 66;32;2;16;2,0;1,6;20;80,0;PBL;66;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PBL/PBL_066_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Trumbeak;PBL 67;13;1;13;1,0;0,65;20;65,0;PBL;67;Common;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PBL/PBL_067_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Toucannon;PBL 68;32;2;16;2,0;1,6;20;80,0;PBL;68;Uncommon;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PBL/PBL_068_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Dunsparce;JTG 120;46;3;20;2,3;2,3;20;100,0;JTG;120;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_120_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Dudunsparce;TEF 129;44;3;20;2,2;2,2;20;100,0;TEF;129;Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Shaymin;DRI 10;19;1;19;1,0;0,95;20;95,0;DRI;10;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_010_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Fezandipiti ex;ASC 142;20;1;20;1,0;1,0;20;100,0;ASC;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Dedenne;SSP 87;4;1;4;1,0;0,2;20;20,0;SSP;87;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_087_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Boss's Orders;MEG 114;50;3;20;2,5;2,5;20;100,0;MEG;114;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Dawn;PFL 87;67;4;20;3,35;3,35;20;100,0;PFL;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Hilda;WHT 84;62;4;20;3,1;3,1;20;100,0;WHT;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Lana's Aid;TWM 155;19;1;19;1,0;0,95;20;95,0;TWM;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_155_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Buddy-Buddy Poffin;TEF 144;80;4;20;4,0;4,0;20;100,0;TEF;144;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_144_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Poké Pad;POR 81;80;4;20;4,0;4,0;20;100,0;POR;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Rare Candy;MEG 125;71;4;20;3,55;3,55;20;100,0;MEG;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Night Stretcher;ASC 196;22;2;20;1,1;1,1;20;100,0;ASC;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Special Red Card;CRI 82;9;1;9;1,0;0,45;20;45,0;CRI;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_082_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Sacred Ash;DRI 168;20;1;20;1,0;1,0;20;100,0;DRI;168;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_168_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Enhanced Hammer;TWM 148;25;2;19;1,32;1,25;20;95,0;TWM;148;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Air Balloon;ASC 181;9;1;9;1,0;0,45;20;45,0;ASC;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Battle Cage;PFL 85;42;4;16;2,62;2,1;20;80,0;PFL;85;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_085_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Telepathic Psychic Energy;POR 88;80;4;20;4,0;4,0;20;100,0;POR;88;Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_088_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Psychic Energy;MEE 5;30;2;20;1,5;1,5;20;100,0;MEE;5;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_005_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Enriching Energy;SSP 191;20;1;20;1,0;1,0;20;100,0;SSP;191;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_191_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Genesect;SFA 40;8;1;8;1,0;0,4;20;40,0;SFA;40;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_040_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Bloodmoon Ursaluna ex;TWM 141;1;1;1;1,0;0,05;20;5,0;TWM;141;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Psyduck;ASC 39;11;1;11;1,0;0,55;20;55,0;ASC;39;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_039_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Switch;MEG 130;1;1;1;1,0;0,05;20;5,0;MEG;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Handheld Fan;TWM 150;12;2;9;1,33;0,6;20;45,0;TWM;150;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_150_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Lucky Helmet;TWM 158;4;1;4;1,0;0,2;20;20,0;TWM;158;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_158_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Nighttime Mine;ASC 197;17;3;7;2,43;0,85;20;35,0;ASC;197;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_197_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Wondrous Patch;PFL 94;6;1;6;1,0;0,3;20;30,0;PFL;94;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_094_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Fan Rotom;SCR 118;2;1;2;1,0;0,1;20;10,0;SCR;118;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_118_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Gwynn;PBL 78;6;2;4;1,5;0,3;20;20,0;PBL;78;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PBL/PBL_078_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Eri;TEF 146;4;1;4;1,0;0,2;20;20,0;TEF;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_146_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Elgyem;BLK 40;3;1;3;1,0;0,15;20;15,0;BLK;40;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_040_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Rust Syndicate Grunt;PBL 81;5;2;3;1,67;0,25;20;15,0;PBL;81;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PBL/PBL_081_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Lillie's Determination;MEG 119;2;2;1;2,0;0,1;20;5,0;MEG;119;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Togepi;SSP 70;1;1;1;1,0;0,05;20;5,0;SSP;70;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_070_R_EN_LG.png;No;Meta Live
Alakazam Dudunsparce;Togekiss;SSP 72;1;1;1;1,0;0,05;20;5,0;SSP;72;Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_072_R_EN_LG.png;No;Meta Live
Slowking;Slowpoke;SCR 57;76;4;19;4,0;4,0;19;100,0;SCR;57;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_057_R_EN_LG.png;No;Meta Live
Slowking;Slowking;SCR 58;57;3;19;3,0;3,0;19;100,0;SCR;58;Uncommon;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_058_R_EN_LG.png;No;Meta Live
Slowking;Mega Kangaskhan ex;MEG 104;45;4;16;2,81;2,37;19;84,21;MEG;104;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_104_R_EN_LG.png;No;Meta Live
Slowking;Latias ex;SSP 76;36;2;19;1,89;1,89;19;100,0;SSP;76;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_076_R_EN_LG.png;No;Meta Live
Slowking;Kyurem;SFA 47;36;2;19;1,89;1,89;19;100,0;SFA;47;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_047_R_EN_LG.png;No;Meta Live
Slowking;Annihilape;SSP 100;11;1;10;1,1;0,58;19;52,63;SSP;100;Uncommon;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_100_R_EN_LG.png;No;Meta Live
Slowking;Meowth ex;POR 62;20;2;18;1,11;1,05;19;94,74;POR;62;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_062_R_EN_LG.png;No;Meta Live
Slowking;Fezandipiti ex;ASC 142;19;1;19;1,0;1,0;19;100,0;ASC;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No;Meta Live
Slowking;Lillie's Clefairy ex;JTG 56;18;2;16;1,12;0,95;19;84,21;JTG;56;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_056_R_EN_LG.png;No;Meta Live
