deck_name;opponent;win_rate;record;total_games
Blaziken;Dragapult Dusknoir;25,0;1 - 3 - 0;4
Blaziken;Grimmsnarl Froslass;0,0;0 - 3 - 0;3
Paldean Tauros;Alakazam Dudunsparce;80,0;4 - 1 - 0;5
Paldean Tauros;Lucario Hariyama;50,0;2 - 2 - 0;4
Paldean Tauros;N's Zoroark;33,33;2 - 4 - 0;6
Paldean Tauros;Starmie Froslass;33,33;1 - 2 - 0;3
Paldean Tauros;Crustle;33,33;1 - 2 - 0;3
Paldean Tauros;Dragapult;25,0;2 - 6 - 0;8
Paldean Tauros;Rocket's Mewtwo;25,0;1 - 3 - 0;4
Paldean Tauros;Ogerpon Meganium;20,0;1 - 4 - 0;5
Paldean Tauros;Cynthia's Garchomp;0,0;0 - 5 - 0;5
Paldean Tauros;Dragapult Blaziken;0,0;0 - 3 - 0;3
Toxtricity;Lucario Hariyama;83,33;5 - 1 - 0;6
Toxtricity;N's Zoroark;66,67;4 - 2 - 0;6
Toxtricity;Dragapult Blaziken;33,33;1 - 2 - 0;3
Toxtricity;Dragapult;0,0;0 - 6 - 0;6
Terapagos Noctowl;Rocket's Mewtwo;100,0;2 - 0 - 1;3
Terapagos Noctowl;Starmie Froslass;75,0;3 - 1 - 0;4
Terapagos Noctowl;N's Zoroark;60,0;3 - 2 - 0;5
Terapagos Noctowl;Dragapult Blaziken;40,0;2 - 3 - 0;5
Terapagos Noctowl;Dragapult;33,33;1 - 2 - 1;4
Terapagos Noctowl;Lucario Hariyama;33,33;1 - 2 - 0;3
Terapagos Noctowl;Slowking;0,0;0 - 3 - 0;3
Lillie's Clefairy;Lucario Hariyama;100,0;4 - 0 - 0;4
Lillie's Clefairy;Ogerpon Meganium;100,0;3 - 0 - 0;3
Lillie's Clefairy;Raging Bolt Ogerpon;66,67;2 - 1 - 0;3
Lillie's Clefairy;Dragapult Dusknoir;66,67;2 - 1 - 0;3
Lillie's Clefairy;Alakazam Dudunsparce;60,0;3 - 2 - 0;5
Lillie's Clefairy;Grimmsnarl Froslass;33,33;1 - 2 - 0;3
Lillie's Clefairy;Rocket's Mewtwo;33,33;1 - 2 - 0;3
Lillie's Clefairy;Dragapult;16,67;1 - 5 - 0;6
Bloodmoon Ursaluna;Cynthia's Garchomp;75,0;3 - 1 - 0;4
Bloodmoon Ursaluna;Lucario Hariyama;66,67;2 - 1 - 0;3
Bloodmoon Ursaluna;Starmie Froslass;50,0;2 - 2 - 0;4
Bloodmoon Ursaluna;Alakazam Dudunsparce;33,33;1 - 2 - 0;3
Bloodmoon Ursaluna;Mega Venusaur;33,33;1 - 2 - 0;3
Bloodmoon Ursaluna;Dragapult;25,0;1 - 3 - 0;4
Bloodmoon Ursaluna;N's Zoroark;25,0;1 - 3 - 0;4
Mamoswine;Dragapult;20,0;1 - 4 - 0;5
Mamoswine;N's Zoroark;0,0;0 - 4 - 0;4
Mamoswine;Cynthia's Garchomp;0,0;0 - 3 - 0;3
Mamoswine;Rocket's Mewtwo;0,0;0 - 3 - 0;3
Heatran Metang;Mega Absol Box;66,67;2 - 1 - 0;3
Heatran Metang;Dragapult Blaziken;50,0;2 - 2 - 0;4
Heatran Metang;Rocket's Mewtwo;42,86;3 - 4 - 0;7
Heatran Metang;Alakazam Dudunsparce;40,0;2 - 3 - 0;5
Heatran Metang;Dragapult;33,33;1 - 2 - 0;3
Heatran Metang;Cynthia's Garchomp;25,0;1 - 3 - 0;4
Blissey;Dragapult Blaziken;50,0;2 - 2 - 0;4
Blissey;Alakazam Dudunsparce;25,0;1 - 3 - 0;4
Blissey;Dragapult;25,0;1 - 3 - 0;4
Blissey;Cynthia's Garchomp;0,0;0 - 3 - 0;3
Dragonite Eelektrik;N's Zoroark;66,67;2 - 1 - 0;3
Dragonite Eelektrik;Dragapult Dusknoir;50,0;3 - 3 - 0;6
Dragonite Eelektrik;Lucario Hariyama;33,33;1 - 2 - 0;3
Dragonite Eelektrik;Dragapult Blaziken;25,0;1 - 3 - 0;4
Feraligatr;Lucario Hariyama;66,67;2 - 1 - 0;3
Feraligatr;N's Zoroark;0,0;0 - 3 - 0;3
Slaking;Lucario Hariyama;75,0;3 - 1 - 0;4
Slaking;Starmie Froslass;33,33;1 - 2 - 0;3
Azumarill;Lucario Hariyama;100,0;4 - 0 - 0;4
Azumarill;N's Zoroark;75,0;3 - 1 - 0;4
Azumarill;Dragapult Blaziken;33,33;1 - 2 - 0;3
Azumarill;Dragapult Dusknoir;33,33;1 - 2 - 0;3
Azumarill;Rocket's Mewtwo;25,0;1 - 3 - 0;4
Azumarill;Alakazam Dudunsparce;0,0;0 - 3 - 0;3
Farigiraf;N's Zoroark;33,33;1 - 2 - 0;3
Farigiraf;Okidogi Barbaracle;25,0;1 - 3 - 0;4
Mega Feraligatr;Lucario Hariyama;50,0;3 - 3 - 1;7
Mega Feraligatr;Dragapult Blaziken;33,33;1 - 2 - 0;3
Mega Feraligatr;Dragapult;20,0;1 - 4 - 0;5
Raging Bolt Bellibolt;Lucario Hariyama;100,0;3 - 0 - 0;3
Raging Bolt Bellibolt;Alakazam Dudunsparce;33,33;1 - 2 - 0;3
Tyranitar;Dragapult;0,0;0 - 3 - 0;3
Erika's Victreebel;Lucario Hariyama;50,0;2 - 2 - 0;4
Erika's Victreebel;Dragapult;0,0;0 - 3 - 0;3
Misty's Gyarados;Starmie Froslass;33,33;1 - 2 - 0;3
Misty's Gyarados;Dragapult;20,0;1 - 4 - 0;5
Alakazam;Rocket's Mewtwo;0,0;0 - 3 - 0;3
Mega Latias;Dragapult;66,67;2 - 1 - 0;3
Mega Latias;Cynthia's Garchomp;20,0;1 - 4 - 0;5
Mega Latias;Dragapult Blaziken;0,0;0 - 3 - 0;3
Lopunny Dusknoir;Dragapult;0,0;0 - 3 - 0;3
Lopunny Dusknoir;Lucario Hariyama;0,0;0 - 3 - 0;3
Miraidon;Rocket's Mewtwo;25,0;1 - 3 - 0;4
Miraidon;Alakazam Dudunsparce;0,0;0 - 3 - 0;3
Archaludon Dudunsparce;Ogerpon Meganium;100,0;4 - 0 - 0;4
Archaludon Dudunsparce;Raging Bolt Ogerpon;100,0;3 - 0 - 0;3
Archaludon Dudunsparce;Grimmsnarl Froslass;75,0;3 - 1 - 0;4
Archaludon Dudunsparce;Alakazam Dudunsparce;66,67;2 - 1 - 0;3
Mega Lopunny;Lucario Hariyama;33,33;2 - 4 - 0;6
Mega Lopunny;Dragapult;25,0;1 - 3 - 0;4
Dragapult Iron Thorns;Lucario Hariyama;0,0;0 - 3 - 0;3
Mega Gengar;Dragapult Dusknoir;25,0;1 - 3 - 0;4
