meta;tournament_date;archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url;is_ace_spec
Meta Play!;;Poison Terapagos;Earthen Vessel;PAR 163;1;1;1;216;0,46;PAR;;163;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_163_R_EN_LG.png;No
Meta Play!;;Poison Terapagos;Glass Trumpet;SCR 135;1;1;1;216;0,46;SCR;;135;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_135_R_EN_LG.png;No
Meta Play!;;Poison Terapagos;Pokégear 3.0;SVI 186;1;1;1;216;0,46;SVI;;186;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_186_R_EN_LG.png;Yes
Meta Play!;;Poison Terapagos;Super Rod;PAL 188;1;1;1;216;0,46;PAL;;188;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png;No
Meta Play!;;Poison Terapagos;Switch;SVI 194;1;1;1;216;0,46;SVI;;194;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_194_R_EN_LG.png;Yes
Meta Play!;;Poison Terapagos;Kieran;PRE 113;65;2;64;216;29,63;PRE;;113;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_113_R_EN_LG.png;Yes
Meta Play!;;Poison Terapagos;Black Belt's Training;PRE 96;29;1;29;216;13,43;PRE;;96;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_096_R_EN_LG.png;Yes
Meta Play!;;Poison Terapagos;Judge;DRI 167;9;2;8;216;3,7;DRI;;167;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_167_R_EN_LG.png;Yes
Meta Play!;;Poison Terapagos;Roxanne;CRZ GG66;7;1;7;216;3,24;CRZ;;GG66;;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_GG66_R_EN_LG.png;No
Meta Play!;;Poison Terapagos;Counter Gain;ASC 186;1;1;1;216;0,46;ASC;;186;Common;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_186_R_EN_LG.png;No
Meta Play!;;Poison Terapagos;Gravity Gemstone;SCR 137;1;1;1;216;0,46;SCR;;137;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_137_R_EN_LG.png;No
Meta Play!;;Poison Terapagos;Technical Machine: Devolution;PAR 177;1;1;1;216;0,46;PAR;;177;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_177_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Delphox V;LOR 27;1;1;1;1;100,0;LOR;;27;;R Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_027_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Entei V;BRS 22;2;2;1;1;100,0;BRS;;22;;R Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_022_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Gouging Fire ex;TEF 38;1;1;1;1;100,0;TEF;;38;Double Rare;R Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_038_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Radiant Greninja;ASR 46;1;1;1;1;100,0;ASR;;46;;W Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_046_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Latias ex;SSP 76;1;1;1;1;100,0;SSP;;76;Double Rare;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_076_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Sandy Shocks ex;PAR 108;1;1;1;1;100,0;PAR;;108;Double Rare;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_108_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Slither Wing;PAR 107;1;1;1;1;100,0;PAR;;107;Uncommon;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_107_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Fezandipiti ex;SFA 38;1;1;1;1;100,0;SFA;;38;Double Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_038_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Raging Bolt ex;TEF 123;3;3;1;1;100,0;TEF;;123;Double Rare;N Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_123_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Squawkabilly ex;PAL 169;1;1;1;1;100,0;PAL;;169;;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_169_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Fighting Energy;SVE 22;3;3;1;1;100,0;SVE;;22;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Fire Energy;SVE 18;3;3;1;1;100,0;SVE;;18;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_018_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Lightning Energy;SVE 20;3;3;1;1;100,0;SVE;;20;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_020_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Earthen Vessel;PAR 163;4;4;1;1;100,0;PAR;;163;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_163_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Hisuian Heavy Ball;ASR 146;1;1;1;1;100,0;ASR;;146;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_146_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Nest Ball;SVI 181;4;4;1;1;100,0;SVI;;181;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Night Stretcher;SFA 61;1;1;1;1;100,0;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;Yes
Meta Play!;;Raging Bolt Entei;Pal Pad;SVI 182;1;1;1;1;100,0;SVI;;182;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_182_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Pokégear 3.0;SVI 186;2;2;1;1;100,0;SVI;;186;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_186_R_EN_LG.png;Yes
Meta Play!;;Raging Bolt Entei;Prime Catcher;TEF 157;1;1;1;1;100,0;TEF;;157;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_157_R_EN_LG.png;Yes
Meta Play!;;Raging Bolt Entei;Super Rod;PAL 188;1;1;1;1;100,0;PAL;;188;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Switch Cart;ASR 154;2;2;1;1;100,0;ASR;;154;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_154_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Trekking Shoes;ASR 156;4;4;1;1;100,0;ASR;;156;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_156_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Ultra Ball;SVI 196;3;3;1;1;100,0;SVI;;196;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_196_R_EN_LG.png;Yes
Meta Play!;;Raging Bolt Entei;Magma Basin;BRS 144;4;4;1;1;100,0;BRS;;144;;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_144_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Boss's Orders;ASC 183;2;2;1;1;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;Yes
Meta Play!;;Raging Bolt Entei;Crispin;PRE 105;2;2;1;1;100,0;PRE;;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Iono;PAF 80;1;1;1;1;100,0;PAF;;80;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_080_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Professor Sada's Vitality;PRE 120;4;4;1;1;100,0;PRE;;120;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_120_R_EN_LG.png;No
Meta Play!;;Raging Bolt Entei;Forest Seal Stone;SIT 156;1;1;1;1;100,0;SIT;;156;;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_156_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Toedscool;SCR 17;1;1;1;1166;0,09;SCR;;17;Common;G Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_017_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Toedscruel;PAR 17;1;1;1;1166;0,09;PAR;;17;Uncommon;G Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_017_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;N's Darmanitan;JTG 27;1;1;1;1166;0,09;JTG;;27;Uncommon;R Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_027_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;N's Darumaka;JTG 26;1;1;1;1166;0,09;JTG;;26;Common;R Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_026_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Pikachu ex;SSP 57;1;1;1;1166;0,09;SSP;;57;Double Rare;L Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_057_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Togekiss;SSP 72;5;2;4;1166;0,34;SSP;;72;Rare;P Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_072_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Togepi;ASR 55;5;2;4;1166;0,34;ASR;;55;;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_055_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Lillie's Clefairy ex;JTG 56;1;1;1;1166;0,09;JTG;;56;Double Rare;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_056_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Okidogi;TWM 111;4;2;2;1166;0,17;TWM;;111;Rare;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_111_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Great Tusk;TEF 97;1;1;1;1166;0,09;TEF;;97;Uncommon;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_097_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Brute Bonnet;PAR 123;2;2;1;1166;0,09;PAR;;123;Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_123_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;N's Zoroark ex;JTG 98;2;2;1;1166;0,09;JTG;;98;Double Rare;D Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_098_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;N's Zorua;JTG 97;2;2;1;1166;0,09;JTG;;97;Common;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_097_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Pecharunt;SVP 129;2;2;1;1166;0,09;SVP;;129;;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVP/SVP_129_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Mawile;OBF 143;1;1;1;1166;0,09;OBF;;143;Uncommon;M Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_143_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Dudunsparce ex;JTG 121;1;1;1;1166;0,09;JTG;;121;Double Rare;C Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_121_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Dunsparce;TEF 128;1;1;1;1166;0,09;TEF;;128;Common;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_128_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Hop's Dubwool;JTG 136;1;1;1;1166;0,09;JTG;;136;Rare;C Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_136_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Hop's Wooloo;JTG 135;1;1;1;1166;0,09;JTG;;135;Common;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_135_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Metal Energy;SVE 24;1;1;1;1166;0,09;SVE;;24;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_024_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Psychic Energy;SVE 21;2;2;1;1166;0,09;SVE;;21;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_021_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Bug Catching Set;TWM 143;6;2;3;1166;0,26;TWM;;143;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_143_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Call Bell;SSP 165;2;2;1;1166;0,09;SSP;;165;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_165_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Scoop Up Cyclone;TWM 162;1;1;1;1166;0,09;TWM;;162;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_162_R_EN_LG.png;Yes
Meta Play!;;Raging Bolt Ogerpon;Legacy Energy;TWM 167;1;1;1;1166;0,09;TWM;;167;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_167_R_EN_LG.png;Yes
Meta Play!;;Raging Bolt Ogerpon;Levincia;JTG 150;16;1;16;1166;1,37;JTG;;150;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_150_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Cycling Road;MEW 157;10;2;6;1166;0,51;MEW;;157;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_157_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Beach Court;PAR 263;3;1;3;1166;0,26;PAR;;263;Secret Rare;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_263_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Festival Grounds;PRE 108;4;2;2;1166;0,17;PRE;;108;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_108_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;N's Castle;JTG 152;1;1;1;1166;0,09;JTG;;152;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_152_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Perilous Jungle;TEF 156;3;3;1;1166;0,09;TEF;;156;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_156_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Town Store;OBF 196;1;1;1;1166;0,09;OBF;;196;Common;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Arven;OBF 186;3;1;3;1166;0,26;OBF;;186;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_186_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Carmine;PRE 103;7;4;2;1166;0,17;PRE;;103;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_103_R_EN_LG.png;Yes
Meta Play!;;Raging Bolt Ogerpon;Black Belt's Training;PRE 96;1;1;1;1166;0,09;PRE;;96;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_096_R_EN_LG.png;Yes
Meta Play!;;Raging Bolt Ogerpon;Harlequin;WHT 83;1;1;1;1166;0,09;WHT;;83;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_083_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Iris's Fighting Spirit;ASC 190;1;1;1;1166;0,09;ASC;;190;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_190_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Ruffian;JTG 157;1;1;1;1166;0,09;JTG;;157;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_157_R_EN_LG.png;No
Meta Play!;;Raging Bolt Ogerpon;Team Rocket's Petrel;ASC 207;1;1;1;1166;0,09;ASC;;207;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_207_R_EN_LG.png;Yes
Meta Play!;;Regidrago Vstar;Budew;PRE 4;31;2;30;598;5,02;PRE;;4;Common;G Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_004_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Radiant Tsareena;SIT 16;1;1;1;598;0,17;SIT;;16;;G Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_016_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Latias ex;SSP 76;29;1;29;598;4,85;SSP;;76;Double Rare;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_076_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Radiant Alakazam;SIT 59;7;1;7;598;1,17;SIT;;59;;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_059_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Dusclops;PRE 36;1;1;1;598;0,17;PRE;;36;Common;P Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_036_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Duskull;PRE 35;1;1;1;598;0,17;PRE;;35;Common;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_035_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Minior;PAR 99;1;1;1;598;0,17;PAR;;99;Uncommon;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_099_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Scramble Switch;SSP 186;2;1;2;598;0,33;SSP;;186;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_186_R_EN_LG.png;Yes
Meta Play!;;Regidrago Vstar;Precious Trolley;SSP 185;1;1;1;598;0,17;SSP;;185;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_185_R_EN_LG.png;Yes
Meta Play!;;Regidrago Vstar;Secret Box;TWM 163;1;1;1;598;0,17;TWM;;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png;Yes
Meta Play!;;Regidrago Vstar;Gravity Mountain;SSP 177;2;1;2;598;0,33;SSP;;177;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_177_R_EN_LG.png;Yes
Meta Play!;;Regidrago Vstar;Judge;DRI 167;2;1;2;598;0,33;DRI;;167;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_167_R_EN_LG.png;Yes
Meta Play!;;Regidrago Vstar;Arven;OBF 186;4;4;1;598;0,17;OBF;;186;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_186_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Black Belt's Training;PRE 96;1;1;1;598;0,17;PRE;;96;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_096_R_EN_LG.png;Yes
Meta Play!;;Regidrago Vstar;Gardenia's Vigor;CRZ GG61;2;2;1;598;0,17;CRZ;;GG61;;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_GG61_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Kieran;PRE 113;1;1;1;598;0,17;PRE;;113;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_113_R_EN_LG.png;Yes
Meta Play!;;Regidrago Vstar;Lucky Helmet;TWM 158;1;1;1;598;0,17;TWM;;158;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_158_R_EN_LG.png;No
Meta Play!;;Regidrago Vstar;Rescue Board;PRE 126;1;1;1;598;0,17;PRE;;126;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_126_R_EN_LG.png;No
Meta Play!;;Regigigas Asr;Pikachu ex;SSP 57;1;1;1;2;50,0;SSP;;57;Double Rare;L Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_057_R_EN_LG.png;No
Meta Play!;;Regigigas Asr;Precious Trolley;SSP 185;1;1;1;2;50,0;SSP;;185;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_185_R_EN_LG.png;Yes
Meta Play!;;Regigigas Asr;Switch Cart;ASR 154;3;3;1;2;50,0;ASR;;154;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_154_R_EN_LG.png;No
Meta Play!;;Regigigas Asr;Trekking Shoes;ASR 156;3;3;1;2;50,0;ASR;;156;;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_156_R_EN_LG.png;No
Meta Play!;;Regigigas Asr;Ciphermaniac's Codebreaking;PRE 104;3;3;1;2;50,0;PRE;;104;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_104_R_EN_LG.png;Yes
Meta Play!;;Roaring Moon Dudunsparce;Iron Bundle;PAR 56;16;1;16;25;64,0;PAR;;56;Uncommon;W Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_056_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Psyduck;MEP 7;1;1;1;25;4,0;MEP;;7;;W Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEP/MEP_007_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Munkidori;TWM 95;1;1;1;25;4,0;TWM;;95;Rare;P Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Koraidon;SSP 116;21;1;21;25;84,0;SSP;;116;Uncommon;F Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_116_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Roaring Moon;TEF 109;100;4;25;25;100,0;TEF;;109;Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_109_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Roaring Moon ex;PAR 124;28;2;24;25;96,0;PAR;;124;Double Rare;D Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_124_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Dudunsparce;TEF 129;100;4;25;25;100,0;TEF;;129;Rare;C Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Dunsparce;PAL 156;100;4;25;25;100,0;PAL;;156;;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_156_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Fan Rotom;SCR 118;38;2;25;25;100,0;SCR;;118;Common;C Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_118_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Darkness Energy;SVE 23;156;7;25;25;100,0;SVE;;23;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Buddy-Buddy Poffin;TEF 144;79;4;25;25;100,0;TEF;;144;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_144_R_EN_LG.png;No
Meta Play!;;Roaring Moon Dudunsparce;Earthen Vessel;PAR 163;100;4;25;25;100,0;PAR;;163;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_163_R_EN_LG.png;No
