tournament_id;tournament_name;meta;tournament_date;archetype;card_name;card_identifier;total_count;max_count;deck_inclusion_count;average_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url;is_ace_spec;total_players
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Dragapult ex;TWM 130;3;3;1;3,0;1;100,0;TWM;;130;Double Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_130_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Dunsparce;JTG 120;2;2;1;2,0;1;100,0;JTG;;120;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_120_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Dudunsparce;TEF 129;2;2;1;2,0;1;100,0;TEF;;129;Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Dudunsparce ex;JTG 121;1;1;1;1,0;1;100,0;JTG;;121;Double Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_121_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Munkidori;TWM 95;2;2;1;2,0;1;100,0;TWM;;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Meowth ex;POR 62;1;1;1;1,0;1;100,0;POR;;62;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_062_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Budew;ASC 16;1;1;1;1,0;1;100,0;ASC;;16;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Moltres;PFL 14;1;1;1;1,0;1;100,0;PFL;;14;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_014_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Lillie's Determination;MEG 119;4;4;1;4,0;1;100,0;MEG;;119;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Crispin;SCR 133;3;3;1;3,0;1;100,0;SCR;;133;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_133_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Boss's Orders;MEG 114;3;3;1;3,0;1;100,0;MEG;;114;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Buddy-Buddy Poffin;TEF 144;4;4;1;4,0;1;100,0;TEF;;144;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_144_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Poké Pad;POR 81;4;4;1;4,0;1;100,0;POR;;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Ultra Ball;MEG 131;4;4;1;4,0;1;100,0;MEG;;131;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Night Stretcher;ASC 196;2;2;1;2,0;1;100,0;ASC;;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Special Red Card;CRI 82;1;1;1;1,0;1;100,0;CRI;;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_082_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Hero's Cape;TEF 152;1;1;1;1,0;1;100,0;TEF;;152;Ultra Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_152_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Risky Ruins;MEG 127;3;3;1;3,0;1;100,0;MEG;;127;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_127_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Psychic Energy;MEE 5;4;4;1;4,0;1;100,0;MEE;;5;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_005_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Fire Energy;MEE 2;3;3;1;3,0;1;100,0;MEE;;2;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_002_R_EN_LG.png;;91
6a1caab256b11a587a944fcf;Pumpkaweekly;Online Dated;2026-06-01;Dragapult Dudunsparce;Darkness Energy;MEE 7;3;3;1;3,0;1;100,0;MEE;;7;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_007_R_EN_LG.png;;91
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Dreepy;TWM 128;4;4;1;4,0;1;100,0;TWM;;128;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_128_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Drakloak;TWM 129;4;4;1;4,0;1;100,0;TWM;;129;Common;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_129_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Dragapult ex;TWM 130;3;3;1;3,0;1;100,0;TWM;;130;Double Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_130_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Dunsparce;JTG 120;2;2;1;2,0;1;100,0;JTG;;120;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_120_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Dudunsparce;TEF 129;2;2;1;2,0;1;100,0;TEF;;129;Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Munkidori;TWM 95;2;2;1;2,0;1;100,0;TWM;;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Budew;ASC 16;1;1;1;1,0;1;100,0;ASC;;16;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Yveltal;MEG 88;1;1;1;1,0;1;100,0;MEG;;88;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Moltres;PFL 14;1;1;1;1,0;1;100,0;PFL;;14;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_014_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Boss's Orders;MEG 114;4;4;1;4,0;1;100,0;MEG;;114;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Lillie's Determination;MEG 119;4;4;1;4,0;1;100,0;MEG;;119;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Crispin;SCR 133;3;3;1;3,0;1;100,0;SCR;;133;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_133_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Brock's Scouting;JTG 146;1;1;1;1,0;1;100,0;JTG;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Dawn;PFL 87;1;1;1;1,0;1;100,0;PFL;;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Buddy-Buddy Poffin;TEF 144;4;4;1;4,0;1;100,0;TEF;;144;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_144_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Poké Pad;POR 81;4;4;1;4,0;1;100,0;POR;;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Ultra Ball;MEG 131;4;4;1;4,0;1;100,0;MEG;;131;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Night Stretcher;ASC 196;2;2;1;2,0;1;100,0;ASC;;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Pokégear 3.0;SVI 186;1;1;1;1,0;1;100,0;SVI;;186;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_186_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Unfair Stamp;TWM 165;1;1;1;1,0;1;100,0;TWM;;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Risky Ruins;MEG 127;2;2;1;2,0;1;100,0;MEG;;127;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_127_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Darkness Energy;MEE 7;3;3;1;3,0;1;100,0;MEE;;7;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_007_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Fire Energy;MEE 2;3;3;1;3,0;1;100,0;MEE;;2;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_002_R_EN_LG.png;;170
6a0dfdc813f957d6d4b4bfb4;Trainers Travel Weekly #3 POR $100 OR Free Hotel;Online Dated;2026-05-24;Dragapult Dudunsparce;Psychic Energy;MEE 5;3;3;1;3,0;1;100,0;MEE;;5;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_005_R_EN_LG.png;;170
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Dreepy;TWM 128;4;4;1;4,0;1;100,0;TWM;;128;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_128_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Drakloak;TWM 129;4;4;1;4,0;1;100,0;TWM;;129;Common;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_129_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Dragapult ex;TWM 130;3;3;1;3,0;1;100,0;TWM;;130;Double Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_130_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Dunsparce;JTG 120;2;2;1;2,0;1;100,0;JTG;;120;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_120_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Dudunsparce;TEF 129;2;2;1;2,0;1;100,0;TEF;;129;Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Dudunsparce ex;JTG 121;1;1;1;1,0;1;100,0;JTG;;121;Double Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_121_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Munkidori;TWM 95;2;2;1;2,0;1;100,0;TWM;;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Fezandipiti ex;ASC 142;1;1;1;1,0;1;100,0;ASC;;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Meowth ex;POR 62;1;1;1;1,0;1;100,0;POR;;62;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_062_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Budew;ASC 16;1;1;1;1,0;1;100,0;ASC;;16;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Lillie's Determination;MEG 119;4;4;1;4,0;1;100,0;MEG;;119;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Boss's Orders;MEG 114;3;3;1;3,0;1;100,0;MEG;;114;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Crispin;SCR 133;3;3;1;3,0;1;100,0;SCR;;133;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_133_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Buddy-Buddy Poffin;TEF 144;4;4;1;4,0;1;100,0;TEF;;144;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_144_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Poké Pad;POR 81;4;4;1;4,0;1;100,0;POR;;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Ultra Ball;MEG 131;4;4;1;4,0;1;100,0;MEG;;131;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Rare Candy;MEG 125;2;2;1;2,0;1;100,0;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Night Stretcher;ASC 196;2;2;1;2,0;1;100,0;ASC;;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Special Red Card;CRI 82;1;1;1;1,0;1;100,0;CRI;;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_082_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Unfair Stamp;TWM 165;1;1;1;1,0;1;100,0;TWM;;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Risky Ruins;MEG 127;2;2;1;2,0;1;100,0;MEG;;127;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_127_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Darkness Energy;MEE 7;3;3;1;3,0;1;100,0;MEE;;7;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_007_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Psychic Energy;MEE 5;3;3;1;3,0;1;100,0;MEE;;5;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_005_R_EN_LG.png;;52
6a0f117913f957d6d4b4c5f5;ARTEUS TCG - MONDAY LEGENDS;Online Dated;2026-05-26;Dragapult Dudunsparce;Fire Energy;MEE 2;3;3;1;3,0;1;100,0;MEE;;2;;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEE/MEE_002_R_EN_LG.png;;52
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Dreepy;TWM 128;4;4;1;4,0;1;100,0;TWM;;128;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_128_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Drakloak;TWM 129;4;4;1;4,0;1;100,0;TWM;;129;Common;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_129_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Dragapult ex;TWM 130;3;3;1;3,0;1;100,0;TWM;;130;Double Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_130_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Dunsparce;JTG 120;2;2;1;2,0;1;100,0;JTG;;120;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_120_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Dudunsparce;TEF 129;1;1;1;1,0;1;100,0;TEF;;129;Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Dudunsparce ex;JTG 121;1;1;1;1,0;1;100,0;JTG;;121;Double Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_121_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Munkidori;TWM 95;2;2;1;2,0;1;100,0;TWM;;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Meowth ex;POR 62;2;2;1;2,0;1;100,0;POR;;62;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_062_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Fezandipiti ex;ASC 142;1;1;1;1,0;1;100,0;ASC;;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Moltres;PFL 14;1;1;1;1,0;1;100,0;PFL;;14;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_014_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Shaymin;DRI 10;1;1;1;1,0;1;100,0;DRI;;10;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_010_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Budew;ASC 16;1;1;1;1,0;1;100,0;ASC;;16;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;;101
6a0ae95213f957d6d4b4ab3a;SEASAC League Challenge #7 [50 CODES];Online Dated;2026-05-25;Dragapult Dudunsparce;Yveltal;MEG 88;1;1;1;1,0;1;100,0;MEG;;88;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png;;101
