set,number,our_product_id,ppl_product_id,verdict,extracted_via,url,checked_at
MEP,16,857396,857396,agree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-flygon-016,2026-08-12
MEP,17,857400,857400,agree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-toxtricity-017,2026-08-12
MEP,2,851045,851045,agree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-inteleon-002,2026-08-12
MEP,25,859037,859039,disagree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-mega-kangaskhan-ex-025,2026-08-12
MEP,34,873717,873717,agree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-mega-meganium-ex-034,2026-08-12
MEP,35,873719,873719,agree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-mega-emboar-ex-035,2026-08-12
MEP,36,873722,873721,disagree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-mega-feraligatr-ex-036,2026-08-12
MEP,4,851049,851049,agree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-lunatone-004,2026-08-12
MEP,65,877544,877544,agree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-barbaracle-065,2026-08-12
MEP,71,873310,873310,agree,idProduct-param,https://pokepricelab.com/de/catalog/mep-black-star-promos-mega-zygarde-ex-071,2026-08-12
MEW,10,733605,733605,agree,idProduct-param,https://pokepricelab.com/de/catalog/151-caterpie-010,2026-08-12
MEW,114,733709,733709,agree,idProduct-param,https://pokepricelab.com/de/catalog/151-tangela-114,2026-08-12
MEW,148,733743,733743,agree,idProduct-param,https://pokepricelab.com/de/catalog/151-dragonair-148,2026-08-12
MEW,160,733755,733755,agree,idProduct-param,https://pokepricelab.com/de/catalog/151-erika-s-invitation-160,2026-08-12
MEW,168,733763,733763,agree,idProduct-param,https://pokepricelab.com/de/catalog/151-charmander-168,2026-08-12
MEW,193,733788,733788,agree,idProduct-param,https://pokepricelab.com/de/catalog/151-mew-ex-193,2026-08-12
MEW,205,733800,720951,disagree,idProduct-param,https://pokepricelab.com/de/catalog/151-mew-ex-205,2026-08-12
MEW,25,733620,748474,disagree,idProduct-param,https://pokepricelab.com/de/catalog/151-pikachu-025,2026-08-12
MEW,9,733604,733604,agree,idProduct-param,https://pokepricelab.com/de/catalog/151-blastoise-ex-009,2026-08-12
MEW,94,733689,733689,agree,idProduct-param,https://pokepricelab.com/de/catalog/151-gengar-094,2026-08-12
N1,10,274411,274410,disagree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-meganium-10,2026-08-12
N1,11,274410,274411,disagree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-meganium-11,2026-08-12
N1,18,274417,274418,disagree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-typhlosion-18,2026-08-12
N1,31,274432,274431,disagree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-croconaw-31,2026-08-12
N1,32,274431,274432,disagree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-croconaw-32,2026-08-12
N1,4,274404,274404,agree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-feraligatr-4,2026-08-12
N1,47,274446,274447,disagree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-quilava-47,2026-08-12
N1,5,274405,274405,agree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-feraligatr-5,2026-08-12
N1,54,274453,274454,disagree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-chikorita-54,2026-08-12
N1,56,274456,274456,agree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-cyndaquil-56,2026-08-12
N1,57,274457,274457,agree,idProduct-param,https://pokepricelab.com/de/catalog/neo-genesis-cyndaquil-57,2026-08-12
NP,1,275474,275474,agree,idProduct-param,https://pokepricelab.com/de/catalog/nintendo-black-star-promos-kyogre-ex-1,2026-08-12
NP,12,573476,275485,disagree,idProduct-param,https://pokepricelab.com/de/catalog/nintendo-black-star-promos-pikachu-12,2026-08-12
NP,16,275480,275489,disagree,idProduct-param,https://pokepricelab.com/de/catalog/nintendo-black-star-promos-treecko-16,2026-08-12
NP,3,275489,275476,disagree,idProduct-param,https://pokepricelab.com/de/catalog/nintendo-black-star-promos-treecko-3,2026-08-12
NP,35,275485,275508,disagree,idProduct-param,https://pokepricelab.com/de/catalog/nintendo-black-star-promos-pikachu-delta-species-35,2026-08-12
NP,37,275510,275510,agree,idProduct-param,https://pokepricelab.com/de/catalog/nintendo-black-star-promos-kyogre-ex-37,2026-08-12
NVI,14,280138,280137,disagree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-victini-14,2026-08-12
NVI,15,280137,280138,disagree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-victini-15,2026-08-12
NVI,33,280156,280156,agree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-cryogonal-33,2026-08-12
NVI,38,280162,280161,disagree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-tynamo-38,2026-08-12
NVI,39,280161,280162,disagree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-tynamo-39,2026-08-12
NVI,42,280165,280165,agree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-stunfisk-42,2026-08-12
NVI,43,280166,280166,agree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-victini-43,2026-08-12
NVI,52,280176,280175,disagree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-reuniclus-52,2026-08-12
NVI,53,280175,280176,disagree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-reuniclus-53,2026-08-12
NVI,54,280178,280177,disagree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-elgyem-54,2026-08-12
NVI,55,280177,280178,disagree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-elgyem-55,2026-08-12
NVI,57,280180,280180,agree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-litwick-57,2026-08-12
NVI,58,280181,280181,agree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-litwick-58,2026-08-12
NVI,68,280191,280191,agree,idProduct-param,https://pokepricelab.com/de/catalog/noble-victories-stunfisk-68,2026-08-12
OBF,123,725203,725203,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-glimmora-ex-123,2026-08-12
OBF,126,725206,725206,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-paldean-wooper-126,2026-08-12
OBF,127,725207,725207,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-paldean-wooper-127,2026-08-12
OBF,13,725093,725093,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-rowlet-013,2026-08-12
OBF,130,727071,725210,disagree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-umbreon-130,2026-08-12
OBF,14,725094,725094,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-dartrix-014,2026-08-12
OBF,154,725235,725234,disagree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-varoom-154,2026-08-12
OBF,155,725234,725235,disagree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-varoom-155,2026-08-12
OBF,156,725236,725236,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-revavroom-ex-156,2026-08-12
OBF,17,725097,725097,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-steenee-017,2026-08-12
OBF,181,725260,725261,disagree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-lechonk-181,2026-08-12
OBF,182,725261,725262,disagree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-lechonk-182,2026-08-12
OBF,183,725263,725263,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-oinkologne-183,2026-08-12
OBF,184,725264,725264,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-oinkologne-184,2026-08-12
OBF,188,725268,725268,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-geeta-188,2026-08-12
OBF,201,725281,725281,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-bellibolt-201,2026-08-12
OBF,203,725283,725283,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-larvitar-203,2026-08-12
OBF,205,725285,725285,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-scizor-205,2026-08-12
OBF,210,725290,725290,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-eiscue-ex-210,2026-08-12
OBF,213,725293,725293,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-glimmora-ex-213,2026-08-12
OBF,216,725296,725296,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-revavroom-ex-216,2026-08-12
OBF,25,725105,725105,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-scovillain-025,2026-08-12
OBF,42,725122,725122,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-eiscue-ex-042,2026-08-12
OBF,60,725140,725140,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-finizen-060,2026-08-12
OBF,61,725141,725141,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-finizen-061,2026-08-12
OBF,74,725156,725154,disagree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-tadbulb-074,2026-08-12
OBF,75,725155,725155,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-tadbulb-075,2026-08-12
OBF,76,725154,725156,disagree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-tadbulb-076,2026-08-12
OBF,77,725158,725157,disagree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-bellibolt-077,2026-08-12
OBF,78,725157,725158,disagree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-bellibolt-078,2026-08-12
OBF,80,725160,725160,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-cleffa-080,2026-08-12
OBF,85,725165,725165,agree,idProduct-param,https://pokepricelab.com/de/catalog/obsidian-flames-togekiss-085,2026-08-12
PAF,10,751536,751536,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-magmortar-010,2026-08-12
PAF,111,751659,751650,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-paldean-tauros-111,2026-08-12
PAF,120,751711,751659,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-paldean-tauros-120,2026-08-12
PAF,14,751540,751540,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-charcadet-014,2026-08-12
PAF,172,751650,751711,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-paldean-tauros-172,2026-08-12
PAF,227,751774,751774,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-clive-227,2026-08-12
PAF,230,751777,751777,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-paldean-student-230,2026-08-12
PAF,231,751778,751778,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-paldean-student-231,2026-08-12
PAF,43,751580,751580,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-houndstone-043,2026-08-12
PAF,45,751582,751582,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-mankey-045,2026-08-12
PAF,46,751583,751583,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-primeape-046,2026-08-12
PAF,65,751603,751603,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-revavroom-065,2026-08-12
PAF,71,751609,751609,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-lechonk-071,2026-08-12
PAF,73,751611,751611,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-tandemaus-073,2026-08-12
PAF,85,751625,751624,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-paldean-student-085,2026-08-12
PAF,86,751624,751625,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldean-fates-paldean-student-086,2026-08-12
PAL,100,715575,715575,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tinkatink-100,2026-08-12
PAL,101,715576,715576,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tinkatink-101,2026-08-12
PAL,102,715577,715577,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tinkatink-102,2026-08-12
PAL,103,715578,715578,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tinkatuff-103,2026-08-12
PAL,104,715579,715579,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tinkatuff-104,2026-08-12
PAL,107,709538,715582,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-primeape-107,2026-08-12
PAL,108,715501,715583,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-paldean-tauros-108,2026-08-12
PAL,12,715484,715484,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-sprigatito-012,2026-08-12
PAL,120,715596,715595,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-nacli-120,2026-08-12
PAL,121,715595,715596,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-nacli-121,2026-08-12
PAL,124,715600,715599,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-glimmet-124,2026-08-12
PAL,125,715599,715600,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-glimmet-125,2026-08-12
PAL,13,715485,715485,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-sprigatito-013,2026-08-12
PAL,141,715616,715616,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-maschiff-141,2026-08-12
PAL,142,715617,715617,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-maschiff-142,2026-08-12
PAL,167,715642,715642,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tandemaus-167,2026-08-12
PAL,185,715660,715660,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-iono-185,2026-08-12
PAL,19,715493,715492,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-nymble-019,2026-08-12
PAL,196,715486,715671,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-sprigatito-196,2026-08-12
PAL,20,715492,715493,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-nymble-020,2026-08-12
PAL,201,715508,715676,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-fuecoco-201,2026-08-12
PAL,216,715691,715691,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tinkatink-216,2026-08-12
PAL,217,715692,715692,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tinkatuff-217,2026-08-12
PAL,218,715693,715693,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-paldean-tauros-218,2026-08-12
PAL,220,715695,715695,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-nacli-220,2026-08-12
PAL,221,715696,715696,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-paldean-wooper-221,2026-08-12
PAL,241,715716,715716,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-lycanroc-ex-241,2026-08-12
PAL,28,715515,715501,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-paldean-tauros-028,2026-08-12
PAL,34,715507,715507,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-fuecoco-034,2026-08-12
PAL,35,715509,715509,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-fuecoco-035,2026-08-12
PAL,38,715513,715512,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-charcadet-038,2026-08-12
PAL,39,715512,715513,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-charcadet-039,2026-08-12
PAL,41,715583,715515,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-paldean-tauros-041,2026-08-12
PAL,51,715526,715526,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-quaxwell-051,2026-08-12
PAL,53,715529,715528,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-cetoddle-053,2026-08-12
PAL,54,715528,715529,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-cetoddle-054,2026-08-12
PAL,57,715532,715532,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-frigibax-057,2026-08-12
PAL,58,785461,715533,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-frigibax-058,2026-08-12
PAL,68,715544,715543,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-shinx-068,2026-08-12
PAL,69,715543,715544,disagree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-shinx-069,2026-08-12
PAL,71,715546,715546,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-luxray-071,2026-08-12
PAL,76,715551,715551,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-pawmot-076,2026-08-12
PAL,77,715552,715552,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tadbulb-077,2026-08-12
PAL,78,715553,715553,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-tadbulb-078,2026-08-12
PAL,98,715573,715573,agree,idProduct-param,https://pokepricelab.com/de/catalog/paldea-evolved-ceruledge-098,2026-08-12
PAR,123,740660,740660,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-brute-bonnet-123,2026-08-12
PAR,132,740670,740670,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-doublade-132,2026-08-12
PAR,133,740671,740671,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-doublade-133,2026-08-12
PAR,144,740682,740682,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-porygon-z-144,2026-08-12
PAR,208,740751,740751,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-steelix-208,2026-08-12
PAR,219,740762,740762,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-garchomp-ex-219,2026-08-12
PAR,230,740773,740773,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-aegislash-ex-230,2026-08-12
PAR,25,740501,740501,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-charcadet-025,2026-08-12
PAR,26,740502,740502,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-charcadet-026,2026-08-12
PAR,40,740516,740516,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-palkia-040,2026-08-12
PAR,45,740525,740525,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-vanilluxe-045,2026-08-12
PAR,57,740548,740548,agree,idProduct-param,https://pokepricelab.com/de/catalog/paradox-rift-chien-pao-057,2026-08-12
PGO,66,665681,665681,agree,idProduct-param,https://pokepricelab.com/de/catalog/pokemon-go-egg-incubator-066,2026-08-12
PGO,70,665289,665289,agree,idProduct-param,https://pokepricelab.com/de/catalog/pokemon-go-spark-070,2026-08-12
PHF,10,281811,281812,disagree,idProduct-param,https://pokepricelab.com/de/catalog/phantom-forces-talonflame-10,2026-08-12
PHF,12,281815,281815,agree,idProduct-param,https://pokepricelab.com/de/catalog/phantom-forces-pyroar-12,2026-08-12
PHF,17,281820,281820,agree,idProduct-param,https://pokepricelab.com/de/catalog/phantom-forces-feraligatr-17,2026-08-12
PHF,28,281833,281833,agree,idProduct-param,https://pokepricelab.com/de/catalog/phantom-forces-helioptile-28,2026-08-12
PHF,29,281834,281834,agree,idProduct-param,https://pokepricelab.com/de/catalog/phantom-forces-helioptile-29,2026-08-12
PK,27,277333,277333,agree,idProduct-param,https://pokepricelab.com/de/catalog/ex-power-keepers-cacturne-27,2026-08-12
PL,23,278543,278444,disagree,idProduct-param,https://pokepricelab.com/de/catalog/platinum-dialga-lv-73-23,2026-08-12
PL,37,278433,278458,disagree,idProduct-param,https://pokepricelab.com/de/catalog/platinum-palkia-lv-72-37,2026-08-12
PL,5,278428,278426,disagree,idProduct-param,https://pokepricelab.com/de/catalog/platinum-dialga-lv-72-5,2026-08-12
PL,6,371546,278427,disagree,idProduct-param,https://pokepricelab.com/de/catalog/platinum-dialga-lv-70-6,2026-08-12
PLB,5,281026,449213,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-blast-tropius-5,2026-08-12
PLF,54,280933,280932,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-freeze-yamask-54,2026-08-12
PLF,55,280932,280933,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-freeze-yamask-55,2026-08-12
PLF,71,280950,280949,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-freeze-pawniard-71,2026-08-12
PLF,72,280949,280950,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-freeze-pawniard-72,2026-08-12
PLF,76,280954,280954,agree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-freeze-deino-76,2026-08-12
PLS,110,280851,280850,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-storm-patrat-110,2026-08-12
PLS,111,280850,280851,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-storm-patrat-111,2026-08-12
PLS,112,280853,280852,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-storm-watchog-112,2026-08-12
PLS,113,280852,280853,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-storm-watchog-113,2026-08-12
PLS,63,280803,280803,agree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-storm-trubbish-63,2026-08-12
PLS,64,280804,280804,agree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-storm-trubbish-64,2026-08-12
PLS,65,280805,280805,agree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-storm-trubbish-65,2026-08-12
PLS,91,280832,280831,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-storm-durant-91,2026-08-12
PLS,92,280831,280832,disagree,idProduct-param,https://pokepricelab.com/de/catalog/plasma-storm-durant-92,2026-08-12
RCL,108,457953,457953,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-sandaconda-v-108,2026-08-12
RCL,125,458023,458023,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-grimmsnarl-125,2026-08-12
RCL,182,458283,458283,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-toxtricity-v-182,2026-08-12
RCL,191,456583,456583,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-oleana-191,2026-08-12
RCL,20,457558,457558,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-applin-20,2026-08-12
RCL,202,457323,457323,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-oleana-202,2026-08-12
RCL,21,457563,457563,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-applin-21,2026-08-12
RCL,55,456448,456448,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-eiscue-v-55,2026-08-12
RCL,62,457743,457743,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-luxray-62,2026-08-12
RCL,95,457888,457888,agree,idProduct-param,https://pokepricelab.com/de/catalog/rebel-clash-galarian-sirfetch-d-95,2026-08-12
ROS,46,282714,282714,agree,idProduct-param,https://pokepricelab.com/de/catalog/roaring-skies-togekiss-46,2026-08-12
ROS,67,282735,282735,agree,idProduct-param,https://pokepricelab.com/de/catalog/roaring-skies-meowth-67,2026-08-12
ROS,92,297897,282760,disagree,idProduct-param,https://pokepricelab.com/de/catalog/roaring-skies-trainers-mail-92,2026-08-12
RS,28,275676,275676,agree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-combusken-28,2026-08-12
RS,42,275658,275690,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-mightyena-42,2026-08-12
RS,50,275673,275698,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-aron-50,2026-08-12
RS,53,275678,275701,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-electrike-53,2026-08-12
RS,58,275705,275706,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-makuhita-58,2026-08-12
RS,60,275707,275708,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-mudkip-60,2026-08-12
RS,64,275713,275712,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-poochyena-64,2026-08-12
RS,65,275712,275713,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-poochyena-65,2026-08-12
RS,66,275715,275714,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-ralts-66,2026-08-12
RS,67,275716,275715,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-ralts-67,2026-08-12
RS,68,275714,275716,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-ralts-68,2026-08-12
RS,71,275692,275719,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-skitty-71,2026-08-12
RS,74,275722,547271,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-torchic-74,2026-08-12
RS,75,275724,275723,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-treecko-75,2026-08-12
RS,76,275723,275724,disagree,idProduct-param,https://pokepricelab.com/de/catalog/ex-ruby-sapphire-treecko-76,2026-08-12
SCR,107,785961,786546,disagree,idProduct-param,https://pokepricelab.com/de/catalog/stellar-crown-archaludon-107,2026-08-12
SCR,119,785973,789025,disagree,idProduct-param,https://pokepricelab.com/de/catalog/stellar-crown-bouffalant-119,2026-08-12
SCR,128,785982,785982,agree,idProduct-param,https://pokepricelab.com/de/catalog/stellar-crown-terapagos-ex-128,2026-08-12
SCR,22,785875,785875,agree,idProduct-param,https://pokepricelab.com/de/catalog/stellar-crown-reshiram-022,2026-08-12
SCR,96,785950,785950,agree,idProduct-param,https://pokepricelab.com/de/catalog/stellar-crown-grimmsnarl-096,2026-08-12
SFA,20,780914,780914,agree,idProduct-param,https://pokepricelab.com/de/catalog/shrouded-fable-dusknoir-020,2026-08-12
SFA,57,780953,780953,agree,idProduct-param,https://pokepricelab.com/de/catalog/shrouded-fable-colress-s-tenacity-057,2026-08-12
SFA,63,780959,780959,agree,idProduct-param,https://pokepricelab.com/de/catalog/shrouded-fable-powerglass-063,2026-08-12
SFA,64,781841,781841,agree,idProduct-param,https://pokepricelab.com/de/catalog/shrouded-fable-xerosic-s-machinations-064,2026-08-12
SFA,80,780975,780975,agree,idProduct-param,https://pokepricelab.com/de/catalog/shrouded-fable-kingdra-ex-080,2026-08-12
SHF,60,539323,539323,agree,idProduct-param,https://pokepricelab.com/de/catalog/shining-fates-professor-s-research-60,2026-08-12
SIT,139,682186,682186,agree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-lugia-vstar-139,2026-08-12
SIT,147,682194,700347,disagree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-archeops-147,2026-08-12
SIT,159,682206,682206,agree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-lance-159,2026-08-12
SIT,160,682207,682207,agree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-leafy-camo-poncho-160,2026-08-12
