set,number,our_product_id,ppl_product_id,verdict,extracted_via,url,checked_at
SIT,167,682214,682214,agree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-worker-167,2026-08-12
SIT,189,682252,682237,disagree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-candice-189,2026-08-12
SIT,190,682238,682238,agree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-furisode-girl-190,2026-08-12
SIT,192,682240,682240,agree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-lance-192,2026-08-12
SIT,193,682256,682241,disagree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-serena-193,2026-08-12
SIT,196,682259,682244,disagree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-serperior-vstar-196,2026-08-12
SIT,204,682237,682252,disagree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-candice-204,2026-08-12
SIT,205,682253,682253,agree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-furisode-girl-205,2026-08-12
SIT,206,682255,682255,agree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-lance-206,2026-08-12
SIT,207,682241,682256,disagree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-serena-207,2026-08-12
SIT,210,682244,682259,disagree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-serperior-vstar-210,2026-08-12
SIT,26,682067,682067,agree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-braixen-026,2026-08-12
SIT,33,682075,740473,disagree,idProduct-param,https://pokepricelab.com/de/catalog/silver-tempest-alolan-vulpix-v-033,2026-08-12
SP,1,427081,547426,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-grookey-001,2026-08-12
SP,10,439958,439958,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-gossifleur-010,2026-08-12
SP,11,439963,439963,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-wooloo-011,2026-08-12
SP,116,549431,557973,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-morpeko-116,2026-08-12
SP,12,461679,427106,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-morpeko-012,2026-08-12
SP,143,604984,576742,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-143,2026-08-12
SP,145,692429,576744,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-145,2026-08-12
SP,153,672386,672386,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-153,2026-08-12
SP,154,576726,576726,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-dragonite-v-154,2026-08-12
SP,195,604997,604997,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-leafeon-vstar-195,2026-08-12
SP,198,576742,604984,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-198,2026-08-12
SP,2,665987,427086,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-scorbunny-002,2026-08-12
SP,21,461664,576518,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-polteageist-v-021,2026-08-12
SP,219,608110,608110,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-boltund-v-219,2026-08-12
SP,234,461594,653698,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-234,2026-08-12
SP,235,664340,664340,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-dragonite-v-235,2026-08-12
SP,244,516354,665987,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-scorbunny-244,2026-08-12
SP,249,660942,660942,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-kleavor-vstar-249,2026-08-12
SP,252,665993,665993,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-infernape-v-252,2026-08-12
SP,265,669840,669840,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-zeraora-vstar-265,2026-08-12
SP,28,453308,453308,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-duraludon-028,2026-08-12
SP,285,576744,692429,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-285,2026-08-12
SP,294,671806,671806,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-hisuian-electrode-v-294,2026-08-12
SP,298,671765,671772,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-hisuian-zoroark-vstar-298,2026-08-12
SP,30,477159,576519,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-copperajah-v-030,2026-08-12
SP,301,719677,719676,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-lugia-v-301,2026-08-12
SP,31,557973,461679,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-morpeko-031,2026-08-12
SP,39,549406,549406,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-039,2026-08-12
SP,45,496315,496315,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-eternatus-vmax-045,2026-08-12
SP,5,427101,427101,agree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-meowth-vmax-005,2026-08-12
SP,60,886516,516324,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-duraludon-060,2026-08-12
SP,61,565010,540616,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-061,2026-08-12
SP,63,540616,496545,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-pikachu-v-063,2026-08-12
SP,70,547426,516349,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-grookey-070,2026-08-12
SP,71,427086,516354,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-scorbunny-071,2026-08-12
SP,73,427091,516364,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-sobble-073,2026-08-12
SP,83,530487,530482,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-alakazam-v-083,2026-08-12
SP,85,608109,610516,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-boltund-v-085,2026-08-12
SP,97,549391,556545,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-dragapult-vmax-097,2026-08-12
SP,99,549401,556553,disagree,idProduct-param,https://pokepricelab.com/de/catalog/swsh-black-star-promos-crobat-vmax-099,2026-08-12
SSH,10,436229,436229,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-grookey-10,2026-08-12
SSH,108,436659,436659,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-silicobra-108,2026-08-12
SSH,11,427156,427156,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-grookey-11,2026-08-12
SSH,110,436669,436669,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-sandaconda-110,2026-08-12
SSH,111,436679,436674,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-clobbopus-111,2026-08-12
SSH,112,436674,436679,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-clobbopus-112,2026-08-12
SSH,12,436234,436234,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-thwackey-12,2026-08-12
SSH,13,436239,436239,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-thwackey-13,2026-08-12
SSH,138,427176,427176,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-zacian-v-138,2026-08-12
SSH,139,576521,576521,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-zamazenta-v-139,2026-08-12
SSH,14,427196,701500,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-rillaboom-14,2026-08-12
SSH,142,427236,687429,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-snorlax-vmax-142,2026-08-12
SSH,145,436824,436819,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-minccino-145,2026-08-12
SSH,146,436819,436824,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-minccino-146,2026-08-12
SSH,15,701500,436244,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-rillaboom-15,2026-08-12
SSH,152,436859,436854,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-wooloo-152,2026-08-12
SSH,153,436854,436859,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-wooloo-153,2026-08-12
SSH,17,436249,436254,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-blipbug-17,2026-08-12
SSH,199,437089,437089,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-bede-199,2026-08-12
SSH,201,437134,433949,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-professor-s-research-201,2026-08-12
SSH,206,437119,437119,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-snorlax-vmax-206,2026-08-12
SSH,207,437124,437124,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-bede-207,2026-08-12
SSH,209,448168,437134,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-professor-s-research-209,2026-08-12
SSH,3,436189,436194,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-roselia-3,2026-08-12
SSH,31,427161,427161,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-scorbunny-31,2026-08-12
SSH,32,436319,436319,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-raboot-32,2026-08-12
SSH,33,436324,436324,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-raboot-33,2026-08-12
SSH,34,427226,450573,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-cinderace-34,2026-08-12
SSH,35,450573,436329,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-cinderace-35,2026-08-12
SSH,36,436334,436334,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-cinderace-36,2026-08-12
SSH,37,436339,436339,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-sizzlipede-37,2026-08-12
SSH,38,436344,436344,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-sizzlipede-38,2026-08-12
SSH,43,436369,436369,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-krabby-43,2026-08-12
SSH,45,436379,436379,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-goldeen-45,2026-08-12
SSH,46,436384,436384,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-goldeen-46,2026-08-12
SSH,54,436414,436414,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-sobble-54,2026-08-12
SSH,55,427166,427166,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-sobble-55,2026-08-12
SSH,58,436429,701501,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-inteleon-58,2026-08-12
SSH,59,450623,436429,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-inteleon-59,2026-08-12
SSH,67,436474,436469,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-chinchou-67,2026-08-12
SSH,68,436469,436474,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-chinchou-68,2026-08-12
SSH,74,436499,436499,agree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-yamper-74,2026-08-12
SSH,75,436509,436504,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-boltund-75,2026-08-12
SSH,76,436504,436509,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-boltund-76,2026-08-12
SSH,97,436599,436604,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sword-shield-rhyhorn-97,2026-08-12
SSP,220,794593,794593,agree,idProduct-param,https://pokepricelab.com/de/catalog/surging-sparks-latias-ex-220,2026-08-12
SSP,224,794597,794597,agree,idProduct-param,https://pokepricelab.com/de/catalog/surging-sparks-archaludon-ex-224,2026-08-12
SSP,76,794373,794373,agree,idProduct-param,https://pokepricelab.com/de/catalog/surging-sparks-latias-ex-076,2026-08-12
STS,114,295231,291561,disagree,idProduct-param,https://pokepricelab.com/de/catalog/steam-siege-professor-sycamore-114,2026-08-12
STS,15,450483,291522,disagree,idProduct-param,https://pokepricelab.com/de/catalog/steam-siege-volcarona-15,2026-08-12
SUM,132,295445,295445,agree,idProduct-param,https://pokepricelab.com/de/catalog/sun-moon-switch-132,2026-08-12
SUM,158,295471,295471,agree,idProduct-param,https://pokepricelab.com/de/catalog/sun-moon-nest-ball-158,2026-08-12
SUM,161,312291,295474,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sun-moon-ultra-ball-161,2026-08-12
SUM,24,294121,294121,agree,idProduct-param,https://pokepricelab.com/de/catalog/sun-moon-litten-24,2026-08-12
SV,5,278751,278696,disagree,idProduct-param,https://pokepricelab.com/de/catalog/supreme-victors-garchomp-lv-71-5,2026-08-12
SV,50,278706,278741,disagree,idProduct-param,https://pokepricelab.com/de/catalog/supreme-victors-arcanine-lv-32-50,2026-08-12
SVI,101,702396,702397,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-flittle-101,2026-08-12
SVI,102,702397,702398,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-flittle-102,2026-08-12
SVI,104,702400,702400,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-greavard-104,2026-08-12
SVI,105,702401,701132,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-greavard-105,2026-08-12
SVI,112,702408,702408,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-riolu-112,2026-08-12
SVI,113,702409,702409,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-riolu-113,2026-08-12
SVI,115,702411,702411,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-sandile-115,2026-08-12
SVI,135,702431,702430,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-maschiff-135,2026-08-12
SVI,136,702430,702431,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-maschiff-136,2026-08-12
SVI,140,702435,702435,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-varoom-140,2026-08-12
SVI,141,702436,702436,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-varoom-141,2026-08-12
SVI,142,702437,702437,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-revavroom-142,2026-08-12
SVI,147,702443,702443,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-zangoose-147,2026-08-12
SVI,154,702452,702450,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-lechonk-154,2026-08-12
SVI,155,702450,692087,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-lechonk-155,2026-08-12
SVI,156,702451,702452,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-lechonk-156,2026-08-12
SVI,16,702313,702312,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-tarountula-016,2026-08-12
SVI,160,702455,702456,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-tandemaus-160,2026-08-12
SVI,164,702460,702460,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-cyclizar-164,2026-08-12
SVI,17,702314,702313,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-tarountula-017,2026-08-12
SVI,175,702471,702471,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-jacq-175,2026-08-12
SVI,18,702312,702314,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-tarountula-018,2026-08-12
SVI,190,702485,689769,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-professor-s-research-190,2026-08-12
SVI,199,702495,702495,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-tarountula-199,2026-08-12
SVI,20,702316,702316,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-smoliv-020,2026-08-12
SVI,21,702317,702317,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-smoliv-021,2026-08-12
SVI,215,702511,702511,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-riolu-215,2026-08-12
SVI,217,702513,702513,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-klawf-217,2026-08-12
SVI,227,702523,702523,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-miraidon-ex-227,2026-08-12
SVI,231,702527,702527,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-koraidon-ex-231,2026-08-12
SVI,234,702530,702530,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-oinkologne-ex-234,2026-08-12
SVI,240,702537,702536,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-professor-s-research-240,2026-08-12
SVI,241,702536,702537,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-professor-s-research-241,2026-08-12
SVI,25,702321,702321,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-toedscool-025,2026-08-12
SVI,27,702324,702323,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-capsakid-027,2026-08-12
SVI,28,702323,702324,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-capsakid-028,2026-08-12
SVI,30,702326,702326,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-growlithe-030,2026-08-12
SVI,31,702327,702327,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-growlithe-031,2026-08-12
SVI,39,702335,702334,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-charcadet-039,2026-08-12
SVI,40,702334,702335,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-charcadet-040,2026-08-12
SVI,52,689765,689765,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-quaxly-052,2026-08-12
SVI,55,702351,702350,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-wiglett-055,2026-08-12
SVI,56,702350,702351,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-wiglett-056,2026-08-12
SVI,58,702354,702353,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-cetoddle-058,2026-08-12
SVI,59,702353,702354,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-cetoddle-059,2026-08-12
SVI,70,702365,702366,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-rotom-070,2026-08-12
SVI,73,702370,824666,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-thai-promos-pawmi-sv-p-th-073-scarlet-violet-thai-promos-073,2026-08-12
SVI,74,702369,702370,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-pawmi-074,2026-08-12
SVI,77,702375,702374,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-wattrel-077,2026-08-12
SVI,78,702374,702375,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-wattrel-078,2026-08-12
SVI,94,702391,702390,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-dedenne-094,2026-08-12
SVI,95,702390,702391,disagree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-dedenne-095,2026-08-12
SVI,98,702394,702394,agree,idProduct-param,https://pokepricelab.com/de/catalog/scarlet-violet-fidough-098,2026-08-12
SVP,101,726923,726923,agree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-pikachu-101,2026-08-12
SVP,121,761122,769421,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-revavroom-121,2026-08-12
SVP,134,785840,785841,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-crabominable-134,2026-08-12
SVP,14,692235,692236,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-koraidon-014,2026-08-12
SVP,148,692234,769427,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-miraidon-148,2026-08-12
SVP,150,726924,783445,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-paradise-resort-150,2026-08-12
SVP,159,799710,799710,agree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-magneton-159,2026-08-12
SVP,161,740401,791830,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-charizard-ex-161,2026-08-12
SVP,173,805370,806407,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-eevee-173,2026-08-12
SVP,177,796948,796948,agree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-bloodmoon-ursaluna-ex-177,2026-08-12
SVP,182,816615,817773,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-iono-s-kilowattrel-182,2026-08-12
SVP,183,816616,816616,agree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-lillie-s-ribombee-183,2026-08-12
SVP,196,751798,821617,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-charizard-ex-196,2026-08-12
SVP,200,806407,826138,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-eevee-200,2026-08-12
SVP,205,830110,830110,agree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-team-rocket-s-mewtwo-ex-205,2026-08-12
SVP,216,830111,832225,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-team-rocket-s-mewtwo-ex-216,2026-08-12
SVP,224,727542,844367,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-paradise-resort-224,2026-08-12
SVP,27,832224,703195,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-pikachu-027,2026-08-12
SVP,4,701130,701130,agree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-mimikyu-ex-004,2026-08-12
SVP,45,844367,726924,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-paradise-resort-045,2026-08-12
SVP,56,821616,740401,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-charizard-ex-056,2026-08-12
SVP,74,791830,751798,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-charizard-ex-074,2026-08-12
SVP,81,751806,751806,agree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-skeledirge-ex-081,2026-08-12
SVP,84,751809,751809,agree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-quaquaval-ex-084,2026-08-12
SVP,88,740411,751813,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-pikachu-088,2026-08-12
SVP,91,692236,760233,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-koraidon-091,2026-08-12
SVP,92,692233,760234,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-miraidon-092,2026-08-12
SVP,95,761128,751816,disagree,idProduct-param,https://pokepricelab.com/de/catalog/sv-black-star-promos-cleffa-095,2026-08-12
TEF,118,760748,760748,agree,idProduct-param,https://pokepricelab.com/de/catalog/temporal-forces-iron-treads-118,2026-08-12
TEF,121,761975,760751,disagree,idProduct-param,https://pokepricelab.com/de/catalog/temporal-forces-miraidon-121,2026-08-12
TEF,191,760821,760821,agree,idProduct-param,https://pokepricelab.com/de/catalog/temporal-forces-iron-crown-ex-191,2026-08-12
TEF,196,760826,760826,agree,idProduct-param,https://pokepricelab.com/de/catalog/temporal-forces-raging-bolt-ex-196,2026-08-12
TEF,78,760708,760708,agree,idProduct-param,https://pokepricelab.com/de/catalog/temporal-forces-flutter-mane-078,2026-08-12
TEF,84,760714,761973,disagree,idProduct-param,https://pokepricelab.com/de/catalog/temporal-forces-relicanth-084,2026-08-12
TEF,96,760727,760726,disagree,idProduct-param,https://pokepricelab.com/de/catalog/temporal-forces-great-tusk-096,2026-08-12
TEF,97,760726,760727,disagree,idProduct-param,https://pokepricelab.com/de/catalog/temporal-forces-great-tusk-097,2026-08-12
TEU,115,369043,369043,agree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-alolan-exeggutor-115,2026-08-12
TEU,116,369044,369044,agree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-dratini-116,2026-08-12
TEU,117,369045,369045,agree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-dratini-117,2026-08-12
TEU,12,368944,368945,disagree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-charmander-12,2026-08-12
TEU,145,369071,369071,agree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-jasmine-145,2026-08-12
TEU,2,368936,368935,disagree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-weedle-2,2026-08-12
TEU,22,368954,368954,agree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-squirtle-22,2026-08-12
TEU,23,368955,368955,agree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-squirtle-23,2026-08-12
TEU,3,368935,368936,disagree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-weedle-3,2026-08-12
TEU,35,368966,368966,agree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-alolan-geodude-35,2026-08-12
TEU,99,369028,722925,disagree,idProduct-param,https://pokepricelab.com/de/catalog/team-up-jirachi-99,2026-08-12
TM,100,279630,279630,agree,idProduct-param,https://pokepricelab.com/de/catalog/triumphant-darkrai-cresselia-legend-100,2026-08-12
TM,101,279632,279631,disagree,idProduct-param,https://pokepricelab.com/de/catalog/triumphant-palkia-dialga-legend-101,2026-08-12
TM,102,279631,279632,disagree,idProduct-param,https://pokepricelab.com/de/catalog/triumphant-palkia-dialga-legend-102,2026-08-12
TM,92,279622,279622,agree,idProduct-param,https://pokepricelab.com/de/catalog/triumphant-celebi-92,2026-08-12
TM,93,279623,279623,agree,idProduct-param,https://pokepricelab.com/de/catalog/triumphant-electrode-93,2026-08-12
TM,99,279629,279629,agree,idProduct-param,https://pokepricelab.com/de/catalog/triumphant-darkrai-cresselia-legend-99,2026-08-12
TR,8,274078,274061,disagree,idProduct-param,https://pokepricelab.com/de/catalog/team-rocket-dark-gyarados-8,2026-08-12
TWM,126,769300,769300,agree,idProduct-param,https://pokepricelab.com/de/catalog/twilight-masquerade-applin-126,2026-08-12
TWM,127,769192,769301,disagree,idProduct-param,https://pokepricelab.com/de/catalog/twilight-masquerade-dipplin-127,2026-08-12
TWM,133,769307,769307,agree,idProduct-param,https://pokepricelab.com/de/catalog/twilight-masquerade-chansey-133,2026-08-12
TWM,159,769333,769333,agree,idProduct-param,https://pokepricelab.com/de/catalog/twilight-masquerade-ogre-s-mask-159,2026-08-12
TWM,190,769364,769364,agree,idProduct-param,https://pokepricelab.com/de/catalog/twilight-masquerade-teal-mask-ogerpon-ex-190,2026-08-12
TWM,20,769194,769194,agree,idProduct-param,https://pokepricelab.com/de/catalog/twilight-masquerade-poltchageist-020,2026-08-12
TWM,21,769195,769195,agree,idProduct-param,https://pokepricelab.com/de/catalog/twilight-masquerade-poltchageist-021,2026-08-12
