meta;archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url;is_ace_spec
SVI-PFL;Snorlax Stall;Switch Cart;ASR_154;117;2;115;295;39,0;ASR;;154;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_154_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Boxed Order;TEF_143;321;4;91;295;30,8;TEF;;143;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_143_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Lost Vacuum;CRZ_135;105;3;87;295;29,5;CRZ;;135;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_135_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Trekking Shoes;CRZ_145;153;4;47;295;15,9;CRZ;;145;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_145_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Secret Box;TWM_163;46;1;46;295;15,6;TWM;;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png;Yes
SVI-PFL;Snorlax Stall;Miracle Headset;SSP_183;28;1;28;295;9,5;SSP;;183;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_183_R_EN_LG.png;Yes
SVI-PFL;Snorlax Stall;Super Rod;PAL_188;18;1;18;295;6,1;PAL;;188;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Ultra Ball;ASC_213;16;1;16;295;5,4;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Precious Trolley;SSP_185;14;1;14;295;4,7;SSP;;185;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_185_R_EN_LG.png;Yes
SVI-PFL;Snorlax Stall;Prime Catcher;PRE_119;9;1;9;295;3,1;PRE;;119;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_119_R_EN_LG.png;Yes
SVI-PFL;Snorlax Stall;Picnic Basket;SVI_184;4;1;4;295;1,4;SVI;;184;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_184_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Roto-Stick;PRE_127;7;3;4;295;1,4;PRE;;127;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_127_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Scoop Up Cyclone;PRE_128;4;1;4;295;1,4;PRE;;128;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_128_R_EN_LG.png;Yes
SVI-PFL;Snorlax Stall;Enhanced Hammer;TWM_148;3;1;3;295;1,0;TWM;;148;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Crushing Hammer;SSH_159;5;3;2;295;0,7;SSH;;159;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_159_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Antique Old Amber;MEW_154;1;1;1;295;0,3;MEW;;154;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_154_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Antique Root Fossil;SCR_130;1;1;1;295;0,3;SCR;;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_130_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Meddling Memo;SSP_181;1;1;1;295;0,3;SSP;;181;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_181_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Megaton Blower;SSP_182;1;1;1;295;0,3;SSP;;182;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_182_R_EN_LG.png;Yes
SVI-PFL;Snorlax Stall;Pokémon Catcher;SSH_175;1;1;1;295;0,3;SSH;;175;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_175_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Switch;MEG_130;1;1;1;295;0,3;MEG;;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Mist Energy;TEF_161;325;4;141;295;47,8;TEF;;161;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_161_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Jet Energy;PAL_190;50;4;33;295;11,2;PAL;;190;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_190_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Enriching Energy;SSP_191;25;1;25;295;8,5;SSP;;191;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_191_R_EN_LG.png;Yes
SVI-PFL;Snorlax Stall;Double Turbo Energy;BRS_151;1;1;1;295;0,3;BRS;;151;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_151_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Gift Energy;LOR_171;2;2;1;295;0,3;LOR;;171;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_171_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Luminous Energy;PAL_191;2;2;1;295;0,3;PAL;;191;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_191_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Artazon;PAL_171;268;2;192;295;65,1;PAL;;171;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_171_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Temple of Sinnoh;ASR_155;251;4;92;295;31,2;ASR;;155;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_155_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;PokéStop;PGO_68;101;4;29;295;9,8;PGO;;68;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PGO/PGO_068_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Jubilife Village;ASR_148;45;3;27;295;9,2;ASR;;148;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_148_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Pokémon League Headquarters;OBF_192;33;2;21;295;7,1;OBF;;192;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_192_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Calamitous Wasteland;PAL_175;2;1;2;295;0,7;PAL;;175;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_175_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Lively Stadium;SSP_180;2;1;2;295;0,7;SSP;;180;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_180_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Neutralization Zone;SFA_60;1;1;1;295;0,3;SFA;;60;Ultra Rare;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_060_R_EN_LG.png;Yes
SVI-PFL;Snorlax Stall;Town Store;OBF_196;1;1;1;295;0,3;OBF;;196;Common;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Miss Fortune Sisters;LOR_164;642;4;295;295;100,0;LOR;;164;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_164_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Boss's Orders;ASC_183;538;4;294;295;99,7;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Penny;SVI_183;960;4;294;295;99,7;SVI;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_183_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Eri;TEF_146;548;3;293;295;99,3;TEF;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_146_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Cyllene;ASR_138;392;3;290;295;98,3;ASR;;138;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_138_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Arven;SVI_166;1037;4;284;295;96,3;SVI;;166;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Team Yell's Cheer;BRS_149;278;1;278;295;94,2;BRS;;149;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_149_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Xerosic's Machinations;SFA_64;252;2;241;295;81,7;SFA;;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Erika's Invitation;MEW_160;223;2;222;295;75,3;MEW;;160;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_160_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Iono;PAL_185;195;4;182;295;61,7;PAL;;185;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_185_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Giacomo;PAL_182;117;1;117;295;39,7;PAL;;182;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_182_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Worker;SIT_167;33;1;33;295;11,2;SIT;;167;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_167_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Colress's Experiment;LOR_155;50;3;27;295;9,2;LOR;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_155_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Colress's Tenacity;SFA_57;27;2;25;295;8,5;SFA;;57;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_057_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Grusha;PAL_184;23;1;23;295;7,8;PAL;;184;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_184_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Kofu;SCR_138;59;4;23;295;7,8;SCR;;138;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_138_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Choy;ASR_137;9;1;9;295;3,1;ASR;;137;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_137_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Lisia's Appeal;SSP_179;8;2;7;295;2,4;SSP;;179;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_179_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Morty's Conviction;TEF_155;10;3;7;295;2,4;TEF;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_155_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Thorton;LOR_167;5;1;5;295;1,7;LOR;;167;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/LOR/LOR_167_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Ciphermaniac's Codebreaking;PRE_104;6;2;4;295;1,4;PRE;;104;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_104_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Professor's Research;PRE_122;8;4;3;295;1,0;PRE;;122;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_122_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Explorer's Guidance;PRE_107;2;1;2;295;0,7;PRE;;107;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_107_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Lana's Aid;TWM_155;2;1;2;295;0,7;TWM;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_155_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Professor Turo's Scenario;PRE_121;3;2;2;295;0,7;PRE;;121;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_121_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Friends in Hisui;CRZ_130;1;1;1;295;0,3;CRZ;;130;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_130_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Furisode Girl;SIT_157;1;1;1;295;0,3;SIT;;157;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_157_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Hassel;TWM_151;1;1;1;295;0,3;TWM;;151;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_151_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Lacey;PRE_114;1;1;1;295;0,3;PRE;;114;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_114_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Lucian;TWM_157;1;1;1;295;0,3;TWM;;157;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_157_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Nemona;SVI_180;1;1;1;295;0,3;SVI;;180;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_180_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Roseanne's Backup;BRS_148;1;1;1;295;0,3;BRS;;148;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_148_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Handheld Fan;TWM_150;535;4;261;295;88,5;TWM;;150;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_150_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Forest Seal Stone;SIT_156;225;1;225;295;76,3;SIT;;156;Holo Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SIT/SIT_156_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Bravery Charm;PAL_173;294;3;215;295;72,9;PAL;;173;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_173_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Hero's Cape;TEF_152;167;1;167;295;56,6;TEF;;152;Ultra Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_152_R_EN_LG.png;Yes
SVI-PFL;Snorlax Stall;Luxurious Cape;PAR_166;97;2;93;295;31,5;PAR;;166;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_166_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Lucky Helmet;TWM_158;24;3;22;295;7,5;TWM;;158;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_158_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Defiance Vest;PAR_162;21;1;21;295;7,1;PAR;;162;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_162_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Gravity Gemstone;SCR_137;9;2;8;295;2,7;SCR;;137;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_137_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Rescue Board;PRE_126;5;1;5;295;1,7;PRE;;126;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_126_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Technical Machine: Devolution;PAR_177;5;1;5;295;1,7;PAR;;177;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_177_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Pot Helmet;BRS_146;4;1;4;295;1,4;BRS;;146;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_146_R_EN_LG.png;No
SVI-PFL;Snorlax Stall;Counter Gain;ASC_186;1;1;1;295;0,3;ASC;;186;Common;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_186_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Munkidori;TWM_95;3;3;1;1;100,0;TWM;;95;Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Bloodmoon Ursaluna;PRE_54;2;2;1;1;100,0;PRE;;54;Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_054_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Lunatone;MEG_74;2;2;1;1;100,0;MEG;;74;Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_074_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Solrock;MEG_75;3;3;1;1;100,0;MEG;;75;Uncommon;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_075_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Hop's Cramorant;JTG_138;1;1;1;1;100,0;JTG;;138;Uncommon;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_138_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Darkness Energy;SVE_23;3;3;1;1;100,0;SVE;;23;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Fighting Energy;SVE_22;8;8;1;1;100,0;SVE;;22;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Energy Retrieval;SSH_160;2;2;1;1;100,0;SSH;;160;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_160_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Energy Switch;MEG_115;2;2;1;1;100,0;MEG;;115;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Fighting Gong;ASC_187;4;4;1;1;100,0;ASC;;187;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_187_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Max Rod;PRE_116;1;1;1;1;100,0;PRE;;116;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_116_R_EN_LG.png;Yes
City Leagues;Solrock Munkidori;Night Stretcher;SFA_61;4;4;1;1;100,0;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Poké Pad;ASC_198;4;4;1;1;100,0;ASC;;198;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_198_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Tool Scrapper;ASC_212;1;1;1;1;100,0;ASC;;212;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_212_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Risky Ruins;MEG_127;4;4;1;1;100,0;MEG;;127;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_127_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Boss's Orders;ASC_183;3;3;1;1;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Ciphermaniac's Codebreaking;PRE_104;2;2;1;1;100,0;PRE;;104;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_104_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Crispin;PRE_105;3;3;1;1;100,0;PRE;;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Hassel;TWM_151;1;1;1;1;100,0;TWM;;151;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_151_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Lillie's Determination;ASC_192;4;4;1;1;100,0;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No
City Leagues;Solrock Munkidori;Tarragon;M3_73;1;1;1;1;100,0;M3;;73;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M3/M3_73_R_JP_LG.png;No
City Leagues;Solrock Munkidori;Air Balloon;ASC_181;2;2;1;1;100,0;ASC;;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Tarountula;DRI_19;24;4;6;6;100,0;DRI;;19;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_019_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Spidops;DRI_20;24;4;6;6;100,0;DRI;;20;Rare;GStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_020_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Articuno;DRI_51;10;2;6;6;100,0;DRI;;51;Rare;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_051_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Mewtwo ex;DRI_81;6;1;6;6;100,0;DRI;;81;Double Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_081_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Mimikyu;DRI_87;8;2;6;6;100,0;DRI;;87;Uncommon;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_087_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Wobbuffet;DRI_82;3;1;3;6;50,0;DRI;;82;Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_082_R_EN_LG.png;No
City Leagues;Spidops;Lillie's Clefairy ex;JTG_56;2;1;2;6;33,3;JTG;;56;Double Rare;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_056_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Murkrow;DRI_127;4;1;4;6;66,7;DRI;;127;Uncommon;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_127_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Sneasel;DRI_128;4;1;4;6;66,7;DRI;;128;Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_128_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Kangaskhan ex;ASC_162;3;1;3;6;50,0;ASC;;162;Double Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_162_R_EN_LG.png;No
City Leagues;Spidops;Grass Energy;SVE_17;37;8;6;6;100,0;SVE;;17;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_017_R_EN_LG.png;No
City Leagues;Spidops;Psychic Energy;SVE_21;1;1;1;6;16,7;SVE;;21;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_021_R_EN_LG.png;No
City Leagues;Spidops;Water Energy;SVE_19;1;1;1;6;16,7;SVE;;19;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_019_R_EN_LG.png;No
City Leagues;Spidops;Night Stretcher;SFA_61;13;3;6;6;100,0;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;No
City Leagues;Spidops;Team Rocket's Transceiver;ASC_209;23;4;6;6;100,0;ASC;;209;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_209_R_EN_LG.png;No
City Leagues;Spidops;Ultra Ball;ASC_213;21;4;6;6;100,0;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
City Leagues;Spidops;Buddy-Buddy Poffin;PRE_101;8;2;4;6;66,7;PRE;;101;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_101_R_EN_LG.png;No
