meta;archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url;is_ace_spec
SVI-PFL;Cynthia Garchomp Ex;Cynthia's Power Weight;DRI_162;70;4;22;22;100,0;DRI;;162;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_162_R_EN_LG.png;No
SVI-PFL;Cynthia Garchomp Ex;Technical Machine: Evolution;PAR_178;38;2;22;22;100,0;PAR;;178;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_R_EN_LG.png;No
SVI-PFL;Cynthia Garchomp Ex;Air Balloon;ASC_181;7;1;7;22;31,8;ASC;;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No
SVI-PFL;Cynthia Garchomp Ex;Powerglass;SFA_63;1;1;1;22;4,5;SFA;;63;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_063_R_EN_LG.png;No
SVI-PFL;Cynthia Garchomp Ex;Rescue Board;PRE_126;1;1;1;22;4,5;PRE;;126;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_126_R_EN_LG.png;No
SVI-PFL;Cynthia Garchomp Ex;Technical Machine: Devolution;PAR_177;1;1;1;22;4,5;PAR;;177;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_177_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Cynthia's Roselia;DRI_7;3;3;1;1;100,0;DRI;;7;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_007_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Toedscool;SCR_17;1;1;1;1;100,0;SCR;;17;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_017_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Cynthia's Roserade;DRI_8;3;3;1;1;100,0;DRI;;8;Rare;GStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_008_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Toedscruel;PAR_17;1;1;1;1;100,0;PAR;;17;Uncommon;GStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_017_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Psyduck;MEP_7;1;1;1;1;100,0;MEP;;7;;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEP/MEP_007_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Cynthia's Gible;DRI_102;4;4;1;1;100,0;DRI;;102;Common;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_102_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Cynthia's Gabite;DRI_103;4;4;1;1;100,0;DRI;;103;Common;FStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_103_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Cynthia's Garchomp ex;DRI_104;3;3;1;1;100,0;DRI;;104;Double Rare;FStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_104_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Cynthia's Spiritomb;DRI_129;1;1;1;1;100,0;DRI;;129;Uncommon;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_129_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Fighting Energy;SVE_22;7;7;1;1;100,0;SVE;;22;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_022_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Buddy-Buddy Poffin;PRE_101;3;3;1;1;100,0;PRE;;101;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_101_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Counter Catcher;PAR_160;1;1;1;1;100,0;PAR;;160;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Earthen Vessel;PRE_106;1;1;1;1;100,0;PRE;;106;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Fighting Gong;ASC_187;3;3;1;1;100,0;ASC;;187;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_187_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Night Stretcher;SFA_61;2;2;1;1;100,0;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Pokégear 3.0;SSH_174;2;2;1;1;100,0;SSH;;174;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_174_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Premium Power Pro;ASC_199;3;3;1;1;100,0;ASC;;199;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_199_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Rare Candy;MEG_125;1;1;1;1;100,0;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Secret Box;TWM_163;1;1;1;1;100,0;TWM;;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png;Yes
SVI-PFL;Cynthia'S Garchomp;Super Rod;PAL_188;1;1;1;1;100,0;PAL;;188;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Switch;MEG_130;1;1;1;1;100,0;MEG;;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Ultra Ball;ASC_213;1;1;1;1;100,0;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Unfair Stamp;TWM_165;1;1;1;1;100,0;TWM;;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png;Yes
SVI-PFL;Cynthia'S Garchomp;Neo Upper Energy;TEF_162;1;1;1;1;100,0;TEF;;162;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_162_R_EN_LG.png;Yes
SVI-PFL;Cynthia'S Garchomp;Reversal Energy;PAL_192;1;1;1;1;100,0;PAL;;192;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_192_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Battle Cage;PFL_85;2;2;1;1;100,0;PFL;;85;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_085_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Forest of Vitality;ASC_188;2;2;1;1;100,0;ASC;;188;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_188_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Team Rocket's Watchtower;ASC_210;1;1;1;1;100,0;ASC;;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Town Store;OBF_196;1;1;1;1;100,0;OBF;;196;Common;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_196_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Arven;SVI_166;4;4;1;1;100,0;SVI;;166;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Boss's Orders;ASC_183;3;3;1;1;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Dawn;PFL_87;1;1;1;1;100,0;PFL;;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Eri;TEF_146;1;1;1;1;100,0;TEF;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_146_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Hilda;WHT_84;1;1;1;1;100,0;WHT;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Iono;PAL_185;2;2;1;1;100,0;PAL;;185;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_185_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Kieran;PRE_113;1;1;1;1;100,0;PRE;;113;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_113_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Larry's Skill;PRE_115;2;2;1;1;100,0;PRE;;115;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_115_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Lillie's Determination;ASC_192;3;3;1;1;100,0;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Professor Turo's Scenario;PRE_121;1;1;1;1;100,0;PRE;;121;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_121_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Xerosic's Machinations;SFA_64;1;1;1;1;100,0;SFA;;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Cynthia's Power Weight;DRI_162;3;3;1;1;100,0;DRI;;162;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_162_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Exp. Share;SVI_174;1;1;1;1;100,0;SVI;;174;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_174_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Powerglass;SFA_63;1;1;1;1;100,0;SFA;;63;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_063_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Technical Machine: Evolution;PAR_178;2;2;1;1;100,0;PAR;;178;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_R_EN_LG.png;No
SVI-PFL;Cynthia'S Garchomp;Technical Machine: Turbo Energize;PAR_179;1;1;1;1;100,0;PAR;;179;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_179_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Iron Bundle;PAR_56;3;1;3;3;100,0;PAR;;56;Uncommon;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_056_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Lumineon V;BRS_40;3;1;3;3;100,0;BRS;;40;Double Rare;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_040_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Radiant Greninja;ASR_46;3;1;3;3;100,0;ASR;;46;Radiant Rare;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_046_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Duskull;BRS_60;9;3;3;3;100,0;BRS;;60;Common;PBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_060_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Dusknoir;PRE_37;6;2;3;3;100,0;PRE;;37;Rare;PStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_037_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Darkrai V;ASR_98;6;2;3;3;100,0;ASR;;98;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_098_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Fezandipiti ex;SFA_38;3;1;3;3;100,0;SFA;;38;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_038_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Pecharunt ex;SFA_39;3;1;3;3;100,0;SFA;;39;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Roaring Moon ex;PAR_124;6;2;3;3;100,0;PAR;;124;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_124_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Morpeko;PAR_121;2;1;2;3;66,7;PAR;;121;Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_121_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Darkrai VSTAR;ASR_99;6;2;3;3;100,0;ASR;;99;Triple Rare;DVSTAR;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_099_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Squawkabilly ex;PAL_169;3;1;3;3;100,0;PAL;;169;Double Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_169_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Darkness Energy;SVE_23;21;7;3;3;100,0;SVE;;23;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_023_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Dark Patch;ASR_139;12;4;3;3;100,0;ASR;;139;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_139_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Earthen Vessel;PRE_106;7;3;3;3;100,0;PRE;;106;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_106_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Nest Ball;SVI_181;12;4;3;3;100,0;SVI;;181;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Night Stretcher;SFA_61;12;4;3;3;100,0;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Prime Catcher;PRE_119;3;1;3;3;100,0;PRE;;119;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_119_R_EN_LG.png;Yes
SVI-PFL;Darkrai Dusknoir;Rare Candy;MEG_125;9;3;3;3;100,0;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Trekking Shoes;CRZ_145;7;3;3;3;100,0;CRZ;;145;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_145_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Ultra Ball;ASC_213;12;4;3;3;100,0;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Pal Pad;SSH_172;2;1;2;3;66,7;SSH;;172;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_172_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Switch Cart;ASR_154;1;1;1;3;33,3;ASR;;154;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_154_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;PokéStop;PGO_68;12;4;3;3;100,0;PGO;;68;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PGO/PGO_068_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Professor Sada's Vitality;PRE_120;3;1;3;3;100,0;PRE;;120;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_120_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Professor's Research;PRE_122;9;3;3;3;100,0;PRE;;122;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_122_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Roxanne;ASR_150;3;1;3;3;100,0;ASR;;150;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASR/ASR_150_R_EN_LG.png;No
SVI-PFL;Darkrai Dusknoir;Boss's Orders;ASC_183;2;1;2;3;66,7;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Rowlet;SFA_3;16;4;5;5;100,0;SFA;;3;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_003_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Scatterbug;SSP_5;12;3;5;5;100,0;SSP;;5;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_005_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Budew;ASC_16;5;2;4;5;80,0;ASC;;16;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Shaymin;DRI_10;2;1;2;5;40,0;DRI;;10;Uncommon;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_010_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Deerling;TEF_16;1;1;1;5;20,0;TEF;;16;Common;GBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_016_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Dartrix;M3_11;15;4;5;5;100,0;M3;;11;Common;GStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M3/M3_11_R_JP_LG.png;No
City Leagues;Decidueye Vivillon;Decidueye ex;M3_12;13;3;5;5;100,0;M3;;12;Double Rare;GStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M3/M3_12_R_JP_LG.png;No
City Leagues;Decidueye Vivillon;Spewpa;SSP_6;11;3;5;5;100,0;SSP;;6;Common;GStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_006_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Vivillon;M3_9;10;2;5;5;100,0;M3;;9;Uncommon;GStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M3/M3_9_R_JP_LG.png;No
City Leagues;Decidueye Vivillon;Decidueye;SFA_5;1;1;1;5;20,0;SFA;;5;Uncommon;GStage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_005_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Sawsbuck;TEF_17;1;1;1;5;20,0;TEF;;17;Uncommon;GStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_017_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Psyduck;ASC_39;2;1;2;5;40,0;ASC;;39;Common;WBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_039_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Relicanth;TEF_84;5;1;5;5;100,0;TEF;;84;Rare;FBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_084_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Fezandipiti ex;ASC_142;5;1;5;5;100,0;ASC;;142;Double Rare;DBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Meowth ex;M3_61;4;1;4;5;80,0;M3;;61;Double Rare;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M3/M3_61_R_JP_LG.png;No
City Leagues;Decidueye Vivillon;Dunsparce;TEF_128;4;2;2;5;40,0;TEF;;128;Common;CBasic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_128_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Dudunsparce;TEF_129;4;2;2;5;40,0;TEF;;129;Rare;CStage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Grass Energy;SVE_17;20;6;5;5;100,0;SVE;;17;Basic Energy;Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVE/SVE_017_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Poké Pad;ASC_198;20;4;5;5;100,0;ASC;;198;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_198_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Ultra Ball;ASC_213;15;4;5;5;100,0;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Buddy-Buddy Poffin;PRE_101;11;4;4;5;80,0;PRE;;101;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_101_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Night Stretcher;SFA_61;8;2;4;5;80,0;SFA;;61;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Bug Catching Set;PRE_102;10;4;3;5;60,0;PRE;;102;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_102_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Max Rod;PRE_116;1;1;1;5;20,0;PRE;;116;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_116_R_EN_LG.png;Yes
City Leagues;Decidueye Vivillon;Prime Catcher;PRE_119;1;1;1;5;20,0;PRE;;119;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_119_R_EN_LG.png;Yes
City Leagues;Decidueye Vivillon;Secret Box;TWM_163;1;1;1;5;20,0;TWM;;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png;Yes
City Leagues;Decidueye Vivillon;Switch;MEG_130;1;1;1;5;20,0;MEG;;130;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Ignition Energy;WHT_86;4;2;3;5;60,0;WHT;;86;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_086_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Enriching Energy;SSP_191;2;1;2;5;40,0;SSP;;191;Ultra Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_191_R_EN_LG.png;Yes
City Leagues;Decidueye Vivillon;Growth Grass Energy;M3_78;4;2;2;5;40,0;M3;;78;Rare;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpc/M3/M3_78_R_JP_LG.png;No
City Leagues;Decidueye Vivillon;Forest of Vitality;ASC_188;20;4;5;5;100,0;ASC;;188;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_188_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Boss's Orders;ASC_183;10;3;5;5;100,0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Dawn;PFL_87;13;3;5;5;100,0;PFL;;87;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_087_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Lillie's Determination;ASC_192;17;4;5;5;100,0;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Lana's Aid;TWM_155;4;2;3;5;60,0;TWM;;155;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_155_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Hilda;WHT_84;8;4;2;5;40,0;WHT;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_084_R_EN_LG.png;No
City Leagues;Decidueye Vivillon;Judge;SVI_176;4;3;2;5;40,0;SVI;;176;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_176_R_EN_LG.png;No
