set,number,name,rarity,version,price_eur,cardmarket_url
SP,40,Hatenna,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Hatenna-V2-SP40?language=1,3&minCondition=2"
SP,40,Hatenna,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Hatenna-V3-SP40?language=1,3&minCondition=2"
SP,41,Flareon,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Flareon-V1-SP41?language=1,3&minCondition=2"
SP,41,Flareon,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Flareon-V2-SP41?language=1,3&minCondition=2"
SP,41,Flareon,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Flareon-V3-SP41?language=1,3&minCondition=2"
SP,42,Eevee,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eevee-V1-SP42?language=1,3&minCondition=2"
SP,42,Eevee,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eevee-V2-SP42?language=1,3&minCondition=2"
SP,42,Eevee,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eevee-V3-SP42?language=1,3&minCondition=2"
SP,43,Galarian Sirfetch'd V,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Galarian-Sirfetchd-V-V1-SP43?language=1,3&minCondition=2"
SP,43,Galarian Sirfetch'd V,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Galarian-Sirfetchd-V-V2-SP43?language=1,3&minCondition=2"
SP,43,Galarian Sirfetch'd V,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Galarian-Sirfetchd-V-V3-SP43?language=1,3&minCondition=2"
SP,44,Eternatus V,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eternatus-V-V1-SP44?language=1,3&minCondition=2"
SP,44,Eternatus V,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eternatus-V-V2-SP44?language=1,3&minCondition=2"
SP,44,Eternatus V,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eternatus-V-V3-SP44?language=1,3&minCondition=2"
SP,45,Eternatus VMAX,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eternatus-VMAX-V1-SP45?language=1,3&minCondition=2"
SP,45,Eternatus VMAX,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eternatus-VMAX-V2-SP45?language=1,3&minCondition=2"
SP,45,Eternatus VMAX,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eternatus-VMAX-V3-SP45?language=1,3&minCondition=2"
SP,46,Eldegoss,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eldegoss-V1-SP46?language=1,3&minCondition=2"
SP,46,Eldegoss,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eldegoss-V2-SP46?language=1,3&minCondition=2"
SP,46,Eldegoss,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Eldegoss-V3-SP46?language=1,3&minCondition=2"
SP,47,Drednaw,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Drednaw-V1-SP47?language=1,3&minCondition=2"
SP,47,Drednaw,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Drednaw-V2-SP47?language=1,3&minCondition=2"
SP,47,Drednaw,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Drednaw-V3-SP47?language=1,3&minCondition=2"
SP,48,Centiskorch,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Centiskorch-V1-SP48?language=1,3&minCondition=2"
SP,48,Centiskorch,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Centiskorch-V2-SP48?language=1,3&minCondition=2"
SP,48,Centiskorch,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Centiskorch-V3-SP48?language=1,3&minCondition=2"
SP,49,Dubwool V,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Dubwool-V-V1-SP49?language=1,3&minCondition=2"
SP,49,Dubwool V,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Dubwool-V-V2-SP49?language=1,3&minCondition=2"
SP,49,Dubwool V,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Dubwool-V-V3-SP49?language=1,3&minCondition=2"
SP,50,Charizard V,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Charizard-V-V1-SP50?language=1,3&minCondition=2"
SP,50,Charizard V,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Charizard-V-V2-SP50?language=1,3&minCondition=2"
SP,50,Charizard V,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Charizard-V-V3-SP50?language=1,3&minCondition=2"
SP,51,Lapras,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Lapras-V1-SP51?language=1,3&minCondition=2"
SP,51,Lapras,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Lapras-V2-SP51?language=1,3&minCondition=2"
SP,51,Lapras,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Lapras-V3-SP51?language=1,3&minCondition=2"
SP,52,Gengar,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Gengar-V1-SP52?language=1,3&minCondition=2"
SP,52,Gengar,,2,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Gengar-V2-SP52?language=1,3&minCondition=2"
SP,52,Gengar,,3,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Gengar-V3-SP52?language=1,3&minCondition=2"
SP,53,Machamp,,1,,"https://www.cardmarket.com/de/Pokemon/Products/Singles/Sword-&-Shield-Promos/Machamp-V1-SP53?language=1,3&minCondition=2"
