tournament_id;tournament_name;meta;tournament_date;archetype;card_name;card_identifier;total_count;max_count;deck_inclusion_count;average_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;type;image_url;is_ace_spec,
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Lillie's Pearl;JTG 151;3;3;1;3,"['0;83;1', '2;JTG;;151;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_151_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Air Balloon;ASC 181;1;1;1;1,"['0;83;1', '2;ASC;;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Pecharunt ex;SFA 39;2;1;2;1,"['0;83;2', '41;SFA;;39;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Brock's Scouting;JTG 146;4;2;2;2,"['0;83;2', '41;JTG;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Maractus;JTG 8;1;1;1;1,"['0;83;1', '2;JTG;;8;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_008_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Chien-Pao;SSP 56;2;1;2;1,"['0;83;2', '41;SSP;;56;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_056_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Bloodmoon Ursaluna ex;TWM 141;2;1;2;1,"['0;83;2', '41;TWM;;141;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Latias ex;SSP 76;4;1;4;1,"['0;83;4', '82;SSP;;76;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_076_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Area Zero Underdepths;PRE 94;5;2;3;1,"['67;83;3', '61;PRE;;94;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_094_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Rare Candy;MEG 125;3;2;2;1,"['5;83;2', '41;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Dedenne;SSP 87;2;1;2;1,"['0;83;2', '41;SSP;;87;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_087_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Jamming Tower;TWM 153;6;1;6;1,"['0;83;7', '23;TWM;;153;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_153_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Chi-Yu;TWM 39;1;1;1;1,"['0;83;1', '2;TWM;;39;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_039_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Hero's Cape;TEF 152;2;1;2;1,"['0;83;2', '41;TEF;;152;Ultra Rare;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_152_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Ruffian;JTG 157;1;1;1;1,"['0;83;1', '2;JTG;;157;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_157_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Enhanced Hammer;TWM 148;1;1;1;1,"['0;83;1', '2;TWM;;148;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Tool Scrapper;ASC 212;1;1;1;1,"['0;83;1', '2;ASC;;212;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_212_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult;Briar;PRE 100;1;1;1;1,"['0;83;1', '2;PRE;;100;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_100_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;N's Zorua;JTG 97;84;4;21;4,"['0;21;100', '0;JTG;;97;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_097_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;N's Zoroark ex;JTG 98;84;4;21;4,"['0;21;100', '0;JTG;;98;Double Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_098_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;N's Zekrom;ASC 155;41;2;21;1,"['95;21;100', '0;ASC;;155;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_155_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Pecharunt ex;SFA 39;24;2;19;1,"['26;21;90', '48;SFA;;39;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;N's Darumaka;JTG 26;14;2;13;1,"['08;21;61', '9;JTG;;26;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_026_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;N's Darmanitan;JTG 27;13;1;13;1,"['0;21;61', '9;JTG;;27;Uncommon;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_027_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Fezandipiti ex;ASC 142;15;1;15;1,"['0;21;71', '43;ASC;;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Munkidori;TWM 95;32;2;21;1,"['52;21;100', '0;TWM;;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Yveltal;MEG 88;20;2;18;1,"['11;21;85', '71;MEG;;88;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Lillie's Determination;ASC 192;84;4;21;4,"['0;21;100', '0;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Boss's Orders;ASC 183;79;4;21;3,"['76;21;100', '0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Cyrano;SSP 170;48;3;21;2,"['29;21;100', '0;SSP;;170;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_170_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Black Belt's Training;JTG 143;33;2;19;1,"['74;21;90', '48;JTG;;143;Common;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_143_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Buddy-Buddy Poffin;ASC 184;84;4;21;4,"['0;21;100', '0;ASC;;184;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;N's PP Up;ASC 195;73;4;21;3,"['48;21;100', '0;ASC;;195;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_195_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Poké Pad;POR 81;71;4;21;3,"['38;21;100', '0;POR;;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Night Stretcher;ASC 196;42;3;21;2,"['0;21;100', '0;ASC;;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Ultra Ball;ASC 213;48;4;20;2,"['4;21;95', '24;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Secret Box;TWM 163;8;1;8;1,"['0;21;38', '1;TWM;;163;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_163_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Special Red Card;CRI 82;20;2;18;1,"['11;21;85', '71;CRI;;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_082_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Binding Mochi;PRE 95;30;2;17;1,"['76;21;80', '95;PRE;;95;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_095_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Lumiose City;POR 77;4;1;4;1,"['0;21;19', '05;POR;;77;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_077_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;N's Castle;JTG 152;35;3;21;1,"['67;21;100', '0;JTG;;152;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_152_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Darkness Energy;EVO 97;166;9;21;7,"['9;21;100', '0;EVO;;97;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_097_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Meowth ex;POR 62;10;1;10;1,"['0;21;47', '62;POR;;62;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_062_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Budew;ASC 16;7;1;7;1,"['0;21;33', '33;ASC;;16;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;N's Reshiram;JTG 116;16;1;16;1,"['0;21;76', '19;JTG;;116;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_116_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Transformation Tome;CRI 83;3;3;1;3,"['0;21;4', '76;CRI;;83;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_083_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Unfair Stamp;TWM 165;10;1;10;1,"['0;21;47', '62;TWM;;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Punk Helmet;PFL 92;8;2;5;1,"['6;21;23', '81;PFL;;92;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_092_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Cornerstone Mask Ogerpon ex;TWM 112;1;1;1;1,"['0;21;4', '76;TWM;;112;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_112_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Tatsugiri;TWM 131;3;1;3;1,"['0;21;14', '29;TWM;;131;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_131_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Ciphermaniac's Codebreaking;PRE 104;6;1;6;1,"['0;21;28', '57;PRE;;104;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_104_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Xerosic's Machinations;SFA 64;2;1;2;1,"['0;21;9', '52;SFA;;64;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Air Balloon;ASC 181;3;2;2;1,"['5;21;9', '52;ASC;;181;Uncommon;Tool;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Gravity Mountain;SSP 177;2;1;2;1,"['0;21;9', '52;SSP;;177;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_177_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Prism Energy;ASC 216;1;1;1;1,"['0;21;4', '76;ASC;;216;Uncommon;Special Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_216_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Janine's Secret Art;PRE 112;6;1;6;1,"['0;21;28', '57;PRE;;112;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_112_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Team Rocket's Watchtower;ASC 210;14;2;12;1,"['17;21;57', '14;ASC;;210;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Buneary;PFL 83;1;1;1;1,"['0;21;4', '76;PFL;;83;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_083_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Mega Lopunny ex;PFL 84;2;1;2;1,"['0;21;9', '52;PFL;;84;Double Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_084_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Brock's Scouting;JTG 146;4;1;4;1,"['0;21;19', '05;JTG;;146;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Scoop Up Cyclone;PRE 128;3;1;3;1,"['0;21;14', '29;PRE;;128;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_128_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Buneary;MEG 107;1;1;1;1,"['0;21;4', '76;MEG;;107;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_107_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;N's Sigilyph;JTG 64;1;1;1;1,"['0;21;4', '76;JTG;;64;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_064_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Tool Scrapper;ASC 212;2;1;2;1,"['0;21;9', '52;ASC;;212;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_212_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Snorunt;ASC 46;1;1;1;1,"['0;21;4', '76;ASC;;46;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_046_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;N's Zoroark;Froslass;TWM 53;1;1;1;1,"['0;21;4', '76;TWM;;53;Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_053_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Dreepy;TWM 128;28;4;7;4,"['0;7;100', '0;TWM;;128;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_128_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Drakloak;TWM 129;28;4;7;4,"['0;7;100', '0;TWM;;129;Common;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_129_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Dragapult ex;TWM 130;21;3;7;3,"['0;7;100', '0;TWM;;130;Double Rare;Stage 2;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_130_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Dunsparce;JTG 120;14;2;7;2,"['0;7;100', '0;JTG;;120;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_120_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Dudunsparce;TEF 129;13;2;7;1,"['86;7;100', '0;TEF;;129;Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_129_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Munkidori;TWM 95;14;2;7;2,"['0;7;100', '0;TWM;;95;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Meowth ex;POR 62;5;1;5;1,"['0;7;71', '43;POR;;62;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_062_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Yveltal;MEG 88;4;1;4;1,"['0;7;57', '14;MEG;;88;Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_088_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Budew;ASC 16;7;1;7;1,"['0;7;100', '0;ASC;;16;Common;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_016_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Fezandipiti ex;ASC 142;3;1;3;1,"['0;7;42', '86;ASC;;142;Double Rare;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Lillie's Determination;ASC 192;28;4;7;4,"['0;7;100', '0;ASC;;192;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_192_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Boss's Orders;ASC 183;25;4;7;3,"['57;7;100', '0;ASC;;183;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_183_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Crispin;PRE 105;21;3;7;3,"['0;7;100', '0;PRE;;105;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_105_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Buddy-Buddy Poffin;ASC 184;28;4;7;4,"['0;7;100', '0;ASC;;184;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Poké Pad;POR 81;28;4;7;4,"['0;7;100', '0;POR;;81;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_081_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Ultra Ball;ASC 213;25;4;7;3,"['57;7;100', '0;ASC;;213;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_213_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Night Stretcher;ASC 196;17;3;7;2,"['43;7;100', '0;ASC;;196;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Unfair Stamp;TWM 165;6;1;6;1,"['0;7;85', '71;TWM;;165;Ultra Rare;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Special Red Card;CRI 82;7;1;7;1,"['0;7;100', '0;CRI;;82;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRI/CRI_082_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Risky Ruins;MEG 127;17;3;7;2,"['43;7;100', '0;MEG;;127;Uncommon;Stadium;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_127_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Fire Energy;EVO 92;23;4;7;3,"['29;7;100', '0;EVO;;92;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_092_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Psychic Energy;EVO 95;21;3;7;3,"['0;7;100', '0;EVO;;95;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_095_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Darkness Energy;EVO 97;19;3;7;2,"['71;7;100', '0;EVO;;97;Common;Basic Energy;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/EVO/EVO_097_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Dudunsparce ex;JTG 121;5;1;5;1,"['0;7;71', '43;JTG;;121;Double Rare;Stage 1;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_121_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Chi-Yu;MEG 31;1;1;1;1,"['0;7;14', '29;MEG;;31;Uncommon;Basic;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_031_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Rosa's Encouragement;POR 84;1;1;1;1,"['0;7;14', '29;POR;;84;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_084_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Rare Candy;MEG 125;2;2;1;2,"['0;7;14', '29;MEG;;125;Common;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Pokégear 3.0;BLK 84;2;2;1;2,"['0;7;14', '29;BLK;;84;Uncommon;Item;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_084_R_EN_LG.png;No']"
540;Special Event Turin – Limitless;Past Meta;6th June 2026;Dragapult Dudunsparce;Judge;POR 76;1;1;1;1,"['0;7;14', '29;POR;;76;Uncommon;Supporter;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/POR/POR_076_R_EN_LG.png;No']"
