archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;image_url
Other;Shaymin;Shaymin TEF 13;1;1;1;2;50,0;TEF;;13;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_13_U_EN_LG.png
Other;Team Rocket's Watchtower;Team Rocket's Watchtower ASC 210;1;1;1;2;50,0;ASC;;210;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_U_EN_LG.png
Other;Technical Machine: Evolution;Technical Machine: Evolution PAR 178;2;2;1;2;50,0;PAR;;178;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_U_EN_LG.png
Other;Technical Machine: Turbo Energize;Technical Machine: Turbo Energize PAR 179;1;1;1;2;50,0;PAR;;179;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_179_U_EN_LG.png
Other;Toxel;Toxel SVI 71;4;4;1;2;50,0;SVI;;71;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_71_C_EN_LG.png
Other;Toxtricity;Toxtricity SVI 72;4;4;1;2;50,0;SVI;;72;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_72_U_EN_LG.png
Other;Ultra Ball;Ultra Ball MEG 131;3;3;1;2;50,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Other;Xerosic's Machinations;Xerosic's Machinations SFA 64;1;1;1;2;50,0;SFA;;64;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_64_U_EN_LG.png
Pidgeot Control;Arven;Arven SVI 166;16;4;4;4;100,0;SVI;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_166_U_EN_LG.png
Pidgeot Control;Boss's Orders;Boss's Orders MEG 114;8;2;4;4;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Pidgeot Control;Bravery Charm;Bravery Charm PAL 173;4;1;4;4;100,0;PAL;;173;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_173_U_EN_LG.png
Pidgeot Control;Brock's Scouting;Brock's Scouting JTG 146;13;4;4;4;100,0;JTG;;146;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_146_U_EN_LG.png
Pidgeot Control;Counter Catcher;Counter Catcher PAR 160;8;2;4;4;100,0;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_U_EN_LG.png
Pidgeot Control;Elgyem;Elgyem BLK 40;4;1;4;4;100,0;BLK;;40;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_40_C_EN_LG.png
Pidgeot Control;Ethan's Sudowoodo;Ethan's Sudowoodo DRI 93;4;1;4;4;100,0;DRI;;93;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_93_C_EN_LG.png
Pidgeot Control;Feebas;Feebas SSP 41;4;1;4;4;100,0;SSP;;41;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_41_C_EN_LG.png
Pidgeot Control;Fezandipiti ex;Fezandipiti ex ASC 142;4;1;4;4;100,0;ASC;;142;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_D_EN_LG.png
Pidgeot Control;Fighting Energy;Fighting Energy CRZ 157;4;1;4;4;100,0;CRZ;;157;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_157_UR_EN_LG.png
Pidgeot Control;Genesect;Genesect SFA 40;4;1;4;4;100,0;SFA;;40;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_40_U_EN_LG.png
Pidgeot Control;Handheld Fan;Handheld Fan TWM 150;8;2;4;4;100,0;TWM;;150;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_150_U_EN_LG.png
Pidgeot Control;Iono;Iono PAF 80;4;1;4;4;100,0;PAF;;80;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_80_U_EN_LG.png
Pidgeot Control;Lana's Aid;Lana's Aid TWM 155;4;1;4;4;100,0;TWM;;155;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_155_U_EN_LG.png
Pidgeot Control;Latias ex;Latias ex SSP 76;4;1;4;4;100,0;SSP;;76;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_76_D_EN_LG.png
Pidgeot Control;Luxurious Cape;Luxurious Cape PAR 166;4;1;4;4;100,0;PAR;;166;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_166_U_EN_LG.png
Pidgeot Control;Mega Kangaskhan ex;Mega Kangaskhan ex MEG 104;8;2;4;4;100,0;MEG;;104;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_104_D_EN_LG.png
Pidgeot Control;Milotic;Milotic TWM 50;4;1;4;4;100,0;TWM;;50;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_50_U_EN_LG.png
Pidgeot Control;Night Stretcher;Night Stretcher ASC 196;7;2;4;4;100,0;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
Pidgeot Control;Pal Pad;Pal Pad SVI 182;11;3;4;4;100,0;SVI;;182;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_182_C_EN_LG.png
Pidgeot Control;Penny;Penny SVI 183;8;2;4;4;100,0;SVI;;183;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_183_U_EN_LG.png
Pidgeot Control;Pidgeot ex;Pidgeot ex OBF 164;8;2;4;4;100,0;OBF;;164;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_164_D_EN_LG.png
Pidgeot Control;Pidgeotto;Pidgeotto MEW 17;4;1;4;4;100,0;MEW;;17;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_17_C_EN_LG.png
Pidgeot Control;Pidgey;Pidgey MEW 16;8;2;4;4;100,0;MEW;;16;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_16_C_EN_LG.png
Pidgeot Control;Precious Trolley;Precious Trolley SSP 185;4;1;4;4;100,0;SSP;;185;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_185_UR_EN_LG.png
Pidgeot Control;Prism Energy;Prism Energy ASC 216;15;4;4;4;100,0;ASC;;216;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_216_U_EN_LG.png
Pidgeot Control;Psychic Energy;Psychic Energy CRZ 156;4;1;4;4;100,0;CRZ;;156;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_156_UR_EN_LG.png
Pidgeot Control;Psyduck;Psyduck ASC 39;4;1;4;4;100,0;ASC;;39;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_39_C_EN_LG.png
Pidgeot Control;Rare Candy;Rare Candy MEG 125;8;2;4;4;100,0;MEG;;125;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_C_EN_LG.png
Pidgeot Control;Redeemable Ticket;Redeemable Ticket JTG 156;4;1;4;4;100,0;JTG;;156;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_156_U_EN_LG.png
Pidgeot Control;Ruffian;Ruffian JTG 157;4;1;4;4;100,0;JTG;;157;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/JTG/JTG_157_U_EN_LG.png
Pidgeot Control;Turtonator;Turtonator SCR 25;4;1;4;4;100,0;SCR;;25;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_25_C_EN_LG.png
Pidgeot Control;Ultra Ball;Ultra Ball MEG 131;4;1;4;4;100,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Pidgeot Control;Xerosic's Machinations;Xerosic's Machinations SFA 64;4;1;4;4;100,0;SFA;;64;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_64_U_EN_LG.png
Pidgeot Control;Accompanying Flute;Accompanying Flute TWM 142;3;1;3;4;75,0;TWM;;142;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_142_U_EN_LG.png
Pidgeot Control;Ciphermaniac's Codebreaking;Ciphermaniac's Codebreaking TEF 145;6;2;3;4;75,0;TEF;;145;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_145_U_EN_LG.png
Pidgeot Control;Erika's Invitation;Erika's Invitation MEW 160;3;1;3;4;75,0;MEW;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_160_U_EN_LG.png
Pidgeot Control;Nacli;Nacli MEG 82;3;1;3;4;75,0;MEG;;82;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_82_C_EN_LG.png
Pidgeot Control;Artazon;Artazon PAF 76;2;1;2;4;50,0;PAF;;76;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_76_U_EN_LG.png
Pidgeot Control;Chien-Pao;Chien-Pao SSP 56;2;1;2;4;50,0;SSP;;56;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_56_R_EN_LG.png
Pidgeot Control;Dedenne;Dedenne SSP 87;2;1;2;4;50,0;SSP;;87;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_87_C_EN_LG.png
Pidgeot Control;Eri;Eri TEF 146;2;1;2;4;50,0;TEF;;146;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_146_U_EN_LG.png
Pidgeot Control;Team Star Grunt;Team Star Grunt SVI 195;2;1;2;4;50,0;SVI;;195;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_195_U_EN_LG.png
Pidgeot Control;Counter Gain;Counter Gain ASC 186;1;1;1;4;25,0;ASC;;186;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_186_C_EN_LG.png
Pidgeot Control;Frillish;Frillish BST 41;1;1;1;4;25,0;BST;;41;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BST/BST_41_C_EN_LG.png
Pidgeot Control;Mega Absol ex;Mega Absol ex MEG 86;1;1;1;4;25,0;MEG;;86;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_86_D_EN_LG.png
Pidgeot Control;Mesagoza;Mesagoza SVI 178;1;1;1;4;25,0;SVI;;178;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_178_U_EN_LG.png
Pidgeot Control;Shaymin;Shaymin TEF 13;1;1;1;4;25,0;TEF;;13;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_13_U_EN_LG.png
Raging Bolt Ogerpon;Area Zero Underdepths;Area Zero Underdepths SCR 131;42;3;21;21;100,0;SCR;;131;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_131_U_EN_LG.png
Raging Bolt Ogerpon;Boss's Orders;Boss's Orders MEG 114;30;2;21;21;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Raging Bolt Ogerpon;Crispin;Crispin SCR 133;63;4;21;21;100,0;SCR;;133;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_133_U_EN_LG.png
Raging Bolt Ogerpon;Earthen Vessel;Earthen Vessel PAR 163;54;4;21;21;100,0;PAR;;163;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_163_U_EN_LG.png
Raging Bolt Ogerpon;Fezandipiti ex;Fezandipiti ex ASC 142;21;1;21;21;100,0;ASC;;142;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_D_EN_LG.png
Raging Bolt Ogerpon;Fighting Energy;Fighting Energy CRZ 157;65;5;21;21;100,0;CRZ;;157;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_157_UR_EN_LG.png
Raging Bolt Ogerpon;Grass Energy;Grass Energy CRZ 152;107;6;21;21;100,0;CRZ;;152;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_152_UR_EN_LG.png
Raging Bolt Ogerpon;Lightning Energy;Lightning Energy CRZ 155;62;3;21;21;100,0;CRZ;;155;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_155_UR_EN_LG.png
Raging Bolt Ogerpon;Nest Ball;Nest Ball SVI 181;84;4;21;21;100,0;SVI;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_U_EN_LG.png
Raging Bolt Ogerpon;Night Stretcher;Night Stretcher ASC 196;40;2;21;21;100,0;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
Raging Bolt Ogerpon;Professor Sada's Vitality;Professor Sada's Vitality PAR 170;75;4;21;21;100,0;PAR;;170;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_170_U_EN_LG.png
Raging Bolt Ogerpon;Raging Bolt ex;Raging Bolt ex TEF 123;48;3;21;21;100,0;TEF;;123;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_123_D_EN_LG.png
Raging Bolt Ogerpon;Teal Mask Ogerpon ex;Teal Mask Ogerpon ex TWM 25;55;4;21;21;100,0;TWM;;25;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_25_D_EN_LG.png
Raging Bolt Ogerpon;Ultra Ball;Ultra Ball MEG 131;74;4;21;21;100,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Raging Bolt Ogerpon;Latias ex;Latias ex SSP 76;21;2;20;21;95,2;SSP;;76;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_76_D_EN_LG.png
Raging Bolt Ogerpon;Raging Bolt;Raging Bolt SCR 111;23;2;20;21;95,2;SCR;;111;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_111_R_EN_LG.png
Raging Bolt Ogerpon;Energy Switch;Energy Switch MEG 115;29;4;19;21;90,5;MEG;;115;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_C_EN_LG.png
Raging Bolt Ogerpon;Prime Catcher;Prime Catcher TEF 157;19;1;19;21;90,5;TEF;;157;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_157_UR_EN_LG.png
Raging Bolt Ogerpon;Mew ex;Mew ex MEW 151;18;2;17;21;81,0;MEW;;151;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_151_D_EN_LG.png
Raging Bolt Ogerpon;Ditto;Ditto MEW 132;15;1;15;21;71,4;MEW;;132;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_132_R_EN_LG.png
Raging Bolt Ogerpon;Fan Rotom;Fan Rotom ASC 171;30;2;15;21;71,4;ASC;;171;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_171_C_EN_LG.png
Raging Bolt Ogerpon;Hoothoot;Hoothoot SCR 114;45;3;15;21;71,4;SCR;;114;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_114_C_EN_LG.png
Raging Bolt Ogerpon;Noctowl;Noctowl TEF 127;44;3;15;21;71,4;TEF;;127;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_127_C_EN_LG.png
Raging Bolt Ogerpon;Sandy Shocks ex;Sandy Shocks ex PAR 108;15;1;15;21;71,4;PAR;;108;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_108_D_EN_LG.png
Raging Bolt Ogerpon;Glass Trumpet;Glass Trumpet ASC 189;13;1;13;21;61,9;ASC;;189;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_189_C_EN_LG.png
Raging Bolt Ogerpon;Energy Retrieval;Energy Retrieval SVI 171;16;2;11;21;52,4;SVI;;171;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_171_C_EN_LG.png
Raging Bolt Ogerpon;Professor Turo's Scenario;Professor Turo's Scenario PAR 171;10;1;10;21;47,6;PAR;;171;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_171_U_EN_LG.png
Raging Bolt Ogerpon;Squawkabilly ex;Squawkabilly ex PAF 75;11;2;10;21;47,6;PAF;;75;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_75_D_EN_LG.png
Raging Bolt Ogerpon;Iono;Iono PAF 80;8;1;8;21;38,1;PAF;;80;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_80_U_EN_LG.png
Raging Bolt Ogerpon;Koraidon;Koraidon SCR 90;8;1;8;21;38,1;SCR;;90;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_90_U_EN_LG.png
Raging Bolt Ogerpon;Water Energy;Water Energy CRZ 154;9;2;8;21;38,1;CRZ;;154;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_154_UR_EN_LG.png
Raging Bolt Ogerpon;Wellspring Mask Ogerpon ex;Wellspring Mask Ogerpon ex TWM 64;8;1;8;21;38,1;TWM;;64;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_64_D_EN_LG.png
Raging Bolt Ogerpon;Vitality Band;Vitality Band SSH 185;7;1;7;21;33,3;SSH;;185;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSH/SSH_185_U_EN_LG.png
Raging Bolt Ogerpon;Artazon;Artazon PAF 76;6;1;6;21;28,6;PAF;;76;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_76_U_EN_LG.png
Raging Bolt Ogerpon;Battle Cage;Battle Cage PFL 85;7;2;6;21;28,6;PFL;;85;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_85_U_EN_LG.png
Raging Bolt Ogerpon;Iron Leaves ex;Iron Leaves ex TEF 25;6;1;6;21;28,6;TEF;;25;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_25_D_EN_LG.png
Raging Bolt Ogerpon;Mega Kangaskhan ex;Mega Kangaskhan ex MEG 104;6;1;6;21;28,6;MEG;;104;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_104_D_EN_LG.png
Raging Bolt Ogerpon;Slither Wing;Slither Wing PAR 107;6;1;6;21;28,6;PAR;;107;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_107_U_EN_LG.png
Raging Bolt Ogerpon;Bloodmoon Ursaluna ex;Bloodmoon Ursaluna ex TWM 141;4;1;4;21;19,0;TWM;;141;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_D_EN_LG.png
Raging Bolt Ogerpon;Jamming Tower;Jamming Tower TWM 153;4;1;4;21;19,0;TWM;;153;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_153_U_EN_LG.png
Raging Bolt Ogerpon;Penny;Penny SVI 183;5;2;4;21;19,0;SVI;;183;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_183_U_EN_LG.png
Raging Bolt Ogerpon;Counter Catcher;Counter Catcher PAR 160;3;1;3;21;14,3;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_U_EN_LG.png
Raging Bolt Ogerpon;Pal Pad;Pal Pad SVI 182;3;1;3;21;14,3;SVI;;182;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_182_C_EN_LG.png
Raging Bolt Ogerpon;Pokégear 3.0;Pokégear 3.0 SVI 186;5;2;3;21;14,3;SVI;;186;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_186_C_EN_LG.png
Raging Bolt Ogerpon;Superior Energy Retrieval;Superior Energy Retrieval PAL 189;3;1;3;21;14,3;PAL;;189;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_189_U_EN_LG.png
Raging Bolt Ogerpon;Team Rocket's Watchtower;Team Rocket's Watchtower ASC 210;3;1;3;21;14,3;ASC;;210;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_U_EN_LG.png
Raging Bolt Ogerpon;Bravery Charm;Bravery Charm PAL 173;3;2;2;21;9,5;PAL;;173;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_173_U_EN_LG.png
Raging Bolt Ogerpon;Briar;Briar SCR 132;2;1;2;21;9,5;SCR;;132;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_132_U_EN_LG.png
Raging Bolt Ogerpon;Cornerstone Mask Ogerpon ex;Cornerstone Mask Ogerpon ex TWM 112;2;1;2;21;9,5;TWM;;112;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_112_D_EN_LG.png
Raging Bolt Ogerpon;Iron Bundle;Iron Bundle SSP 55;2;1;2;21;9,5;SSP;;55;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_55_U_EN_LG.png
Raging Bolt Ogerpon;Lillie's Determination;Lillie's Determination MEG 119;2;1;2;21;9,5;MEG;;119;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_U_EN_LG.png
Raging Bolt Ogerpon;Psyduck;Psyduck ASC 39;2;1;2;21;9,5;ASC;;39;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_39_C_EN_LG.png
Raging Bolt Ogerpon;Terapagos ex;Terapagos ex ASC 179;2;1;2;21;9,5;ASC;;179;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_179_D_EN_LG.png
Raging Bolt Ogerpon;Unfair Stamp;Unfair Stamp TWM 165;2;1;2;21;9,5;TWM;;165;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_UR_EN_LG.png
Raging Bolt Ogerpon;Air Balloon;Air Balloon ASC 181;2;2;1;21;4,8;ASC;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_U_EN_LG.png
Raging Bolt Ogerpon;Chien-Pao;Chien-Pao SSP 56;1;1;1;21;4,8;SSP;;56;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_56_R_EN_LG.png
Raging Bolt Ogerpon;Fighting Gong;Fighting Gong MEG 116;4;4;1;21;4,8;MEG;;116;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_116_U_EN_LG.png
Raging Bolt Ogerpon;Lunatone;Lunatone OBF 92;2;2;1;21;4,8;OBF;;92;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_92_U_EN_LG.png
Raging Bolt Ogerpon;Solrock;Solrock MEG 75;2;2;1;21;4,8;MEG;;75;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_75_U_EN_LG.png
Raging Bolt Ogerpon;Switch;Switch MEG 130;1;1;1;21;4,8;MEG;;130;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_C_EN_LG.png
Raging Bolt Ogerpon;Xerosic's Machinations;Xerosic's Machinations SFA 64;1;1;1;21;4,8;SFA;;64;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_64_U_EN_LG.png
Rocket Mewtwo Ex;Brave Bangle;Brave Bangle WHT 80;1;1;1;1;100,0;WHT;;80;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_80_U_EN_LG.png
Rocket Mewtwo Ex;Bravery Charm;Bravery Charm PAL 173;1;1;1;1;100,0;PAL;;173;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_173_U_EN_LG.png
Rocket Mewtwo Ex;Earthen Vessel;Earthen Vessel PAR 163;3;3;1;1;100,0;PAR;;163;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_163_U_EN_LG.png
Rocket Mewtwo Ex;Energy Switch;Energy Switch MEG 115;2;2;1;1;100,0;MEG;;115;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_115_C_EN_LG.png
Rocket Mewtwo Ex;Grass Energy;Grass Energy CRZ 152;3;3;1;1;100,0;CRZ;;152;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_152_UR_EN_LG.png
Rocket Mewtwo Ex;Lightning Energy;Lightning Energy CRZ 155;1;1;1;1;100,0;CRZ;;155;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_155_UR_EN_LG.png
Rocket Mewtwo Ex;Night Stretcher;Night Stretcher ASC 196;2;2;1;1;100,0;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
