archetype;card_name;card_identifier;total_count;max_count;deck_count;total_decks_in_archetype;percentage_in_archetype;set_code;set_name;set_number;rarity;image_url
Alakazam Dudunsparce;Abra;Abra MEG 54;56;4;14;14;100,0;MEG;;54;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_54_C_EN_LG.png
Alakazam Dudunsparce;Alakazam;Alakazam MEG 56;47;4;14;14;100,0;MEG;;56;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_56_R_EN_LG.png
Alakazam Dudunsparce;Battle Cage;Battle Cage PFL 85;44;4;14;14;100,0;PFL;;85;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_85_U_EN_LG.png
Alakazam Dudunsparce;Boss's Orders;Boss's Orders MEG 114;40;3;14;14;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Alakazam Dudunsparce;Buddy-Buddy Poffin;Buddy-Buddy Poffin ASC 184;56;4;14;14;100,0;ASC;;184;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_C_EN_LG.png
Alakazam Dudunsparce;Dawn;Dawn PFL 87;47;4;14;14;100,0;PFL;;87;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_87_U_EN_LG.png
Alakazam Dudunsparce;Dudunsparce;Dudunsparce PAL 157;53;4;14;14;100,0;PAL;;157;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_157_U_EN_LG.png
Alakazam Dudunsparce;Dunsparce;Dunsparce TEF 128;56;4;14;14;100,0;TEF;;128;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_128_C_EN_LG.png
Alakazam Dudunsparce;Enhanced Hammer;Enhanced Hammer TWM 148;24;2;14;14;100,0;TWM;;148;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_148_U_EN_LG.png
Alakazam Dudunsparce;Fan Rotom;Fan Rotom ASC 171;23;2;14;14;100,0;ASC;;171;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_171_C_EN_LG.png
Alakazam Dudunsparce;Hilda;Hilda WHT 84;45;4;14;14;100,0;WHT;;84;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_84_U_EN_LG.png
Alakazam Dudunsparce;Kadabra;Kadabra TWM 81;45;4;14;14;100,0;TWM;;81;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_81_C_EN_LG.png
Alakazam Dudunsparce;Nest Ball;Nest Ball SVI 181;26;3;14;14;100,0;SVI;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_U_EN_LG.png
Alakazam Dudunsparce;Night Stretcher;Night Stretcher ASC 196;28;2;14;14;100,0;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
Alakazam Dudunsparce;Psychic Energy;Psychic Energy CRZ 156;52;5;14;14;100,0;CRZ;;156;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_156_UR_EN_LG.png
Alakazam Dudunsparce;Rare Candy;Rare Candy MEG 125;44;4;14;14;100,0;MEG;;125;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_C_EN_LG.png
Alakazam Dudunsparce;Tulip;Tulip PAR 181;14;1;14;14;100,0;PAR;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_181_U_EN_LG.png
Alakazam Dudunsparce;Enriching Energy;Enriching Energy SSP 191;13;1;13;14;92,9;SSP;;191;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_191_UR_EN_LG.png
Alakazam Dudunsparce;Wondrous Patch;Wondrous Patch PFL 94;28;3;13;14;92,9;PFL;;94;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_94_U_EN_LG.png
Alakazam Dudunsparce;Fezandipiti ex;Fezandipiti ex ASC 142;12;1;12;14;85,7;ASC;;142;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_D_EN_LG.png
Alakazam Dudunsparce;Jet Energy;Jet Energy PAL 190;11;1;11;14;78,6;PAL;;190;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_190_U_EN_LG.png
Alakazam Dudunsparce;Shaymin;Shaymin TEF 13;11;1;11;14;78,6;TEF;;13;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_13_U_EN_LG.png
Alakazam Dudunsparce;Psyduck;Psyduck ASC 39;9;1;9;14;64,3;ASC;;39;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_39_C_EN_LG.png
Alakazam Dudunsparce;Counter Catcher;Counter Catcher PAR 160;8;1;8;14;57,1;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_U_EN_LG.png
Alakazam Dudunsparce;Lillie's Determination;Lillie's Determination MEG 119;14;2;8;14;57,1;MEG;;119;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_U_EN_LG.png
Alakazam Dudunsparce;Artazon;Artazon PAF 76;8;2;7;14;50,0;PAF;;76;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_76_U_EN_LG.png
Alakazam Dudunsparce;Colress's Tenacity;Colress's Tenacity SFA 57;4;1;4;14;28,6;SFA;;57;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_57_U_EN_LG.png
Alakazam Dudunsparce;Dusk Ball;Dusk Ball SSP 175;3;1;3;14;21,4;SSP;;175;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_175_U_EN_LG.png
Alakazam Dudunsparce;Golduck;Golduck ASC 40;3;1;3;14;21,4;ASC;;40;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_40_U_EN_LG.png
Alakazam Dudunsparce;Budew;Budew ASC 16;2;1;2;14;14,3;ASC;;16;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_16_C_EN_LG.png
Alakazam Dudunsparce;Jacq;Jacq SVI 175;2;1;2;14;14,3;SVI;;175;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_175_U_EN_LG.png
Alakazam Dudunsparce;Pidgeot ex;Pidgeot ex OBF 164;2;1;2;14;14,3;OBF;;164;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_164_D_EN_LG.png
Alakazam Dudunsparce;Pidgey;Pidgey MEW 16;2;1;2;14;14,3;MEW;;16;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_16_C_EN_LG.png
Alakazam Dudunsparce;Bloodmoon Ursaluna ex;Bloodmoon Ursaluna ex TWM 141;1;1;1;14;7,1;TWM;;141;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_141_D_EN_LG.png
Alakazam Dudunsparce;Ignition Energy;Ignition Energy WHT 86;1;1;1;14;7,1;WHT;;86;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_86_U_EN_LG.png
Alakazam Dudunsparce;Legacy Energy;Legacy Energy TWM 167;1;1;1;14;7,1;TWM;;167;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_167_UR_EN_LG.png
Alakazam Dudunsparce;Professor Turo's Scenario;Professor Turo's Scenario PAR 171;1;1;1;14;7,1;PAR;;171;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_171_U_EN_LG.png
Alakazam Dudunsparce;Sacred Ash;Sacred Ash DRI 168;1;1;1;14;7,1;DRI;;168;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/DRI/DRI_168_U_EN_LG.png
Alakazam Dudunsparce;Technical Machine: Crisis Punch;Technical Machine: Crisis Punch PAF 90;1;1;1;14;7,1;PAF;;90;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_90_U_EN_LG.png
Alakazam Dudunsparce;Togekiss;Togekiss ASC 82;1;1;1;14;7,1;ASC;;82;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_82_R_EN_LG.png
Alakazam Dudunsparce;Togepi;Togepi ASC 80;1;1;1;14;7,1;ASC;;80;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_80_C_EN_LG.png
Ceruledge Ex;Boss's Orders;Boss's Orders MEG 114;19;3;7;7;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Ceruledge Ex;Briar;Briar SCR 132;7;1;7;7;100,0;SCR;;132;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_132_U_EN_LG.png
Ceruledge Ex;Ceruledge ex;Ceruledge ex SSP 36;21;3;7;7;100,0;SSP;;36;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_36_D_EN_LG.png
Ceruledge Ex;Charcadet;Charcadet SCR 29;28;4;7;7;100,0;SCR;;29;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_29_C_EN_LG.png
Ceruledge Ex;Earthen Vessel;Earthen Vessel PAR 163;14;2;7;7;100,0;PAR;;163;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_163_U_EN_LG.png
Ceruledge Ex;Fezandipiti ex;Fezandipiti ex ASC 142;7;1;7;7;100,0;ASC;;142;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_D_EN_LG.png
Ceruledge Ex;Fighting Energy;Fighting Energy CRZ 157;71;11;7;7;100,0;CRZ;;157;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_157_UR_EN_LG.png
Ceruledge Ex;Fire Energy;Fire Energy CRZ 153;45;7;7;7;100,0;CRZ;;153;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_153_UR_EN_LG.png
Ceruledge Ex;Jet Energy;Jet Energy PAL 190;15;3;7;7;100,0;PAL;;190;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_190_U_EN_LG.png
Ceruledge Ex;Lunatone;Lunatone OBF 92;14;2;7;7;100,0;OBF;;92;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_92_U_EN_LG.png
Ceruledge Ex;Nest Ball;Nest Ball SVI 181;27;4;7;7;100,0;SVI;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_U_EN_LG.png
Ceruledge Ex;Pal Pad;Pal Pad SVI 182;7;1;7;7;100,0;SVI;;182;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_182_C_EN_LG.png
Ceruledge Ex;Professor Turo's Scenario;Professor Turo's Scenario PAR 171;7;1;7;7;100,0;PAR;;171;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_171_U_EN_LG.png
Ceruledge Ex;Solrock;Solrock MEG 75;14;2;7;7;100,0;MEG;;75;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_75_U_EN_LG.png
Ceruledge Ex;Squawkabilly ex;Squawkabilly ex PAF 75;8;2;7;7;100,0;PAF;;75;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_75_D_EN_LG.png
Ceruledge Ex;Ultra Ball;Ultra Ball MEG 131;28;4;7;7;100,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Ceruledge Ex;Carmine;Carmine TWM 145;20;4;6;7;85,7;TWM;;145;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_145_U_EN_LG.png
Ceruledge Ex;Fighting Gong;Fighting Gong MEG 116;13;3;6;7;85,7;MEG;;116;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_116_U_EN_LG.png
Ceruledge Ex;Legacy Energy;Legacy Energy TWM 167;6;1;6;7;85,7;TWM;;167;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_167_UR_EN_LG.png
Ceruledge Ex;Night Stretcher;Night Stretcher ASC 196;16;4;6;7;85,7;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
Ceruledge Ex;Professor's Research;Professor's Research PRE 122;11;3;6;7;85,7;PRE;;122;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_122_C_EN_LG.png
Ceruledge Ex;Super Rod;Super Rod PAL 188;6;2;5;7;71,4;PAL;;188;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_C_EN_LG.png
Ceruledge Ex;Drilbur;Drilbur BLK 45;3;1;3;7;42,9;BLK;;45;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BLK/BLK_45_C_EN_LG.png
Ceruledge Ex;Blowtorch;Blowtorch PFL 86;2;1;2;7;28,6;PFL;;86;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_86_U_EN_LG.png
Ceruledge Ex;Iono;Iono PAF 80;4;3;2;7;28,6;PAF;;80;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_80_U_EN_LG.png
Ceruledge Ex;Jamming Tower;Jamming Tower TWM 153;2;1;2;7;28,6;TWM;;153;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_153_U_EN_LG.png
Ceruledge Ex;Brilliant Blender;Brilliant Blender SSP 164;1;1;1;7;14,3;SSP;;164;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_164_UR_EN_LG.png
Ceruledge Ex;Counter Catcher;Counter Catcher PAR 160;1;1;1;7;14,3;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_U_EN_LG.png
Ceruledge Ex;Lillie's Determination;Lillie's Determination MEG 119;1;1;1;7;14,3;MEG;;119;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_U_EN_LG.png
Ceruledge Ex;Team Rocket's Watchtower;Team Rocket's Watchtower ASC 210;1;1;1;7;14,3;ASC;;210;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_210_U_EN_LG.png
Ceruledge Ex;Xerosic's Machinations;Xerosic's Machinations SFA 64;1;1;1;7;14,3;SFA;;64;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_64_U_EN_LG.png
Charizard Noctowl;Area Zero Underdepths;Area Zero Underdepths SCR 131;104;3;51;51;100,0;SCR;;131;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_131_U_EN_LG.png
Charizard Noctowl;Boss's Orders;Boss's Orders MEG 114;104;3;51;51;100,0;MEG;;114;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_114_U_EN_LG.png
Charizard Noctowl;Buddy-Buddy Poffin;Buddy-Buddy Poffin ASC 184;201;4;51;51;100,0;ASC;;184;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_184_C_EN_LG.png
Charizard Noctowl;Charizard ex;Charizard ex MEW 6;102;2;51;51;100,0;MEW;;6;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_6_D_EN_LG.png
Charizard Noctowl;Charmander;Charmander ASC 20;153;3;51;51;100,0;ASC;;20;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_20_C_EN_LG.png
Charizard Noctowl;Charmeleon;Charmeleon PFL 12;52;2;51;51;100,0;PFL;;12;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_12_C_EN_LG.png
Charizard Noctowl;Dawn;Dawn PFL 87;199;4;51;51;100,0;PFL;;87;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PFL/PFL_87_U_EN_LG.png
Charizard Noctowl;Fan Rotom;Fan Rotom ASC 171;102;2;51;51;100,0;ASC;;171;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_171_C_EN_LG.png
Charizard Noctowl;Fezandipiti ex;Fezandipiti ex ASC 142;51;1;51;51;100,0;ASC;;142;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_142_D_EN_LG.png
Charizard Noctowl;Fire Energy;Fire Energy CRZ 153;255;5;51;51;100,0;CRZ;;153;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_153_UR_EN_LG.png
Charizard Noctowl;Hoothoot;Hoothoot SCR 114;154;4;51;51;100,0;SCR;;114;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_114_C_EN_LG.png
Charizard Noctowl;Iono;Iono PAF 80;79;2;51;51;100,0;PAF;;80;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_80_U_EN_LG.png
Charizard Noctowl;Noctowl;Noctowl TEF 127;153;3;51;51;100,0;TEF;;127;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_127_C_EN_LG.png
Charizard Noctowl;Pidgeot ex;Pidgeot ex OBF 164;93;2;51;51;100,0;OBF;;164;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/OBF/OBF_164_D_EN_LG.png
Charizard Noctowl;Pidgey;Pidgey MEW 16;94;2;51;51;100,0;MEW;;16;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_16_C_EN_LG.png
Charizard Noctowl;Rare Candy;Rare Candy MEG 125;196;4;51;51;100,0;MEG;;125;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_125_C_EN_LG.png
Charizard Noctowl;Super Rod;Super Rod PAL 188;52;2;51;51;100,0;PAL;;188;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_188_C_EN_LG.png
Charizard Noctowl;Briar;Briar SCR 132;50;1;50;51;98,0;SCR;;132;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_132_U_EN_LG.png
Charizard Noctowl;Nest Ball;Nest Ball SVI 181;160;4;50;51;98,0;SVI;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_181_U_EN_LG.png
Charizard Noctowl;Ultra Ball;Ultra Ball MEG 131;54;2;50;51;98,0;MEG;;131;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_131_C_EN_LG.png
Charizard Noctowl;Dusknoir;Dusknoir SFA 20;49;1;49;51;96,1;SFA;;20;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_20_R_EN_LG.png
Charizard Noctowl;Duskull;Duskull BRS 60;93;2;49;51;96,1;BRS;;60;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/BRS/BRS_60_C_EN_LG.png
Charizard Noctowl;Jet Energy;Jet Energy PAL 190;84;2;48;51;94,1;PAL;;190;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAL/PAL_190_U_EN_LG.png
Charizard Noctowl;Terapagos ex;Terapagos ex ASC 179;85;2;48;51;94,1;ASC;;179;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_179_D_EN_LG.png
Charizard Noctowl;Dusclops;Dusclops SFA 19;46;1;46;51;90,2;SFA;;19;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_19_C_EN_LG.png
Charizard Noctowl;Night Stretcher;Night Stretcher ASC 196;46;1;46;51;90,2;ASC;;196;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_196_C_EN_LG.png
Charizard Noctowl;Pidgeotto;Pidgeotto MEW 17;38;1;38;51;74,5;MEW;;17;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_17_C_EN_LG.png
Charizard Noctowl;Prime Catcher;Prime Catcher TEF 157;35;1;35;51;68,6;TEF;;157;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEF/TEF_157_UR_EN_LG.png
Charizard Noctowl;Klefki;Klefki SSP 128;31;1;31;51;60,8;SSP;;128;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_128_C_EN_LG.png
Charizard Noctowl;Counter Catcher;Counter Catcher PAR 160;19;1;19;51;37,3;PAR;;160;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_160_U_EN_LG.png
Charizard Noctowl;Water Energy;Water Energy CRZ 154;18;2;14;51;27,5;CRZ;;154;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_154_UR_EN_LG.png
Charizard Noctowl;Wellspring Mask Ogerpon ex;Wellspring Mask Ogerpon ex TWM 64;19;2;14;51;27,5;TWM;;64;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_64_D_EN_LG.png
Charizard Noctowl;Crispin;Crispin SCR 133;14;2;13;51;25,5;SCR;;133;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_133_U_EN_LG.png
Charizard Noctowl;Ditto;Ditto MEW 132;13;1;13;51;25,5;MEW;;132;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEW/MEW_132_R_EN_LG.png
Charizard Noctowl;Sparkling Crystal;Sparkling Crystal SCR 142;11;1;11;51;21,6;SCR;;142;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_142_UR_EN_LG.png
Charizard Noctowl;Chi-Yu;Chi-Yu MEG 31;6;1;6;51;11,8;MEG;;31;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_31_U_EN_LG.png
Charizard Noctowl;Air Balloon;Air Balloon ASC 181;5;1;5;51;9,8;ASC;;181;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_181_U_EN_LG.png
Charizard Noctowl;Chien-Pao;Chien-Pao SSP 56;5;1;5;51;9,8;SSP;;56;Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_56_R_EN_LG.png
Charizard Noctowl;Hilda;Hilda WHT 84;5;1;5;51;9,8;WHT;;84;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/WHT/WHT_84_U_EN_LG.png
Charizard Noctowl;Unfair Stamp;Unfair Stamp TWM 165;4;1;4;51;7,8;TWM;;165;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_165_UR_EN_LG.png
Charizard Noctowl;Jacq;Jacq SVI 175;3;1;3;51;5,9;SVI;;175;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SVI/SVI_175_U_EN_LG.png
Charizard Noctowl;Psyduck;Psyduck ASC 39;3;1;3;51;5,9;ASC;;39;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_39_C_EN_LG.png
Charizard Noctowl;Technical Machine: Evolution;Technical Machine: Evolution PAR 178;3;1;3;51;5,9;PAR;;178;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_178_U_EN_LG.png
Charizard Noctowl;Professor Turo's Scenario;Professor Turo's Scenario PAR 171;2;1;2;51;3,9;PAR;;171;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAR/PAR_171_U_EN_LG.png
Charizard Noctowl;Switch;Switch MEG 130;2;1;2;51;3,9;MEG;;130;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_130_C_EN_LG.png
Charizard Noctowl;Tera Orb;Tera Orb SSP 189;2;1;2;51;3,9;SSP;;189;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SSP/SSP_189_U_EN_LG.png
Charizard Noctowl;Artazon;Artazon PAF 76;1;1;1;51;2,0;PAF;;76;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PAF/PAF_76_U_EN_LG.png
Charizard Noctowl;Black Belt's Training;Black Belt's Training PRE 96;1;1;1;51;2,0;PRE;;96;Common;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_96_C_EN_LG.png
Charizard Noctowl;Darkness Energy;Darkness Energy CRZ 158;1;1;1;51;2,0;CRZ;;158;Ultra Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/CRZ/CRZ_158_UR_EN_LG.png
Charizard Noctowl;Jamming Tower;Jamming Tower TWM 153;1;1;1;51;2,0;TWM;;153;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_153_U_EN_LG.png
Charizard Noctowl;Kieran;Kieran TWM 154;1;1;1;51;2,0;TWM;;154;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_154_U_EN_LG.png
Charizard Noctowl;Lillie's Clefairy ex;Lillie's Clefairy ex ASC 76;1;1;1;51;2,0;ASC;;76;Double Rare;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/ASC/ASC_76_D_EN_LG.png
Charizard Noctowl;Lillie's Determination;Lillie's Determination MEG 119;1;1;1;51;2,0;MEG;;119;Uncommon;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/MEG/MEG_119_U_EN_LG.png
