deck_name;rank;count;share;winrate
Tyranitar;120;3;0,01;30,77
Cornerstone Mask Ogerpon;121;3;0,01;16,67
Alolan Exeggutor ex;122;2;0,01;27,27
Okidogi;123;3;0,01;40,0
Rocket's Porygon-Z;124;2;0,01;40,0
Incineroar;125;2;0,01;40,0
Slaking;126;2;0,01;33,33
Raging Bolt;127;2;0,01;11,11
Bloodmoon Ursaluna;128;3;0,01;12,5
Hydrapple Ogerpon;129;2;0,01;60,0
Heatran Metang;130;2;0,01;25,0
Hydrapple;131;2;0,01;33,33
Zoroark Lucario;132;1;0,0;66,67
Milotic;133;1;0,0;33,33
Salamence;134;1;0,0;0,0
Future Box;135;1;0,0;0,0
