deck_name;rank;count;share;winrate
Mega Excadrill;1;2887;7,48;48,63
Dragapult;2;2846;7,38;54,07
Festival Lead;3;2301;5,97;50,77
Dragapult Blaziken;4;2242;5,81;52,92
Alakazam Dudunsparce;5;2220;5,76;53,0
Slowking;6;2150;5,57;52,27
Dragapult Dusknoir;7;2126;5,51;50,02
N's Zoroark;8;1992;5,16;47,9
Grimmsnarl Froslass;9;1627;4,22;51,19
Dhelmise;10;1529;3,96;48,16
Toucannon;11;1004;2,6;47,3
Raging Bolt Ogerpon;12;846;2,19;53,08
Mega Lucario;13;777;2,01;50,35
Lucario Hariyama;14;692;1,79;48,69
Basic Box;15;618;1,6;52,24
Mega Greninja;16;595;1,54;41,88
Ogerpon Meganium Hydrapple;17;544;1,41;51,7
Rocket's Honchkrow;18;497;1,29;50,71
Cynthia's Garchomp;19;472;1,22;51,47
Mega Chandelure;20;445;1,15;42,86
Beedrill;21;421;1,09;49,92
Mega Absol Box;22;376;0,97;46,81
Crustle;23;334;0,87;49,2
Rocket's Mewtwo;24;306;0,79;44,87
Kangaskhan Bouffalant;25;305;0,79;50,61
Manectric Eelektrik;26;290;0,75;42,97
Greninja;27;287;0,74;50,78
Hop's Trevenant;28;279;0,72;47,26
Ethan's Typhlosion;29;277;0,72;46,01
Starmie Froslass;30;271;0,7;48,77
Lopunny Dusknoir;31;267;0,69;49,46
Toxtricity Box;32;254;0,66;50,5
Lopunny Dudunsparce;33;243;0,63;52,55
Ceruledge;34;241;0,62;48,41
Ogerpon Meganium Arboliva;35;219;0,57;56,09
Dragapult Dudunsparce;36;220;0,57;54,04
Mega Venusaur;37;218;0,57;43,46
Mega Starmie;38;176;0,46;50,73
Starmie Dusknoir;39;177;0,46;47,33
Mega Darkrai;40;164;0,43;38,35
Cinccino;41;160;0,41;49,74
Blaziken Zoroark;42;131;0,34;47,94
Toxtricity;43;132;0,34;36,17
Steven's Metagross;44;126;0,33;48,98
Wailord;45;112;0,29;38,65
Clefairy Ogerpon;46;109;0,28;48,8
Lillie's Clefairy;47;104;0,27;48,65
Froslass Munkidori;48;103;0,27;41,47
Okidogi Barbaracle;49;102;0,26;48,09
Sharpedo Toxtricity;50;99;0,26;42,39
Mega Froslass;51;96;0,25;37,35
Mega Abomasnow;52;89;0,23;37,78
Metagross;53;82;0,21;48,64
Flareon Noctowl;54;80;0,21;46,06
Mega Charizard X;55;82;0,21;31,68
Mega Dragonite;56;77;0,2;48,7
Doublade;57;74;0,19;43,67
Tera Box;58;72;0,19;50,69
Hydreigon;59;71;0,18;34,64
Diancie Dusknoir;60;67;0,17;46,74
Marnie's Grimmsnarl;61;63;0,16;46,54
Hop's Zacian;62;61;0,16;45,31
Zygarde Barbaracle;63;56;0,15;47,92
Erika's Victreebel;64;58;0,15;39,82
Froslass Dudunsparce;65;56;0,15;40,18
Iron Thorns;66;56;0,15;31,98
Palafin;67;53;0,14;48,22
Alakazam Dusknoir;68;51;0,13;51,4
Ogerpon Meganium;69;48;0,12;40,98
Iono's Bellibolt;70;44;0,11;39,18
Bronzong;71;41;0,11;46,43
Azumarill;72;42;0,11;44,3
Ursaluna Lunatone;73;41;0,11;39,74
Archaludon;74;40;0,1;35,42
Decidueye;75;37;0,1;35,16
Mega Feraligatr;76;39;0,1;30,4
Yanmega;77;34;0,09;44,3
Mega Camerupt;78;31;0,08;33,55
Rocket's Nidoking;79;24;0,06;38,14
Joltik Box;80;25;0,06;44,66
