deck_name;rank;count;share;winrate
Dragapult;1;1467;8,72;52,91
Mega Greninja;2;1017;6,05;43,95
Dragapult Dusknoir;3;989;5,88;51,18
Slowking;4;957;5,69;51,76
N's Zoroark;5;766;4,55;49,67
Alakazam Dudunsparce;6;703;4,18;50,83
Beedrill;7;702;4,17;49,34
Ogerpon Meganium Hydrapple;8;610;3,63;53,28
Lucario Hariyama;9;517;3,07;47,07
Raging Bolt Ogerpon;10;489;2,91;51,43
Rocket's Honchkrow;11;471;2,8;51,93
Dragapult Blaziken;12;470;2,79;55,04
Lopunny Dudunsparce;13;387;2,3;47,94
Rocket's Mewtwo;14;372;2,21;46,96
Festival Lead;15;362;2,15;50,75
Crustle;16;316;1,88;54,09
Starmie Dusknoir;17;293;1,74;43,94
Cynthia's Garchomp;18;270;1,6;51,29
Hop's Trevenant;19;265;1,58;48,28
Mega Lucario;20;257;1,53;49,17
Dragapult Dudunsparce;21;242;1,44;50,09
Starmie Froslass;22;242;1,44;45,5
Greninja;23;239;1,42;48,24
Basic Box;24;235;1,4;52,01
Ceruledge;25;197;1,17;47,61
Grimmsnarl Froslass;26;177;1,05;51,0
Metagross;27;163;0,97;52,42
Diancie Dusknoir;28;161;0,96;51,31
Ethan's Typhlosion;29;148;0,88;51,45
Archaludon Dudunsparce;30;137;0,81;53,05
Mega Starmie;31;134;0,8;47,95
Okidogi Barbaracle;32;126;0,75;53,86
Mega Venusaur;33;114;0,68;44,28
Lillie's Clefairy;34;89;0,53;44,21
Steven's Metagross;35;86;0,51;41,37
Ogerpon Meganium Arboliva;36;80;0,48;47,4
Hydreigon;37;79;0,47;39,09
Ursaluna Lunatone;38;74;0,44;42,81
Kangaskhan Bouffalant;39;71;0,42;51,13
Manectric Eelektrik;40;69;0,41;40,15
Mega Absol Box;41;63;0,37;48,69
Mega Charizard X;42;63;0,37;40,23
Doublade;43;60;0,36;45,3
Hop's Zacian;44;59;0,35;44,66
Mega Froslass;45;57;0,34;47,84
Mega Abomasnow;46;55;0,33;41,25
Toxtricity Box;47;53;0,32;55,51
Flareon Noctowl;48;54;0,32;41,95
Yanmega;49;51;0,3;45,5
Joltik Box;50;50;0,3;49,55
Ogerpon Meganium;51;49;0,29;37,1
Archaludon;52;43;0,26;47,47
Mega Dragonite;53;42;0,25;49,31
Clefairy Ogerpon;54;40;0,24;49,39
Froslass Dudunsparce;55;40;0,24;36,81
Tera Box;56;38;0,23;46,38
Sharpedo Toxtricity;57;35;0,21;40,76
Palafin;58;33;0,2;43,21
Froslass Munkidori;59;34;0,2;44,74
Decidueye;60;32;0,19;46,05
Blaziken;61;29;0,17;45,76
Mega Diancie;62;26;0,15;42,96
Bronzong;63;23;0,14;43,88
Sylveon;64;23;0,14;45,74
Mega Zygarde;65;22;0,13;39,24
Mega Feraligatr;66;21;0,12;34,18
Mega Lopunny;67;19;0,11;57,14
Dudunsparce Control;68;17;0,1;37,5
Sinistcha Ogerpon;69;15;0,09;61,43
Azumarill;70;15;0,09;37,74
Dragapult Froslass;71;14;0,08;48,57
Misty's Gyarados;72;14;0,08;44,44
Mega Gengar;73;14;0,08;21,74
Raging Bolt Bellibolt;74;14;0,08;36,59
Jellicent Dusknoir;75;12;0,07;48,0
Lopunny Dusknoir;76;12;0,07;48,98
Okidogi;77;12;0,07;37,5
Iono's Bellibolt;78;11;0,07;47,83
Rocket's Spidops;79;12;0,07;29,55
Eelektrik;80;12;0,07;35,9
Marnie's Grimmsnarl;81;12;0,07;24,32
Alakazam;82;10;0,06;41,18
Ethan's Magcargo;83;10;0,06;37,14
Archaludon Zoroark;84;9;0,05;31,58
Paldean Tauros;85;8;0,05;20,69
Tyranitar;86;8;0,05;25,0
Heatran Metang;87;7;0,04;62,5
Rocket's Nidoking;88;6;0,04;33,33
Toxtricity;89;7;0,04;44,0
Seaking Festival Lead;90;7;0,04;43,48
Blissey;91;5;0,03;55,56
Mamoswine;92;5;0,03;53,85
Slaking;93;5;0,03;45,83
Dragapult Iron Thorns;94;5;0,03;68,18
Terapagos Noctowl;95;5;0,03;55,56
Mega Camerupt;96;5;0,03;18,75
Luxray;97;5;0,03;35,71
Milotic;98;4;0,02;43,48
Iron Thorns;99;4;0,02;42,86
Bloodmoon Ursaluna;100;4;0,02;33,33
Mega Manectric;101;3;0,02;50,0
Zygarde Barbaracle;102;4;0,02;56,25
Hydrapple;103;3;0,02;35,71
Iron Thorns Crustle;104;4;0,02;61,54
Cinderace;105;4;0,02;38,46
Mega Sharpedo;106;4;0,02;41,67
Feraligatr;107;4;0,02;25,0
Blaziken Zoroark;108;3;0,02;44,44
Alolan Exeggutor ex;109;2;0,01;54,55
Dragonite Eelektrik;110;2;0,01;44,44
Flygon;111;2;0,01;37,5
Hydrapple Ogerpon;112;2;0,01;28,57
Toxtricity Brute Bonnet;113;2;0,01;28,57
Erika's Victreebel;114;1;0,01;57,14
Scizor;115;1;0,01;66,67
Torterra;116;1;0,01;33,33
Flareon;117;1;0,01;60,0
Cornerstone Mask Ogerpon;118;1;0,01;40,0
Raging Bolt;119;1;0,01;40,0
Galvantula;120;1;0,01;25,0
Incineroar;121;1;0,01;25,0
Rocket's Porygon-Z;122;1;0,01;0,0
Ogerpon;123;1;0,01;0,0
Great Tusk Mill;124;1;0,01;50,0
Mega Latias;125;1;0,01;0,0
Miraidon;126;1;0,01;0,0
