deck_name;rank;count;share;winrate
Dragapult;1;1324;8,94;52,97
Mega Greninja;2;926;6,25;44,21
Dragapult Dusknoir;3;872;5,89;51,55
Slowking;4;842;5,68;51,75
Beedrill;5;649;4,38;49,3
N's Zoroark;6;607;4,1;50,02
Alakazam Dudunsparce;7;605;4,08;50,85
Ogerpon Meganium Hydrapple;8;549;3,71;53,43
Lucario Hariyama;9;470;3,17;47,18
Raging Bolt Ogerpon;10;437;2,95;51,09
Dragapult Blaziken;11;407;2,75;55,02
Rocket's Honchkrow;12;404;2,73;51,89
Lopunny Dudunsparce;13;361;2,44;47,8
Rocket's Mewtwo;14;327;2,21;47,23
Festival Lead;15;319;2,15;50,8
Starmie Dusknoir;16;274;1,85;43,71
Crustle;17;254;1,71;54,59
Cynthia's Garchomp;18;238;1,61;50,15
Dragapult Dudunsparce;19;227;1,53;50,84
Mega Lucario;20;226;1,53;49,34
Hop's Trevenant;21;219;1,48;48,29
Starmie Froslass;22;219;1,48;45,19
Basic Box;23;215;1,45;51,04
Greninja;24;206;1,39;48,84
Ceruledge;25;168;1,13;48,29
Grimmsnarl Froslass;26;159;1,07;50,07
Diancie Dusknoir;27;142;0,96;51,4
Metagross;28;141;0,95;53,31
Ethan's Typhlosion;29;124;0,84;51,18
Archaludon Dudunsparce;30;121;0,82;53,3
Mega Starmie;31;119;0,8;47,71
Okidogi Barbaracle;32;119;0,8;53,71
Mega Venusaur;33;103;0,7;43,03
Ogerpon Meganium Arboliva;34;79;0,53;47,2
Steven's Metagross;35;75;0,51;42,2
Hydreigon;36;68;0,46;37,33
Manectric Eelektrik;37;60;0,41;40,17
Ursaluna Lunatone;38;61;0,41;40,08
Kangaskhan Bouffalant;39;59;0,4;50,81
Mega Charizard X;40;58;0,39;40,68
Lillie's Clefairy;41;57;0,38;45,24
Hop's Zacian;42;55;0,37;45,19
Doublade;43;52;0,35;46,04
Mega Abomasnow;44;50;0,34;39,74
Mega Froslass;45;51;0,34;47,81
Mega Absol Box;46;51;0,34;47,83
Flareon Noctowl;47;50;0,34;42,41
Toxtricity Box;48;48;0,32;55,51
Joltik Box;49;44;0,3;50,75
Yanmega;50;45;0,3;46,07
Clefairy Ogerpon;51;40;0,27;49,39
Ogerpon Meganium;52;38;0,26;38,16
Froslass Dudunsparce;53;37;0,25;35,77
Mega Dragonite;54;35;0,24;48,78
Archaludon;55;34;0,23;47,53
Tera Box;56;31;0,21;44,92
Palafin;57;30;0,2;41,84
Decidueye;58;28;0,19;45,52
Froslass Munkidori;59;28;0,19;42,97
Mega Diancie;60;26;0,18;42,96
Sharpedo Toxtricity;61;26;0,18;40,0
Blaziken;62;24;0,16;46,81
Mega Zygarde;63;20;0,14;40,26
Bronzong;64;19;0,13;45,24
Mega Lopunny;65;17;0,11;58,33
Mega Feraligatr;66;16;0,11;36,07
Dudunsparce Control;67;16;0,11;34,48
Raging Bolt Bellibolt;68;14;0,09;36,59
Dragapult Froslass;69;12;0,08;50,0
Sinistcha Ogerpon;70;12;0,08;64,81
Misty's Gyarados;71;12;0,08;41,67
Azumarill;72;12;0,08;39,13
Okidogi;73;11;0,08;37,78
Rocket's Spidops;74;12;0,08;29,55
Mega Gengar;75;12;0,08;23,68
Lopunny Dusknoir;76;11;0,07;48,84
Ethan's Magcargo;77;10;0,07;37,14
Alakazam;78;9;0,06;42,0
Iono's Bellibolt;79;9;0,06;43,59
Sylveon;80;9;0,06;41,18
Eelektrik;81;9;0,06;37,5
Marnie's Grimmsnarl;82;9;0,06;30,0
Heatran Metang;83;7;0,05;62,5
Jellicent Dusknoir;84;8;0,05;47,22
Paldean Tauros;85;7;0,05;21,43
Toxtricity;86;7;0,05;44,0
Seaking Festival Lead;87;7;0,05;43,48
Archaludon Zoroark;88;5;0,03;37,5
Milotic;89;4;0,03;43,48
Dragapult Iron Thorns;90;5;0,03;68,18
Mamoswine;91;4;0,03;57,14
Slaking;92;4;0,03;42,86
Terapagos Noctowl;93;5;0,03;55,56
Blissey;94;4;0,03;50,0
Rocket's Nidoking;95;4;0,03;23,53
Mega Camerupt;96;5;0,03;18,75
Zygarde Barbaracle;97;4;0,03;56,25
Tyranitar;98;5;0,03;20,0
Cinderace;99;4;0,03;38,46
Luxray;100;4;0,03;41,67
Hydrapple;101;3;0,02;35,71
Bloodmoon Ursaluna;102;3;0,02;30,0
Feraligatr;103;3;0,02;25,0
Iron Thorns Crustle;104;3;0,02;57,14
Alolan Exeggutor ex;105;2;0,01;54,55
Mega Manectric;106;2;0,01;45,45
Flygon;107;2;0,01;37,5
Toxtricity Brute Bonnet;108;2;0,01;28,57
Hydrapple Ogerpon;109;2;0,01;28,57
Erika's Victreebel;110;1;0,01;57,14
Blaziken Zoroark;111;2;0,01;66,67
Scizor;112;1;0,01;66,67
Flareon;113;1;0,01;60,0
Dragonite Eelektrik;114;1;0,01;40,0
Cornerstone Mask Ogerpon;115;1;0,01;40,0
Mega Sharpedo;116;2;0,01;25,0
Galvantula;117;1;0,01;25,0
Iron Thorns;118;1;0,01;25,0
Incineroar;119;1;0,01;25,0
Ogerpon;120;1;0,01;0,0
Great Tusk Mill;121;1;0,01;50,0
Mega Latias;122;1;0,01;0,0
