deck_name;rank;count;share;winrate
Dragapult;1;729;9,35;52,29
Mega Greninja;2;550;7,05;44,33
Dragapult Dusknoir;3;444;5,69;51,16
Slowking;4;401;5,14;53,0
Beedrill;5;355;4,55;51,69
N's Zoroark;6;314;4,03;50,76
Ogerpon Meganium Hydrapple;7;285;3,65;54,33
Raging Bolt Ogerpon;8;282;3,62;50,37
Lucario Hariyama;9;266;3,41;47,34
Alakazam Dudunsparce;10;256;3,28;51,71
Lopunny Dudunsparce;11;248;3,18;48,09
Rocket's Honchkrow;12;231;2,96;50,87
Starmie Dusknoir;13;196;2,51;45,44
Rocket's Mewtwo;14;189;2,42;45,87
Dragapult Blaziken;15;184;2,36;52,67
Dragapult Dudunsparce;16;151;1,94;51,05
Cynthia's Garchomp;17;149;1,91;49,61
Festival Lead;18;148;1,9;47,81
Greninja;19;127;1,63;46,21
Mega Lucario;20;120;1,54;50,56
Basic Box;21;110;1,41;49,48
Crustle;22;109;1,4;55,47
Starmie Froslass;23;109;1,4;43,72
Grimmsnarl Froslass;24;100;1,28;50,44
Ceruledge;25;86;1,1;48,66
Archaludon Dudunsparce;26;72;0,92;53,87
Okidogi Barbaracle;27;67;0,86;53,99
Metagross;28;57;0,73;53,79
Diancie Dusknoir;29;55;0,71;53,23
Ogerpon Meganium Arboliva;30;55;0,71;45,61
Mega Venusaur;31;55;0,71;41,9
Mega Starmie;32;53;0,68;45,89
Hop's Trevenant;33;49;0,63;46,54
Ethan's Typhlosion;34;47;0,6;50,23
Steven's Metagross;35;43;0,55;40,51
Mega Abomasnow;36;35;0,45;41,76
Ursaluna Lunatone;37;35;0,45;37,5
Hop's Zacian;38;31;0,4;50,0
Mega Charizard X;39;31;0,4;41,41
Hydreigon;40;30;0,38;39,16
Clefairy Ogerpon;41;28;0,36;51,24
Joltik Box;42;27;0,35;50,81
Yanmega;43;26;0,33;48,15
Kangaskhan Bouffalant;44;25;0,32;51,06
Mega Froslass;45;24;0,31;51,59
Archaludon;46;24;0,31;51,22
Flareon Noctowl;47;24;0,31;46,73
Doublade;48;24;0,31;49,44
Froslass Dudunsparce;49;23;0,29;38,04
Manectric Eelektrik;50;22;0,28;41,94
Tera Box;51;20;0,26;48,0
Toxtricity Box;52;18;0,23;54,76
Mega Absol Box;53;18;0,23;46,91
Mega Dragonite;54;18;0,23;54,17
Mega Zygarde;55;15;0,19;36,84
Decidueye;56;14;0,18;51,43
Sharpedo Toxtricity;57;14;0,18;42,59
Mega Diancie;58;13;0,17;45,07
Froslass Munkidori;59;13;0,17;47,06
Ogerpon Meganium;60;13;0,17;41,51
Palafin;61;12;0,15;33,33
Bronzong;62;11;0,14;46,94
Mega Lopunny;63;8;0,1;58,18
Rocket's Spidops;64;8;0,1;33,33
Dragapult Froslass;65;7;0,09;44,12
Mega Feraligatr;66;7;0,09;45,83
Blaziken;67;7;0,09;26,09
Dudunsparce Control;68;7;0,09;25,0
Alakazam;69;6;0,08;42,42
Iono's Bellibolt;70;6;0,08;51,85
Azumarill;71;6;0,08;37,5
Raging Bolt Bellibolt;72;6;0,08;11,11
Okidogi;73;5;0,06;33,33
Heatran Metang;74;5;0,06;62,5
Paldean Tauros;75;5;0,06;26,09
Misty's Gyarados;76;5;0,06;35,29
Mega Gengar;77;4;0,05;33,33
Jellicent Dusknoir;78;4;0,05;46,67
Eelektrik;79;4;0,05;30,77
Milotic;80;3;0,04;44,44
Archaludon Zoroark;81;3;0,04;43,75
Marnie's Grimmsnarl;82;3;0,04;37,5
Mamoswine;83;3;0,04;57,14
Dragapult Iron Thorns;84;3;0,04;72,73
Ethan's Magcargo;85;3;0,04;27,27
Lillie's Clefairy;86;3;0,04;27,27
Toxtricity;87;3;0,04;0,0
Alolan Exeggutor ex;88;2;0,03;54,55
Blissey;89;2;0,03;50,0
Flygon;90;2;0,03;37,5
Hydrapple Ogerpon;91;2;0,03;28,57
Cinderace;92;2;0,03;28,57
Lopunny Dusknoir;93;2;0,03;66,67
Seaking Festival Lead;94;2;0,03;16,67
Zygarde Barbaracle;95;1;0,01;83,33
Slaking;96;1;0,01;33,33
Blaziken Zoroark;97;1;0,01;80,0
Cornerstone Mask Ogerpon;98;1;0,01;40,0
Dragonite Eelektrik;99;1;0,01;40,0
Galvantula;100;1;0,01;25,0
Incineroar;101;1;0,01;25,0
Rocket's Nidoking;102;1;0,01;0,0
Hydrapple;103;1;0,01;0,0
Ogerpon;104;1;0,01;0,0
Great Tusk Mill;105;1;0,01;50,0
Mega Sharpedo;106;1;0,01;50,0
Feraligatr;107;1;0,01;0,0
Mega Latias;108;1;0,01;0,0
