deck_name;rank;count;share;winrate
Mega Excadrill;1;1557;7,74;50,1
Festival Lead;2;1384;6,88;51,94
Dragapult;3;1215;6,04;54,24
Dragapult Blaziken;4;1182;5,87;52,95
Dragapult Dusknoir;5;1116;5,55;49,49
N's Zoroark;6;1084;5,39;48,27
Alakazam Dudunsparce;7;1049;5,21;53,49
Slowking;8;1011;5,02;52,88
Grimmsnarl Froslass;9;927;4,61;52,53
Dhelmise;10;896;4,45;47,57
Toucannon;11;799;3,97;47,75
Mega Greninja;12;369;1,83;42,69
Lucario Hariyama;13;322;1,6;47,69
Ogerpon Meganium Hydrapple;14;306;1,52;50,74
Mega Absol Box;15;296;1,47;48,23
Rocket's Honchkrow;16;283;1,41;48,66
Raging Bolt Ogerpon;17;282;1,4;53,97
Mega Chandelure;18;276;1,37;43,74
Basic Box;19;268;1,33;53,78
Mega Lucario;20;266;1,32;51,28
Beedrill;21;262;1,3;50,04
Cynthia's Garchomp;22;249;1,24;52,15
Kangaskhan Bouffalant;23;176;0,87;51,28
Manectric Eelektrik;24;170;0,84;40,95
Rocket's Mewtwo;25;160;0,8;44,93
Crustle;26;150;0,75;47,0
Toxtricity Box;27;148;0,74;50,08
Ethan's Typhlosion;28;146;0,73;45,69
Ceruledge;29;143;0,71;47,54
Mega Venusaur;30;141;0,7;43,66
Starmie Froslass;31;127;0,63;48,71
Hop's Trevenant;32;123;0,61;46,68
Mega Darkrai;33;118;0,59;40,13
Greninja;34;117;0,58;52,43
Wailord;35;93;0,46;41,02
Cinccino;36;86;0,43;51,69
Lopunny Dudunsparce;37;86;0,43;51,09
Blaziken Zoroark;38;85;0,42;50,28
Mega Starmie;39;82;0,41;51,49
Toxtricity;40;81;0,4;34,06
Starmie Dusknoir;41;74;0,37;43,05
Dragapult Dudunsparce;42;70;0,35;54,15
Steven's Metagross;43;64;0,32;50,68
Froslass Munkidori;44;63;0,31;44,8
Mega Abomasnow;45;57;0,28;39,2
Lillie's Clefairy;46;49;0,24;49,58
Erika's Victreebel;47;49;0,24;42,21
Okidogi Barbaracle;48;48;0,24;45,11
Metagross;49;46;0,23;46,82
Zygarde Barbaracle;50;45;0,22;51,44
Mega Dragonite;51;44;0,22;49,76
Marnie's Grimmsnarl;52;44;0,22;44,94
Mega Charizard X;53;44;0,22;30,99
Flareon Noctowl;54;43;0,21;50,57
Doublade;55;43;0,21;42,44
Iron Thorns;56;43;0,21;33,57
Ogerpon Meganium Arboliva;57;39;0,19;52,41
Tera Box;58;37;0,18;53,05
Sharpedo Toxtricity;59;33;0,16;37,31
Diancie Dusknoir;60;33;0,16;47,11
Archaludon;61;33;0,16;33,33
Mega Feraligatr;62;32;0,16;31,0
Iono's Bellibolt;63;30;0,15;37,39
Hydreigon;64;31;0,15;33,33
Mega Froslass;65;28;0,14;42,28
Froslass Dudunsparce;66;27;0,13;37,86
Hop's Zacian;67;25;0,12;45,3
Ogerpon Meganium;68;24;0,12;45,83
Clefairy Ogerpon;69;23;0,11;43,01
Decidueye;70;22;0,11;37,18
Yanmega;71;21;0,1;47,0
Palafin;72;20;0,1;51,65
Ursaluna Lunatone;73;21;0,1;42,5
Archaludon Zoroark;74;18;0,09;44,07
Blissey;75;16;0,08;48,53
Rocket's Nidoking;76;15;0,07;38,46
Bronzong;77;15;0,07;47,83
Dragapult Froslass;78;15;0,07;38,6
Eelektrik;79;13;0,06;40,3
Joltik Box;80;13;0,06;42,37
Mega Camerupt;81;13;0,06;37,29
Archaludon Dudunsparce;82;13;0,06;37,74
Gengar;83;13;0,06;30,77
Blaziken;84;12;0,06;37,21
Jellicent Dusknoir;85;12;0,06;45,0
Dudunsparce Control;86;10;0,05;44,44
Greninja Blaziken;87;10;0,05;64,44
Rocket's Spidops;88;11;0,05;28,21
Misty's Gyarados;89;10;0,05;32,43
Mega Lopunny;90;10;0,05;36,11
Azumarill;91;10;0,05;33,33
Mega Zygarde;92;8;0,04;35,9
Terapagos Noctowl;93;8;0,04;45,45
Ethan's Magcargo;94;9;0,04;37,93
Scizor;95;9;0,04;44,0
Paldean Tauros;96;8;0,04;52,0
Sinistcha Ogerpon;97;6;0,03;57,89
Lopunny Dusknoir;98;7;0,03;54,29
Flygon;99;7;0,03;40,0
Sylveon;100;6;0,03;28,57
Feraligatr;101;7;0,03;30,0
Mega Gengar;102;6;0,03;12,5
Alakazam;103;5;0,02;43,48
Dragonite Eelektrik;104;5;0,02;31,82
Mega Manectric;105;4;0,02;52,38
Raging Bolt Bellibolt;106;4;0,02;33,33
Zoroark Crustle;107;4;0,02;33,33
Mega Sharpedo;108;4;0,02;27,27
Scovillain;109;2;0,01;50,0
Cornerstone Mask Ogerpon;110;3;0,01;16,67
Cinderace;111;2;0,01;54,55
Seaking Festival Lead;112;2;0,01;45,45
Tyranitar;113;2;0,01;36,36
Flareon;114;3;0,01;40,0
Mamoswine;115;3;0,01;30,0
Mega Latias;116;3;0,01;30,0
Raging Bolt;117;2;0,01;11,11
Hydrapple;118;2;0,01;33,33
Alolan Exeggutor ex;119;1;0,0;37,5
Toxtricity Brute Bonnet;120;1;0,0;42,86
Rocket's Porygon-Z;121;1;0,0;50,0
Mega Diancie;122;1;0,0;50,0
Luxray;123;1;0,0;60,0
Okidogi;124;2;0,0;20,0
Hydrapple Ogerpon;125;1;0,0;100,0
Milotic;126;1;0,0;33,33
Heatran Metang;127;1;0,0;0,0
