deck_name;rank;count;share;winrate
Mega Excadrill;1;1250;7,71;50,19
Festival Lead;2;1121;6,91;52,28
Dragapult Blaziken;3;962;5,93;52,99
Dragapult;4;954;5,88;54,54
Dragapult Dusknoir;5;909;5,6;49,74
N's Zoroark;6;872;5,38;48,89
Alakazam Dudunsparce;7;831;5,12;53,8
Dhelmise;8;766;4,72;47,61
Slowking;9;755;4,65;52,5
Grimmsnarl Froslass;10;707;4,36;53,05
Toucannon;11;679;4,19;48,28
Mega Greninja;12;295;1,82;42,54
Mega Absol Box;13;271;1,67;48,32
Lucario Hariyama;14;267;1,65;48,08
Ogerpon Meganium Hydrapple;15;249;1,54;50,29
Rocket's Honchkrow;16;238;1,47;49,81
Mega Chandelure;17;238;1,47;42,8
Beedrill;18;228;1,41;50,9
Basic Box;19;208;1,28;53,13
Cynthia's Garchomp;20;199;1,23;51,94
Raging Bolt Ogerpon;21;197;1,21;53,38
Mega Lucario;22;174;1,07;50,48
Manectric Eelektrik;23;150;0,92;41,0
Rocket's Mewtwo;24;132;0,81;44,58
Kangaskhan Bouffalant;25;130;0,8;50,88
Crustle;26;126;0,78;46,01
Ethan's Typhlosion;27;123;0,76;45,63
Toxtricity Box;28;124;0,76;47,95
Ceruledge;29;118;0,73;46,57
Mega Venusaur;30;108;0,67;44,0
Hop's Trevenant;31;97;0,6;46,56
Mega Darkrai;32;98;0,6;41,3
Starmie Froslass;33;96;0,59;47,15
Greninja;34;89;0,55;53,88
Wailord;35;83;0,51;42,15
Toxtricity;36;69;0,43;31,54
Lopunny Dudunsparce;37;66;0,41;51,77
Blaziken Zoroark;38;66;0,41;52,14
Cinccino;39;60;0,37;52,58
Mega Starmie;40;59;0,36;49,81
Dragapult Dudunsparce;41;56;0,35;54,33
Steven's Metagross;42;56;0,35;50,19
Starmie Dusknoir;43;56;0,35;43,56
Froslass Munkidori;44;53;0,33;43,5
Mega Abomasnow;45;50;0,31;37,9
Erika's Victreebel;46;46;0,28;42,47
Lillie's Clefairy;47;43;0,27;50,0
Zygarde Barbaracle;48;42;0,26;52,0
Metagross;49;41;0,25;46,94
Marnie's Grimmsnarl;50;41;0,25;46,39
Mega Charizard X;51;41;0,25;32,08
Iron Thorns;52;40;0,25;33,58
Mega Dragonite;53;38;0,23;47,73
Okidogi Barbaracle;54;37;0,23;39,85
Doublade;55;36;0,22;42,07
Flareon Noctowl;56;35;0,22;51,75
Ogerpon Meganium Arboliva;57;29;0,18;52,55
Mega Feraligatr;58;29;0,18;27,38
Archaludon;59;28;0,17;32,99
Hydreigon;60;26;0,16;29,41
Tera Box;61;25;0,15;52,25
Sharpedo Toxtricity;62;25;0,15;40,2
Iono's Bellibolt;63;22;0,14;38,37
Hop's Zacian;64;20;0,12;40,0
Mega Froslass;65;20;0,12;38,82
Froslass Dudunsparce;66;20;0,12;36,25
Ogerpon Meganium;67;19;0,12;44,74
Diancie Dusknoir;68;20;0,12;37,7
Yanmega;69;18;0,11;47,06
Palafin;70;17;0,1;51,32
Archaludon Zoroark;71;16;0,1;43,4
Blissey;72;15;0,09;48,48
Clefairy Ogerpon;73;14;0,09;44,83
Ursaluna Lunatone;74;15;0,09;42,11
Decidueye;75;15;0,09;36,36
Dragapult Froslass;76;14;0,09;37,25
Rocket's Nidoking;77;11;0,07;43,48
Joltik Box;78;12;0,07;40,0
Gengar;79;11;0,07;32,65
Eelektrik;80;9;0,06;44,0
Bronzong;81;10;0,06;53,19
Archaludon Dudunsparce;82;9;0,06;44,74
Mega Lopunny;83;10;0,06;36,11
Blaziken;84;9;0,06;41,18
Dudunsparce Control;85;8;0,05;47,83
Terapagos Noctowl;86;8;0,05;45,45
Mega Camerupt;87;8;0,05;36,67
Misty's Gyarados;88;8;0,05;31,03
Sinistcha Ogerpon;89;6;0,04;57,89
Mega Zygarde;90;7;0,04;37,84
Greninja Blaziken;91;7;0,04;66,67
Rocket's Spidops;92;7;0,04;33,33
Flygon;93;7;0,04;40,0
Azumarill;94;6;0,04;30,43
Jellicent Dusknoir;95;6;0,04;36,84
Scizor;96;7;0,04;41,18
Feraligatr;97;6;0,04;37,5
Mega Gengar;98;6;0,04;12,5
Dragonite Eelektrik;99;5;0,03;31,82
Paldean Tauros;100;5;0,03;46,15
Mega Manectric;101;4;0,02;52,38
Alakazam;102;4;0,02;50,0
Lopunny Dusknoir;103;4;0,02;33,33
Sylveon;104;4;0,02;21,43
Cornerstone Mask Ogerpon;105;3;0,02;16,67
Mega Sharpedo;106;4;0,02;27,27
Flareon;107;3;0,02;40,0
Raging Bolt Bellibolt;108;3;0,02;22,22
Zoroark Crustle;109;3;0,02;37,5
Ethan's Magcargo;110;3;0,02;12,5
Cinderace;111;2;0,01;54,55
Seaking Festival Lead;112;2;0,01;45,45
Raging Bolt;113;2;0,01;11,11
Scovillain;114;1;0,01;62,5
Mamoswine;115;2;0,01;28,57
Toxtricity Brute Bonnet;116;1;0,01;42,86
Mega Latias;117;2;0,01;33,33
Mega Diancie;118;1;0,01;50,0
Tyranitar;119;1;0,01;33,33
Luxray;120;1;0,01;60,0
Hydrapple;121;2;0,01;33,33
Hydrapple Ogerpon;122;1;0,01;100,0
Milotic;123;1;0,01;33,33
Okidogi;124;1;0,01;0,0
Heatran Metang;125;1;0,01;0,0
