deck_name;rank;count;share;winrate
Mega Excadrill;1;2673;7,68;48,77
Dragapult;2;2525;7,25;54,05
Festival Lead;3;2167;6,22;50,9
Dragapult Blaziken;4;2084;5,98;52,72
Slowking;5;1937;5,56;52,54
Alakazam Dudunsparce;6;1914;5,5;53,5
Dragapult Dusknoir;7;1879;5,4;50,07
N's Zoroark;8;1809;5,19;48,1
Grimmsnarl Froslass;9;1525;4,38;51,35
Dhelmise;10;1405;4,03;48,15
Toucannon;11;983;2,82;47,25
Raging Bolt Ogerpon;12;766;2,2;53,24
Mega Lucario;13;676;1,94;50,03
Lucario Hariyama;14;613;1,76;48,73
Mega Greninja;15;543;1,56;41,39
Basic Box;16;517;1,48;52,67
Ogerpon Meganium Hydrapple;17;478;1,37;51,25
Rocket's Honchkrow;18;446;1,28;49,9
Cynthia's Garchomp;19;419;1,2;52,23
Mega Chandelure;20;406;1,17;42,94
Beedrill;21;383;1,1;49,48
Mega Absol Box;22;358;1,03;46,7
Kangaskhan Bouffalant;23;280;0,8;50,65
Crustle;24;271;0,78;47,68
Manectric Eelektrik;25;272;0,78;43,07
Greninja;26;260;0,75;50,87
Ethan's Typhlosion;27;257;0,74;46,11
Rocket's Mewtwo;28;259;0,74;44,45
Hop's Trevenant;29;245;0,7;47,25
Starmie Froslass;30;229;0,66;47,68
Toxtricity Box;31;230;0,66;51,16
Ceruledge;32;228;0,65;48,19
Lopunny Dusknoir;33;208;0,6;49,13
Dragapult Dudunsparce;34;203;0,58;54,35
Mega Venusaur;35;199;0,57;43,38
Lopunny Dudunsparce;36;194;0,56;51,7
Ogerpon Meganium Arboliva;37;193;0,55;55,21
Mega Starmie;38;161;0,46;51,05
Starmie Dusknoir;39;156;0,45;46,14
Mega Darkrai;40;153;0,44;38,29
Cinccino;41;143;0,41;49,86
Blaziken Zoroark;42;125;0,36;47,72
Toxtricity;43;123;0,35;36,93
Steven's Metagross;44;109;0,31;50,0
Wailord;45;107;0,31;39,36
Clefairy Ogerpon;46;105;0,3;49,31
Froslass Munkidori;47;93;0,27;41,47
Lillie's Clefairy;48;91;0,26;49,43
Okidogi Barbaracle;49;91;0,26;48,62
Mega Froslass;50;88;0,25;37,87
Mega Abomasnow;51;85;0,24;37,2
Metagross;52;76;0,22;48,55
Mega Dragonite;53;70;0,2;48,73
Flareon Noctowl;54;69;0,2;46,92
Doublade;55;69;0,2;42,81
Tera Box;56;69;0,2;50,54
Mega Charizard X;57;68;0,2;32,97
Sharpedo Toxtricity;58;67;0,19;40,58
Marnie's Grimmsnarl;59;60;0,17;46,4
Hydreigon;60;59;0,17;33,03
Diancie Dusknoir;61;59;0,17;47,95
Zygarde Barbaracle;62;54;0,16;48,39
Erika's Victreebel;63;56;0,16;40,54
Froslass Dudunsparce;64;54;0,16;39,15
Iron Thorns;65;55;0,16;32,29
Palafin;66;49;0,14;48,95
Hop's Zacian;67;48;0,14;44,44
Ogerpon Meganium;68;45;0,13;41,97
Iono's Bellibolt;69;43;0,12;39,05
Bronzong;70;38;0,11;47,5
Archaludon;71;39;0,11;35,92
Ursaluna Lunatone;72;37;0,11;39,44
Mega Feraligatr;73;38;0,11;30,58
Yanmega;74;32;0,09;45,45
Azumarill;75;31;0,09;47,24
Decidueye;76;32;0,09;37,5
Mega Camerupt;77;25;0,07;35,0
Rocket's Nidoking;78;24;0,07;38,14
Joltik Box;79;22;0,06;44,83
Archaludon Dudunsparce;80;20;0,06;33,33
Jellicent Dusknoir;81;22;0,06;43,04
Archaludon Zoroark;82;21;0,06;42,47
Sinistcha Ogerpon;83;19;0,05;58,33
Eelektrik;84;17;0,05;40,0
Dragapult Froslass;85;19;0,05;44,16
Blissey;86;18;0,05;48,65
Mega Zygarde;87;17;0,05;34,25
Terapagos Noctowl;88;17;0,05;40,85
Ethan's Magcargo;89;19;0,05;39,71
Gengar;90;17;0,05;30,3
Greninja Blaziken;91;16;0,05;57,58
Blaziken;92;19;0,05;35,94
Paldean Tauros;93;16;0,05;51,72
Misty's Gyarados;94;15;0,04;32,2
Mamoswine;95;14;0,04;37,74
Rocket's Spidops;96;13;0,04;32,0
Dudunsparce Control;97;12;0,03;45,59
Sylveon;98;11;0,03;32,43
Feraligatr;99;11;0,03;36,11
Mega Lopunny;100;10;0,03;36,11
Scizor;101;11;0,03;47,06
Flygon;102;9;0,03;35,71
Mega Gengar;103;10;0,03;11,54
Raging Bolt Bellibolt;104;7;0,02;39,39
Scovillain;105;6;0,02;46,88
Dragapult Zoroark;106;6;0,02;46,43
Alakazam;107;6;0,02;40,0
Mega Sharpedo;108;7;0,02;33,33
Seaking Festival Lead;109;5;0,01;59,38
Dragonite Eelektrik;110;5;0,01;31,82
Cinderace;111;5;0,01;47,62
Mega Manectric;112;4;0,01;52,38
Mega Diancie;113;4;0,01;47,62
Mega Latias;114;5;0,01;42,11
Flareon;115;5;0,01;35,29
Luxray;116;5;0,01;43,75
Toxtricity Brute Bonnet;117;3;0,01;50,0
Zoroark Crustle;118;5;0,01;30,77
Tyranitar;119;3;0,01;30,77
Cornerstone Mask Ogerpon;120;3;0,01;16,67
Alolan Exeggutor ex;121;2;0,01;27,27
Okidogi;122;3;0,01;40,0
Rocket's Porygon-Z;123;2;0,01;40,0
Incineroar;124;2;0,01;40,0
Slaking;125;2;0,01;33,33
Raging Bolt;126;2;0,01;11,11
Bloodmoon Ursaluna;127;3;0,01;12,5
Hydrapple Ogerpon;128;2;0,01;60,0
Hydrapple;129;2;0,01;33,33
Zoroark Lucario;130;1;0,0;66,67
Milotic;131;1;0,0;33,33
Heatran Metang;132;1;0,0;0,0
Future Box;133;1;0,0;0,0
