deck_name;rank;count;share;winrate
Mega Excadrill;1;2386;7,83;49,08
Dragapult;2;2158;7,08;53,99
Festival Lead;3;1976;6,48;50,95
Dragapult Blaziken;4;1826;5,99;52,71
Slowking;5;1654;5,43;52,45
Dragapult Dusknoir;6;1631;5,35;50,13
Alakazam Dudunsparce;7;1614;5,3;53,59
N's Zoroark;8;1571;5,16;48,07
Grimmsnarl Froslass;9;1387;4,55;51,4
Dhelmise;10;1234;4,05;47,83
Toucannon;11;944;3,1;47,07
Raging Bolt Ogerpon;12;609;2,0;53,83
Mega Lucario;13;589;1,93;50,62
Lucario Hariyama;14;525;1,72;48,29
Mega Greninja;15;497;1,63;42,02
Basic Box;16;459;1,51;52,9
Ogerpon Meganium Hydrapple;17;415;1,36;50,83
Rocket's Honchkrow;18;404;1,33;49,44
Mega Chandelure;19;370;1,21;42,16
Cynthia's Garchomp;20;359;1,18;52,72
Beedrill;21;349;1,15;48,47
Mega Absol Box;22;342;1,12;47,35
Kangaskhan Bouffalant;23;243;0,8;50,24
Ethan's Typhlosion;24;234;0,77;46,12
Manectric Eelektrik;25;234;0,77;42,94
Crustle;26;231;0,76;47,61
Greninja;27;225;0,74;50,67
Hop's Trevenant;28;215;0,71;47,77
Rocket's Mewtwo;29;214;0,7;44,92
Toxtricity Box;30;209;0,69;50,33
Ceruledge;31;200;0,66;47,56
Starmie Froslass;32;198;0,65;48,4
Mega Venusaur;33;180;0,59;42,68
Lopunny Dudunsparce;34;166;0,54;51,23
Dragapult Dudunsparce;35;158;0,52;56,2
Ogerpon Meganium Arboliva;36;145;0,48;55,62
Mega Starmie;37;144;0,47;51,41
Mega Darkrai;38;143;0,47;39,0
Cinccino;39;126;0,41;49,83
Starmie Dusknoir;40;122;0,4;45,4
Blaziken Zoroark;41;112;0,37;48,48
Toxtricity;42;111;0,36;37,0
Wailord;43;103;0,34;39,93
Steven's Metagross;44;95;0,31;49,01
Lopunny Dusknoir;45;88;0,29;51,0
Clefairy Ogerpon;46;88;0,29;49,06
Froslass Munkidori;47;88;0,29;42,23
Lillie's Clefairy;48;78;0,26;50,26
Mega Abomasnow;49;79;0,26;37,57
Mega Froslass;50;76;0,25;40,18
Okidogi Barbaracle;51;76;0,25;47,9
Metagross;52;68;0,22;47,6
Mega Dragonite;53;65;0,21;47,77
Flareon Noctowl;54;60;0,2;48,18
Doublade;55;61;0,2;42,62
