deck_name;rank;count;share;winrate
Dragapult;1;4104;8,31;53,17
Mega Excadrill;2;3364;6,81;48,63
Alakazam Dudunsparce;3;2996;6,07;51,84
Dragapult Dusknoir;4;2797;5,66;50,36
Slowking;5;2669;5,41;51,68
N's Zoroark;6;2670;5,41;47,81
Dragapult Blaziken;7;2633;5,33;52,77
Festival Lead;8;2625;5,32;50,69
Dhelmise;9;1970;3,99;49,15
Grimmsnarl Froslass;10;1879;3,81;51,06
Toucannon;11;1076;2,18;47,04
Mega Lucario;12;1014;2,05;50,07
Basic Box;13;1008;2,04;52,19
Raging Bolt Ogerpon;14;989;2,0;52,39
Lucario Hariyama;15;950;1,92;48,25
Ogerpon Meganium Hydrapple;16;692;1,4;51,81
Rocket's Honchkrow;17;692;1,4;51,14
Mega Greninja;18;684;1,39;41,95
Cynthia's Garchomp;19;638;1,29;51,49
Crustle;20;629;1,27;51,5
Mega Chandelure;21;520;1,05;43,05
Beedrill;22;505;1,02;50,31
Rocket's Mewtwo;23;475;0,96;45,52
Lopunny Dudunsparce;24;419;0,85;53,57
Mega Absol Box;25;414;0,84;47,03
Kangaskhan Bouffalant;26;384;0,78;50,85
Greninja;27;377;0,76;50,43
Lopunny Dusknoir;28;375;0,76;48,98
Hop's Trevenant;29;360;0,73;46,29
Starmie Froslass;30;353;0,71;48,6
Toxtricity Box;31;346;0,7;49,93
Ethan's Typhlosion;32;328;0,66;46,36
Manectric Eelektrik;33;327;0,66;42,73
Ogerpon Meganium Arboliva;34;300;0,61;55,16
Dragapult Dudunsparce;35;302;0,61;53,02
Ceruledge;36;275;0,56;47,84
Mega Venusaur;37;270;0,55;44,75
Alakazam Dusknoir;38;262;0,53;50,66
Sharpedo Toxtricity;39;240;0,49;50,47
Mega Darkrai;40;231;0,47;37,38
Starmie Dusknoir;41;224;0,45;47,67
Mega Starmie;42;217;0,44;50,2
Cinccino;43;192;0,39;49,79
Steven's Metagross;44;177;0,36;51,05
Toxtricity;45;168;0,34;36,5
Blaziken Zoroark;46;145;0,29;47,46
Clefairy Ogerpon;47;139;0,28;49,51
Okidogi Barbaracle;48;129;0,26;48,35
Lillie's Clefairy;49;117;0,24;49,06
Froslass Munkidori;50;119;0,24;41,61
Wailord;51;119;0,24;38,59
Mega Abomasnow;52;108;0,22;36,27
Mega Froslass;53;109;0,22;36,23
Mega Charizard X;54;107;0,22;33,33
Seaking Festival Lead;55;98;0,2;49,5
Flareon Noctowl;56;100;0,2;44,28
Metagross;57;94;0,19;47,33
Hydreigon;58;94;0,19;36,01
Doublade;59;93;0,19;42,63
Hop's Zacian;60;89;0,18;43,58
