deck_name;rank;count;share;winrate
Dragapult;1;1884;8,28;52,66
Dragapult Dusknoir;2;1408;6,18;51,12
Slowking;3;1326;5,82;51,75
Mega Greninja;4;1288;5,66;43,99
N's Zoroark;5;1203;5,28;49,6
Alakazam Dudunsparce;6;1002;4,4;51,87
Beedrill;7;901;3,96;49,63
Ogerpon Meganium Hydrapple;8;780;3,43;52,86
Lucario Hariyama;9;678;2,98;47,49
Rocket's Honchkrow;10;653;2,87;52,84
Dragapult Blaziken;11;650;2,86;54,23
Raging Bolt Ogerpon;12;600;2,64;51,57
Rocket's Mewtwo;13;510;2,24;47,5
Festival Lead;14;492;2,16;50,43
Crustle;15;469;2,06;53,39
Lopunny Dudunsparce;16;469;2,06;48,35
Hop's Trevenant;17;356;1,56;47,76
Mega Lucario;18;348;1,53;49,42
Cynthia's Garchomp;19;344;1,51;52,04
Starmie Dusknoir;20;341;1,5;43,2
Basic Box;21;337;1,48;51,94
Greninja;22;315;1,38;49,18
Starmie Froslass;23;300;1,32;46,09
Dragapult Dudunsparce;24;267;1,17;50,24
Ceruledge;25;261;1,15;46,04
Metagross;26;260;1,14;53,24
Grimmsnarl Froslass;27;244;1,07;51,87
Ethan's Typhlosion;28;233;1,02;49,95
Diancie Dusknoir;29;200;0,88;50,67
Archaludon Dudunsparce;30;172;0,76;52,23
Mega Venusaur;31;168;0,74;47,3
Mega Starmie;32;167;0,73;47,68
Okidogi Barbaracle;33;146;0,64;53,33
Lillie's Clefairy;34;138;0,61;44,14
Mega Absol Box;35;128;0,56;51,13
Manectric Eelektrik;36;123;0,54;39,59
Hydreigon;37;111;0,49;40,45
Ursaluna Lunatone;38;108;0,47;43,67
Steven's Metagross;39;105;0,46;41,01
Ogerpon Meganium Arboliva;40;95;0,42;49,3
Kangaskhan Bouffalant;41;90;0,4;50,9
Doublade;42;90;0,4;43,79
Mega Charizard X;43;84;0,37;38,18
Hop's Zacian;44;79;0,35;44,48
Toxtricity Box;45;77;0,34;54,65
Joltik Box;46;75;0,33;49,71
Mega Froslass;47;72;0,32;47,57
Flareon Noctowl;48;72;0,32;40,75
Archaludon;49;68;0,3;50,63
Mega Abomasnow;50;69;0,3;41,03
Ogerpon Meganium;51;65;0,29;38,4
Yanmega;52;62;0,27;43,87
Sylveon;53;61;0,27;42,45
Mega Dragonite;54;57;0,25;49,3
Sharpedo Toxtricity;55;53;0,23;42,13
Tera Box;56;51;0,22;45,74
Froslass Dudunsparce;57;50;0,22;35,29
Palafin;58;47;0,21;44,2
Clefairy Ogerpon;59;48;0,21;47,72
Decidueye;60;45;0,2;41,33
Froslass Munkidori;61;42;0,18;41,24
Blaziken;62;37;0,16;45,86
Marnie's Grimmsnarl;63;37;0,16;39,29
Mega Diancie;64;33;0,14;40,63
Iono's Bellibolt;65;28;0,12;44,88
Mega Feraligatr;66;27;0,12;35,05
Mega Lopunny;67;25;0,11;56,62
Blaziken Zoroark;68;24;0,11;54,78
Bronzong;69;26;0,11;40,57
Sinistcha Ogerpon;70;25;0,11;54,37
Mega Zygarde;71;25;0,11;37,78
Azumarill;72;20;0,09;33,33
Eelektrik;73;20;0,09;32,31
Dragapult Froslass;74;19;0,08;48,96
Archaludon Zoroark;75;19;0,08;41,33
Misty's Gyarados;76;19;0,08;45,95
Dudunsparce Control;77;19;0,08;38,36
Lopunny Dusknoir;78;18;0,08;47,14
Okidogi;79;18;0,08;30,77
Rocket's Spidops;80;17;0,07;38,36
Jellicent Dusknoir;81;16;0,07;46,15
Mega Gengar;82;16;0,07;28,07
Raging Bolt Bellibolt;83;16;0,07;38,0
Alakazam;84;13;0,06;44,59
Heatran Metang;85;13;0,06;56,45
Toxtricity;86;14;0,06;36,67
Paldean Tauros;87;13;0,06;28,0
Zygarde Barbaracle;88;11;0,05;45,65
Ethan's Magcargo;89;11;0,05;36,59
Iron Thorns;90;8;0,04;39,53
Mamoswine;91;9;0,04;46,34
Blissey;92;9;0,04;50,0
Slaking;93;10;0,04;37,14
Feraligatr;94;9;0,04;30,0
Terapagos Noctowl;95;9;0,04;51,85
Mega Camerupt;96;8;0,04;33,33
Tyranitar;97;8;0,04;25,0
Mega Latias;98;9;0,04;21,74
Rocket's Nidoking;99;7;0,03;31,25
Flygon;100;6;0,03;46,88
Mega Sharpedo;101;7;0,03;33,33
Dragapult Iron Thorns;102;6;0,03;66,67
Flareon;103;6;0,03;41,67
Seaking Festival Lead;104;7;0,03;43,48
Milotic;105;4;0,02;43,48
Mega Manectric;106;4;0,02;45,45
Bloodmoon Ursaluna;107;5;0,02;28,57
Scizor;108;5;0,02;42,11
Hydrapple;109;4;0,02;36,84
Dragonite Eelektrik;110;4;0,02;44,44
Iron Thorns Crustle;111;5;0,02;57,14
Luxray;112;5;0,02;35,71
Cinderace;113;4;0,02;38,46
Alolan Exeggutor ex;114;4;0,02;50,0
Torterra;115;2;0,01;42,86
Erika's Victreebel;116;2;0,01;61,54
Incineroar;117;3;0,01;41,67
Hydrapple Ogerpon;118;3;0,01;30,0
Greninja Froslass;119;2;0,01;33,33
Toxtricity Brute Bonnet;120;2;0,01;28,57
Galvantula;121;2;0,01;16,67
Scovillain;122;1;0,0;50,0
Cornerstone Mask Ogerpon;123;1;0,0;40,0
Raging Bolt;124;1;0,0;40,0
Rocket's Porygon-Z;125;1;0,0;0,0
Ogerpon;126;1;0,0;0,0
Great Tusk Mill;127;1;0,0;50,0
Miraidon;128;1;0,0;0,0
