deck_name;rank;count;share;winrate
Dragapult;1;1271;9,18;53,11
Mega Greninja;2;883;6,38;44,36
Dragapult Dusknoir;3;812;5,86;51,45
Slowking;4;792;5,72;51,91
Beedrill;5;607;4,38;48,99
Alakazam Dudunsparce;6;561;4,05;50,74
N's Zoroark;7;550;3,97;49,94
Ogerpon Meganium Hydrapple;8;522;3,77;53,43
Lucario Hariyama;9;441;3,18;46,66
Raging Bolt Ogerpon;10;418;3,02;51,22
Dragapult Blaziken;11;376;2,72;55,24
Rocket's Honchkrow;12;370;2,67;51,51
Lopunny Dudunsparce;13;353;2,55;47,52
Rocket's Mewtwo;14;303;2,19;46,78
Festival Lead;15;297;2,14;50,91
Starmie Dusknoir;16;265;1,91;43,87
Crustle;17;239;1,73;54,77
Cynthia's Garchomp;18;226;1,63;49,95
Dragapult Dudunsparce;19;222;1,6;50,77
Mega Lucario;20;215;1,55;49,36
Starmie Froslass;21;210;1,52;44,72
Basic Box;22;197;1,42;51,58
Greninja;23;194;1,4;47,83
Hop's Trevenant;24;191;1,38;48,39
Grimmsnarl Froslass;25;151;1,09;50,79
Ceruledge;26;151;1,09;48,41
Diancie Dusknoir;27;133;0,96;52,03
Metagross;28;129;0,93;52,93
Archaludon Dudunsparce;29;116;0,84;53,53
Ethan's Typhlosion;30;108;0,78;50,94
Mega Starmie;31;106;0,77;48,2
Okidogi Barbaracle;32;107;0,77;54,24
Mega Venusaur;33;99;0,71;43,47
Ogerpon Meganium Arboliva;34;74;0,53;46,77
Steven's Metagross;35;69;0,5;42,95
Hydreigon;36;62;0,45;37,77
Ursaluna Lunatone;37;60;0,43;40,34
Kangaskhan Bouffalant;38;57;0,41;50,0
Hop's Zacian;39;54;0,39;45,3
Mega Charizard X;40;54;0,39;40,93
Manectric Eelektrik;41;52;0,38;38,66
Doublade;42;50;0,36;45,83
Mega Abomasnow;43;49;0,35;39,82
Mega Froslass;44;48;0,35;47,91
Flareon Noctowl;45;48;0,35;41,3
Joltik Box;46;43;0,31;51,0
Toxtricity Box;47;43;0,31;55,1
Yanmega;48;42;0,3;45,81
Mega Absol Box;49;41;0,3;44,38
Clefairy Ogerpon;50;37;0,27;50,65
Lillie's Clefairy;51;35;0,25;44,44
Ogerpon Meganium;52;32;0,23;38,52
Archaludon;53;31;0,22;49,67
Palafin;54;30;0,22;41,84
Froslass Dudunsparce;55;31;0,22;35,9
Tera Box;56;30;0,22;45,69
Mega Dragonite;57;30;0,22;52,25
Mega Diancie;58;26;0,19;42,96
Froslass Munkidori;59;25;0,18;44,17
Decidueye;60;25;0,18;43,1
Sharpedo Toxtricity;61;24;0,17;38,24
Mega Zygarde;62;20;0,14;40,26
Blaziken;63;19;0,14;45,07
Bronzong;64;18;0,13;44,74
Dudunsparce Control;65;16;0,12;34,48
Mega Lopunny;66;14;0,1;59,3
Raging Bolt Bellibolt;67;14;0,1;36,59
Mega Feraligatr;68;13;0,09;39,58
Dragapult Froslass;69;11;0,08;51,72
Misty's Gyarados;70;11;0,08;42,22
Lopunny Dusknoir;71;11;0,08;48,84
Azumarill;72;11;0,08;38,46
Rocket's Spidops;73;11;0,08;29,73
Okidogi;74;10;0,07;39,53
Ethan's Magcargo;75;10;0,07;37,14
Alakazam;76;9;0,06;42,0
Iono's Bellibolt;77;9;0,06;43,59
Jellicent Dusknoir;78;8;0,06;47,22
Marnie's Grimmsnarl;79;9;0,06;30,0
Eelektrik;80;8;0,06;37,04
Heatran Metang;81;7;0,05;62,5
Paldean Tauros;82;7;0,05;21,43
Seaking Festival Lead;83;7;0,05;43,48
Mega Gengar;84;6;0,04;25,0
Archaludon Zoroark;85;5;0,04;37,5
Sinistcha Ogerpon;86;5;0,04;65,22
Dragapult Iron Thorns;87;5;0,04;68,18
Toxtricity;88;6;0,04;45,0
Terapagos Noctowl;89;5;0,04;55,56
Tyranitar;90;5;0,04;20,0
Milotic;91;4;0,03;43,48
Mamoswine;92;4;0,03;57,14
Slaking;93;4;0,03;42,86
Zygarde Barbaracle;94;4;0,03;56,25
Cinderace;95;4;0,03;38,46
Luxray;96;4;0,03;41,67
Mega Camerupt;97;4;0,03;10,0
Hydrapple;98;3;0,02;35,71
Rocket's Nidoking;99;3;0,02;23,08
Blissey;100;3;0,02;50,0
Bloodmoon Ursaluna;101;3;0,02;30,0
Feraligatr;102;3;0,02;25,0
Alolan Exeggutor ex;103;2;0,01;54,55
Flygon;104;2;0,01;37,5
Hydrapple Ogerpon;105;2;0,01;28,57
Toxtricity Brute Bonnet;106;2;0,01;28,57
Erika's Victreebel;107;1;0,01;57,14
Blaziken Zoroark;108;2;0,01;66,67
Iron Thorns Crustle;109;2;0,01;66,67
Scizor;110;1;0,01;66,67
Flareon;111;1;0,01;60,0
Dragonite Eelektrik;112;1;0,01;40,0
Cornerstone Mask Ogerpon;113;1;0,01;40,0
Mega Sharpedo;114;2;0,01;25,0
Mega Manectric;115;1;0,01;25,0
Iron Thorns;116;1;0,01;25,0
Incineroar;117;1;0,01;25,0
Galvantula;118;1;0,01;25,0
Ogerpon;119;1;0,01;0,0
Great Tusk Mill;120;1;0,01;50,0
Mega Latias;121;1;0,01;0,0
