deck_name;rank;count;share;winrate
Mega Excadrill;1;1829;7,75;49,8
Festival Lead;2;1625;6,88;51,56
Dragapult;3;1537;6,51;54,4
Dragapult Blaziken;4;1394;5,9;52,7
Dragapult Dusknoir;5;1277;5,41;49,73
Slowking;6;1233;5,22;52,7
Alakazam Dudunsparce;7;1220;5,17;53,53
N's Zoroark;8;1211;5,13;48,13
Grimmsnarl Froslass;9;1109;4,7;51,72
Dhelmise;10;996;4,22;47,89
Toucannon;11;861;3,65;47,55
Mega Greninja;12;402;1,7;42,31
Mega Lucario;13;393;1,66;50,78
Raging Bolt Ogerpon;14;389;1,65;53,56
Lucario Hariyama;15;387;1,64;47,98
Ogerpon Meganium Hydrapple;16;345;1,46;51,28
Rocket's Honchkrow;17;331;1,4;48,67
Basic Box;18;327;1,38;53,91
Mega Absol Box;19;313;1,33;48,21
Mega Chandelure;20;307;1,3;43,03
Beedrill;21;298;1,26;49,29
Cynthia's Garchomp;22;288;1,22;52,51
Kangaskhan Bouffalant;23;205;0,87;50,56
Manectric Eelektrik;24;195;0,83;41,31
Rocket's Mewtwo;25;177;0,75;45,21
Crustle;26;169;0,72;47,59
Toxtricity Box;27;169;0,72;50,54
Ethan's Typhlosion;28;168;0,71;45,54
Mega Venusaur;29;163;0,69;43,15
Ceruledge;30;159;0,67;47,68
Hop's Trevenant;31;157;0,66;47,46
Greninja;32;154;0,65;51,25
Starmie Froslass;33;148;0,63;48,16
Mega Darkrai;34;132;0,56;39,81
Mega Starmie;35;107;0,45;52,99
Lopunny Dudunsparce;36;106;0,45;50,88
Cinccino;37;105;0,44;50,98
Blaziken Zoroark;38;99;0,42;49,15
Wailord;39;97;0,41;40,46
Starmie Dusknoir;40;95;0,4;45,32
Dragapult Dudunsparce;41;90;0,38;54,49
Toxtricity;42;89;0,38;33,43
Steven's Metagross;43;72;0,3;50,76
Froslass Munkidori;44;69;0,29;44,89
Mega Abomasnow;45;65;0,28;38,91
Lillie's Clefairy;46;59;0,25;51,68
Okidogi Barbaracle;47;59;0,25;45,45
Metagross;48;56;0,24;45,56
Ogerpon Meganium Arboliva;49;55;0,23;56,21
Mega Dragonite;50;51;0,22;50,0
Flareon Noctowl;51;51;0,22;50,49
Erika's Victreebel;52;51;0,22;42,08
Zygarde Barbaracle;53;49;0,21;49,62
Mega Charizard X;54;49;0,21;31,63
Doublade;55;49;0,21;41,54
Iron Thorns;56;49;0,21;34,3
Marnie's Grimmsnarl;57;48;0,2;45,6
Mega Froslass;58;46;0,19;43,64
Tera Box;59;44;0,19;53,4
