deck_name;rank;count;share;winrate
Dragapult;1;1241;9,3;53,23
Mega Greninja;2;851;6,38;44,08
Dragapult Dusknoir;3;779;5,84;51,43
Slowking;4;759;5,69;51,9
Beedrill;5;591;4,43;49,22
Alakazam Dudunsparce;6;530;3,97;50,74
N's Zoroark;7;529;3,96;50,09
Ogerpon Meganium Hydrapple;8;511;3,83;53,32
Lucario Hariyama;9;432;3,24;46,61
Raging Bolt Ogerpon;10;398;2,98;51,17
Rocket's Honchkrow;11;362;2,71;51,55
Dragapult Blaziken;12;359;2,69;55,39
Lopunny Dudunsparce;13;350;2,62;47,58
Rocket's Mewtwo;14;296;2,22;47,09
Festival Lead;15;279;2,09;50,12
Starmie Dusknoir;16;261;1,96;43,99
Crustle;17;225;1,69;54,91
Cynthia's Garchomp;18;218;1,63;49,95
Dragapult Dudunsparce;19;214;1,6;50,99
Mega Lucario;20;211;1,58;49,51
Starmie Froslass;21;201;1,51;44,94
Greninja;22;191;1,43;47,6
Basic Box;23;188;1,41;51,55
Hop's Trevenant;24;179;1,34;47,92
Grimmsnarl Froslass;25;149;1,12;50,56
Ceruledge;26;140;1,05;48,14
Diancie Dusknoir;27;127;0,95;52,41
Metagross;28;124;0,93;53,39
Archaludon Dudunsparce;29;112;0,84;53,72
Okidogi Barbaracle;30;104;0,78;54,06
Mega Starmie;31;102;0,76;48,38
Ethan's Typhlosion;32;99;0,74;51,49
Mega Venusaur;33;94;0,7;42,51
Ogerpon Meganium Arboliva;34;72;0,54;46,51
Steven's Metagross;35;67;0,5;42,9
Hydreigon;36;60;0,45;36,74
Ursaluna Lunatone;37;58;0,43;39,19
Kangaskhan Bouffalant;38;55;0,41;49,55
Hop's Zacian;39;53;0,4;46,09
Mega Charizard X;40;54;0,4;40,93
Manectric Eelektrik;41;52;0,39;38,66
Doublade;42;50;0,37;45,83
Flareon Noctowl;43;48;0,36;41,3
Mega Abomasnow;44;46;0,34;39,91
Mega Froslass;45;44;0,33;46,84
Joltik Box;46;42;0,31;51,27
Toxtricity Box;47;42;0,31;55,21
Yanmega;48;42;0,31;45,81
Clefairy Ogerpon;49;35;0,26;49,66
Mega Absol Box;50;35;0,26;46,1
Archaludon;51;31;0,23;49,67
Froslass Dudunsparce;52;31;0,23;35,9
Ogerpon Meganium;53;30;0,22;38,76
Tera Box;54;29;0,22;46,43
Mega Dragonite;55;29;0,22;52,73
Lillie's Clefairy;56;28;0,21;42,27
Decidueye;57;25;0,19;43,1
Palafin;58;24;0,18;42,74
Froslass Munkidori;59;24;0,18;44,83
Sharpedo Toxtricity;60;24;0,18;38,24
Mega Diancie;61;23;0,17;43,09
Mega Zygarde;62;20;0,15;40,26
Bronzong;63;18;0,13;44,74
Dudunsparce Control;64;16;0,12;34,48
Mega Lopunny;65;13;0,1;58,75
Blaziken;66;14;0,1;40,38
Mega Feraligatr;67;13;0,1;39,58
Raging Bolt Bellibolt;68;12;0,09;35,48
Dragapult Froslass;69;11;0,08;51,72
Misty's Gyarados;70;11;0,08;42,22
Azumarill;71;11;0,08;38,46
Alakazam;72;9;0,07;42,0
Okidogi;73;10;0,07;39,53
Iono's Bellibolt;74;9;0,07;43,59
Lopunny Dusknoir;75;10;0,07;45,71
Ethan's Magcargo;76;10;0,07;37,14
Rocket's Spidops;77;10;0,07;32,35
Marnie's Grimmsnarl;78;9;0,07;30,0
Jellicent Dusknoir;79;8;0,06;47,22
Heatran Metang;80;7;0,05;62,5
Paldean Tauros;81;7;0,05;21,43
Seaking Festival Lead;82;7;0,05;43,48
Eelektrik;83;7;0,05;39,13
Archaludon Zoroark;84;5;0,04;37,5
Dragapult Iron Thorns;85;5;0,04;68,18
Mega Gengar;86;5;0,04;28,57
Toxtricity;87;5;0,04;40,0
Milotic;88;4;0,03;43,48
Mamoswine;89;4;0,03;57,14
Terapagos Noctowl;90;4;0,03;55,56
Zygarde Barbaracle;91;4;0,03;56,25
Cinderace;92;4;0,03;38,46
Tyranitar;93;4;0,03;23,08
Luxray;94;4;0,03;41,67
Mega Camerupt;95;4;0,03;10,0
Slaking;96;3;0,02;45,0
Blissey;97;3;0,02;50,0
Bloodmoon Ursaluna;98;3;0,02;30,0
Alolan Exeggutor ex;99;2;0,01;54,55
Hydrapple;100;2;0,01;30,0
Flygon;101;2;0,01;37,5
Toxtricity Brute Bonnet;102;2;0,01;28,57
Hydrapple Ogerpon;103;2;0,01;28,57
Rocket's Nidoking;104;2;0,01;0,0
Erika's Victreebel;105;1;0,01;57,14
Blaziken Zoroark;106;2;0,01;66,67
Iron Thorns Crustle;107;2;0,01;66,67
Feraligatr;108;2;0,01;33,33
Scizor;109;1;0,01;66,67
Sinistcha Ogerpon;110;1;0,01;50,0
Flareon;111;1;0,01;60,0
Dragonite Eelektrik;112;1;0,01;40,0
Cornerstone Mask Ogerpon;113;1;0,01;40,0
Mega Sharpedo;114;2;0,01;25,0
Galvantula;115;1;0,01;25,0
Mega Manectric;116;1;0,01;25,0
Iron Thorns;117;1;0,01;25,0
Incineroar;118;1;0,01;25,0
Ogerpon;119;1;0,01;0,0
Great Tusk Mill;120;1;0,01;50,0
Mega Latias;121;1;0,01;0,0
