deck_name;rank;count;share;winrate
Dragapult;1;2131;7,97;53,04
Dragapult Dusknoir;2;1686;6,31;51,43
Slowking;3;1551;5,8;51,98
N's Zoroark;4;1549;5,8;49,18
Mega Greninja;5;1522;5,7;43,92
Alakazam Dudunsparce;6;1180;4,42;51,75
Beedrill;7;1027;3,84;49,2
Ogerpon Meganium Hydrapple;8;901;3,37;52,58
Dragapult Blaziken;9;797;2,98;53,61
Rocket's Honchkrow;10;760;2,84;52,94
Lucario Hariyama;11;760;2,84;47,97
Raging Bolt Ogerpon;12;657;2,46;51,46
Festival Lead;13;606;2,27;50,43
Rocket's Mewtwo;14;571;2,14;47,48
Crustle;15;555;2,08;53,5
Lopunny Dudunsparce;16;515;1,93;48,17
Basic Box;17;423;1,58;52,34
Cynthia's Garchomp;18;420;1,57;52,38
Mega Lucario;19;406;1,52;48,9
Hop's Trevenant;20;401;1,5;47,36
Starmie Dusknoir;21;365;1,37;43,83
Greninja;22;347;1,3;49,43
Starmie Froslass;23;346;1,29;45,3
Metagross;24;328;1,23;53,0
Ethan's Typhlosion;25;304;1,14;49,89
Ceruledge;26;300;1,12;45,58
Grimmsnarl Froslass;27;288;1,08;52,36
Dragapult Dudunsparce;28;278;1,04;49,92
Diancie Dusknoir;29;226;0,85;50,3
Mega Venusaur;30;195;0,73;47,08
Archaludon Dudunsparce;31;180;0,67;51,51
Mega Starmie;32;173;0,65;47,36
Mega Absol Box;33;165;0,62;51,39
Okidogi Barbaracle;34;162;0,61;53,81
Lillie's Clefairy;35;155;0,58;43,72
Manectric Eelektrik;36;151;0,57;40,4
Hydreigon;37;127;0,48;39,96
Steven's Metagross;38;125;0,47;42,02
Kangaskhan Bouffalant;39;117;0,44;49,5
Ursaluna Lunatone;40;117;0,44;43,55
Ogerpon Meganium Arboliva;41;108;0,4;48,63
Doublade;42;106;0,4;43,58
Toxtricity Box;43;100;0,37;53,73
Flareon Noctowl;44;97;0,36;44,27
Archaludon;45;92;0,34;49,88
Mega Charizard X;46;91;0,34;37,95
Joltik Box;47;89;0,33;48,74
Hop's Zacian;48;86;0,32;45,36
Mega Froslass;49;83;0,31;45,61
Yanmega;50;74;0,28;42,37
Mega Dragonite;51;76;0,28;47,77
Mega Abomasnow;52;73;0,27;41,52
Sharpedo Toxtricity;53;71;0,27;41,19
Sylveon;54;72;0,27;42,91
Ogerpon Meganium;55;71;0,27;40,57
Marnie's Grimmsnarl;56;68;0,25;43,98
Froslass Dudunsparce;57;63;0,24;39,92
Tera Box;58;59;0,22;46,79
Palafin;59;57;0,21;43,8
Clefairy Ogerpon;60;53;0,2;47,66
Decidueye;61;51;0,19;41,44
Froslass Munkidori;62;47;0,18;40,0
Blaziken Zoroark;63;41;0,15;53,09
Blaziken;64;39;0,15;46,06
Mega Diancie;65;34;0,13;40,85
Rocket's Spidops;66;35;0,13;48,41
Iono's Bellibolt;67;35;0,13;42,95
Bronzong;68;34;0,13;38,89
Mega Feraligatr;69;35;0,13;31,93
Sinistcha Ogerpon;70;32;0,12;53,13
Archaludon Zoroark;71;32;0,12;44,0
Mega Zygarde;72;32;0,12;35,45
Mega Lopunny;73;26;0,1;56,43
Dudunsparce Control;74;24;0,09;36,14
Eelektrik;75;23;0,09;34,57
Alakazam;76;22;0,08;44,63
Dragapult Froslass;77;21;0,08;47,66
Toxtricity;78;21;0,08;40,22
Jellicent Dusknoir;79;21;0,08;46,59
Misty's Gyarados;80;21;0,08;43,75
Raging Bolt Bellibolt;81;21;0,08;37,84
Okidogi;82;20;0,08;30,0
Azumarill;83;20;0,07;33,33
Lopunny Dusknoir;84;18;0,07;47,14
Heatran Metang;85;17;0,06;60,92
Mega Camerupt;86;17;0,06;37,68
Paldean Tauros;87;17;0,06;33,33
Ethan's Magcargo;88;17;0,06;36,84
Mega Gengar;89;16;0,06;28,07
Terapagos Noctowl;90;13;0,05;47,62
Feraligatr;91;13;0,05;29,27
Mamoswine;92;12;0,04;45,28
Blissey;93;12;0,04;50,98
Zygarde Barbaracle;94;12;0,04;42,86
Iron Thorns;95;10;0,04;40,43
Mega Sharpedo;96;10;0,04;37,5
Slaking;97;10;0,04;37,14
Mega Latias;98;10;0,04;22,22
Flygon;99;8;0,03;42,11
Flareon;100;9;0,03;35,29
Mega Manectric;101;7;0,03;38,24
Rocket's Nidoking;102;7;0,03;31,25
Tyranitar;103;8;0,03;25,0
Seaking Festival Lead;104;7;0,03;43,48
Dragapult Iron Thorns;105;6;0,02;66,67
Bloodmoon Ursaluna;106;5;0,02;28,57
Scizor;107;5;0,02;42,11
Galvantula;108;5;0,02;33,33
Cinderace;109;6;0,02;31,25
Iron Thorns Crustle;110;5;0,02;57,14
Luxray;111;5;0,02;35,71
Milotic;112;4;0,01;43,48
Torterra;113;4;0,01;43,48
Hydrapple;114;4;0,01;36,84
Dragonite Eelektrik;115;4;0,01;44,44
Gengar;116;4;0,01;41,18
Incineroar;117;4;0,01;40,0
Erika's Victreebel;118;2;0,01;61,54
Alolan Exeggutor ex;119;4;0,01;50,0
Scovillain;120;3;0,01;45,45
Hydrapple Ogerpon;121;3;0,01;30,0
Greninja Froslass;122;2;0,01;33,33
Toxtricity Brute Bonnet;123;2;0,01;28,57
Raging Bolt;124;2;0,01;33,33
Greninja Blaziken;125;1;0,0;42,86
Cornerstone Mask Ogerpon;126;1;0,0;40,0
Rocket's Porygon-Z;127;1;0,0;0,0
Ogerpon;128;1;0,0;0,0
Great Tusk Mill;129;1;0,0;50,0
Miraidon;130;1;0,0;0,0
