deck_name;rank;count;share;winrate
Dragapult;1;203;8,4;52,91
Mega Greninja;2;199;8,23;41,24
Dragapult Dusknoir;3;148;6,12;50,17
Lopunny Dudunsparce;4;117;4,84;46,75
Hydrapple Ogerpon;5;104;4,3;54,55
Beedrill;6;101;4,18;55,23
N's Zoroark;7;99;4,09;52,95
Slowking;8;92;3,8;52,09
Raging Bolt Ogerpon;9;90;3,72;50,62
Lucario Hariyama;10;77;3,18;51,35
Rocket's Mewtwo;11;77;3,18;45,78
Alakazam Dudunsparce;12;66;2,73;50,18
Rocket's Honchkrow;13;64;2,65;51,33
Dragapult Blaziken;14;64;2,65;49,12
Cynthia's Garchomp;15;58;2,4;51,78
Starmie Dusknoir;16;55;2,27;46,19
Dragapult Dudunsparce;17;49;2,03;50,89
Starmie Froslass;18;45;1,86;50,0
Festival Lead;19;42;1,74;47,45
Grimmsnarl Froslass;20;40;1,65;53,72
Greninja;21;35;1,45;47,8
Mega Lucario;22;32;1,32;50,0
Ogerpon Meganium;23;32;1,32;43,09
Crustle;24;27;1,12;63,01
Ceruledge;25;26;1,08;48,72
Mega Starmie;26;20;0,83;47,37
Okidogi Barbaracle;27;18;0,74;58,33
Ethan's Typhlosion;28;18;0,74;52,38
Ogerpon Box;29;17;0,7;45,26
Archaludon Dudunsparce;30;17;0,7;56,18
Hop's Trevenant;31;17;0,7;45,21
Ursaluna Lunatone;32;14;0,58;41,51
Hop's Zacian;33;13;0,54;57,38
Steven's Metagross;34;12;0,5;45,83
Archaludon;35;11;0,45;55,17
Hydreigon;36;11;0,45;43,64
Diancie Dusknoir;37;11;0,45;46,15
Clefairy Ogerpon;38;10;0,41;53,45
Mega Abomasnow;39;10;0,41;42,86
Mega Venusaur;40;10;0,41;50,0
Mega Froslass;41;9;0,37;56,36
Froslass Munkidori;42;8;0,33;47,5
Froslass Dudunsparce;43;7;0,29;36,67
Kangaskhan Bouffalant;44;7;0,29;58,62
Decidueye;45;7;0,29;22,73
Mega Zygarde;46;7;0,29;25,0
Mega Charizard X;47;6;0,25;55,88
Yanmega;48;6;0,25;45,45
Manectric Eelektrik;49;5;0,21;50,0
Flareon Noctowl;50;5;0,21;40,0
Mega Dragonite;51;5;0,21;60,0
Sharpedo Toxtricity;52;5;0,21;50,0
Paldean Tauros;53;4;0,17;30,0
Dragapult Froslass;54;4;0,17;44,44
Mega Kangaskhan;55;4;0,17;56,25
Tera Box;56;4;0,17;50,0
Rocket's Spidops;57;4;0,17;40,0
Toxtricity Box;58;3;0,12;61,54
Mega Feraligatr;59;3;0,12;38,46
Okidogi;60;3;0,12;33,33
Mega Absol Box;61;3;0,12;44,44
Mega Lopunny;62;2;0,08;56,25
Mega Gengar;63;2;0,08;36,36
Iono's Bellibolt;64;2;0,08;30,0
Blaziken;65;2;0,08;14,29
Joltik Box;66;2;0,08;16,67
Dudunsparce Control;67;2;0,08;0,0
Toxtricity;68;2;0,08;0,0
Raging Bolt Bellibolt;69;2;0,08;0,0
Heatran Metang;70;1;0,04;62,5
Palafin;71;1;0,04;42,86
Mega Diancie;72;1;0,04;50,0
Slaking;73;1;0,04;33,33
Marnie's Grimmsnarl;74;1;0,04;33,33
Blaziken Zoroark;75;1;0,04;80,0
Mamoswine;76;1;0,04;75,0
Hydrapple;77;1;0,04;0,0
Azumarill;78;1;0,04;66,67
Ethan's Magcargo;79;1;0,04;33,33
Mega Sharpedo;80;1;0,04;50,0
Jellicent Dusknoir;81;1;0,04;50,0
Cinderace;82;1;0,04;0,0
Archaludon Zoroark;83;1;0,04;0,0
