deck_name;rank;count;share;winrate
Mega Excadrill;1;1034;7,79;49,94
Festival Lead;2;900;6,78;52,75
Dragapult Blaziken;3;805;6,06;54,06
Dragapult Dusknoir;4;738;5,56;49,94
Dragapult;5;721;5,43;54,48
N's Zoroark;6;709;5,34;48,78
Alakazam Dudunsparce;7;669;5,04;53,97
Dhelmise;8;666;5,02;47,14
Slowking;9;589;4,44;51,99
Toucannon;10;590;4,44;48,0
Grimmsnarl Froslass;11;539;4,06;53,61
Mega Absol Box;12;253;1,91;48,29
Mega Greninja;13;250;1,88;42,73
Lucario Hariyama;14;222;1,67;48,04
Ogerpon Meganium Hydrapple;15;214;1,61;51,45
Rocket's Honchkrow;16;200;1,51;49,65
Beedrill;17;195;1,47;51,85
Mega Chandelure;18;193;1,45;42,47
Cynthia's Garchomp;19;170;1,28;52,58
Basic Box;20;168;1,27;54,34
Raging Bolt Ogerpon;21;161;1,21;53,56
Mega Lucario;22;135;1,02;49,68
Manectric Eelektrik;23;120;0,9;42,47
Kangaskhan Bouffalant;24;110;0,83;51,1
Ceruledge;25;110;0,83;46,46
Rocket's Mewtwo;26;108;0,81;44,99
Ethan's Typhlosion;27;99;0,75;46,64
Crustle;28;96;0,72;46,08
Toxtricity Box;29;93;0,7;46,05
Mega Darkrai;30;89;0,67;42,53
Mega Venusaur;31;85;0,64;42,11
Starmie Froslass;32;76;0,57;45,53
Wailord;33;76;0,57;42,19
Hop's Trevenant;34;73;0,55;44,14
Greninja;35;65;0,49;53,82
Toxtricity;36;62;0,47;30,57
Blaziken Zoroark;37;56;0,42;55,56
Lopunny Dudunsparce;38;54;0,41;52,36
Steven's Metagross;39;48;0,36;50,0
Starmie Dusknoir;40;47;0,35;44,39
Dragapult Dudunsparce;41;43;0,32;54,21
Mega Starmie;42;42;0,32;50,57
Froslass Munkidori;43;42;0,32;44,44
Lillie's Clefairy;44;40;0,3;50,51
Metagross;45;40;0,3;46,81
Iron Thorns;46;40;0,3;33,58
Mega Abomasnow;47;38;0,29;36,08
Mega Charizard X;48;38;0,29;32,65
Erika's Victreebel;49;37;0,28;44,16
Zygarde Barbaracle;50;35;0,26;51,85
Marnie's Grimmsnarl;51;35;0,26;46,85
Mega Dragonite;52;32;0,24;41,79
Doublade;53;32;0,24;40,98
Okidogi Barbaracle;54;32;0,24;42,5
Flareon Noctowl;55;29;0,22;48,7
Cinccino;56;27;0,2;53,19
Archaludon;57;26;0,2;33,7
Mega Feraligatr;58;24;0,18;25,4
Hydreigon;59;23;0,17;31,08
Tera Box;60;20;0,15;48,81
Froslass Dudunsparce;61;20;0,15;36,25
Ogerpon Meganium Arboliva;62;19;0,14;54,26
Palafin;63;16;0,12;52,11
Archaludon Zoroark;64;16;0,12;43,4
Hop's Zacian;65;14;0,11;42,65
Yanmega;66;15;0,11;44,78
Sharpedo Toxtricity;67;14;0,11;40,32
Mega Froslass;68;14;0,11;39,34
Iono's Bellibolt;69;14;0,11;37,25
Diancie Dusknoir;70;15;0,11;35,42
Blissey;71;13;0,1;49,12
Ursaluna Lunatone;72;13;0,1;44,9
Decidueye;73;13;0,1;30,43
Dragapult Froslass;74;12;0,09;41,86
Rocket's Nidoking;75;11;0,08;43,48
Joltik Box;76;11;0,08;40,91
Ogerpon Meganium;77;10;0,08;38,1
Eelektrik;78;9;0,07;44,0
Dudunsparce Control;79;8;0,06;47,83
Bronzong;80;8;0,06;51,35
Terapagos Noctowl;81;8;0,06;45,45
Gengar;82;8;0,06;30,3
Mega Camerupt;83;8;0,06;36,67
Clefairy Ogerpon;84;7;0,05;51,72
Misty's Gyarados;85;7;0,05;33,33
Blaziken;86;6;0,05;46,15
Flygon;87;7;0,05;40,0
Archaludon Dudunsparce;88;7;0,05;33,33
Mega Lopunny;89;7;0,05;33,33
Scizor;90;7;0,05;41,18
Sinistcha Ogerpon;91;5;0,04;56,67
Mega Zygarde;92;5;0,04;30,43
Dragonite Eelektrik;93;5;0,04;31,82
Azumarill;94;5;0,04;35,0
Rocket's Spidops;95;5;0,04;27,78
Paldean Tauros;96;5;0,04;46,15
Mega Manectric;97;4;0,03;52,38
Lopunny Dusknoir;98;4;0,03;33,33
Jellicent Dusknoir;99;4;0,03;41,67
Mega Sharpedo;100;4;0,03;27,27
Mega Gengar;101;4;0,03;20,0
Alakazam;102;3;0,02;60,0
Cornerstone Mask Ogerpon;103;3;0,02;16,67
Feraligatr;104;3;0,02;54,55
Sylveon;105;3;0,02;18,18
Seaking Festival Lead;106;2;0,02;45,45
Zoroark Crustle;107;3;0,02;37,5
Ethan's Magcargo;108;3;0,02;12,5
Flareon;109;2;0,02;37,5
Mega Latias;110;2;0,02;33,33
Raging Bolt Bellibolt;111;2;0,02;16,67
Hydrapple;112;2;0,02;33,33
Scovillain;113;1;0,01;62,5
Cinderace;114;1;0,01;71,43
Toxtricity Brute Bonnet;115;1;0,01;42,86
Mega Diancie;116;1;0,01;50,0
Tyranitar;117;1;0,01;33,33
Luxray;118;1;0,01;60,0
Raging Bolt;119;1;0,01;0,0
Hydrapple Ogerpon;120;1;0,01;100,0
Mamoswine;121;1;0,01;33,33
Milotic;122;1;0,01;33,33
Okidogi;123;1;0,01;0,0
