deck_name;rank;count;share;winrate
Dragapult;1;660;9,42;51,82
Mega Greninja;2;502;7,16;44,24
Dragapult Dusknoir;3;394;5,62;50,99
Slowking;4;351;5,01;52,64
Beedrill;5;327;4,66;51,84
N's Zoroark;6;275;3,92;50,65
Raging Bolt Ogerpon;7;261;3,72;49,86
Ogerpon Meganium Hydrapple;8;260;3,71;54,16
Lucario Hariyama;9;244;3,48;47,6
Lopunny Dudunsparce;10;234;3,34;48,3
Alakazam Dudunsparce;11;208;2,97;50,16
Rocket's Honchkrow;12;206;2,94;51,49
Starmie Dusknoir;13;184;2,62;46,05
Rocket's Mewtwo;14;173;2,47;46,46
Dragapult Blaziken;15;172;2,45;53,33
Cynthia's Garchomp;16;145;2,07;49,52
Dragapult Dudunsparce;17;139;1,98;52,01
Festival Lead;18;136;1,94;47,0
Greninja;19;113;1,61;47,6
Mega Lucario;20;105;1,5;50,43
Starmie Froslass;21;98;1,4;44,44
Basic Box;22;92;1,31;48,46
Grimmsnarl Froslass;23;91;1,3;50,62
Crustle;24;91;1,3;55,2
Ceruledge;25;81;1,16;49,72
Archaludon Dudunsparce;26;62;0,88;54,52
Okidogi Barbaracle;27;58;0,83;54,2
Ogerpon Meganium Arboliva;28;51;0,73;45,28
Metagross;29;49;0,7;55,24
Mega Starmie;30;48;0,68;45,89
Diancie Dusknoir;31;47;0,67;53,77
Mega Venusaur;32;47;0,67;41,44
Hop's Trevenant;33;45;0,64;46,73
Ethan's Typhlosion;34;42;0,6;51,24
Steven's Metagross;35;37;0,53;38,75
Ursaluna Lunatone;36;33;0,47;36,28
Mega Abomasnow;37;31;0,44;42,51
Hop's Zacian;38;31;0,44;50,0
Hydreigon;39;27;0,39;41,22
Mega Charizard X;40;27;0,39;43,86
Clefairy Ogerpon;41;26;0,37;52,14
Yanmega;42;23;0,33;50,53
Doublade;43;23;0,33;49,4
Mega Froslass;44;21;0,3;52,99
Kangaskhan Bouffalant;45;21;0,3;53,01
Archaludon;46;20;0,29;50,93
Manectric Eelektrik;47;20;0,29;41,18
Froslass Dudunsparce;48;20;0,29;34,67
Joltik Box;49;19;0,27;47,5
Flareon Noctowl;50;18;0,26;48,19
Tera Box;51;18;0,26;49,23
Mega Dragonite;52;17;0,24;55,07
Mega Absol Box;53;16;0,23;44,12
Toxtricity Box;54;15;0,21;53,03
Mega Zygarde;55;14;0,2;37,5
Sharpedo Toxtricity;56;14;0,2;42,59
Froslass Munkidori;57;13;0,19;47,06
Mega Diancie;58;12;0,17;44,62
Decidueye;59;12;0,17;44,44
Palafin;60;12;0,17;33,33
Bronzong;61;10;0,14;48,89
Ogerpon Meganium;62;10;0,14;42,86
Rocket's Spidops;63;8;0,11;33,33
Mega Lopunny;64;7;0,1;61,22
Mega Feraligatr;65;7;0,1;45,83
Dragapult Froslass;66;6;0,09;48,39
Iono's Bellibolt;67;6;0,09;51,85
Dudunsparce Control;68;6;0,09;18,75
Heatran Metang;69;5;0,07;62,5
Paldean Tauros;70;5;0,07;26,09
Misty's Gyarados;71;5;0,07;35,29
Raging Bolt Bellibolt;72;5;0,07;12,5
Okidogi;73;5;0,07;33,33
Alakazam;74;4;0,06;36,36
Jellicent Dusknoir;75;4;0,06;46,67
Blaziken;76;4;0,06;21,43
Eelektrik;77;4;0,06;30,77
Azumarill;78;4;0,06;25,0
Milotic;79;3;0,04;44,44
Archaludon Zoroark;80;3;0,04;43,75
Mamoswine;81;3;0,04;57,14
Mega Gengar;82;3;0,04;35,71
Dragapult Iron Thorns;83;3;0,04;72,73
Ethan's Magcargo;84;3;0,04;27,27
Toxtricity;85;3;0,04;0,0
Alolan Exeggutor ex;86;2;0,03;54,55
Marnie's Grimmsnarl;87;2;0,03;30,0
Blissey;88;2;0,03;50,0
Lillie's Clefairy;89;2;0,03;28,57
Cinderace;90;2;0,03;28,57
Hydrapple Ogerpon;91;2;0,03;28,57
Lopunny Dusknoir;92;2;0,03;66,67
Seaking Festival Lead;93;2;0,03;16,67
Zygarde Barbaracle;94;1;0,01;83,33
Slaking;95;1;0,01;33,33
Blaziken Zoroark;96;1;0,01;80,0
Flygon;97;1;0,01;40,0
Cornerstone Mask Ogerpon;98;1;0,01;40,0
Galvantula;99;1;0,01;25,0
Incineroar;100;1;0,01;25,0
Rocket's Nidoking;101;1;0,01;0,0
Hydrapple;102;1;0,01;0,0
Ogerpon;103;1;0,01;0,0
Great Tusk Mill;104;1;0,01;50,0
Mega Sharpedo;105;1;0,01;50,0
Feraligatr;106;1;0,01;0,0
Mega Latias;107;1;0,01;0,0
