deck_name;rank;count;share;winrate
Dragapult;1;603;9,51;51,58
Mega Greninja;2;446;7,03;43,52
Dragapult Dusknoir;3;348;5,49;50,96
Slowking;4;312;4,92;52,55
Beedrill;5;300;4,73;52,03
N's Zoroark;6;248;3,91;50,99
Ogerpon Meganium Hydrapple;7;234;3,69;54,17
Raging Bolt Ogerpon;8;231;3,64;49,59
Lopunny Dudunsparce;9;223;3,52;48,0
Lucario Hariyama;10;222;3,5;48,4
Rocket's Honchkrow;11;191;3,01;51,77
Alakazam Dudunsparce;12;175;2,76;49,15
Starmie Dusknoir;13;172;2,71;46,05
Dragapult Blaziken;14;162;2,55;54,01
Rocket's Mewtwo;15;157;2,48;45,86
Cynthia's Garchomp;16;138;2,18;49,92
Dragapult Dudunsparce;17;129;2,03;51,13
Festival Lead;18;113;1,78;48,29
Greninja;19;105;1,66;47,36
Starmie Froslass;20;96;1,51;44,87
Mega Lucario;21;93;1,47;50,61
Grimmsnarl Froslass;22;88;1,39;50,25
Basic Box;23;79;1,25;48,1
Crustle;24;78;1,23;54,17
Ceruledge;25;75;1,18;49,7
Archaludon Dudunsparce;26;56;0,88;55,83
Okidogi Barbaracle;27;53;0,84;54,91
Mega Starmie;28;48;0,76;45,89
Ogerpon Meganium Arboliva;29;48;0,76;45,18
Metagross;30;45;0,71;55,36
Hop's Trevenant;31;43;0,68;46,32
Mega Venusaur;32;42;0,66;41,77
Ethan's Typhlosion;33;40;0,63;51,56
Diancie Dusknoir;34;37;0,58;55,62
Steven's Metagross;35;34;0,54;39,29
Ursaluna Lunatone;36;31;0,49;35,24
Hop's Zacian;37;30;0,47;50,34
Mega Abomasnow;38;26;0,41;40,88
Hydreigon;39;26;0,41;40,0
Clefairy Ogerpon;40;25;0,39;53,1
Mega Charizard X;41;23;0,36;45,0
Doublade;42;22;0,35;50,0
Yanmega;43;21;0,33;51,76
Mega Froslass;44;19;0,3;52,78
Archaludon;45;18;0,28;50,53
Kangaskhan Bouffalant;46;18;0,28;56,06
Froslass Dudunsparce;47;18;0,28;34,38
Manectric Eelektrik;48;17;0,27;40,26
Flareon Noctowl;49;16;0,25;47,3
Mega Dragonite;50;16;0,25;54,41
Tera Box;51;16;0,25;50,0
Joltik Box;52;14;0,22;49,12
Mega Zygarde;53;13;0,2;36,73
Mega Absol Box;54;13;0,2;42,55
Mega Diancie;55;12;0,19;44,62
Sharpedo Toxtricity;56;12;0,19;41,86
Froslass Munkidori;57;11;0,17;50,0
Toxtricity Box;58;11;0,17;48,94
Decidueye;59;11;0,17;40,0
Ogerpon Meganium;60;9;0,14;43,59
Bronzong;61;9;0,14;44,74
Palafin;62;9;0,14;27,78
Rocket's Spidops;63;7;0,11;36,0
Mega Lopunny;64;6;0,09;58,14
Iono's Bellibolt;65;6;0,09;51,85
Dudunsparce Control;66;6;0,09;18,75
Heatran Metang;67;5;0,08;62,5
Paldean Tauros;68;5;0,08;26,09
Mega Feraligatr;69;5;0,08;50,0
Okidogi;70;5;0,08;33,33
Misty's Gyarados;71;5;0,08;35,29
Raging Bolt Bellibolt;72;5;0,08;12,5
Dragapult Froslass;73;4;0,06;44,44
Jellicent Dusknoir;74;4;0,06;46,67
Eelektrik;75;4;0,06;30,77
Azumarill;76;4;0,06;25,0
Milotic;77;3;0,05;44,44
Archaludon Zoroark;78;3;0,05;43,75
Alakazam;79;3;0,05;33,33
Mamoswine;80;3;0,05;57,14
Mega Gengar;81;3;0,05;35,71
Blaziken;82;3;0,05;25,0
Ethan's Magcargo;83;3;0,05;27,27
Toxtricity;84;3;0,05;0,0
Alolan Exeggutor ex;85;2;0,03;54,55
Marnie's Grimmsnarl;86;2;0,03;30,0
Cinderace;87;2;0,03;28,57
Hydrapple Ogerpon;88;2;0,03;28,57
Lopunny Dusknoir;89;2;0,03;66,67
Dragapult Iron Thorns;90;2;0,03;66,67
Seaking Festival Lead;91;2;0,03;16,67
Zygarde Barbaracle;92;1;0,02;83,33
Slaking;93;1;0,02;33,33
Blaziken Zoroark;94;1;0,02;80,0
Flygon;95;1;0,02;40,0
Cornerstone Mask Ogerpon;96;1;0,02;40,0
Lillie's Clefairy;97;1;0,02;40,0
Galvantula;98;1;0,02;25,0
Incineroar;99;1;0,02;25,0
Rocket's Nidoking;100;1;0,02;0,0
Hydrapple;101;1;0,02;0,0
Ogerpon;102;1;0,02;0,0
Great Tusk Mill;103;1;0,02;50,0
Mega Sharpedo;104;1;0,02;50,0
Feraligatr;105;1;0,02;0,0
