deck_name;rank;count;share;winrate
Dragapult;1;967;9,39;53,66
Mega Greninja;2;692;6,72;44,19
Dragapult Dusknoir;3;605;5,87;52,07
Slowking;4;569;5,53;51,66
Beedrill;5;462;4,49;50,45
N's Zoroark;6;413;4,01;49,6
Ogerpon Meganium Hydrapple;7;392;3,81;53,86
Alakazam Dudunsparce;8;379;3,68;50,43
Lucario Hariyama;9;365;3,54;47,56
Raging Bolt Ogerpon;10;334;3,24;50,86
Lopunny Dudunsparce;11;302;2,93;47,48
Rocket's Honchkrow;12;294;2,85;51,41
Dragapult Blaziken;13;260;2,52;54,11
Rocket's Mewtwo;14;240;2,33;46,09
Starmie Dusknoir;15;226;2,19;44,97
Festival Lead;16;210;2,04;48,29
Cynthia's Garchomp;17;183;1,78;49,23
Dragapult Dudunsparce;18;178;1,73;50,24
Crustle;19;168;1,63;56,23
Mega Lucario;20;163;1,58;50,56
Greninja;21;161;1,56;46,02
Starmie Froslass;22;148;1,44;44,19
Basic Box;23;143;1,39;50,54
Grimmsnarl Froslass;24;126;1,22;50,64
Ceruledge;25;109;1,06;46,55
Metagross;26;86;0,84;54,25
Archaludon Dudunsparce;27;86;0,84;53,88
Diancie Dusknoir;28;87;0,84;53,51
Okidogi Barbaracle;29;83;0,81;52,77
Mega Venusaur;30;71;0,69;40,0
Mega Starmie;31;67;0,65;46,44
Ogerpon Meganium Arboliva;32;67;0,65;46,24
Hop's Trevenant;33;61;0,59;45,0
Ethan's Typhlosion;34;59;0,57;50,74
Steven's Metagross;35;52;0,5;41,3
Ursaluna Lunatone;36;47;0,46;38,15
Hydreigon;37;42;0,41;35,39
Mega Charizard X;38;42;0,41;38,65
Kangaskhan Bouffalant;39;42;0,41;44,81
Hop's Zacian;40;41;0,4;48,68
Flareon Noctowl;41;41;0,4;42,33
Mega Abomasnow;42;39;0,38;40,0
Doublade;43;38;0,37;45,52
Manectric Eelektrik;44;37;0,36;39,6
Joltik Box;45;33;0,32;49,67
Yanmega;46;33;0,32;45,71
Mega Froslass;47;32;0,31;49,67
Clefairy Ogerpon;48;32;0,31;50,37
Toxtricity Box;49;29;0,28;56,12
Froslass Dudunsparce;50;28;0,27;37,27
Tera Box;51;27;0,26;48,6
Archaludon;52;25;0,24;50,78
Mega Dragonite;53;24;0,23;52,22
Mega Absol Box;54;22;0,21;46,88
Decidueye;55;21;0,2;45,36
Froslass Munkidori;56;18;0,17;46,67
Mega Diancie;57;17;0,17;43,33
Sharpedo Toxtricity;58;18;0,17;42,86
Ogerpon Meganium;59;17;0,17;36,36
Palafin;60;16;0,16;35,14
Mega Zygarde;61;15;0,15;36,84
Bronzong;62;13;0,13;43,64
Dudunsparce Control;63;13;0,13;36,17
Mega Feraligatr;64;11;0,11;44,74
Mega Lopunny;65;10;0,1;56,92
Blaziken;66;10;0,1;33,33
Dragapult Froslass;67;9;0,09;51,02
Azumarill;68;9;0,09;41,38
Rocket's Spidops;69;9;0,09;32,14
Iono's Bellibolt;70;8;0,08;45,45
Misty's Gyarados;71;8;0,08;43,33
Lillie's Clefairy;72;8;0,08;24,0
Alakazam;73;7;0,07;41,46
Raging Bolt Bellibolt;74;7;0,07;37,5
Okidogi;75;6;0,06;38,46
Heatran Metang;76;6;0,06;62,16
Paldean Tauros;77;5;0,05;26,09
Ethan's Magcargo;78;5;0,05;36,36
Mega Gengar;79;5;0,05;28,57
Jellicent Dusknoir;80;5;0,05;47,37
Milotic;81;4;0,04;43,48
Mamoswine;82;4;0,04;57,14
Marnie's Grimmsnarl;83;4;0,04;36,84
Lopunny Dusknoir;84;4;0,04;66,67
Dragapult Iron Thorns;85;4;0,04;69,23
Eelektrik;86;4;0,04;30,77
Archaludon Zoroark;87;3;0,03;43,75
Zygarde Barbaracle;88;3;0,03;64,29
Toxtricity;89;3;0,03;0,0
Alolan Exeggutor ex;90;2;0,02;54,55
Blissey;91;2;0,02;50,0
Flygon;92;2;0,02;37,5
Luxray;93;2;0,02;57,14
Hydrapple Ogerpon;94;2;0,02;28,57
Cinderace;95;2;0,02;28,57
Rocket's Nidoking;96;2;0,02;0,0
Seaking Festival Lead;97;2;0,02;16,67
Scizor;98;1;0,01;66,67
Sinistcha Ogerpon;99;1;0,01;50,0
Slaking;100;1;0,01;33,33
Blaziken Zoroark;101;1;0,01;80,0
Cornerstone Mask Ogerpon;102;1;0,01;40,0
Dragonite Eelektrik;103;1;0,01;40,0
Terapagos Noctowl;104;1;0,01;75,0
Galvantula;105;1;0,01;25,0
Incineroar;106;1;0,01;25,0
Mega Manectric;107;1;0,01;25,0
Hydrapple;108;1;0,01;0,0
Ogerpon;109;1;0,01;0,0
Mega Sharpedo;110;1;0,01;50,0
Great Tusk Mill;111;1;0,01;50,0
Iron Thorns Crustle;112;1;0,01;50,0
Mega Latias;113;1;0,01;0,0
Feraligatr;114;1;0,01;0,0
Mega Camerupt;115;1;0,01;0,0
Tyranitar;116;1;0,01;100,0
