deck_name;rank;count;share;winrate
Dragapult;1;1390;8,73;52,92
Mega Greninja;2;977;6,14;44,1
Dragapult Dusknoir;3;934;5,87;51,13
Slowking;4;900;5,65;51,7
N's Zoroark;5;681;4,28;49,95
Beedrill;6;674;4,23;49,36
Alakazam Dudunsparce;7;664;4,17;50,89
Ogerpon Meganium Hydrapple;8;587;3,69;53,53
Lucario Hariyama;9;498;3,13;47,21
Raging Bolt Ogerpon;10;467;2,93;51,04
Dragapult Blaziken;11;443;2,78;54,93
Rocket's Honchkrow;12;441;2,77;52,13
Lopunny Dudunsparce;13;375;2,36;47,89
Rocket's Mewtwo;14;357;2,24;46,65
Festival Lead;15;343;2,15;50,69
Crustle;16;288;1,81;53,75
Starmie Dusknoir;17;284;1,78;43,87
Cynthia's Garchomp;18;251;1,58;50,78
Mega Lucario;19;249;1,56;48,96
Hop's Trevenant;20;245;1,54;47,73
Dragapult Dudunsparce;21;237;1,49;50,36
Starmie Froslass;22;236;1,48;45,28
Basic Box;23;228;1,43;52,09
Greninja;24;225;1,41;48,15
Ceruledge;25;183;1,15;48,03
Grimmsnarl Froslass;26;166;1,04;50,92
Metagross;27;156;0,98;52,51
Diancie Dusknoir;28;153;0,96;51,59
Ethan's Typhlosion;29;135;0,85;51,59
Mega Starmie;30;131;0,82;48,17
Archaludon Dudunsparce;31;129;0,81;53,67
Okidogi Barbaracle;32;123;0,77;53,74
Mega Venusaur;33;109;0,68;43,27
Steven's Metagross;34;82;0,52;41,84
Ogerpon Meganium Arboliva;35;80;0,5;47,4
Lillie's Clefairy;36;77;0,48;45,55
Hydreigon;37;70;0,44;38,56
Ursaluna Lunatone;38;69;0,43;41,37
Kangaskhan Bouffalant;39;65;0,41;50,54
Manectric Eelektrik;40;65;0,41;40,84
Mega Charizard X;41;62;0,39;40,63
Mega Absol Box;42;59;0,37;48,18
Hop's Zacian;43;57;0,36;44,94
Doublade;44;58;0,36;45,61
Mega Froslass;45;56;0,35;47,39
Mega Abomasnow;46;52;0,33;40,42
Flareon Noctowl;47;52;0,33;42,57
Toxtricity Box;48;50;0,31;55,65
Joltik Box;49;48;0,3;50,23
Yanmega;50;47;0,3;45,59
Ogerpon Meganium;51;44;0,28;36,14
Archaludon;52;41;0,26;47,67
Clefairy Ogerpon;53;40;0,25;49,39
Froslass Dudunsparce;54;40;0,25;36,81
Mega Dragonite;55;38;0,24;50,75
Tera Box;56;35;0,22;46,51
Palafin;57;32;0,2;43,31
Decidueye;58;30;0,19;46,53
Sharpedo Toxtricity;59;31;0,19;41,84
Froslass Munkidori;60;31;0,19;43,17
Blaziken;61;28;0,18;45,61
Mega Diancie;62;26;0,16;42,96
Bronzong;63;22;0,14;44,21
Mega Zygarde;64;21;0,13;39,74
Mega Lopunny;65;19;0,12;57,14
Mega Feraligatr;66;17;0,11;34,78
Dudunsparce Control;67;17;0,11;37,5
Sylveon;68;15;0,09;42,62
Misty's Gyarados;69;14;0,09;44,44
Azumarill;70;14;0,09;40,0
Mega Gengar;71;14;0,09;21,74
Raging Bolt Bellibolt;72;14;0,09;36,59
Sinistcha Ogerpon;73;13;0,08;65,63
Dragapult Froslass;74;12;0,08;50,0
Okidogi;75;12;0,08;37,5
Rocket's Spidops;76;12;0,08;29,55
Eelektrik;77;12;0,08;35,9
Lopunny Dusknoir;78;11;0,07;48,84
Marnie's Grimmsnarl;79;11;0,07;26,47
Alakazam;80;10;0,06;41,18
Iono's Bellibolt;81;9;0,06;43,59
Jellicent Dusknoir;82;9;0,06;45,95
Ethan's Magcargo;83;10;0,06;37,14
Tyranitar;84;8;0,05;25,0
Heatran Metang;85;7;0,04;62,5
Paldean Tauros;86;7;0,04;21,43
Rocket's Nidoking;87;6;0,04;33,33
Toxtricity;88;7;0,04;44,0
Seaking Festival Lead;89;7;0,04;43,48
Mamoswine;90;5;0,03;53,85
Archaludon Zoroark;91;5;0,03;37,5
Milotic;92;4;0,03;43,48
Dragapult Iron Thorns;93;5;0,03;68,18
Slaking;94;4;0,03;42,86
Terapagos Noctowl;95;5;0,03;55,56
Blissey;96;4;0,03;50,0
Mega Camerupt;97;5;0,03;18,75
Zygarde Barbaracle;98;4;0,03;56,25
Iron Thorns Crustle;99;4;0,03;61,54
Cinderace;100;4;0,03;38,46
Luxray;101;4;0,03;41,67
Hydrapple;102;3;0,02;35,71
Bloodmoon Ursaluna;103;3;0,02;30,0
Feraligatr;104;3;0,02;25,0
Alolan Exeggutor ex;105;2;0,01;54,55
Mega Manectric;106;2;0,01;45,45
Flygon;107;2;0,01;37,5
Toxtricity Brute Bonnet;108;2;0,01;28,57
Hydrapple Ogerpon;109;2;0,01;28,57
Erika's Victreebel;110;1;0,01;57,14
Blaziken Zoroark;111;2;0,01;66,67
Scizor;112;1;0,01;66,67
Torterra;113;1;0,01;33,33
Flareon;114;1;0,01;60,0
Dragonite Eelektrik;115;1;0,01;40,0
Cornerstone Mask Ogerpon;116;1;0,01;40,0
Mega Sharpedo;117;2;0,01;25,0
Iron Thorns;118;1;0,01;25,0
Incineroar;119;1;0,01;25,0
Galvantula;120;1;0,01;25,0
Rocket's Porygon-Z;121;1;0,01;0,0
Ogerpon;122;1;0,01;0,0
Great Tusk Mill;123;1;0,01;50,0
Mega Latias;124;1;0,01;0,0
Miraidon;125;1;0,01;0,0
