deck_name;rank;count;share;winrate
Dragapult;1;1709;8,55;52,71
Dragapult Dusknoir;2;1209;6,05;51,43
Mega Greninja;3;1145;5,73;44,03
Slowking;4;1139;5,7;51,73
N's Zoroark;5;979;4,9;49,69
Alakazam Dudunsparce;6;864;4,32;51,54
Beedrill;7;810;4,05;49,38
Ogerpon Meganium Hydrapple;8;705;3,53;52,97
Lucario Hariyama;9;609;3,05;47,59
Dragapult Blaziken;10;567;2,84;54,52
Rocket's Honchkrow;11;566;2,83;52,29
Raging Bolt Ogerpon;12;559;2,8;51,71
Festival Lead;13;437;2,19;50,23
Rocket's Mewtwo;14;437;2,19;47,49
Lopunny Dudunsparce;15;427;2,14;47,72
Crustle;16;405;2,03;53,08
Starmie Dusknoir;17;316;1,58;43,45
Mega Lucario;18;311;1,56;49,39
Hop's Trevenant;19;308;1,54;47,5
Cynthia's Garchomp;20;308;1,54;51,59
Basic Box;21;293;1,47;52,26
Greninja;22;285;1,43;48,52
Starmie Froslass;23;272;1,36;45,5
Dragapult Dudunsparce;24;258;1,29;50,08
Ceruledge;25;234;1,17;46,89
Metagross;26;213;1,07;53,02
Grimmsnarl Froslass;27;205;1,03;51,56
Ethan's Typhlosion;28;201;1,01;50,34
Diancie Dusknoir;29;187;0,94;50,24
Archaludon Dudunsparce;30;158;0,79;52,86
Mega Starmie;31;155;0,78;47,87
Okidogi Barbaracle;32;136;0,68;53,77
Mega Venusaur;33;136;0,68;45,2
Lillie's Clefairy;34;113;0,57;45,43
Hydreigon;35;99;0,5;40,73
Ursaluna Lunatone;36;100;0,5;44,7
Manectric Eelektrik;37;100;0,5;39,39
Mega Absol Box;38;97;0,49;51,14
Steven's Metagross;39;93;0,47;41,22
Ogerpon Meganium Arboliva;40;85;0,43;46,74
Kangaskhan Bouffalant;41;79;0,4;50,88
Mega Charizard X;42;78;0,39;38,19
Doublade;43;74;0,37;44,18
Hop's Zacian;44;69;0,35;44,93
Toxtricity Box;45;65;0,33;55,22
Mega Abomasnow;46;65;0,33;40,74
Joltik Box;47;66;0,33;49,48
Mega Froslass;48;65;0,33;47,35
Flareon Noctowl;49;62;0,31;41,38
Ogerpon Meganium;50;60;0,3;38,1
Yanmega;51;57;0,29;44,49
Archaludon;52;55;0,28;50,0
Mega Dragonite;53;49;0,25;48,86
Sharpedo Toxtricity;54;46;0,23;42,03
Clefairy Ogerpon;55;43;0,22;49,44
Sylveon;56;43;0,22;45,09
Froslass Dudunsparce;57;44;0,22;34,81
Palafin;58;42;0,21;43,37
Froslass Munkidori;59;41;0,21;41,14
Tera Box;60;41;0,21;45,39
Decidueye;61;36;0,18;44,85
Mega Diancie;62;33;0,17;40,63
Blaziken;63;30;0,15;44,26
Bronzong;64;26;0,13;40,57
Mega Feraligatr;65;25;0,13;32,97
Mega Lopunny;66;23;0,12;56,25
Iono's Bellibolt;67;23;0,12;47,66
Sinistcha Ogerpon;68;23;0,12;55,56
Mega Zygarde;69;23;0,12;39,02
Marnie's Grimmsnarl;70;24;0,12;33,33
Azumarill;71;19;0,1;34,29
Misty's Gyarados;72;18;0,09;46,58
Dudunsparce Control;73;17;0,09;37,5
Okidogi;74;17;0,09;31,67
Dragapult Froslass;75;16;0,08;47,62
Jellicent Dusknoir;76;15;0,08;45,9
Mega Gengar;77;15;0,08;26,92
Raging Bolt Bellibolt;78;15;0,08;38,3
Blaziken Zoroark;79;13;0,07;54,55
Lopunny Dusknoir;80;14;0,07;50,0
Rocket's Spidops;81;14;0,07;30,19
Archaludon Zoroark;82;13;0,07;29,55
Eelektrik;83;14;0,07;34,88
Heatran Metang;84;12;0,06;56,67
Alakazam;85;11;0,06;41,07
Toxtricity;86;11;0,06;43,18
Ethan's Magcargo;87;10;0,05;37,14
Paldean Tauros;88;9;0,05;19,35
Iron Thorns;89;8;0,04;39,53
Mamoswine;90;8;0,04;46,15
Blissey;91;7;0,04;55,88
Rocket's Nidoking;92;7;0,04;31,25
Slaking;93;7;0,04;44,44
Tyranitar;94;8;0,04;25,0
Terapagos Noctowl;95;7;0,04;54,17
Mega Sharpedo;96;7;0,04;33,33
Seaking Festival Lead;97;7;0,04;43,48
Mega Camerupt;98;7;0,04;30,43
Feraligatr;99;7;0,04;26,09
Flygon;100;5;0,03;43,48
Dragapult Iron Thorns;101;5;0,03;68,18
Flareon;102;5;0,03;45,0
Scizor;103;5;0,03;42,11
Iron Thorns Crustle;104;5;0,03;57,14
Luxray;105;5;0,03;35,71
Mega Latias;106;5;0,03;7,69
Milotic;107;4;0,02;43,48
Dragonite Eelektrik;108;4;0,02;44,44
Bloodmoon Ursaluna;109;4;0,02;33,33
Mega Manectric;110;3;0,02;50,0
Zygarde Barbaracle;111;4;0,02;56,25
Hydrapple;112;3;0,02;35,71
Cinderace;113;4;0,02;38,46
Alolan Exeggutor ex;114;3;0,02;50,0
Torterra;115;2;0,01;42,86
Erika's Victreebel;116;2;0,01;61,54
Hydrapple Ogerpon;117;2;0,01;28,57
Toxtricity Brute Bonnet;118;2;0,01;28,57
Raging Bolt;119;1;0,01;40,0
Cornerstone Mask Ogerpon;120;1;0,01;40,0
Galvantula;121;1;0,01;25,0
Incineroar;122;1;0,01;25,0
Rocket's Porygon-Z;123;1;0,01;0,0
Ogerpon;124;1;0,01;0,0
Great Tusk Mill;125;1;0,01;50,0
Miraidon;126;1;0,01;0,0
