deck_name;rank;count;share;winrate
Dragapult;1;1486;6,82;52,63
Lucario Hariyama;2;1360;6,24;46,87
Dragapult Blaziken;3;1241;5,7;52,51
Alakazam Dudunsparce;4;1216;5,58;51,23
N's Zoroark;5;1140;5,23;46,65
Dragapult Dusknoir;6;1102;5,06;45,68
Rocket's Mewtwo;7;1094;5,02;50,55
Starmie Froslass;8;897;4,12;52,16
Ogerpon Meganium;9;879;4,03;54,71
Cynthia's Garchomp;11;730;3,35;51,9
Festival Lead;12;720;3,3;52,56
Grimmsnarl Froslass;13;716;3,29;51,6
Raging Bolt Ogerpon;14;616;2,83;49,71
Okidogi Barbaracle;15;560;2,57;55,66
Rocket's Honchkrow;16;500;2,29;50,89
Crustle;17;440;2,02;52,95
Slowking;18;343;1,57;49,15
Mega Absol Box;19;341;1,57;47,1
Greninja;20;331;1,52;49,48
Mega Venusaur;21;313;1,44;43,72
Steven's Metagross;22;308;1,41;47,12
Clefairy Ogerpon;23;289;1,33;51,46
Mega Lucario;24;261;1,2;47,45
Flareon Noctowl;25;261;1,2;47,27
Ogerpon Box;26;259;1,19;55,42
Dragapult Dudunsparce;27;208;0,95;51,24
Ceruledge;28;206;0,95;44,39
Froslass Munkidori;29;180;0,83;48,25
Diancie Dusknoir;30;164;0,75;47,39
Hop's Trevenant;31;143;0,66;47,08
Starmie Dusknoir;32;141;0,65;52,22
Rocket's Spidops;33;137;0,63;56,22
Ursaluna Lunatone;34;133;0,61;44,47
Lopunny Dudunsparce;35;128;0,59;52,35
Tera Box;36;125;0,57;47,91
Jellicent Dusknoir;37;118;0,54;46,22
Mega Froslass;38;107;0,49;48,46
Decidueye;39;105;0,48;43,62
Ethan's Typhlosion;40;83;0,38;38,73
Hydrapple Ogerpon;41;81;0,37;50,87
Mega Starmie;42;78;0,36;44,27
Yanmega;43;75;0,34;54,02
Toxtricity Box;44;73;0,34;41,54
Archaludon;45;72;0,33;53,55
Mega Charizard X;46;70;0,32;30,23
Hydreigon;47;56;0,26;41,82
Marnie's Grimmsnarl;48;50;0,23;48,79
Sharpedo Toxtricity;49;49;0,22;36,92
Hop's Zacian;50;46;0,21;46,46
Zygarde Barbaracle;51;46;0,21;39,18
Kangaskhan Bouffalant;52;44;0,2;48,45
Mega Abomasnow;53;42;0,19;36,31
Archaludon Zoroark;54;40;0,18;55,34
Eelektrik;55;38;0,17;36,15
Mega Dragonite;56;36;0,17;39,29
Mega Zygarde ex;57;30;0,14;45,45
Joltik Box;58;30;0,14;42,59
Dudunsparce Control;59;30;0,14;34,23
Dragapult Froslass;60;29;0,13;49,12
Iron Thorns Crustle;61;28;0,13;36,73
Palafin;63;24;0,11;37,74
Mega Diancie;64;21;0,1;43,24
Manectric Eelektrik;65;21;0,1;27,03
Archaludon Dudunsparce;66;20;0,09;61,32
Terapagos Noctowl;67;20;0,09;43,48
Paldean Tauros;68;19;0,09;38,89
Iono's Bellibolt;69;17;0,08;49,38
Toxtricity;70;17;0,08;40,58
Blaziken;71;17;0,08;24,53
Alolan Exeggutor ex;72;16;0,07;43,06
Lillie's Clefairy;73;15;0,07;52,7
Mamoswine;74;14;0,06;13,89
Azumarill;75;13;0,06;44,29
Bloodmoon Ursaluna;76;13;0,06;43,48
Mega Camerupt;77;13;0,06;31,91
Heatran Metang;78;12;0,06;43,4
Blissey;79;12;0,06;41,46
Dragonite Eelektrik;80;12;0,06;37,04
Slaking;81;11;0,05;50,0
Mega Feraligatr;82;11;0,05;40,0
Farigiraf;83;10;0,05;44,12
Misty's Gyarados;84;10;0,05;42,11
Feraligatr;85;10;0,05;31,03
Raging Bolt Bellibolt;86;9;0,04;51,43
Erika's Victreebel;87;9;0,04;29,63
Flareon;88;7;0,03;43,48
Alakazam;89;7;0,03;35,48
Tyranitar;90;7;0,03;27,59
Lopunny Dusknoir;91;7;0,03;25,0
Mega Gengar;92;6;0,03;37,5
Mega Latias;93;6;0,03;34,78
Miraidon;94;6;0,03;10,53
Mega Lopunny;95;5;0,02;45,16
Zoroark Crustle;96;5;0,02;40,0
Dragapult Iron Thorns;97;5;0,02;36,36
Ethan's Magcargo;98;5;0,02;20,0
Farigiraf Milotic;99;4;0,02;66,67
Mega Sharpedo;100;4;0,02;44,0
Greninja Blaziken;101;4;0,02;42,86
Scovillain;102;4;0,02;23,08
Hydrapple;103;4;0,02;20,0
Scizor;104;4;0,02;16,67
Rocket's Nidoking;105;3;0,01;50,0
Greninja Froslass;106;3;0,01;50,0
Mega Kangaskhan;107;3;0,01;50,0
Rocket's Porygon-Z;108;3;0,01;50,0
Cinderace;109;3;0,01;50,0
Okidogi;110;3;0,01;42,86
Flygon;111;3;0,01;40,0
Zoroark Lucario;112;3;0,01;40,0
Mega Manectric;113;3;0,01;27,78
Toxtricity Brute Bonnet;114;2;0,01;61,54
Future Box;115;2;0,01;54,55
Sinistcha Ogerpon;116;2;0,01;50,0
Luxray;117;2;0,01;37,5
Iron Thorns;118;2;0,01;28,57
Incineroar;119;1;0,0;50,0
Torterra;120;1;0,0;50,0
Milotic;121;1;0,0;37,5
Raging Bolt;122;1;0,0;25,0
Gengar;123;1;0,0;0,0
Seaking Festival Lead;124;1;0,0;0,0
Gholdengo Lunatone;125;1;0,0;0,0
Cornerstone Mask Ogerpon;126;1;0,0;0,0
