deck_name;rank;count;share;winrate
Dragapult;1;4654;8,54;53,1
Mega Excadrill;2;3588;6,59;48,76
Alakazam Dudunsparce;3;3300;6,06;51,64
Dragapult Dusknoir;4;3113;5,71;50,52
Slowking;5;2993;5,49;51,72
N's Zoroark;6;2981;5,47;47,94
Dragapult Blaziken;7;2766;5,08;52,66
Festival Lead;8;2739;5,03;50,83
Dhelmise;9;2176;3,99;49,2
Grimmsnarl Froslass;10;1956;3,59;51,04
Basic Box;11;1201;2,2;52,6
Mega Lucario;12;1106;2,03;49,83
Toucannon;13;1102;2,02;46,93
Lucario Hariyama;14;1055;1,94;48,12
Raging Bolt Ogerpon;15;1033;1,9;52,33
Crustle;16;804;1,48;51,44
Ogerpon Meganium Hydrapple;17;787;1,44;51,94
Rocket's Honchkrow;18;779;1,43;51,03
Mega Greninja;19;758;1,39;41,91
Cynthia's Garchomp;20;727;1,33;51,42
Lopunny Dudunsparce;21;560;1,03;53,44
Beedrill;22;544;1,0;50,76
Mega Chandelure;23;547;1,0;42,89
Rocket's Mewtwo;24;537;0,99;45,85
Mega Absol Box;25;434;0,8;46,77
Greninja;26;428;0,79;50,51
Lopunny Dusknoir;27;421;0,77;48,78
Kangaskhan Bouffalant;28;399;0,73;50,35
Hop's Trevenant;29;391;0,72;45,86
Starmie Froslass;30;389;0,71;48,91
Toxtricity Box;31;384;0,7;50,33
Sharpedo Toxtricity;32;354;0,65;50,06
Ethan's Typhlosion;33;354;0,65;46,32
Manectric Eelektrik;34;349;0,64;41,96
Alakazam Dusknoir;35;339;0,62;49,97
Ogerpon Meganium Arboliva;36;335;0,61;55,3
Dragapult Dudunsparce;37;326;0,6;53,05
Mega Venusaur;38;289;0,53;44,9
Ceruledge;39;282;0,52;48,12
Mega Darkrai;40;249;0,46;36,97
Starmie Dusknoir;41;244;0,45;47,88
Mega Starmie;42;242;0,44;49,68
Steven's Metagross;43;218;0,4;49,57
Cinccino;44;203;0,37;49,49
Toxtricity;45;180;0,33;37,02
Clefairy Ogerpon;46;157;0,29;49,33
Blaziken Zoroark;47;145;0,27;47,46
Lillie's Clefairy;48;131;0,24;48,71
Okidogi Barbaracle;49;132;0,24;48,64
Seaking Festival Lead;50;124;0,23;49,72
Froslass Munkidori;51;128;0,23;40,7
Wailord;52;120;0,22;38,56
Mega Abomasnow;53;112;0,21;37,01
Mega Froslass;54;114;0,21;35,88
Mega Charizard X;55;115;0,21;32,83
Doublade;56;105;0,19;41,09
Flareon Noctowl;57;105;0,19;43,34
Metagross;58;100;0,18;47,07
Hydreigon;59;100;0,18;36,6
Hop's Zacian;60;97;0,18;43,72
