deck_name;rank;count;share;winrate
Dragapult;1;1182;9,31;53,48
Mega Greninja;2;813;6,4;43,9
Dragapult Dusknoir;3;748;5,89;51,19
Slowking;4;709;5,58;51,88
Beedrill;5;558;4,39;49,56
N's Zoroark;6;499;3,93;50,25
Ogerpon Meganium Hydrapple;7;491;3,87;53,46
Alakazam Dudunsparce;8;490;3,86;50,69
Lucario Hariyama;9;421;3,32;46,81
Raging Bolt Ogerpon;10;384;3,02;51,26
Rocket's Honchkrow;11;346;2,73;51,78
Lopunny Dudunsparce;12;343;2,7;47,46
Dragapult Blaziken;13;339;2,67;55,08
Rocket's Mewtwo;14;289;2,28;46,88
Festival Lead;15;258;2,03;49,83
Starmie Dusknoir;16;254;2,0;43,99
Crustle;17;213;1,68;55,41
Dragapult Dudunsparce;18;209;1,65;50,56
Cynthia's Garchomp;19;210;1,65;49,89
Mega Lucario;20;202;1,59;49,72
Starmie Froslass;21;187;1,47;45,11
Greninja;22;184;1,45;47,16
Basic Box;23;179;1,41;50,89
Hop's Trevenant;24;161;1,27;48,01
Grimmsnarl Froslass;25;144;1,13;50,97
Ceruledge;26;135;1,06;46,95
Diancie Dusknoir;27;122;0,96;52,71
Metagross;28;117;0,92;53,39
Archaludon Dudunsparce;29;105;0,83;54,38
Okidogi Barbaracle;30;102;0,8;53,7
Ethan's Typhlosion;31;94;0,74;51,07
Mega Starmie;32;92;0,72;48,09
Mega Venusaur;33;92;0,72;41,76
Ogerpon Meganium Arboliva;34;72;0,57;46,51
Steven's Metagross;35;66;0,52;42,62
Hydreigon;36;56;0,44;36,44
Ursaluna Lunatone;37;54;0,43;39,13
Mega Charizard X;38;53;0,42;40,95
Kangaskhan Bouffalant;39;51;0,4;48,79
Hop's Zacian;40;49;0,39;47,22
Manectric Eelektrik;41;50;0,39;39,47
Flareon Noctowl;42;47;0,37;41,44
Mega Abomasnow;43;44;0,35;39,42
Doublade;44;45;0,35;44,97
Joltik Box;45;40;0,32;50,79
Mega Froslass;46;40;0,32;47,37
Toxtricity Box;47;39;0,31;55,11
Yanmega;48;39;0,31;46,86
Clefairy Ogerpon;49;34;0,27;50,34
Archaludon;50;30;0,24;50,0
Mega Absol Box;51;31;0,24;46,09
Froslass Dudunsparce;52;30;0,24;36,84
Tera Box;53;28;0,22;47,71
Ogerpon Meganium;54;27;0,21;37,93
Mega Dragonite;55;27;0,21;51,49
Decidueye;56;25;0,2;43,1
Lillie's Clefairy;57;25;0,2;44,32
Mega Diancie;58;21;0,17;42,98
Froslass Munkidori;59;22;0,17;46,23
Palafin;60;21;0,17;42,16
Sharpedo Toxtricity;61;22;0,17;40,43
Mega Zygarde;62;18;0,14;38,57
Bronzong;63;16;0,13;45,59
Dudunsparce Control;64;16;0,13;34,48
Mega Lopunny;65;13;0,1;58,75
Mega Feraligatr;66;13;0,1;39,58
Dragapult Froslass;67;11;0,09;51,72
Blaziken;68;12;0,09;42,55
Misty's Gyarados;69;11;0,09;42,22
Raging Bolt Bellibolt;70;12;0,09;35,48
Okidogi;71;10;0,08;39,53
Azumarill;72;10;0,08;41,67
Ethan's Magcargo;73;10;0,08;37,14
Rocket's Spidops;74;10;0,08;32,35
Alakazam;75;9;0,07;42,0
Iono's Bellibolt;76;9;0,07;43,59
Heatran Metang;77;7;0,06;62,5
Jellicent Dusknoir;78;8;0,06;47,22
Marnie's Grimmsnarl;79;7;0,06;32,14
Paldean Tauros;80;7;0,06;21,43
Lopunny Dusknoir;81;8;0,06;46,15
Seaking Festival Lead;82;7;0,06;43,48
Eelektrik;83;7;0,06;39,13
Mega Gengar;84;5;0,04;28,57
Milotic;85;4;0,03;43,48
Mamoswine;86;4;0,03;57,14
Terapagos Noctowl;87;4;0,03;55,56
Archaludon Zoroark;88;4;0,03;38,89
Zygarde Barbaracle;89;4;0,03;56,25
Dragapult Iron Thorns;90;4;0,03;69,23
Mega Camerupt;91;4;0,03;10,0
Slaking;92;2;0,02;50,0
Blissey;93;3;0,02;50,0
Cinderace;94;3;0,02;36,36
Alolan Exeggutor ex;95;2;0,02;54,55
Tyranitar;96;3;0,02;30,0
Bloodmoon Ursaluna;97;3;0,02;30,0
Hydrapple;98;2;0,02;30,0
Luxray;99;3;0,02;44,44
Flygon;100;2;0,02;37,5
Toxtricity Brute Bonnet;101;2;0,02;28,57
Hydrapple Ogerpon;102;2;0,02;28,57
Rocket's Nidoking;103;2;0,02;0,0
Blaziken Zoroark;104;2;0,02;66,67
Feraligatr;105;2;0,02;33,33
Toxtricity;106;3;0,02;0,0
Mega Sharpedo;107;2;0,02;25,0
Erika's Victreebel;108;1;0,01;57,14
Scizor;109;1;0,01;66,67
Sinistcha Ogerpon;110;1;0,01;50,0
Flareon;111;1;0,01;60,0
Dragonite Eelektrik;112;1;0,01;40,0
Cornerstone Mask Ogerpon;113;1;0,01;40,0
Mega Manectric;114;1;0,01;25,0
Galvantula;115;1;0,01;25,0
Iron Thorns;116;1;0,01;25,0
Incineroar;117;1;0,01;25,0
Ogerpon;118;1;0,01;0,0
Iron Thorns Crustle;119;1;0,01;50,0
Great Tusk Mill;120;1;0,01;50,0
Mega Latias;121;1;0,01;0,0
