deck_name;rank;count;share;winrate
Mega Excadrill;1;224;8,81;49,3
Dhelmise;2;161;6,33;46,63
Festival Lead;3;159;6,25;54,8
Dragapult Dusknoir;4;153;6,02;49,57
N's Zoroark;5;150;5,9;46,7
Dragapult;6;123;4,84;55,25
Dragapult Blaziken;7;120;4,72;59,28
Slowking;8;120;4,72;52,26
Alakazam Dudunsparce;9;118;4,64;57,95
Mega Absol Box;10;53;2,08;51,21
Mega Greninja;11;50;1,97;44,71
Grimmsnarl Froslass;12;48;1,89;56,25
Rocket's Honchkrow;13;46;1,81;47,87
Ogerpon Meganium Hydrapple;14;42;1,65;56,19
Tera Box;15;41;1,61;51,72
Basic Box;16;35;1,38;53,42
Beedrill;17;35;1,38;46,94
Lucario Hariyama;18;32;1,26;48,53
Ceruledge;19;30;1,18;46,4
Cynthia's Garchomp;20;28;1,1;61,07
Toxtricity;21;28;1,1;28,7
Manectric Eelektrik;22;27;1,06;45,31
Crustle;23;26;1,02;52,17
Terapagos Noctowl;24;23;0,9;57,25
Rocket's Mewtwo;25;22;0,87;48,15
Kangaskhan Bouffalant;26;21;0,83;48,98
Mega Lucario;27;20;0,79;43,06
Iron Thorns;28;19;0,75;28,07
Ethan's Typhlosion;29;18;0,71;47,67
Starmie Froslass;30;18;0,71;39,76
Raging Bolt Ogerpon;31;17;0,67;48,19
Toxtricity Box;32;14;0,55;43,14
Mega Venusaur;33;14;0,55;39,58
Starmie Dusknoir;34;13;0,51;45,83
Doublade;35;13;0,51;39,13
Lillie's Clefairy;36;12;0,47;48,39
Metagross;37;12;0,47;49,15
Wailord;38;12;0,47;35,29
Hop's Trevenant;39;10;0,39;39,02
Froslass Munkidori;40;10;0,39;33,33
Blaziken Zoroark;41;9;0,35;68,75
Lopunny Dudunsparce;42;9;0,35;46,51
Mega Charizard X;43;9;0,35;31,71
Flareon Noctowl;44;9;0,35;45,16
Archaludon Zoroark;45;9;0,35;22,22
Dragapult Dudunsparce;46;7;0,28;43,33
Froslass Dudunsparce;47;7;0,28;46,15
Okidogi Barbaracle;48;7;0,28;41,67
Mega Abomasnow;49;7;0,28;23,81
Steven's Metagross;50;7;0,28;18,75
Greninja;51;6;0,24;58,33
Marnie's Grimmsnarl;52;6;0,24;48,0
Mega Dragonite;53;5;0,2;38,1
Mega Feraligatr;54;5;0,2;20,0
Iono's Bellibolt;55;5;0,2;23,08
Zygarde Barbaracle;56;4;0,16;51,85
Sharpedo Toxtricity;57;4;0,16;50,0
Hydreigon;58;4;0,16;35,29
Mega Gengar;59;4;0,16;27,27
Dragapult Froslass;60;3;0,12;58,82
Erika's Victreebel;61;3;0,12;62,5
Archaludon;62;3;0,12;42,86
Mega Froslass;63;3;0,12;33,33
Yanmega;64;3;0,12;27,27
Joltik Box;65;3;0,12;30,0
Diancie Dusknoir;66;3;0,12;44,44
Blaziken;67;2;0,08;53,33
Bronzong;68;2;0,08;50,0
Palafin;69;2;0,08;41,67
Ogerpon Meganium;70;2;0,08;40,0
Archaludon Dudunsparce;71;2;0,08;44,44
Ursaluna Lunatone;72;2;0,08;33,33
Misty's Gyarados;73;2;0,08;33,33
Decidueye;74;2;0,08;0,0
Mega Starmie;75;2;0,08;33,33
Hop's Zacian;76;1;0,04;75,0
Scovillain;77;1;0,04;62,5
Mega Manectric;78;1;0,04;42,86
Dudunsparce Control;79;1;0,04;42,86
Blissey;80;1;0,04;50,0
Sinistcha Ogerpon;81;1;0,04;50,0
Farigiraf;82;1;0,04;50,0
Zoroark Crustle;83;1;0,04;60,0
Mega Sharpedo;84;1;0,04;40,0
Mega Zygarde;85;1;0,04;20,0
Lopunny Dusknoir;86;1;0,04;50,0
Flygon;87;1;0,04;25,0
Paldean Tauros;88;1;0,04;66,67
Ethan's Magcargo;89;1;0,04;33,33
Milotic;90;1;0,04;33,33
Mega Camerupt;91;1;0,04;0,0
Sylveon;92;1;0,04;0,0
Eelektrik;93;1;0,04;50,0
Okidogi;94;1;0,04;50,0
Gengar;95;1;0,04;0,0
