deck_name;rank;count;share;winrate
Dragapult;1;2375;7,17;52,27
Dragapult Dusknoir;2;1902;5,74;46,06
Lucario Hariyama;3;1776;5,36;47,21
Dragapult Blaziken;4;1744;5,26;52,6
Alakazam Dudunsparce;5;1682;5,08;51,51
N's Zoroark;6;1662;5,02;46,69
Rocket's Mewtwo;7;1514;4,57;49,86
Starmie Froslass;8;1268;3,83;51,9
Festival Lead;9;1184;3,57;52,2
Ogerpon Meganium;10;1173;3,54;53,62
Cynthia's Garchomp;11;1142;3,45;51,68
Raging Bolt Ogerpon;12;1053;3,18;51,42
Grimmsnarl Froslass;13;960;2,9;51,58
Rocket's Honchkrow;14;755;2,28;51,51
Okidogi Barbaracle;15;742;2,24;54,49
Crustle;16;673;2,03;51,24
Dragapult Dudunsparce;17;631;1,9;50,67
Lopunny Dudunsparce;18;590;1,78;51,35
Slowking;19;558;1,68;48,25
Greninja;20;488;1,47;48,46
Steven's Metagross;21;418;1,26;47,02
Mega Venusaur;22;413;1,25;44,29
Hydrapple Ogerpon;23;408;1,23;53,12
Starmie Dusknoir;24;384;1,16;50,03
Mega Absol Box;25;381;1,15;47,02
Clefairy Ogerpon;26;368;1,11;50,31
Ogerpon Box;27;360;1,09;54,18
Mega Lucario;28;350;1,06;47,27
Flareon Noctowl;29;309;0,93;46,72
Ceruledge;30;286;0,86;43,68
Hop's Trevenant;31;274;0,83;48,45
Diancie Dusknoir;32;258;0,78;44,93
Ursaluna Lunatone;33;221;0,67;44,99
Froslass Munkidori;34;205;0,62;47,09
Ethan's Typhlosion;35;205;0,62;41,07
Rocket's Spidops;36;173;0,52;54,1
Tera Box;37;171;0,52;46,95
Mega Froslass;38;152;0,46;48,95
Decidueye;39;146;0,44;42,95
Mega Starmie;40;142;0,43;44,2
Jellicent Dusknoir;41;130;0,39;44,93
Yanmega;42;125;0,38;54,34
Archaludon;43;107;0,32;51,26
Mega Charizard X;44;105;0,32;28,83
Toxtricity Box;45;102;0,31;44,47
Kangaskhan Bouffalant;46;98;0,3;51,47
Hydreigon;47;86;0,26;43,4
Hop's Zacian;48;80;0,24;48,36
Marnie's Grimmsnarl;49;79;0,24;43,7
Sharpedo Toxtricity;50;75;0,23;40,6
Mega Abomasnow;51;61;0,18;39,05
Joltik Box;52;61;0,18;49,24
Zygarde Barbaracle;53;60;0,18;41,83
Mega Dragonite;54;56;0,17;37,1
Archaludon Dudunsparce;55;52;0,16;57,32
Eelektrik;56;52;0,16;33,52
Archaludon Zoroark;57;50;0,15;52,92
Palafin;58;50;0,15;41,95
Mega Zygarde;59;45;0,14;46,0
Dudunsparce Control;60;48;0,14;34,34
Okidogi;61;44;0,13;44,09
Iono's Bellibolt;62;39;0,12;48,91
Dragapult Froslass;63;38;0,11;47,71
Manectric Eelektrik;64;36;0,11;29,32
Terapagos Noctowl;65;32;0,1;44,6
Iron Thorns Crustle;66;30;0,09;36,45
Paldean Tauros;67;28;0,08;32,33
Mega Diancie;68;28;0,08;40,19
Mega Feraligatr;69;26;0,08;33,98
Blaziken;70;28;0,08;34,31
Toxtricity;71;25;0,08;39,8
Azumarill;72;23;0,07;44,0
Mega Kangaskhan;73;19;0,06;59,62
Lillie's Clefairy;74;21;0,06;51,02
Mega Camerupt;75;20;0,06;32,86
Blaziken Zoroark;76;18;0,05;60,2
Alolan Exeggutor ex;77;17;0,05;44,16
Heatran Metang;78;18;0,05;38,57
Lopunny Dusknoir;79;17;0,05;43,75
Raging Bolt Bellibolt;80;16;0,05;47,37
Farigiraf;81;16;0,05;43,86
Feraligatr;82;15;0,05;32,0
Mamoswine;83;18;0,05;18,75
Erika's Victreebel;84;15;0,05;30,43
Dragonite Eelektrik;85;14;0,04;36,36
Mega Lopunny;86;13;0,04;44,26
Alakazam;87;13;0,04;41,67
Mega Gengar;88;12;0,04;45,45
Misty's Gyarados;89;14;0,04;43,4
Slaking;90;13;0,04;47,06
Blissey;91;14;0,04;41,3
Bloodmoon Ursaluna;92;13;0,04;43,48
Mega Greninja;93;13;0,04;32,26
Ethan's Magcargo;94;11;0,03;33,33
Rocket's Nidoking;95;10;0,03;46,34
Tyranitar;96;9;0,03;26,47
Mega Sharpedo;97;7;0,02;34,88
Mega Manectric;98;7;0,02;37,84
Mega Latias;99;8;0,02;35,48
Hydrapple;100;7;0,02;23,33
Flareon;101;8;0,02;40,74
Toxtricity Brute Bonnet;102;5;0,02;44,0
Zoroark Crustle;103;5;0,02;40,0
Greninja Froslass;104;5;0,02;45,45
Dragapult Iron Thorns;105;5;0,02;36,36
Miraidon;106;6;0,02;10,53
Greninja Blaziken;107;5;0,02;38,89
Rocket's Porygon-Z;108;4;0,01;50,0
Iron Thorns;109;4;0,01;50,0
Sinistcha Ogerpon;110;4;0,01;37,5
Zoroark Lucario;111;3;0,01;40,0
Incineroar;112;2;0,01;46,67
Milotic;113;4;0,01;28,57
Scovillain;114;4;0,01;23,08
Beedrill;115;2;0,01;46,15
Farigiraf Milotic;116;4;0,01;66,67
Cinderace;117;4;0,01;41,67
Scizor;118;4;0,01;16,67
Froslass Dudunsparce;119;2;0,01;50,0
Future Box;120;2;0,01;54,55
Flygon;121;3;0,01;40,0
Cornerstone Mask Ogerpon;122;4;0,01;0,0
Dragapult Zoroark;123;2;0,01;22,22
Torterra;124;2;0,01;62,5
Luxray;125;2;0,01;37,5
Raging Bolt;126;1;0,0;25,0
Seaking Festival Lead;127;1;0,0;0,0
Gengar;128;1;0,0;0,0
Galvantula;129;1;0,0;0,0
Gholdengo Lunatone;130;1;0,0;0,0
