deck_name;rank;count;share;winrate
Dragapult;1;374;9,42;51,89
Mega Greninja;2;295;7,43;42,76
Dragapult Dusknoir;3;235;5,92;50,82
Beedrill;4;181;4,56;52,85
Slowking;5;181;4,56;52,65
Ogerpon Meganium Hydrapple;6;160;4,03;55,78
N's Zoroark;7;160;4,03;52,12
Lopunny Dudunsparce;8;160;4,03;47,57
Raging Bolt Ogerpon;9;154;3,88;50,94
Lucario Hariyama;10;153;3,85;49,86
Rocket's Mewtwo;11;115;2,9;46,17
Rocket's Honchkrow;12;113;2,85;49,37
Alakazam Dudunsparce;13;112;2,82;48,23
Cynthia's Garchomp;14;92;2,32;51,76
Dragapult Blaziken;15;91;2,29;53,21
Starmie Dusknoir;16;88;2,22;47,06
Dragapult Dudunsparce;17;84;2,12;49,32
Festival Lead;18;69;1,74;45,7
Starmie Froslass;19;66;1,66;45,81
Greninja;20;59;1,49;48,86
Grimmsnarl Froslass;21;55;1,39;51,81
Crustle;22;52;1,31;58,09
Mega Lucario;23;51;1,28;50,7
Basic Box;24;46;1,16;49,56
Ceruledge;25;42;1,06;51,08
Ogerpon Meganium Arboliva;26;36;0,91;46,0
Okidogi Barbaracle;27;35;0,88;58,82
Mega Starmie;28;31;0,78;48,28
Hop's Trevenant;29;28;0,71;49,17
Ethan's Typhlosion;30;25;0,63;54,47
Archaludon Dudunsparce;31;25;0,63;55,93
Metagross;32;22;0,55;55,05
Ursaluna Lunatone;33;20;0,5;35,94
Mega Abomasnow;34;19;0,48;40,59
Hydreigon;35;19;0,48;42,53
Mega Venusaur;36;19;0,48;45,33
Hop's Zacian;37;18;0,45;54,65
Steven's Metagross;38;17;0,43;38,1
Clefairy Ogerpon;39;16;0,4;52,94
Mega Charizard X;40;16;0,4;44,0
Archaludon;41;15;0,38;51,9
Diancie Dusknoir;42;14;0,35;56,36
Mega Zygarde;43;13;0,33;36,73
Mega Froslass;44;12;0,3;56,52
Froslass Dudunsparce;45;12;0,3;32,61
Yanmega;46;11;0,28;52,27
Kangaskhan Bouffalant;47;11;0,28;54,05
Flareon Noctowl;48;10;0,25;44,0
Doublade;49;10;0,25;55,26
Decidueye;50;9;0,23;31,25
Manectric Eelektrik;51;7;0,18;48,72
Bronzong;52;7;0,18;48,48
Froslass Munkidori;53;7;0,18;45,45
Joltik Box;54;7;0,18;54,84
Tera Box;55;7;0,18;48,15
Mega Dragonite;56;7;0,18;61,54
Sharpedo Toxtricity;57;7;0,18;41,67
Ogerpon Meganium;58;6;0,15;40,0
Rocket's Spidops;59;6;0,15;38,1
Mega Diancie;60;5;0,13;42,31
Okidogi;61;5;0,13;33,33
Toxtricity Box;62;5;0,13;57,89
Mega Absol Box;63;5;0,13;52,94
Mega Lopunny;64;4;0,1;63,33
Paldean Tauros;65;4;0,1;30,0
Dragapult Froslass;66;4;0,1;44,44
Palafin;67;3;0,08;40,0
Mega Gengar;68;3;0,08;35,71
Mega Feraligatr;69;3;0,08;38,46
Iono's Bellibolt;70;3;0,08;33,33
Raging Bolt Bellibolt;71;3;0,08;0,0
Eelektrik;72;2;0,05;30,0
Jellicent Dusknoir;73;2;0,05;71,43
Mamoswine;74;2;0,05;57,14
Hydrapple Ogerpon;75;2;0,05;28,57
Blaziken;76;2;0,05;14,29
Azumarill;77;2;0,05;50,0
Dudunsparce Control;78;2;0,05;0,0
Misty's Gyarados;79;2;0,05;33,33
Toxtricity;80;2;0,05;0,0
Heatran Metang;81;1;0,03;62,5
Slaking;82;1;0,03;33,33
Marnie's Grimmsnarl;83;1;0,03;33,33
Blaziken Zoroark;84;1;0,03;80,0
Dragapult Iron Thorns;85;1;0,03;80,0
Alolan Exeggutor ex;86;1;0,03;60,0
Milotic;87;1;0,03;20,0
Alakazam;88;1;0,03;20,0
Galvantula;89;1;0,03;25,0
Hydrapple;90;1;0,03;0,0
Ethan's Magcargo;91;1;0,03;33,33
Ogerpon;92;1;0,03;0,0
Mega Sharpedo;93;1;0,03;50,0
Cinderace;94;1;0,03;0,0
Archaludon Zoroark;95;1;0,03;0,0
