deck_name;rank;count;share;winrate
Mega Excadrill;1;2121;7,75;49,46
Dragapult;2;1931;7,06;53,97
Festival Lead;3;1841;6,73;51,11
Dragapult Blaziken;4;1645;6,01;52,72
Dragapult Dusknoir;5;1463;5,35;49,99
Slowking;6;1448;5,29;52,48
Alakazam Dudunsparce;7;1424;5,21;53,54
N's Zoroark;8;1406;5,14;48,07
Grimmsnarl Froslass;9;1272;4,65;51,47
Dhelmise;10;1123;4,1;47,84
Toucannon;11;908;3,32;47,23
Raging Bolt Ogerpon;12;499;1,82;53,73
Mega Lucario;13;499;1,82;50,5
Mega Greninja;14;455;1,66;41,96
Lucario Hariyama;15;441;1,61;48,25
Basic Box;16;404;1,48;53,27
Ogerpon Meganium Hydrapple;17;382;1,4;51,51
Rocket's Honchkrow;18;374;1,37;49,28
Mega Absol Box;19;332;1,21;47,62
Mega Chandelure;20;332;1,21;42,48
Cynthia's Garchomp;21;327;1,2;52,4
Beedrill;22;327;1,2;48,74
Kangaskhan Bouffalant;23;230;0,84;50,2
Manectric Eelektrik;24;214;0,78;41,77
Ethan's Typhlosion;25;203;0,74;45,25
Crustle;26;200;0,73;47,81
Rocket's Mewtwo;27;201;0,73;44,82
Toxtricity Box;28;188;0,69;50,12
Greninja;29;187;0,68;51,35
Hop's Trevenant;30;185;0,68;47,31
Ceruledge;31;185;0,68;47,58
Starmie Froslass;32;177;0,65;48,78
Mega Venusaur;33;175;0,64;43,13
Mega Darkrai;34;141;0,52;39,31
Mega Starmie;35;131;0,48;51,39
Lopunny Dudunsparce;36;130;0,48;51,52
Dragapult Dudunsparce;37;126;0,46;56,38
Cinccino;38;115;0,42;49,91
Starmie Dusknoir;39;108;0,39;45,18
Blaziken Zoroark;40;103;0,38;48,47
Wailord;41;100;0,37;40,52
Ogerpon Meganium Arboliva;42;96;0,35;56,21
Toxtricity;43;97;0,35;35,49
Steven's Metagross;44;85;0,31;49,73
Froslass Munkidori;45;83;0,3;43,35
Mega Abomasnow;46;73;0,27;38,34
Lillie's Clefairy;47;72;0,26;51,65
Clefairy Ogerpon;48;69;0,25;49,01
Lopunny Dusknoir;49;64;0,23;51,63
Metagross;50;62;0,23;46,82
Mega Froslass;51;62;0,23;41,9
Okidogi Barbaracle;52;62;0,23;46,21
Mega Dragonite;53;61;0,22;48,19
Flareon Noctowl;54;58;0,21;49,17
Doublade;55;57;0,21;42,86
Zygarde Barbaracle;56;51;0,19;49,07
Mega Charizard X;57;53;0,19;30,0
Erika's Victreebel;58;53;0,19;41,63
Tera Box;59;51;0,19;51,92
Marnie's Grimmsnarl;60;51;0,19;46,15
Diancie Dusknoir;61;52;0,19;48,45
Iron Thorns;62;52;0,19;32,42
Sharpedo Toxtricity;63;49;0,18;41,24
Froslass Dudunsparce;64;48;0,18;38,12
Iono's Bellibolt;65;41;0,15;39,26
Archaludon;66;39;0,14;35,92
Hydreigon;67;38;0,14;32,35
Ogerpon Meganium;68;36;0,13;43,21
