deck_name;rank;count;share;winrate
Dragapult;1;1987;8,1;52,77
Dragapult Dusknoir;2;1518;6,19;51,17
Slowking;3;1435;5,85;51,97
Mega Greninja;4;1387;5,66;44,15
N's Zoroark;5;1348;5,5;49,26
Alakazam Dudunsparce;6;1083;4,42;51,78
Beedrill;7;951;3,88;49,37
Ogerpon Meganium Hydrapple;8;841;3,43;52,92
Dragapult Blaziken;9;719;2,93;54,12
Lucario Hariyama;10;707;2,88;47,73
Rocket's Honchkrow;11;693;2,83;52,72
Raging Bolt Ogerpon;12;623;2,54;51,59
Rocket's Mewtwo;13;544;2,22;47,38
Festival Lead;14;530;2,16;50,77
Crustle;15;514;2,1;53,64
Lopunny Dudunsparce;16;499;2,04;48,23
Hop's Trevenant;17;382;1,56;47,16
Mega Lucario;18;377;1,54;48,84
Basic Box;19;375;1,53;52,34
Cynthia's Garchomp;20;375;1,53;52,04
Starmie Dusknoir;21;350;1,43;43,23
Greninja;22;328;1,34;49,04
Starmie Froslass;23;320;1,31;45,6
Metagross;24;292;1,19;53,46
Ceruledge;25;274;1,12;45,6
Dragapult Dudunsparce;26;272;1,11;50,0
Ethan's Typhlosion;27;267;1,09;50,08
Grimmsnarl Froslass;28;268;1,09;52,36
Diancie Dusknoir;29;211;0,86;50,32
Mega Venusaur;30;182;0,74;47,38
Archaludon Dudunsparce;31;177;0,72;51,89
Mega Starmie;32;170;0,69;47,44
Okidogi Barbaracle;33;153;0,62;53,29
Mega Absol Box;34;147;0,6;51,28
Lillie's Clefairy;35;145;0,59;43,64
Manectric Eelektrik;36;137;0,56;40,18
Hydreigon;37;118;0,48;40,31
Steven's Metagross;38;115;0,47;41,15
Ursaluna Lunatone;39;114;0,46;43,51
Kangaskhan Bouffalant;40;102;0,42;49,66
Ogerpon Meganium Arboliva;41;101;0,41;49,34
Doublade;42;96;0,39;43,17
Toxtricity Box;43;90;0,37;54,52
Mega Charizard X;44;86;0,35;37,87
Joltik Box;45;83;0,34;49,47
Hop's Zacian;46;84;0,34;44,97
Flareon Noctowl;47;79;0,32;42,38
Archaludon;48;77;0,31;50,56
Mega Froslass;49;77;0,31;46,5
Mega Abomasnow;50;71;0,29;41,25
Yanmega;51;69;0,28;42,14
Sylveon;52;69;0,28;42,35
Ogerpon Meganium;53;66;0,27;38,82
Mega Dragonite;54;65;0,27;47,92
Sharpedo Toxtricity;55;58;0,24;41,8
Marnie's Grimmsnarl;56;58;0,24;41,63
Froslass Dudunsparce;57;57;0,23;37,84
Tera Box;58;53;0,22;45,55
Palafin;59;48;0,2;44,0
Decidueye;60;48;0,2;41,35
Clefairy Ogerpon;61;50;0,2;47,03
Froslass Munkidori;62;44;0,18;40,56
Blaziken;63;38;0,15;46,3
Blaziken Zoroark;64;35;0,14;53,41
Mega Diancie;65;33;0,13;40,63
Iono's Bellibolt;66;32;0,13;44,06
Sinistcha Ogerpon;67;29;0,12;53,78
Bronzong;68;29;0,12;39,66
Mega Feraligatr;69;29;0,12;33,98
Rocket's Spidops;70;26;0,11;46,02
Mega Zygarde;71;28;0,11;37,0
Mega Lopunny;72;25;0,1;56,62
Archaludon Zoroark;73;24;0,1;42,39
Dragapult Froslass;74;21;0,09;47,66
Misty's Gyarados;75;21;0,09;43,75
Dudunsparce Control;76;22;0,09;35,9
Eelektrik;77;22;0,09;33,77
Alakazam;78;19;0,08;44,95
Azumarill;79;20;0,08;33,33
Heatran Metang;80;17;0,07;60,92
Toxtricity;81;18;0,07;40,74
Jellicent Dusknoir;82;17;0,07;47,22
Lopunny Dusknoir;83;18;0,07;47,14
Okidogi;84;18;0,07;30,77
Raging Bolt Bellibolt;85;18;0,07;40,0
Mega Gengar;86;16;0,07;28,07
Paldean Tauros;87;15;0,06;31,03
Zygarde Barbaracle;88;12;0,05;42,86
Ethan's Magcargo;89;12;0,05;36,36
Blissey;90;11;0,04;50,0
Mamoswine;91;10;0,04;47,92
Mega Camerupt;92;10;0,04;36,84
Feraligatr;93;11;0,04;29,73
Slaking;94;10;0,04;37,14
Mega Sharpedo;95;9;0,04;38,24
Terapagos Noctowl;96;10;0,04;54,55
Mega Latias;97;9;0,04;21,74
Iron Thorns;98;8;0,03;39,53
Flygon;99;7;0,03;42,86
Rocket's Nidoking;100;7;0,03;31,25
Tyranitar;101;8;0,03;25,0
Seaking Festival Lead;102;7;0,03;43,48
Mega Manectric;103;5;0,02;42,31
Dragapult Iron Thorns;104;6;0,02;66,67
Flareon;105;6;0,02;41,67
Torterra;106;4;0,02;43,48
Milotic;107;4;0,02;43,48
Bloodmoon Ursaluna;108;5;0,02;28,57
Scizor;109;5;0,02;42,11
Hydrapple;110;4;0,02;36,84
Dragonite Eelektrik;111;4;0,02;44,44
Cinderace;112;6;0,02;31,25
Iron Thorns Crustle;113;5;0,02;57,14
Luxray;114;5;0,02;35,71
Alolan Exeggutor ex;115;4;0,02;50,0
Erika's Victreebel;116;2;0,01;61,54
Incineroar;117;3;0,01;41,67
Hydrapple Ogerpon;118;3;0,01;30,0
Greninja Froslass;119;2;0,01;33,33
Toxtricity Brute Bonnet;120;2;0,01;28,57
Raging Bolt;121;2;0,01;33,33
Galvantula;122;2;0,01;16,67
Greninja Blaziken;123;1;0,0;42,86
Scovillain;124;1;0,0;50,0
Cornerstone Mask Ogerpon;125;1;0,0;40,0
Rocket's Porygon-Z;126;1;0,0;0,0
Ogerpon;127;1;0,0;0,0
Great Tusk Mill;128;1;0,0;50,0
Miraidon;129;1;0,0;0,0
