deck_name;rank;count;share;winrate
Mega Excadrill;1;1083;7,69;50,11
Festival Lead;2;962;6,83;52,5
Dragapult Blaziken;3;851;6,04;53,58
Dragapult;4;785;5,57;54,62
Dragapult Dusknoir;5;778;5,52;50,14
N's Zoroark;6;749;5,32;48,95
Alakazam Dudunsparce;7;720;5,11;53,84
Dhelmise;8;691;4,91;47,22
Slowking;9;628;4,46;52,2
Toucannon;10;616;4,37;48,03
Grimmsnarl Froslass;11;593;4,21;53,09
Mega Greninja;12;260;1,85;42,32
Mega Absol Box;13;259;1,84;48,38
Lucario Hariyama;14;232;1,65;48,03
Ogerpon Meganium Hydrapple;15;225;1,6;51,2
Rocket's Honchkrow;16;212;1,5;50,32
Beedrill;17;207;1,47;51,43
Mega Chandelure;18;204;1,45;43,01
Basic Box;19;184;1,31;53,54
Cynthia's Garchomp;20;181;1,28;52,27
Raging Bolt Ogerpon;21;168;1,19;53,13
Mega Lucario;22;144;1,02;49,4
Manectric Eelektrik;23;131;0,93;42,02
Rocket's Mewtwo;24;116;0,82;44,4
Kangaskhan Bouffalant;25;112;0,8;51,08
Ceruledge;26;111;0,79;46,53
Crustle;27;106;0,75;46,55
Ethan's Typhlosion;28;105;0,75;46,26
Toxtricity Box;29;99;0,7;46,15
Mega Venusaur;30;97;0,69;43,69
Mega Darkrai;31;92;0,65;42,3
Starmie Froslass;32;83;0,59;46,26
Hop's Trevenant;33;79;0,56;46,24
Wailord;34;79;0,56;42,02
Greninja;35;73;0,52;54,04
Blaziken Zoroark;36;63;0,45;52,57
Toxtricity;37;64;0,45;30,38
Lopunny Dudunsparce;38;56;0,4;52,32
Steven's Metagross;39;52;0,37;50,84
Starmie Dusknoir;40;52;0,37;43,27
Dragapult Dudunsparce;41;47;0,33;56,97
Mega Starmie;42;47;0,33;51,47
Froslass Munkidori;43;45;0,32;44,25
Lillie's Clefairy;44;41;0,29;50,51
Metagross;45;41;0,29;46,94
Mega Abomasnow;46;40;0,28;35,8
Erika's Victreebel;47;39;0,28;43,21
Mega Charizard X;48;39;0,28;32,68
Iron Thorns;49;40;0,28;33,58
Cinccino;50;36;0,26;52,82
Marnie's Grimmsnarl;51;37;0,26;47,06
Zygarde Barbaracle;52;35;0,25;51,85
Mega Dragonite;53;35;0,25;45,45
Okidogi Barbaracle;54;35;0,25;39,84
Doublade;55;32;0,23;40,98
Flareon Noctowl;56;29;0,21;48,7
Archaludon;57;26;0,18;33,7
Mega Feraligatr;58;26;0,18;24,29
Hydreigon;59;24;0,17;31,65
Ogerpon Meganium Arboliva;60;23;0,16;54,55
Tera Box;61;21;0,15;48,24
Froslass Dudunsparce;62;20;0,14;36,25
Sharpedo Toxtricity;63;18;0,13;41,56
Iono's Bellibolt;64;17;0,12;36,07
Hop's Zacian;65;16;0,11;43,59
Palafin;66;16;0,11;52,11
Yanmega;67;15;0,11;44,78
Archaludon Zoroark;68;16;0,11;43,4
Diancie Dusknoir;69;15;0,11;35,42
Mega Froslass;70;14;0,1;39,34
Ursaluna Lunatone;71;14;0,1;43,64
Blissey;72;13;0,09;49,12
Dragapult Froslass;73;13;0,09;38,3
Decidueye;74;13;0,09;30,43
Rocket's Nidoking;75;11;0,08;43,48
Joltik Box;76;11;0,08;40,91
Ogerpon Meganium;77;11;0,08;38,64
Eelektrik;78;9;0,06;44,0
Dudunsparce Control;79;8;0,06;47,83
Gengar;80;9;0,06;31,58
Bronzong;81;8;0,06;51,35
Clefairy Ogerpon;82;8;0,06;52,78
Terapagos Noctowl;83;8;0,06;45,45
Archaludon Dudunsparce;84;8;0,06;38,71
Mega Camerupt;85;8;0,06;36,67
Mega Lopunny;86;8;0,06;34,48
Blaziken;87;7;0,05;44,83
Misty's Gyarados;88;7;0,05;33,33
Flygon;89;7;0,05;40,0
Scizor;90;7;0,05;41,18
Sinistcha Ogerpon;91;6;0,04;57,89
Rocket's Spidops;92;6;0,04;33,33
Azumarill;93;6;0,04;30,43
Mega Zygarde;94;5;0,04;30,43
Dragonite Eelektrik;95;5;0,04;31,82
Paldean Tauros;96;5;0,04;46,15
Mega Manectric;97;4;0,03;52,38
Alakazam;98;4;0,03;50,0
Lopunny Dusknoir;99;4;0,03;33,33
Jellicent Dusknoir;100;4;0,03;41,67
Mega Sharpedo;101;4;0,03;27,27
Mega Gengar;102;4;0,03;20,0
Cornerstone Mask Ogerpon;103;3;0,02;16,67
Feraligatr;104;3;0,02;54,55
Sylveon;105;3;0,02;18,18
Flareon;106;3;0,02;40,0
Zoroark Crustle;107;3;0,02;37,5
Ethan's Magcargo;108;3;0,02;12,5
Seaking Festival Lead;109;2;0,01;45,45
Raging Bolt;110;2;0,01;11,11
Scovillain;111;1;0,01;62,5
Cinderace;112;1;0,01;71,43
Toxtricity Brute Bonnet;113;1;0,01;42,86
Mega Latias;114;2;0,01;33,33
Raging Bolt Bellibolt;115;2;0,01;16,67
Mega Diancie;116;1;0,01;50,0
Tyranitar;117;1;0,01;33,33
Luxray;118;1;0,01;60,0
Hydrapple;119;2;0,01;33,33
Hydrapple Ogerpon;120;1;0,01;100,0
Milotic;121;1;0,01;33,33
Mamoswine;122;1;0,01;33,33
Okidogi;123;1;0,01;0,0
Heatran Metang;124;1;0,01;0,0
