deck_name;rank;count;share;winrate
Dragapult;1;2447;7,83;53,07
Dragapult Dusknoir;2;2071;6,63;51,31
N's Zoroark;3;1915;6,13;49,17
Slowking;4;1818;5,82;52,16
Mega Greninja;5;1734;5,55;43,69
Alakazam Dudunsparce;6;1349;4,32;51,93
Beedrill;7;1173;3,75;49,21
Ogerpon Meganium Hydrapple;8;1012;3,24;52,81
Dragapult Blaziken;9;973;3,11;53,81
Rocket's Honchkrow;10;872;2,79;53,03
Lucario Hariyama;11;872;2,79;48,13
Festival Lead;12;778;2,49;50,66
Raging Bolt Ogerpon;13;722;2,31;51,4
Crustle;14;680;2,18;53,14
Rocket's Mewtwo;15;648;2,07;47,63
Lopunny Dudunsparce;16;574;1,84;48,19
Basic Box;17;510;1,63;51,95
Cynthia's Garchomp;18;497;1,59;51,95
Mega Lucario;19;472;1,51;48,98
Hop's Trevenant;20;462;1,48;46,89
Starmie Dusknoir;21;399;1,28;44,52
Starmie Froslass;22;400;1,28;46,21
Metagross;23;378;1,21;52,9
Greninja;24;369;1,18;49,16
Ethan's Typhlosion;25;367;1,17;49,6
Ceruledge;26;359;1,15;45,24
Grimmsnarl Froslass;27;353;1,13;52,45
Dragapult Dudunsparce;28;297;0,95;50,33
Mega Venusaur;29;241;0,77;47,21
Diancie Dusknoir;30;240;0,77;50,19
Mega Absol Box;31;238;0,76;50,75
Archaludon Dudunsparce;32;195;0,62;51,41
Mega Starmie;33;186;0,6;46,84
Okidogi Barbaracle;34;188;0,6;53,42
Manectric Eelektrik;35;181;0,58;39,8
Lillie's Clefairy;36;172;0,55;43,96
Kangaskhan Bouffalant;37;151;0,48;48,28
Hydreigon;38;145;0,46;40,54
Steven's Metagross;39;142;0,45;43,54
Ursaluna Lunatone;40;130;0,42;42,19
Doublade;41;127;0,41;42,51
Toxtricity Box;42;124;0,4;52,06
Archaludon;43;117;0,37;48,1
Ogerpon Meganium Arboliva;44;112;0,36;49,19
Flareon Noctowl;45;111;0,36;45,23
Froslass Dudunsparce;46;104;0,33;46,04
Mega Charizard X;47;104;0,33;39,04
Mega Dragonite;48;99;0,32;44,21
Joltik Box;49;96;0,31;48,81
Sharpedo Toxtricity;50;94;0,3;40,34
Mega Froslass;51;92;0,29;44,94
Hop's Zacian;52;90;0,29;45,71
Marnie's Grimmsnarl;53;92;0,29;42,46
Mega Abomasnow;54;82;0,26;42,23
Ogerpon Meganium;55;81;0,26;40,95
Yanmega;56;79;0,25;42,22
Sylveon;57;77;0,25;42,01
Palafin;58;76;0,24;42,68
Blaziken Zoroark;59;66;0,21;50,36
Froslass Munkidori;60;63;0,2;43,24
Clefairy Ogerpon;61;60;0,19;48,39
Decidueye;62;58;0,19;39,66
Tera Box;63;60;0,19;46,15
Archaludon Zoroark;64;43;0,14;44,79
Rocket's Spidops;65;42;0,13;48,66
Blaziken;66;41;0,13;45,09
Iono's Bellibolt;67;40;0,13;43,35
Mega Zygarde;68;41;0,13;41,77
Bronzong;69;40;0,13;40,0
Sinistcha Ogerpon;70;38;0,12;50,34
Mega Feraligatr;71;37;0,12;31,15
Mega Diancie;72;34;0,11;40,85
Mega Lopunny;73;30;0,1;55,77
Eelektrik;74;31;0,1;35,64
Jellicent Dusknoir;75;29;0,09;53,68
Misty's Gyarados;76;24;0,08;42,22
Dudunsparce Control;77;25;0,08;35,63
Alakazam;78;22;0,07;44,63
Dragapult Froslass;79;22;0,07;47,75
Toxtricity;80;22;0,07;41,41
Flygon;81;23;0,07;37,08
Paldean Tauros;82;23;0,07;37,08
Azumarill;83;22;0,07;32,91
Raging Bolt Bellibolt;84;23;0,07;37,18
Okidogi;85;21;0,07;29,58
Ethan's Magcargo;86;21;0,07;34,85
Zygarde Barbaracle;87;19;0,06;43,9
Mega Camerupt;88;19;0,06;36,36
Lopunny Dusknoir;89;19;0,06;49,33
Terapagos Noctowl;90;19;0,06;44,44
Heatran Metang;91;17;0,05;60,92
Mega Gengar;92;17;0,05;29,03
Blissey;93;15;0,05;53,23
Mamoswine;94;12;0,04;45,28
Iron Thorns;95;11;0,04;40,82
Mega Sharpedo;96;11;0,04;35,71
Flareon;97;11;0,04;33,33
Feraligatr;98;13;0,04;29,27
Mega Latias;99;12;0,04;21,21
Slaking;100;10;0,03;37,14
Seaking Festival Lead;101;9;0,03;50,0
Tyranitar;102;9;0,03;23,08
Cinderace;103;9;0,03;22,73
Gengar;104;7;0,02;48,57
Mega Manectric;105;7;0,02;38,24
Rocket's Nidoking;106;7;0,02;31,25
Dragapult Iron Thorns;107;6;0,02;66,67
Incineroar;108;5;0,02;45,83
Galvantula;109;7;0,02;27,27
Bloodmoon Ursaluna;110;5;0,02;28,57
Dragonite Eelektrik;111;5;0,02;40,0
Scizor;112;5;0,02;42,11
Iron Thorns Crustle;113;6;0,02;50,0
Alolan Exeggutor ex;114;5;0,02;42,86
Luxray;115;5;0,02;35,71
Milotic;116;4;0,01;43,48
Torterra;117;4;0,01;43,48
Hydrapple;118;4;0,01;36,84
Scovillain;119;4;0,01;35,71
Greninja Froslass;120;3;0,01;38,46
Erika's Victreebel;121;2;0,01;61,54
Greninja Blaziken;122;3;0,01;25,0
Raging Bolt;123;4;0,01;27,27
Hydrapple Ogerpon;124;3;0,01;30,0
Toxtricity Brute Bonnet;125;2;0,01;28,57
Cornerstone Mask Ogerpon;126;1;0,0;40,0
Future Box;127;1;0,0;25,0
Rocket's Porygon-Z;128;1;0,0;0,0
Ogerpon;129;1;0,0;0,0
Great Tusk Mill;130;1;0,0;50,0
Miraidon;131;1;0,0;0,0
