deck_name;rank;count;share;winrate
Dragapult;1;4311;8,43;53,08
Mega Excadrill;2;3433;6,71;48,62
Alakazam Dudunsparce;3;3105;6,07;51,74
Dragapult Dusknoir;4;2916;5,7;50,42
Slowking;5;2786;5,45;51,72
N's Zoroark;6;2788;5,45;48,01
Dragapult Blaziken;7;2681;5,24;52,71
Festival Lead;8;2668;5,22;50,75
Dhelmise;9;2046;4,0;49,08
Grimmsnarl Froslass;10;1903;3,72;51,06
Toucannon;11;1081;2,11;47,04
Basic Box;12;1073;2,1;52,14
Mega Lucario;13;1048;2,05;50,03
Raging Bolt Ogerpon;14;1010;1,97;52,39
Lucario Hariyama;15;997;1,95;48,23
Rocket's Honchkrow;16;724;1,42;51,29
Ogerpon Meganium Hydrapple;17;708;1,38;51,79
Mega Greninja;18;698;1,36;42,0
Crustle;19;684;1,34;51,95
Cynthia's Garchomp;20;669;1,31;51,31
Mega Chandelure;21;526;1,03;42,8
Beedrill;22;520;1,02;50,53
Rocket's Mewtwo;23;504;0,99;45,66
Lopunny Dudunsparce;24;464;0,91;53,29
Mega Absol Box;25;422;0,82;47,06
Lopunny Dusknoir;26;393;0,77;49,21
Greninja;27;390;0,76;50,7
Kangaskhan Bouffalant;28;391;0,76;50,63
Hop's Trevenant;29;367;0,72;46,01
Starmie Froslass;30;364;0,71;48,82
Toxtricity Box;31;356;0,7;50,0
Manectric Eelektrik;32;339;0,66;42,19
Ethan's Typhlosion;33;334;0,65;46,14
Ogerpon Meganium Arboliva;34;314;0,61;55,35
Dragapult Dudunsparce;35;309;0,6;52,93
Alakazam Dusknoir;36;285;0,56;50,0
Sharpedo Toxtricity;37;282;0,55;50,4
Ceruledge;38;279;0,55;47,92
Mega Venusaur;39;273;0,53;44,73
Mega Darkrai;40;238;0,47;37,16
Starmie Dusknoir;41;231;0,45;48,31
Mega Starmie;42;227;0,44;49,95
Cinccino;43;198;0,39;49,58
Steven's Metagross;44;194;0,38;49,94
Toxtricity;45;176;0,34;37,15
Clefairy Ogerpon;46;147;0,29;49,61
Blaziken Zoroark;47;145;0,28;47,46
Okidogi Barbaracle;48;130;0,25;48,45
Froslass Munkidori;49;122;0,24;41,18
Lillie's Clefairy;50;120;0,23;48,88
Wailord;51;119;0,23;38,59
Mega Abomasnow;52;111;0,22;36,98
Mega Froslass;53;112;0,22;36,11
Seaking Festival Lead;54;113;0,22;50,0
Mega Charizard X;55;108;0,21;33,18
Flareon Noctowl;56;101;0,2;43,95
Metagross;57;95;0,19;47,24
Doublade;58;99;0,19;41,63
Hydreigon;59;95;0,19;36,06
Hop's Zacian;60;93;0,18;43,77
Mega Dragonite;61;82;0,16;48,08
Marnie's Grimmsnarl;62;83;0,16;46,01
Diancie Dusknoir;63;81;0,16;46,23
Tera Box;64;76;0,15;49,84
Ogerpon Meganium;65;77;0,15;39,46
Froslass Dudunsparce;66;64;0,13;39,38
Erika's Victreebel;67;66;0,13;39,76
Zygarde Barbaracle;68;61;0,12;47,04
Palafin;69;61;0,12;48,26
Iono's Bellibolt;70;54;0,11;41,01
Ursaluna Lunatone;71;54;0,11;40,49
Iron Thorns;72;56;0,11;31,98
Azumarill;73;52;0,1;42,42
Mega Camerupt;74;45;0,09;32,68
Bronzong;75;48;0,09;45,79
Yanmega;76;45;0,09;46,24
Archaludon;77;47;0,09;37,78
Decidueye;78;47;0,09;34,52
Mega Feraligatr;79;46;0,09;30,57
Archaludon Dudunsparce;80;40;0,08;35,9
Joltik Box;81;40;0,08;42,67
Dudunsparce Control;82;35;0,07;40,0
Dragapult Froslass;83;37;0,07;47,55
Jellicent Dusknoir;84;29;0,06;42,34
Sinistcha Ogerpon;85;27;0,05;55,19
Mega Zygarde;86;27;0,05;42,64
Eelektrik;87;27;0,05;36,0
Alakazam;88;27;0,05;47,46
Rocket's Nidoking;89;24;0,05;38,14
Sylveon;90;26;0,05;36,7
Paldean Tauros;91;27;0,05;45,54
Rocket's Spidops;92;25;0,05;37,0
Gengar;93;27;0,05;32,99
Greninja Blaziken;94;26;0,05;52,22
Ethan's Magcargo;95;26;0,05;35,96
Archaludon Zoroark;96;26;0,05;42,05
Mamoswine;97;25;0,05;38,37
Misty's Gyarados;98;22;0,04;36,26
Blissey;99;21;0,04;45,68
Blaziken;100;23;0,04;36,36
Terapagos Noctowl;101;18;0,04;38,67
Mega Lopunny;102;20;0,04;37,5
Mega Gengar;103;21;0,04;22,95
Feraligatr;104;16;0,03;36,36
Scizor;105;13;0,03;43,59
Raging Bolt Bellibolt;106;11;0,02;41,51
Dragapult Zoroark;107;8;0,02;48,72
Mega Manectric;108;8;0,02;48,65
Mega Latias;109;8;0,02;34,38
Flygon;110;10;0,02;35,48
Mega Sharpedo;111;9;0,02;26,92
Toxtricity Brute Bonnet;112;6;0,01;56,25
Scovillain;113;6;0,01;46,88
Mega Diancie;114;7;0,01;41,94
Dragonite Eelektrik;115;6;0,01;40,74
Cinderace;116;6;0,01;44,0
Luxray;117;6;0,01;41,67
Tyranitar;118;5;0,01;31,82
Flareon;119;6;0,01;28,57
