deck_name;rank;count;share;winrate
Dragapult;1;584;9,53;51,91
Mega Greninja;2;426;6,95;43,53
Dragapult Dusknoir;3;338;5,51;51,25
Beedrill;4;296;4,83;52,13
Slowking;5;292;4,76;53,64
N's Zoroark;6;241;3,93;51,48
Ogerpon Meganium Hydrapple;7;230;3,75;54,28
Raging Bolt Ogerpon;8;228;3,72;50,1
Lopunny Dudunsparce;9;220;3,59;47,86
Lucario Hariyama;10;215;3,51;48,69
Rocket's Honchkrow;11;187;3,05;51,27
Starmie Dusknoir;12;165;2,69;46,05
Alakazam Dudunsparce;13;161;2,63;49,21
Dragapult Blaziken;14;156;2,55;55,17
Rocket's Mewtwo;15;155;2,53;45,96
Cynthia's Garchomp;16;136;2,22;49,91
Dragapult Dudunsparce;17;127;2,07;51,49
Festival Lead;18;107;1,75;48,94
Greninja;19;99;1,62;48,62
Starmie Froslass;20;93;1,52;45,37
Mega Lucario;21;91;1,48;50,87
Grimmsnarl Froslass;22;86;1,4;50,78
Basic Box;23;75;1,22;47,08
Ceruledge;24;73;1,19;49,84
Crustle;25;73;1,19;55,35
Archaludon Dudunsparce;26;52;0,85;56,37
Okidogi Barbaracle;27;51;0,83;54,21
Ogerpon Meganium Arboliva;28;48;0,78;45,18
Mega Starmie;29;46;0,75;46,94
Hop's Trevenant;30;43;0,7;46,32
Metagross;31;42;0,69;54,81
Mega Venusaur;32;40;0,65;42,76
Ethan's Typhlosion;33;38;0,62;53,23
Diancie Dusknoir;34;33;0,54;56,0
Steven's Metagross;35;33;0,54;39,42
Ursaluna Lunatone;36;30;0,49;33,67
Hop's Zacian;37;29;0,47;50,0
Hydreigon;38;26;0,42;40,0
Mega Abomasnow;39;25;0,41;40,0
Clefairy Ogerpon;40;24;0,39;53,57
Mega Charizard X;41;22;0,36;44,09
Yanmega;42;21;0,34;51,76
Doublade;43;20;0,33;50,68
Mega Froslass;44;19;0,31;52,78
Archaludon;45;18;0,29;50,53
Kangaskhan Bouffalant;46;18;0,29;56,06
Froslass Dudunsparce;47;18;0,29;34,38
Tera Box;48;16;0,26;50,0
Flareon Noctowl;49;15;0,24;47,95
Mega Dragonite;50;15;0,24;56,25
Manectric Eelektrik;51;14;0,23;42,03
Joltik Box;52;13;0,21;44,9
Mega Zygarde;53;13;0,21;36,73
Mega Absol Box;54;12;0,2;44,19
Sharpedo Toxtricity;55;12;0,2;41,86
Mega Diancie;56;11;0,18;43,1
Toxtricity Box;57;11;0,18;48,94
Decidueye;58;11;0,18;40,0
Froslass Munkidori;59;10;0,16;44,9
Ogerpon Meganium;60;9;0,15;43,59
Bronzong;61;9;0,15;44,74
Palafin;62;9;0,15;27,78
Rocket's Spidops;63;7;0,11;36,0
Mega Lopunny;64;6;0,1;58,14
Iono's Bellibolt;65;6;0,1;51,85
Dudunsparce Control;66;6;0,1;18,75
Okidogi;67;5;0,09;33,33
Heatran Metang;68;5;0,08;62,5
Paldean Tauros;69;5;0,08;26,09
Misty's Gyarados;70;5;0,08;35,29
Raging Bolt Bellibolt;71;5;0,08;12,5
Mega Feraligatr;72;4;0,07;50,0
Dragapult Froslass;73;4;0,07;44,44
Jellicent Dusknoir;74;4;0,07;46,67
Eelektrik;75;4;0,07;30,77
Azumarill;76;4;0,07;25,0
Milotic;77;3;0,05;44,44
Archaludon Zoroark;78;3;0,05;43,75
Mega Gengar;79;3;0,05;35,71
Blaziken;80;3;0,05;25,0
Ethan's Magcargo;81;3;0,05;27,27
Toxtricity;82;3;0,05;0,0
Alolan Exeggutor ex;83;2;0,03;54,55
Marnie's Grimmsnarl;84;2;0,03;30,0
Alakazam;85;2;0,03;12,5
Mamoswine;86;2;0,03;57,14
Cinderace;87;2;0,03;28,57
Hydrapple Ogerpon;88;2;0,03;28,57
Lopunny Dusknoir;89;2;0,03;66,67
Dragapult Iron Thorns;90;2;0,03;66,67
Seaking Festival Lead;91;2;0,03;16,67
Zygarde Barbaracle;92;1;0,02;83,33
Slaking;93;1;0,02;33,33
Blaziken Zoroark;94;1;0,02;80,0
Flygon;95;1;0,02;40,0
Cornerstone Mask Ogerpon;96;1;0,02;40,0
Lillie's Clefairy;97;1;0,02;40,0
Galvantula;98;1;0,02;25,0
Incineroar;99;1;0,02;25,0
Rocket's Nidoking;100;1;0,02;0,0
Hydrapple;101;1;0,02;0,0
Ogerpon;102;1;0,02;0,0
Great Tusk Mill;103;1;0,02;50,0
Mega Sharpedo;104;1;0,02;50,0
Feraligatr;105;1;0,02;0,0
