deck_name;rank;count;share;winrate
Dragapult;1;2286;7,11;52,29
Dragapult Dusknoir;2;1820;5,66;46,03
Lucario Hariyama;3;1741;5,42;47,21
Dragapult Blaziken;4;1708;5,31;52,61
Alakazam Dudunsparce;5;1641;5,1;51,62
N's Zoroark;6;1620;5,04;46,57
Rocket's Mewtwo;7;1489;4,63;49,86
Starmie Froslass;8;1243;3,87;51,83
Ogerpon Meganium;9;1164;3,62;53,65
Festival Lead;10;1144;3,56;52,12
Cynthia's Garchomp;11;1104;3,43;51,49
Raging Bolt Ogerpon;12;1005;3,13;51,18
Grimmsnarl Froslass;13;941;2,93;51,69
Okidogi Barbaracle;14;733;2,28;54,54
Rocket's Honchkrow;15;723;2,25;51,66
Crustle;16;661;2,06;51,0
Dragapult Dudunsparce;17;607;1,89;50,69
Lopunny Dudunsparce;18;546;1,7;51,48
Slowking;19;532;1,66;48,33
Greninja;20;469;1,46;48,44
Mega Venusaur;21;407;1,27;44,09
Steven's Metagross;22;405;1,26;47,16
Mega Absol Box;23;381;1,19;47,02
Hydrapple Ogerpon;24;368;1,14;53,17
Clefairy Ogerpon;25;363;1,13;50,32
Starmie Dusknoir;26;355;1,1;50,15
Ogerpon Box;27;352;1,1;54,29
Mega Lucario;28;336;1,05;47,2
Flareon Noctowl;29;305;0,95;46,8
Ceruledge;30;275;0,86;43,73
Hop's Trevenant;31;268;0,83;48,71
Diancie Dusknoir;32;252;0,78;45,27
Ursaluna Lunatone;33;216;0,67;45,08
Froslass Munkidori;34;205;0,64;47,09
Ethan's Typhlosion;35;189;0,59;40,39
Rocket's Spidops;36;171;0,53;54,29
Tera Box;37;171;0,53;46,95
Mega Froslass;38;146;0,45;49,34
Decidueye;39;143;0,44;43,27
Mega Starmie;40;137;0,43;44,44
Jellicent Dusknoir;41;130;0,4;44,93
Yanmega;42;113;0,35;54,48
Archaludon;43;104;0,32;51,4
Mega Charizard X;44;103;0,32;28,31
Kangaskhan Bouffalant;45;95;0,3;51,04
Toxtricity Box;46;96;0,3;44,03
Hop's Zacian;47;79;0,25;48,34
Marnie's Grimmsnarl;48;79;0,25;43,7
Hydreigon;49;76;0,24;42,37
Sharpedo Toxtricity;50;73;0,23;40,55
Mega Abomasnow;51;61;0,19;39,05
Zygarde Barbaracle;52;60;0,19;41,83
Joltik Box;53;58;0,18;49,8
Mega Dragonite;54;56;0,17;37,1
Archaludon Dudunsparce;55;50;0,16;56,96
Eelektrik;56;51;0,16;33,71
Archaludon Zoroark;57;48;0,15;53,39
Palafin;58;49;0,15;41,67
Dudunsparce Control;59;47;0,15;34,76
Mega Zygarde ex;60;44;0,14;46,46
Okidogi;61;41;0,13;44,89
Iono's Bellibolt;62;39;0,12;48,91
Dragapult Froslass;63;38;0,12;47,71
Manectric Eelektrik;64;36;0,11;29,32
Terapagos Noctowl;65;31;0,1;45,26
Paldean Tauros;66;28;0,09;32,33
Iron Thorns Crustle;67;30;0,09;36,45
Mega Diancie;68;28;0,09;40,19
Blaziken;69;28;0,09;34,31
Mega Feraligatr;70;25;0,08;34,0
Toxtricity;71;25;0,08;39,8
Azumarill;72;23;0,07;44,0
Lillie's Clefairy;73;21;0,07;51,02
Heatran Metang;74;18;0,06;38,57
Mega Camerupt;75;19;0,06;32,84
Mamoswine;76;18;0,06;18,75
Mega Kangaskhan;77;17;0,05;56,18
Blaziken Zoroark;78;15;0,05;59,49
Alolan Exeggutor ex;79;17;0,05;44,16
Lopunny Dusknoir;80;17;0,05;43,75
Raging Bolt Bellibolt;81;16;0,05;47,37
Farigiraf;82;15;0,05;43,14
Feraligatr;83;15;0,05;32,0
Erika's Victreebel;84;15;0,05;30,43
Mega Lopunny;85;13;0,04;44,26
Dragonite Eelektrik;86;13;0,04;37,7
Alakazam;87;13;0,04;41,67
Mega Gengar;88;12;0,04;45,45
Misty's Gyarados;89;14;0,04;43,4
Blissey;90;14;0,04;41,3
Bloodmoon Ursaluna;91;13;0,04;43,48
Slaking;92;12;0,04;48,84
Ethan's Magcargo;93;10;0,03;33,33
Rocket's Nidoking;94;10;0,03;46,34
Tyranitar;95;9;0,03;26,47
Mega Sharpedo;96;7;0,02;34,88
Mega Manectric;97;7;0,02;37,84
Mega Latias;98;8;0,02;35,48
Hydrapple;99;7;0,02;23,33
Flareon;100;8;0,02;40,74
Toxtricity Brute Bonnet;101;5;0,02;44,0
Zoroark Crustle;102;5;0,02;40,0
Dragapult Iron Thorns;103;5;0,02;36,36
Miraidon;104;6;0,02;10,53
Greninja Blaziken;105;5;0,02;38,89
Rocket's Porygon-Z;106;4;0,01;50,0
Iron Thorns;107;4;0,01;50,0
Sinistcha Ogerpon;108;4;0,01;37,5
Zoroark Lucario;109;3;0,01;40,0
Incineroar;110;2;0,01;46,67
Greninja Froslass;111;4;0,01;42,86
Milotic;112;3;0,01;28,57
Scovillain;113;4;0,01;23,08
Farigiraf Milotic;114;4;0,01;66,67
Cinderace;115;4;0,01;41,67
Scizor;116;4;0,01;16,67
Future Box;117;2;0,01;54,55
Flygon;118;3;0,01;40,0
Cornerstone Mask Ogerpon;119;4;0,01;0,0
Dragapult Zoroark;120;2;0,01;22,22
Torterra;121;2;0,01;62,5
Luxray;122;2;0,01;37,5
Froslass Dudunsparce;123;1;0,0;42,86
Raging Bolt;124;1;0,0;25,0
Gholdengo Lunatone;125;1;0,0;0,0
Seaking Festival Lead;126;1;0,0;0,0
Gengar;127;1;0,0;0,0
