deck_name;rank;count;share;winrate
Dragapult;1;1598;6,78;52,67
Lucario Hariyama;2;1428;6,06;47,07
Dragapult Blaziken;3;1341;5,69;52,32
Alakazam Dudunsparce;4;1299;5,51;50,97
N's Zoroark;5;1241;5,26;46,56
Dragapult Dusknoir;6;1213;5,14;45,79
Rocket's Mewtwo;7;1170;4,96;50,49
Starmie Froslass;8;958;4,06;52,03
Ogerpon Meganium;9;942;3,99;54,74
Festival Lead;11;806;3,42;52,74
Cynthia's Garchomp;12;806;3,42;52,08
Grimmsnarl Froslass;13;762;3,23;51,93
Raging Bolt Ogerpon;14;672;2,85;49,77
Okidogi Barbaracle;15;591;2,51;55,49
Rocket's Honchkrow;16;526;2,23;50,96
Crustle;17;481;2,04;52,57
Slowking;18;373;1,58;49,33
Greninja;19;350;1,48;49,05
Mega Absol Box;20;345;1,46;47,2
Mega Venusaur;21;330;1,4;43,74
Steven's Metagross;22;325;1,38;46,95
Clefairy Ogerpon;23;298;1,26;51,0
Dragapult Dudunsparce;24;289;1,23;50,35
Mega Lucario;25;279;1,18;47,09
Ogerpon Box;26;274;1,16;55,35
Flareon Noctowl;27;269;1,14;47,21
Ceruledge;28;210;0,89;44,23
Starmie Dusknoir;29;198;0,84;51,78
Froslass Munkidori;30;184;0,78;48,03
Hop's Trevenant;31;183;0,78;48,6
Diancie Dusknoir;32;180;0,76;46,84
Lopunny Dudunsparce;33;167;0,71;52,73
Rocket's Spidops;34;148;0,63;56,09
Ursaluna Lunatone;35;146;0,62;45,14
Tera Box;36;137;0,58;46,7
Jellicent Dusknoir;37;121;0,51;45,86
Decidueye;38;114;0,48;43,23
Mega Froslass;39;112;0,47;48,84
Ethan's Typhlosion;40;98;0,42;38,35
Hydrapple Ogerpon;41;93;0,39;50,61
Mega Starmie;42;86;0,36;45,27
Yanmega;43;84;0,36;54,24
Toxtricity Box;44;81;0,34;43,71
Archaludon;45;75;0,32;53,42
Mega Charizard X;46;75;0,32;29,5
Hydreigon;47;58;0,25;41,48
Marnie's Grimmsnarl;48;52;0,22;47,84
Sharpedo Toxtricity;49;51;0,22;36,1
Hop's Zacian;50;49;0,21;49,56
Kangaskhan Bouffalant;51;49;0,21;48,62
Zygarde Barbaracle;52;46;0,2;39,18
Mega Abomasnow;53;43;0,18;36,61
Archaludon Zoroark;54;41;0,17;55,45
Mega Dragonite;55;40;0,17;38,06
Eelektrik;56;39;0,17;35,61
Dudunsparce Control;57;37;0,16;35,25
Joltik Box;58;35;0,15;44,85
Mega Zygarde ex;59;33;0,14;43,26
Dragapult Froslass;60;32;0,14;47,58
Archaludon Dudunsparce;61;29;0,12;62,75
Iron Thorns Crustle;62;29;0,12;36,27
Palafin;64;26;0,11;38,6
Iono's Bellibolt;65;24;0,1;49,19
Manectric Eelektrik;66;23;0,1;29,89
Mega Diancie;67;21;0,09;43,24
Terapagos Noctowl;68;20;0,08;43,48
Paldean Tauros;69;20;0,08;37,23
Toxtricity;70;18;0,08;39,44
Blaziken;71;18;0,08;26,32
Lillie's Clefairy;72;17;0,07;51,72
Alolan Exeggutor ex;73;17;0,07;44,16
Azumarill;74;15;0,06;44,16
Mega Feraligatr;75;14;0,06;38,98
Mega Camerupt;76;14;0,06;31,37
Mamoswine;77;14;0,06;13,89
Heatran Metang;78;13;0,06;43,86
Bloodmoon Ursaluna;79;13;0,06;43,48
Farigiraf;80;12;0,05;45,24
Blissey;81;12;0,05;41,46
Dragonite Eelektrik;82;12;0,05;37,04
Slaking;83;11;0,05;50,0
Feraligatr;84;11;0,05;31,25
Erika's Victreebel;85;11;0,05;30,0
Raging Bolt Bellibolt;86;10;0,04;50,0
Misty's Gyarados;87;10;0,04;42,11
Mega Lopunny;88;9;0,04;41,03
Lopunny Dusknoir;89;9;0,04;38,89
Tyranitar;90;9;0,04;26,47
Alakazam;91;8;0,03;37,84
Flareon;92;7;0,03;43,48
Mega Latias;93;7;0,03;39,29
Ethan's Magcargo;94;7;0,03;37,04
Mega Gengar;95;6;0,03;37,5
Miraidon;96;6;0,03;10,53
Zoroark Crustle;97;5;0,02;40,0
Mega Sharpedo;98;5;0,02;39,39
Dragapult Iron Thorns;99;5;0,02;36,36
Hydrapple;100;5;0,02;25,0
Farigiraf Milotic;101;4;0,02;66,67
Greninja Blaziken;102;4;0,02;42,86
Mega Manectric;103;4;0,02;26,09
Scovillain;104;4;0,02;23,08
Scizor;105;4;0,02;16,67
Cinderace;106;3;0,01;50,0
Rocket's Nidoking;107;3;0,01;50,0
Rocket's Porygon-Z;108;3;0,01;50,0
Mega Kangaskhan;109;3;0,01;50,0
Greninja Froslass;110;3;0,01;50,0
Toxtricity Brute Bonnet;111;3;0,01;47,37
Okidogi;112;3;0,01;42,86
Flygon;113;3;0,01;40,0
Zoroark Lucario;114;3;0,01;40,0
Future Box;115;2;0,01;54,55
Sinistcha Ogerpon;116;2;0,01;50,0
Luxray;117;2;0,01;37,5
Iron Thorns;118;2;0,01;28,57
Incineroar;119;1;0,0;50,0
Torterra;120;1;0,0;50,0
Milotic;121;1;0,0;37,5
Raging Bolt;122;1;0,0;25,0
Gengar;123;1;0,0;0,0
Seaking Festival Lead;124;1;0,0;0,0
Gholdengo Lunatone;125;1;0,0;0,0
Cornerstone Mask Ogerpon;126;1;0,0;0,0
