deck_name;rank;count;share;winrate
Dragapult;1;3683;8,08;53,3
Mega Excadrill;2;3190;7,0;48,64
Alakazam Dudunsparce;3;2754;6,04;52,3
Dragapult Dusknoir;4;2561;5,62;50,26
Dragapult Blaziken;5;2508;5,5;52,9
Festival Lead;6;2503;5,49;50,69
Slowking;7;2483;5,45;51,82
N's Zoroark;8;2425;5,32;47,98
Dhelmise;9;1799;3,95;48,93
Grimmsnarl Froslass;10;1782;3,91;51,0
Toucannon;11;1050;2,3;47,16
Raging Bolt Ogerpon;12;947;2,08;52,6
Mega Lucario;13;926;2,03;50,26
Basic Box;14;872;1,91;51,91
Lucario Hariyama;15;841;1,84;48,48
Mega Greninja;16;651;1,43;41,92
Ogerpon Meganium Hydrapple;17;637;1,4;51,97
Rocket's Honchkrow;18;599;1,31;51,62
Cynthia's Garchomp;19;570;1,25;51,9
Crustle;20;518;1,14;50,52
Mega Chandelure;21;497;1,09;43,33
Beedrill;22;474;1,04;50,07
Rocket's Mewtwo;23;426;0,93;44,76
Mega Absol Box;24;397;0,87;46,94
Lopunny Dudunsparce;25;364;0,8;53,51
Kangaskhan Bouffalant;26;361;0,79;50,9
Greninja;27;353;0,77;50,34
Hop's Trevenant;28;337;0,74;46,06
Lopunny Dusknoir;29;334;0,73;49,03
Starmie Froslass;30;328;0,72;48,75
Toxtricity Box;31;317;0,7;50,14
Ethan's Typhlosion;32;309;0,68;46,04
Manectric Eelektrik;33;312;0,68;42,52
Dragapult Dudunsparce;34;277;0,61;53,48
Ogerpon Meganium Arboliva;35;272;0,6;56,14
Ceruledge;36;264;0,58;48,34
Mega Venusaur;37;244;0,54;43,69
Mega Darkrai;38;216;0,47;37,61
Mega Starmie;39;205;0,45;50,64
Starmie Dusknoir;40;207;0,45;47,11
Alakazam Dusknoir;41;196;0,43;51,73
Sharpedo Toxtricity;42;187;0,41;48,35
Cinccino;43;183;0,4;49,38
Steven's Metagross;44;159;0,35;50,72
Toxtricity;45;157;0,34;36,54
Blaziken Zoroark;46;144;0,32;47,54
Clefairy Ogerpon;47;132;0,29;49,91
Froslass Munkidori;48;117;0,26;41,09
Wailord;49;115;0,26;38,37
Okidogi Barbaracle;50;116;0,25;48,42
Lillie's Clefairy;51;111;0,24;49,31
Mega Abomasnow;52;103;0,23;37,0
Mega Froslass;53;103;0,23;36,49
Mega Charizard X;54;95;0,21;33,76
Metagross;55;92;0,2;47,74
Flareon Noctowl;56;90;0,2;45,45
Hydreigon;57;91;0,2;35,66
Mega Dragonite;58;80;0,18;48,46
Doublade;59;84;0,18;44,02
Hop's Zacian;60;80;0,18;43,13
Diancie Dusknoir;61;78;0,17;46,58
Seaking Festival Lead;62;74;0,16;50,17
Tera Box;63;74;0,16;50,17
Marnie's Grimmsnarl;64;72;0,16;45,39
Ogerpon Meganium;65;62;0,14;39,37
Erika's Victreebel;66;62;0,14;40,57
Zygarde Barbaracle;67;59;0,13;47,62
Palafin;68;57;0,13;48,54
Froslass Dudunsparce;69;61;0,13;40,4
Iron Thorns;70;56;0,12;31,98
Iono's Bellibolt;71;51;0,11;41,55
Ursaluna Lunatone;72;50;0,11;39,79
Bronzong;73;47;0,1;45,7
Azumarill;74;45;0,1;43,6
Mega Camerupt;75;39;0,09;32,97
Yanmega;76;40;0,09;44,91
Archaludon;77;42;0,09;35,33
Decidueye;78;42;0,09;32,65
Mega Feraligatr;79;42;0,09;30,37
Archaludon Dudunsparce;80;33;0,07;32,52
Joltik Box;81;30;0,07;43,33
Dudunsparce Control;82;28;0,06;41,54
Alakazam;83;27;0,06;47,46
Dragapult Froslass;84;28;0,06;47,66
Jellicent Dusknoir;85;28;0,06;40,95
Sinistcha Ogerpon;86;23;0,05;56,06
Rocket's Nidoking;87;24;0,05;38,14
Eelektrik;88;24;0,05;35,78
Rocket's Spidops;89;23;0,05;37,63
