deck_name;rank;count;share;winrate
Mega Excadrill;1;371;8,38;48,63
Dhelmise;2;277;6,26;46,73
Festival Lead;3;274;6,19;53,96
Dragapult Dusknoir;4;251;5,67;51,76
Dragapult Blaziken;5;247;5,58;57,02
N's Zoroark;6;240;5,42;48,64
Dragapult;7;224;5,06;55,75
Slowking;8;213;4,81;51,41
Alakazam Dudunsparce;9;209;4,72;56,84
Grimmsnarl Froslass;10;100;2,26;54,28
Mega Greninja;11;96;2,17;44,81
Mega Absol Box;12;94;2,12;51,42
Ogerpon Meganium Hydrapple;13;77;1,74;53,98
Rocket's Honchkrow;14;76;1,72;47,9
Lucario Hariyama;15;65;1,47;48,82
Tera Box;16;65;1,47;51,2
Beedrill;17;56;1,26;50,57
Basic Box;18;55;1,24;55,19
Cynthia's Garchomp;19;53;1,2;55,6
Manectric Eelektrik;20;44;0,99;42,86
Crustle;21;42;0,95;47,85
Ceruledge;22;42;0,95;47,22
Toxtricity;23;41;0,93;30,0
Raging Bolt Ogerpon;24;36;0,81;48,39
Wailord;25;36;0,81;42,11
Mega Lucario;26;34;0,77;46,41
Toxtricity Box;27;34;0,77;46,9
Terapagos Noctowl;28;33;0,75;55,37
Rocket's Mewtwo;29;32;0,72;43,62
Hop's Trevenant;30;30;0,68;45,11
Ethan's Typhlosion;31;28;0,63;45,9
Iron Thorns;32;28;0,63;31,96
Kangaskhan Bouffalant;33;27;0,61;48,72
Mega Venusaur;34;25;0,56;43,96
Starmie Froslass;35;23;0,52;41,9
Metagross;36;21;0,47;47,62
Flareon Noctowl;37;20;0,45;45,83
Blaziken Zoroark;38;19;0,43;60,44
Lopunny Dudunsparce;39;18;0,41;58,43
Froslass Munkidori;40;18;0,41;43,08
Lillie's Clefairy;41;17;0,38;48,24
Doublade;42;16;0,36;43,86
Starmie Dusknoir;43;15;0,34;43,86
Steven's Metagross;44;14;0,32;43,55
Mega Charizard X;45;13;0,29;32,2
Marnie's Grimmsnarl;46;13;0,29;48,15
Dragapult Dudunsparce;47;13;0,29;47,06
Archaludon Zoroark;48;12;0,27;34,48
Zygarde Barbaracle;49;11;0,25;52,24
Hydreigon;50;11;0,25;27,5
Archaludon;51;10;0,23;39,53
Mega Abomasnow;52;10;0,23;23,53
Mega Feraligatr;53;10;0,23;25,93
Greninja;54;9;0,2;54,72
Froslass Dudunsparce;55;9;0,2;40,0
Okidogi Barbaracle;56;9;0,2;38,71
Erika's Victreebel;57;6;0,14;57,58
Mega Dragonite;58;6;0,14;37,5
Dragapult Froslass;59;6;0,14;47,83
Iono's Bellibolt;60;6;0,14;23,53
Dudunsparce Control;61;5;0,11;44,83
Sharpedo Toxtricity;62;5;0,11;43,48
Diancie Dusknoir;63;5;0,11;35,29
Mega Gengar;64;5;0,11;21,43
Bronzong;65;4;0,09;52,38
Eelektrik;66;4;0,09;40,0
Palafin;67;4;0,09;47,37
Ogerpon Meganium;68;4;0,09;44,44
Misty's Gyarados;69;4;0,09;38,89
Ursaluna Lunatone;70;4;0,09;33,33
Mega Starmie;71;4;0,09;57,14
Joltik Box;72;4;0,09;35,71
Archaludon Dudunsparce;73;4;0,09;28,57
Mega Froslass;74;4;0,09;28,57
Blaziken;75;3;0,07;47,06
Mega Manectric;76;3;0,07;53,33
Yanmega;77;3;0,07;27,27
Paldean Tauros;78;3;0,07;62,5
Decidueye;79;3;0,07;12,5
Gengar;80;3;0,07;0,0
Flygon;81;3;0,07;14,29
Blissey;82;2;0,05;69,23
Hop's Zacian;83;2;0,05;61,54
Farigiraf;84;2;0,05;50,0
Lopunny Dusknoir;85;2;0,05;50,0
Mamoswine;86;2;0,05;44,44
Mega Camerupt;87;2;0,05;28,57
Zoroark Crustle;88;2;0,05;50,0
Mega Sharpedo;89;2;0,05;33,33
Scovillain;90;1;0,02;62,5
Rocket's Nidoking;91;1;0,02;66,67
Sinistcha Ogerpon;92;1;0,02;50,0
Alakazam;93;1;0,02;60,0
Clefairy Ogerpon;94;1;0,02;60,0
Mega Zygarde;95;1;0,02;20,0
Hydrapple Ogerpon;96;1;0,02;100,0
Milotic;97;1;0,02;33,33
Ethan's Magcargo;98;1;0,02;33,33
Sylveon;99;1;0,02;0,0
Hydrapple;100;1;0,02;50,0
Okidogi;101;1;0,02;50,0
Jellicent Dusknoir;102;1;0,02;50,0
Rocket's Spidops;103;1;0,02;0,0
Mega Latias;104;1;0,02;0,0
