deck_name;rank;count;share;winrate
Dragapult;1;2115;7,01;52,26
Dragapult Dusknoir;2;1687;5,59;45,84
Lucario Hariyama;3;1665;5,52;47,0
Dragapult Blaziken;4;1628;5,4;52,4
Alakazam Dudunsparce;5;1570;5,2;51,36
N's Zoroark;6;1551;5,14;46,37
Rocket's Mewtwo;7;1420;4,71;50,02
Starmie Froslass;8;1179;3,91;51,99
Ogerpon Meganium;9;1122;3,72;54,16
Festival Lead;10;1093;3,62;52,43
Cynthia's Garchomp;11;1040;3,45;51,44
Raging Bolt Ogerpon;12;920;3,05;50,61
Grimmsnarl Froslass;13;915;3,03;51,57
Okidogi Barbaracle;14;709;2,35;54,69
Rocket's Honchkrow;15;666;2,21;51,93
Crustle;16;633;2,1;51,26
Dragapult Dudunsparce;17;547;1,81;50,97
Slowking;18;494;1,64;48,62
Lopunny Dudunsparce;19;443;1,47;52,24
Greninja;20;437;1,45;48,97
Steven's Metagross;21;378;1,25;47,0
Mega Venusaur;22;378;1,25;43,36
Mega Absol Box;23;375;1,24;46,87
Clefairy Ogerpon;24;349;1,16;50,3
Ogerpon Box;25;330;1,09;54,43
Starmie Dusknoir;26;322;1,07;50,82
Mega Lucario;27;319;1,06;46,48
Flareon Noctowl;28;298;0,99;46,78
Hydrapple Ogerpon;29;297;0,98;53,16
Hop's Trevenant;30;257;0,85;49,08
Ceruledge;31;256;0,85;43,39
Diancie Dusknoir;32;237;0,79;44,9
Froslass Munkidori;33;204;0,68;46,97
Ursaluna Lunatone;34;205;0,68;44,57
Ethan's Typhlosion;35;174;0,58;38,98
Rocket's Spidops;36;168;0,56;54,72
Tera Box;37;162;0,54;46,94
Mega Froslass;38;138;0,46;49,54
Decidueye;39;133;0,44;43,41
Jellicent Dusknoir;40;127;0,42;45,51
Mega Starmie;41;125;0,41;45,24
Yanmega;42;103;0,34;55,09
Archaludon;43;96;0,32;52,46
Mega Charizard X;44;94;0,31;28,65
Toxtricity Box;45;88;0,29;43,73
Kangaskhan Bouffalant;46;82;0,27;51,46
Marnie's Grimmsnarl;47;74;0,25;45,0
Hop's Zacian;48;73;0,24;49,56
Hydreigon;49;72;0,24;41,07
Sharpedo Toxtricity;50;63;0,21;38,11
Mega Abomasnow;51;53;0,18;38,24
Zygarde Barbaracle;52;54;0,18;40,97
Joltik Box;53;51;0,17;49,78
Mega Dragonite;54;50;0,17;36,92
Archaludon Dudunsparce;55;49;0,16;57,14
Eelektrik;56;49;0,16;34,91
Archaludon Zoroark;57;46;0,15;53,95
Dudunsparce Control;58;44;0,15;35,48
Okidogi;59;38;0,13;46,43
Mega Zygarde ex;60;37;0,12;42,68
Palafin;61;36;0,12;41,67
Dragapult Froslass;62;37;0,12;48,34
Iono's Bellibolt;63;32;0,11;47,37
Terapagos Noctowl;64;29;0,1;44,19
Manectric Eelektrik;65;29;0,1;28,83
Iron Thorns Crustle;66;30;0,1;36,45
Mega Diancie;67;26;0,09;41,05
Blaziken;68;26;0,09;33,33
Paldean Tauros;69;24;0,08;33,64
Toxtricity;70;23;0,08;37,93
Mega Feraligatr;71;22;0,07;35,96
Azumarill;72;21;0,07;41,57
Lillie's Clefairy;73;18;0,06;52,75
Alolan Exeggutor ex;74;17;0,06;44,16
Heatran Metang;75;18;0,06;38,57
Mega Camerupt;76;17;0,06;30,0
Mamoswine;77;17;0,06;13,95
Lopunny Dusknoir;78;15;0,05;44,07
Raging Bolt Bellibolt;79;15;0,05;50,0
Blissey;80;14;0,05;41,3
Feraligatr;81;14;0,05;30,43
Erika's Victreebel;82;14;0,05;31,82
Dragonite Eelektrik;83;13;0,04;37,7
Mega Kangaskhan;84;11;0,04;55,93
Alakazam;85;11;0,04;36,17
Bloodmoon Ursaluna;86;13;0,04;43,48
Farigiraf;87;13;0,04;44,19
Slaking;88;12;0,04;48,84
Misty's Gyarados;89;12;0,04;42,86
Mega Lopunny;90;10;0,03;43,48
Mega Gengar;91;9;0,03;40,0
Blaziken Zoroark;92;8;0,03;62,5
Ethan's Magcargo;93;9;0,03;35,14
Tyranitar;94;9;0,03;26,47
Mega Latias;95;8;0,03;35,48
Flareon;96;8;0,03;40,74
Mega Sharpedo;97;7;0,02;34,88
Mega Manectric;98;7;0,02;37,84
Hydrapple;99;7;0,02;23,33
Toxtricity Brute Bonnet;100;5;0,02;44,0
Zoroark Crustle;101;5;0,02;40,0
Dragapult Iron Thorns;102;5;0,02;36,36
Rocket's Nidoking;103;6;0,02;50,0
Miraidon;104;6;0,02;10,53
Greninja Blaziken;105;5;0,02;38,89
Sinistcha Ogerpon;106;4;0,01;37,5
Rocket's Porygon-Z;107;3;0,01;50,0
Zoroark Lucario;108;3;0,01;40,0
Greninja Froslass;109;4;0,01;42,86
Iron Thorns;110;3;0,01;50,0
Milotic;111;3;0,01;28,57
Scovillain;112;4;0,01;23,08
Farigiraf Milotic;113;4;0,01;66,67
Cinderace;114;4;0,01;41,67
Scizor;115;4;0,01;16,67
Future Box;116;2;0,01;54,55
Flygon;117;3;0,01;40,0
Dragapult Zoroark;118;2;0,01;22,22
Cornerstone Mask Ogerpon;119;3;0,01;0,0
Luxray;120;2;0,01;37,5
Incineroar;121;1;0,0;50,0
Raging Bolt;122;1;0,0;25,0
Torterra;123;1;0,0;50,0
Gengar;124;1;0,0;0,0
Seaking Festival Lead;125;1;0,0;0,0
Gholdengo Lunatone;126;1;0,0;0,0
