deck_name;rank;count;share;winrate
Dragapult;1;1662;6,75;52,46
Lucario Hariyama;2;1463;5,95;46,86
Dragapult Blaziken;3;1393;5,66;52,38
Alakazam Dudunsparce;4;1343;5,46;51,04
N's Zoroark;5;1295;5,26;46,37
Dragapult Dusknoir;6;1268;5,15;45,53
Rocket's Mewtwo;7;1216;4,94;50,6
Starmie Froslass;8;997;4,05;52,29
Ogerpon Meganium;9;976;3,97;54,89
Festival Lead;10;861;3,5;52,55
Cynthia's Garchomp;11;855;3,47;51,71
Grimmsnarl Froslass;12;794;3,23;51,88
Raging Bolt Ogerpon;13;702;2,85;49,78
Okidogi Barbaracle;14;620;2,52;54,97
Rocket's Honchkrow;15;548;2,23;51,09
Crustle;16;522;2,12;52,04
Slowking;17;392;1,59;48,93
Greninja;18;361;1,47;49,24
Mega Absol Box;19;356;1,45;47,35
Mega Venusaur;20;333;1,35;43,66
Steven's Metagross;21;332;1,35;47,03
Dragapult Dudunsparce;22;322;1,31;50,85
Clefairy Ogerpon;23;308;1,25;50,49
Mega Lucario;24;283;1,15;46,97
Ogerpon Box;25;283;1,15;55,26
Flareon Noctowl;26;276;1,12;47,25
Ceruledge;27;216;0,88;43,61
Starmie Dusknoir;28;214;0,87;51,52
Hop's Trevenant;29;194;0,79;48,67
Lopunny Dudunsparce;30;191;0,78;53,08
Diancie Dusknoir;31;190;0,77;46,4
Froslass Munkidori;32;187;0,76;47,76
Ursaluna Lunatone;33;161;0,65;45,5
Rocket's Spidops;34;151;0,61;56,04
Tera Box;35;138;0,56;47,17
Jellicent Dusknoir;36;121;0,49;45,86
Decidueye;37;117;0,48;42,68
Mega Froslass;38;114;0,46;49,05
Ethan's Typhlosion;39;111;0,45;39,06
Hydrapple Ogerpon;40;109;0,44;50,8
Mega Starmie;41;94;0,38;46,48
Yanmega;42;91;0,37;54,29
Toxtricity Box;43;81;0,33;43,71
Archaludon;44;79;0,32;53,35
Mega Charizard X;45;77;0,31;29,41
Hydreigon;46;60;0,24;42,21
Marnie's Grimmsnarl;47;54;0,22;46,56
Sharpedo Toxtricity;48;55;0,22;36,45
Hop's Zacian;49;52;0,21;49,2
Kangaskhan Bouffalant;50;51;0,21;49,36
Zygarde Barbaracle;51;47;0,19;39,8
Mega Abomasnow;52;44;0,18;37,37
Archaludon Zoroark;53;42;0,17;55,5
Mega Dragonite;54;42;0,17;37,89
Eelektrik;55;41;0,17;35,29
Dudunsparce Control;56;38;0,15;35,42
Mega Zygarde ex;57;34;0,14;42,36
Joltik Box;58;35;0,14;44,85
Dragapult Froslass;59;34;0,14;45,93
Archaludon Dudunsparce;60;33;0,13;62,57
Okidogi;61;31;0,12;45,0
Iron Thorns Crustle;62;30;0,12;36,45
Iono's Bellibolt;63;26;0,11;49,24
Palafin;64;27;0,11;37,61
Manectric Eelektrik;65;24;0,1;30,11
Terapagos Noctowl;66;21;0,09;45,45
Mega Diancie;67;22;0,09;41,77
Paldean Tauros;68;20;0,08;37,23
Toxtricity;69;19;0,08;39,19
Blaziken;70;20;0,08;32,86
Lillie's Clefairy;71;18;0,07;52,75
Azumarill;72;17;0,07;43,04
Alolan Exeggutor ex;73;17;0,07;44,16
Mega Feraligatr;74;14;0,06;38,98
Mega Camerupt;75;15;0,06;29,63
Mamoswine;76;14;0,06;13,89
Heatran Metang;77;13;0,05;43,86
Dragonite Eelektrik;78;12;0,05;37,04
Bloodmoon Ursaluna;79;13;0,05;43,48
Farigiraf;80;12;0,05;45,24
Blissey;81;12;0,05;41,46
Feraligatr;82;12;0,05;30,56
Erika's Victreebel;83;12;0,05;30,56
Slaking;84;11;0,04;50,0
Raging Bolt Bellibolt;85;11;0,04;48,72
Mega Lopunny;86;9;0,04;41,03
Misty's Gyarados;87;10;0,04;42,11
Lopunny Dusknoir;88;9;0,04;38,89
Tyranitar;89;9;0,04;26,47
Alakazam;90;8;0,03;37,84
Mega Gengar;91;7;0,03;37,93
Mega Latias;92;7;0,03;39,29
Ethan's Magcargo;93;7;0,03;37,04
Flareon;94;7;0,03;43,48
Mega Sharpedo;95;5;0,02;39,39
Hydrapple;96;6;0,02;20,0
Zoroark Crustle;97;5;0,02;40,0
Mega Manectric;98;4;0,02;26,09
Dragapult Iron Thorns;99;5;0,02;36,36
Miraidon;100;6;0,02;10,53
Greninja Blaziken;101;4;0,02;42,86
Greninja Froslass;102;4;0,02;42,86
Scovillain;103;4;0,02;23,08
Farigiraf Milotic;104;4;0,02;66,67
Scizor;105;4;0,02;16,67
Rocket's Nidoking;106;4;0,02;40,0
Toxtricity Brute Bonnet;107;3;0,01;47,37
Mega Kangaskhan;108;3;0,01;50,0
Rocket's Porygon-Z;109;3;0,01;50,0
Zoroark Lucario;110;3;0,01;40,0
Future Box;111;2;0,01;54,55
Cinderace;112;3;0,01;50,0
Flygon;113;3;0,01;40,0
Sinistcha Ogerpon;114;2;0,01;50,0
Luxray;115;2;0,01;37,5
Iron Thorns;116;2;0,01;28,57
Cornerstone Mask Ogerpon;117;2;0,01;0,0
Incineroar;118;1;0,0;50,0
Milotic;119;1;0,0;37,5
Raging Bolt;120;1;0,0;25,0
Torterra;121;1;0,0;50,0
Gengar;122;1;0,0;0,0
Seaking Festival Lead;123;1;0,0;0,0
Gholdengo Lunatone;124;1;0,0;0,0
