deck_name;rank;count;share;winrate
Dragapult;1;1585;8,58;52,82
Dragapult Dusknoir;2;1088;5,89;51,46
Mega Greninja;3;1074;5,82;43,98
Slowking;4;1064;5,76;51,75
N's Zoroark;5;886;4,8;49,49
Alakazam Dudunsparce;6;807;4,37;51,25
Beedrill;7;755;4,09;49,46
Ogerpon Meganium Hydrapple;8;650;3,52;52,97
Lucario Hariyama;9;563;3,05;46,85
Raging Bolt Ogerpon;10;530;2,87;51,47
Dragapult Blaziken;11;520;2,82;55,03
Rocket's Honchkrow;12;521;2,82;52,04
Festival Lead;13;405;2,19;50,56
Lopunny Dudunsparce;14;403;2,18;48,08
Rocket's Mewtwo;15;401;2,17;47,18
Crustle;16;370;2,0;53,52
Starmie Dusknoir;17;303;1,64;43,88
Cynthia's Garchomp;18;291;1,58;51,75
Hop's Trevenant;19;284;1,54;47,86
Mega Lucario;20;279;1,51;49,32
Greninja;21;264;1,43;48,14
Basic Box;22;261;1,41;52,03
Starmie Froslass;23;259;1,4;45,87
Dragapult Dudunsparce;24;251;1,36;50,21
Ceruledge;25;221;1,2;46,58
Metagross;26;193;1,04;52,94
Grimmsnarl Froslass;27;187;1,01;51,2
Ethan's Typhlosion;28;178;0,96;51,02
Diancie Dusknoir;29;174;0,94;50,97
Archaludon Dudunsparce;30;149;0,81;52,46
Mega Starmie;31;145;0,79;48,05
Okidogi Barbaracle;32;131;0,71;54,38
Mega Venusaur;33;124;0,67;43,97
Lillie's Clefairy;34;102;0,55;44,79
Hydreigon;35;94;0,51;40,29
Steven's Metagross;36;90;0,49;41,16
Ursaluna Lunatone;37;87;0,47;44,56
Ogerpon Meganium Arboliva;38;83;0,45;47,09
Manectric Eelektrik;39;84;0,45;40,48
Mega Absol Box;40;77;0,42;50,0
Kangaskhan Bouffalant;41;75;0,41;50,78
Mega Charizard X;42;71;0,38;40,07
Hop's Zacian;43;66;0,36;44,29
Mega Abomasnow;44;65;0,35;40,74
Doublade;45;65;0,35;44,57
Mega Froslass;46;63;0,34;47,64
Flareon Noctowl;47;61;0,33;40,44
Toxtricity Box;48;59;0,32;54,58
Yanmega;49;55;0,3;44,21
Joltik Box;50;53;0,29;48,29
Ogerpon Meganium;51;53;0,29;37,75
Archaludon;52;47;0,25;47,51
Mega Dragonite;53;46;0,25;49,39
Clefairy Ogerpon;54;43;0,23;49,44
Froslass Dudunsparce;55;42;0,23;35,76
Sharpedo Toxtricity;56;41;0,22;42,08
Froslass Munkidori;57;41;0,22;41,14
Tera Box;58;39;0,21;46,53
Palafin;59;37;0,2;42,94
Decidueye;60;35;0,19;44,72
Blaziken;61;30;0,16;44,26
Sylveon;62;29;0,16;46,43
Mega Diancie;63;28;0,15;41,5
Mega Feraligatr;64;25;0,14;32,97
Bronzong;65;24;0,13;43,0
Mega Zygarde;66;22;0,12;39,24
Mega Lopunny;67;21;0,11;55,56
Sinistcha Ogerpon;68;20;0,11;57,47
Misty's Gyarados;69;18;0,1;46,58
Dragapult Froslass;70;16;0,09;47,62
Iono's Bellibolt;71;17;0,09;49,35
Dudunsparce Control;72;17;0,09;37,5
Jellicent Dusknoir;73;14;0,08;47,46
Okidogi;74;15;0,08;34,55
Azumarill;75;15;0,08;37,74
Rocket's Spidops;76;14;0,08;30,19
Mega Gengar;77;15;0,08;26,92
Raging Bolt Bellibolt;78;15;0,08;38,3
Marnie's Grimmsnarl;79;15;0,08;23,26
Eelektrik;80;14;0,08;34,88
Lopunny Dusknoir;81;13;0,07;48,0
Heatran Metang;82;11;0,06;56,9
Alakazam;83;10;0,05;41,18
Archaludon Zoroark;84;9;0,05;31,58
Ethan's Magcargo;85;10;0,05;37,14
Toxtricity;86;9;0,05;42,42
Paldean Tauros;87;9;0,05;19,35
Iron Thorns;88;7;0,04;43,59
Mamoswine;89;7;0,04;50,0
Rocket's Nidoking;90;7;0,04;31,25
Slaking;91;7;0,04;44,44
Tyranitar;92;8;0,04;25,0
Seaking Festival Lead;93;7;0,04;43,48
Feraligatr;94;7;0,04;26,09
Blissey;95;6;0,03;56,67
Blaziken Zoroark;96;6;0,03;47,83
Dragapult Iron Thorns;97;5;0,03;68,18
Flareon;98;5;0,03;45,0
Mega Sharpedo;99;6;0,03;33,33
Terapagos Noctowl;100;5;0,03;55,56
Mega Camerupt;101;6;0,03;17,65
Iron Thorns Crustle;102;5;0,03;57,14
Luxray;103;5;0,03;35,71
Milotic;104;4;0,02;43,48
Bloodmoon Ursaluna;105;4;0,02;33,33
Mega Manectric;106;3;0,02;50,0
Zygarde Barbaracle;107;4;0,02;56,25
Hydrapple;108;3;0,02;35,71
Cinderace;109;4;0,02;38,46
Alolan Exeggutor ex;110;3;0,02;50,0
Dragonite Eelektrik;111;3;0,02;45,45
Mega Latias;112;3;0,02;16,67
Erika's Victreebel;113;2;0,01;61,54
Flygon;114;2;0,01;37,5
Toxtricity Brute Bonnet;115;2;0,01;28,57
Hydrapple Ogerpon;116;2;0,01;28,57
Scizor;117;1;0,01;66,67
Torterra;118;1;0,01;33,33
Cornerstone Mask Ogerpon;119;1;0,01;40,0
Raging Bolt;120;1;0,01;40,0
Galvantula;121;1;0,01;25,0
Incineroar;122;1;0,01;25,0
Rocket's Porygon-Z;123;1;0,01;0,0
Ogerpon;124;1;0,01;0,0
Great Tusk Mill;125;1;0,01;50,0
Miraidon;126;1;0,01;0,0
