deck_name;rank;count;share;winrate
Dragapult;1;752;9,95;53,14
Slowking;2;472;6,25;51,68
Alakazam Dudunsparce;3;467;6,18;49,0
N's Zoroark;4;456;6,03;49,31
Dragapult Dusknoir;5;451;5,97;50,66
Basic Box;6;366;4,84;52,83
Mega Excadrill;7;349;4,62;50,13
Dhelmise;8;294;3,89;49,55
Crustle;9;226;2,99;51,56
Lopunny Dudunsparce;10;218;2,88;53,44
Dragapult Blaziken;11;192;2,54;51,7
Lucario Hariyama;12;179;2,37;47,48
Festival Lead;13;173;2,29;52,21
Ogerpon Meganium Hydrapple;14;156;2,06;53,34
Sharpedo Toxtricity;15;151;2,0;48,48
Mega Greninja;16;130;1,72;41,75
Rocket's Honchkrow;17;128;1,69;51,86
Mega Lucario;18;117;1,55;46,33
Grimmsnarl Froslass;19;111;1,47;49,36
Cynthia's Garchomp;20;110;1,46;51,52
Alakazam Dusknoir;21;99;1,31;48,93
Rocket's Mewtwo;22;84;1,11;50,52
Greninja;23;75;0,99;50,17
Steven's Metagross;24;66;0,87;41,83
Lopunny Dusknoir;25;65;0,86;49,26
Raging Bolt Ogerpon;26;62;0,82;48,99
Ogerpon Meganium Arboliva;27;57;0,75;59,87
Beedrill;28;55;0,73;56,87
Gengar;29;49;0,65;39,76
Starmie Froslass;30;48;0,64;52,02
Hop's Trevenant;31;45;0,6;42,16
Mega Starmie;32;45;0,6;48,91
Ethan's Typhlosion;33;45;0,6;43,31
Toxtricity Box;34;44;0,58;52,25
Dragapult Dudunsparce;35;44;0,58;50,57
Seaking Festival Lead;36;42;0,56;49,75
Mega Chandelure;37;41;0,54;44,23
Starmie Dusknoir;38;36;0,48;44,52
Clefairy Ogerpon;39;33;0,44;47,76
Manectric Eelektrik;40;33;0,44;36,44
Toucannon;41;32;0,42;43,18
Mega Venusaur;42;32;0,42;46,09
Mega Darkrai;43;30;0,4;35,14
Ogerpon Meganium;44;29;0,38;40,16
Mega Absol Box;45;27;0,36;41,11
Kangaskhan Bouffalant;46;24;0,32;40,96
Lillie's Clefairy;47;20;0,26;43,75
Marnie's Grimmsnarl;48;19;0,25;46,05
Mega Camerupt;49;19;0,25;46,58
Toxtricity;50;18;0,24;38,16
Hydreigon;51;18;0,24;44,0
Cinccino;52;17;0,22;45,05
Doublade;53;17;0,22;30,0
Froslass Munkidori;54;17;0,22;27,27
Ceruledge;55;14;0,19;46,67
Mega Froslass;56;14;0,19;37,04
Eelektrik;57;14;0,19;31,82
Yanmega;58;13;0,17;50,0
Iono's Bellibolt;59;11;0,15;35,56
Dragapult Froslass;60;11;0,15;35,29
Metagross;61;10;0,13;42,0
Mega Charizard X;62;10;0,13;28,89
Blaziken Zoroark;63;9;0,12;56,86
Hop's Zacian;64;9;0,12;44,74
Mega Gengar;65;9;0,12;40,63
Okidogi Barbaracle;66;8;0,11;61,11
Tera Box;67;8;0,11;48,15
Palafin;68;7;0,09;51,28
Archaludon Dudunsparce;69;7;0,09;38,71
Mega Diancie;70;7;0,09;23,08
Mega Abomasnow;71;6;0,08;44,44
Mega Zygarde;72;6;0,08;38,1
Ursaluna Lunatone;73;6;0,08;38,89
Flareon Noctowl;74;6;0,08;27,78
Zygarde Barbaracle;75;5;0,07;40,91
Mega Dragonite;76;5;0,07;52,63
Azumarill;77;5;0,07;41,18
Raging Bolt Bellibolt;78;5;0,07;21,43
Decidueye;79;4;0,05;55,0
Paldean Tauros;80;4;0,05;45,0
Archaludon;81;4;0,05;31,25
Alakazam;82;4;0,05;46,15
Mega Feraligatr;83;3;0,04;42,11
Joltik Box;84;3;0,04;50,0
Rocket's Spidops;85;3;0,04;42,86
Sinistcha Ogerpon;86;3;0,04;36,36
Blissey;87;3;0,04;33,33
Diancie Dusknoir;88;3;0,04;11,11
Mamoswine;89;3;0,04;25,0
Mega Lopunny;90;3;0,04;12,5
Archaludon Zoroark;91;3;0,04;20,0
Heatran Metang;92;2;0,03;35,71
Slaking;93;2;0,03;27,27
Erika's Victreebel;94;2;0,03;12,5
Greninja Froslass;95;2;0,03;33,33
Wailord;96;2;0,03;40,0
Mega Sharpedo;97;2;0,03;0,0
Flareon;98;2;0,03;0,0
Froslass Dudunsparce;99;2;0,03;0,0
Bloodmoon Ursaluna;100;1;0,01;37,5
Misty's Gyarados;101;1;0,01;42,86
Blaziken;102;1;0,01;50,0
Toxtricity Brute Bonnet;103;1;0,01;16,67
Terapagos Noctowl;104;1;0,01;25,0
Incineroar;105;1;0,01;0,0
Rocket's Nidoking;106;1;0,01;0,0
Ethan's Magcargo;107;1;0,01;0,0
Alolan Exeggutor ex;108;1;0,01;0,0
Dudunsparce Control;109;1;0,01;0,0
Iron Thorns;110;1;0,01;0,0
