deck_name;rank;count;share;winrate
Dragapult;1;708;10,01;52,97
Alakazam Dudunsparce;2;441;6,23;48,91
N's Zoroark;3;433;6,12;48,8
Slowking;4;433;6,12;52,11
Dragapult Dusknoir;5;425;6,01;51,03
Basic Box;6;337;4,76;52,71
Mega Excadrill;7;319;4,51;50,25
Dhelmise;8;274;3,87;49,65
Crustle;9;221;3,12;51,72
Lopunny Dudunsparce;10;207;2,93;52,98
Dragapult Blaziken;11;182;2,57;51,49
Lucario Hariyama;12;163;2,3;47,0
Festival Lead;13;158;2,23;52,05
Ogerpon Meganium Hydrapple;14;144;2,04;52,97
Sharpedo Toxtricity;15;144;2,04;48,57
Rocket's Honchkrow;16;125;1,77;51,27
Mega Greninja;17;118;1,67;41,91
Mega Lucario;18;111;1,57;46,46
Grimmsnarl Froslass;19;105;1,48;49,1
Cynthia's Garchomp;20;104;1,47;51,92
Alakazam Dusknoir;21;95;1,34;48,89
Rocket's Mewtwo;22;77;1,09;50,97
Greninja;23;73;1,03;50,0
Lopunny Dusknoir;24;62;0,88;49,81
Steven's Metagross;25;59;0,83;41,35
Raging Bolt Ogerpon;26;58;0,82;48,9
Beedrill;27;53;0,75;57,37
Ogerpon Meganium Arboliva;28;51;0,72;60,71
Gengar;29;46;0,65;38,31
Starmie Froslass;30;44;0,62;53,11
Hop's Trevenant;31;43;0,61;42,21
Toxtricity Box;32;43;0,61;52,6
Seaking Festival Lead;33;40;0,57;50,25
Mega Starmie;34;40;0,57;46,84
Mega Chandelure;35;38;0,54;42,96
Ethan's Typhlosion;36;38;0,54;43,7
Dragapult Dudunsparce;37;37;0,52;51,03
Starmie Dusknoir;38;32;0,45;46,58
Manectric Eelektrik;39;31;0,44;33,64
Toucannon;40;29;0,41;44,09
Clefairy Ogerpon;41;29;0,41;48,78
Mega Darkrai;42;29;0,41;35,62
Ogerpon Meganium;43;28;0,4;40,17
Mega Venusaur;44;28;0,4;48,28
Kangaskhan Bouffalant;45;22;0,31;40,0
Mega Absol Box;46;21;0,3;41,1
Lillie's Clefairy;47;20;0,28;43,75
Marnie's Grimmsnarl;48;18;0,25;45,07
Cinccino;49;17;0,24;45,05
Doublade;50;17;0,24;30,0
Froslass Munkidori;51;17;0,24;27,27
Mega Camerupt;52;16;0,23;48,48
Hydreigon;53;15;0,21;43,48
Toxtricity;54;15;0,21;40,3
Ceruledge;55;14;0,2;46,67
Eelektrik;56;14;0,2;31,82
Mega Froslass;57;13;0,18;38,46
Yanmega;58;13;0,18;50,0
Iono's Bellibolt;59;11;0,16;35,56
Dragapult Froslass;60;11;0,16;35,29
Metagross;61;10;0,14;42,0
Mega Charizard X;62;10;0,14;28,89
Blaziken Zoroark;63;9;0,13;56,86
Hop's Zacian;64;9;0,13;44,74
Mega Gengar;65;9;0,13;40,63
Palafin;66;7;0,1;51,28
Archaludon Dudunsparce;67;7;0,1;38,71
Mega Diancie;68;7;0,1;23,08
Tera Box;69;7;0,1;52,0
Okidogi Barbaracle;70;6;0,08;59,09
Mega Zygarde;71;6;0,08;38,1
Ursaluna Lunatone;72;6;0,08;38,89
Flareon Noctowl;73;6;0,08;27,78
Mega Abomasnow;74;5;0,07;43,48
Mega Dragonite;75;5;0,07;52,63
Azumarill;76;5;0,07;41,18
Raging Bolt Bellibolt;77;5;0,07;21,43
Zygarde Barbaracle;78;4;0,06;42,86
Decidueye;79;4;0,06;55,0
Paldean Tauros;80;4;0,06;45,0
Archaludon;81;4;0,06;31,25
Alakazam;82;4;0,06;46,15
Blissey;83;3;0,04;33,33
Diancie Dusknoir;84;3;0,04;11,11
Mega Feraligatr;85;2;0,03;42,86
Heatran Metang;86;2;0,03;35,71
Joltik Box;87;2;0,03;58,33
Slaking;88;2;0,03;27,27
Rocket's Spidops;89;2;0,03;66,67
Erika's Victreebel;90;2;0,03;12,5
Mega Lopunny;91;2;0,03;14,29
Greninja Froslass;92;2;0,03;33,33
Mamoswine;93;2;0,03;33,33
Wailord;94;2;0,03;40,0
Mega Sharpedo;95;2;0,03;0,0
Flareon;96;2;0,03;0,0
Froslass Dudunsparce;97;2;0,03;0,0
Archaludon Zoroark;98;2;0,03;33,33
Bloodmoon Ursaluna;99;1;0,01;37,5
Misty's Gyarados;100;1;0,01;42,86
Blaziken;101;1;0,01;50,0
Toxtricity Brute Bonnet;102;1;0,01;16,67
Sinistcha Ogerpon;103;1;0,01;50,0
Terapagos Noctowl;104;1;0,01;25,0
Rocket's Nidoking;105;1;0,01;0,0
Ethan's Magcargo;106;1;0,01;0,0
Alolan Exeggutor ex;107;1;0,01;0,0
Dudunsparce Control;108;1;0,01;0,0
Iron Thorns;109;1;0,01;0,0
